name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991
OperatingCashFlow,"721,384,000","500,972,000","321,377,000","77,059,000","-178,024,000","585,457,000","439,131,000","70,455,000","58,997,000","61,180,000","47,724,000","13,330,000","40,534,000","32,897,000","43,217,000","6,666,000","50,648,000","35,814,000","11,225,000","-7,523,000","-5,568,000","29,575,000","16,621,000","-2,350,000","5,141,000","-7,597,000","16,057,000","-3,010,000","-8,504,000","31,766,000","18,208,000","186,000","-4,865,000","22,157,000","1,464,000","-5,098,000","-5,129,000","34,445,000","13,748,000","1,619,000","1,480,000","2,786,000","13,111,000","142,000","8,093,000","25,636,000","3,097,000","667,000","-36,000","-14,021,000","45,089,000","15,864,000","2,129,000","9,761,000","11,369,000","-5,116,000","-3,236,000","25,924,000","9,541,000","-697,000","2,415,000","16,083,000","11,828,000","-1,077,000","4,204,000","5,776,000","9,471,000","1,532,000","-17,591,000","7,810,000","7,005,000","-3,781,000","-2,361,000","9,085,000","4,937,000","2,933,000","-1,000","10,953,000","-57,000","-1,275,000","3,638,000","3,852,000","878,000","3,371,000","-471,000","2,096,000","-1,159,000","-511,000","1,522,000","1,954,000","-2,200,000","3,000,000","1,500,000","-1,200,000","300,000","1,200,000","1,900,000","3,200,000","-500,000","2,100,000","2,300,000","900,000","800,000","1,200,000","500,000","500,000","100,000","-100,000","-800,000","600,000","-100,000","400,000","1,400,000","-1,000,000","-800,000","100,000","1,200,000","100,000","-400,000","100,000","600,000","-200,000","-600,000","-3,100,000"
	CashFlowFromContinuingOperatingActivities,"721,384,000","500,972,000","321,377,000","77,059,000","-178,024,000","585,457,000","439,131,000","70,455,000","58,997,000","61,180,000","47,724,000","13,330,000","40,534,000","32,897,000","43,217,000","6,666,000","50,648,000","35,814,000","11,225,000","-7,523,000","-5,568,000","29,575,000","16,621,000","-2,350,000","5,141,000","-7,597,000","16,057,000","-3,010,000","-8,504,000","31,766,000","18,208,000","186,000","-4,865,000","22,157,000","1,464,000","-5,098,000","-5,129,000","34,445,000","13,748,000","1,619,000","1,480,000","2,786,000","13,111,000","142,000","8,093,000","25,636,000","3,097,000","667,000","-36,000","-14,021,000","45,089,000","15,864,000","2,129,000","9,761,000","11,369,000","-5,116,000","-3,236,000","25,924,000","9,541,000","-697,000","2,415,000","16,083,000","12,625,000","-1,077,000","4,204,000","5,776,000","9,636,000","1,648,000","-17,693,000","7,810,000","8,443,000","-3,781,000","-2,361,000","9,085,000","4,937,000","2,933,000","-1,000","10,953,000","-57,000","-1,275,000","3,638,000","3,852,000","878,000","3,371,000","-471,000","2,096,000","-1,159,000","-511,000","1,522,000","1,954,000","-2,200,000","3,000,000","1,500,000","-1,200,000","300,000","1,200,000","1,900,000","3,200,000","-500,000","2,100,000","2,300,000","900,000","800,000","1,200,000","500,000","500,000","100,000","-100,000","-800,000","600,000","-100,000","400,000","1,400,000","-1,000,000","-800,000","100,000","1,200,000","100,000","-400,000","100,000","600,000","-200,000","-600,000","-3,100,000"
		NetIncomeFromContinuingOperations,"1,006,078,000","479,936,000","291,317,000","215,752,000","19,073,000","178,084,000","470,130,000","232,268,000","67,652,000","40,237,000","30,626,000","16,181,000","1,270,000","24,844,000","32,479,000","10,822,000","-3,076,000","33,958,000","-5,088,000","-5,525,000","-11,842,000","14,290,000","-1,950,000","-572,000","-7,840,000","-3,446,000","-377,000","-762,000","-8,931,000","3,991,000","7,113,000","-5,767,000","-6,908,000","-1,512,000","1,139,000","-4,361,000","-1,755,000","12,367,000",,,,,,,,"11,448,000",,,"-2,467,000","-2,517,000","20,107,000","14,940,000","637,000","-2,801,000","6,070,000","4,741,000","-513,000","8,550,000","8,106,000","2,420,000","-1,712,000","4,817,000","18,296,000","2,143,000","-4,049,000","5,328,000","10,534,000","700,000","-1,710,000","-17,851,000","7,227,000","-3,645,000","-2,290,000","292,000","18,809,000","-481,000","-367,000","1,690,000","566,000","-1,189,000","305,000","1,609,000","1,377,000","-75,000","-866,000","417,000","-2,547,000","-4,540,000","89,000","1,152,000","-2,400,000","500,000","7,500,000","900,000",,,"-100,000","1,700,000","300,000","-800,000","1,300,000","1,800,000","200,000","200,000","200,000",,,,"-2,400,000","700,000","-700,000","-1,700,000","-1,000,000","-400,000","0","-600,000","300,000","200,000","200,000","-300,000","100,000","200,000",,
		OperatingGainsLosses,,,,,,,"0","10,384,000",,,"0","0",,,"0","1,297,000","2,398,000","4,567,000",,,,,"0","0","0","-421,000",,,,,,,,,,,,,"74,000","13,000",,,"360,000","6,000",,,"7,000","0",,,,,,,,,,,,,,"6,000","-557,000",,,"633,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","100,000",,
			GainLossOnInvestmentSecurities,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"58,461,000","16,782,000","14,401,000","12,792,000","14,486,000","12,705,000","12,308,000","12,415,000","11,886,000","12,480,000","15,051,000","12,282,000","12,487,000","11,971,000","11,943,000","10,704,000","11,544,000","12,075,000","12,949,000","6,236,000","5,887,000","5,690,000","5,199,000","5,187,000","6,287,000","6,123,000","5,849,000","5,717,000","5,618,000","6,202,000","7,787,000","6,885,000","6,361,000","7,332,000","6,237,000","6,334,000","5,067,000","7,056,000","6,776,000","5,623,000","5,282,000","5,580,000","5,746,000","5,298,000","3,386,000","3,379,000","3,547,000","3,324,000","3,246,000","2,209,000","1,888,000","1,612,000","1,333,000","1,533,000","2,468,000","2,066,000","2,080,000","2,067,000","2,369,000","2,428,000","2,437,000","2,618,000","2,963,000","1,924,000","2,210,000","2,012,000",,,,,,,,,,,,,,,,,,,,,"5,032,000",,,"1,703,000","1,300,000","900,000","800,000","900,000","900,000","700,000","800,000","800,000","800,000","700,000","700,000","600,000","600,000","600,000","600,000","500,000","500,000","500,000","500,000","300,000","600,000","500,000","500,000","400,000","300,000","300,000","300,000","300,000","300,000","400,000","500,000","200,000","400,000","300,000"
			DepreciationAndAmortization,"58,461,000","16,782,000","14,401,000","12,792,000","14,486,000","12,705,000","12,308,000","12,415,000","11,886,000","12,480,000","15,051,000","12,282,000","12,487,000","11,971,000","11,943,000","10,704,000","11,544,000","12,075,000","12,949,000","6,236,000","5,887,000","5,690,000","5,199,000","5,187,000","6,287,000","6,123,000","5,849,000","5,717,000","5,618,000","6,202,000","7,787,000","6,885,000","6,361,000","7,332,000","6,237,000","6,334,000","5,067,000","7,056,000","6,776,000","5,623,000","5,282,000","5,580,000","5,746,000","5,298,000","3,386,000","3,379,000","3,547,000","3,324,000","3,246,000","2,209,000",,,,,,"2,066,000","2,080,000","2,067,000","2,369,000","2,428,000","2,437,000","2,618,000","2,963,000","1,924,000","2,210,000","2,012,000",,,,,,,,,,,,,,,,,,,,,"5,032,000",,,"1,703,000","1,300,000","900,000","800,000","900,000","900,000","700,000","800,000","800,000","800,000","700,000","700,000","600,000","600,000","600,000","600,000","500,000","500,000","500,000","500,000","300,000","600,000","500,000","500,000","400,000","300,000","300,000","300,000","300,000","300,000","400,000","500,000","200,000","400,000","300,000"
				Depreciation,"58,461,000","16,782,000","14,401,000","12,792,000","14,486,000","12,705,000","12,308,000","12,415,000","11,886,000","12,480,000","15,051,000","12,282,000","12,487,000","11,971,000","11,943,000","10,704,000","11,544,000","12,075,000","12,949,000","6,236,000","5,887,000","5,690,000","5,199,000","5,187,000","6,287,000","6,123,000","5,849,000","5,717,000","5,618,000","6,202,000","7,787,000","6,885,000","6,361,000","7,332,000","6,237,000","6,334,000","5,067,000","7,056,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"24,138,000","-89,000","23,905,000","157,000","165,000","446,000","-19,770,000","-420,000","-99,000","78,000",,,,,"-20,458,000",,,,"264,000","348,000","-247,000","0","4,772,000","-157,000","-4,589,000","-2,629,000","2,341,000","-3,937,000","-3,716,000","1,285,000","6,497,000","-5,682,000","-3,559,000","0","-5,378,000","87,000","2,426,000","937,000","3,861,000","-713,000","-1,680,000","1,000","-1,310,000","-1,006,000",,,,"6,212,000","-5,658,000","-1,501,000","429,000","3,584,000","406,000","-1,790,000","7,151,000","-4,109,000","-323,000","5,352,000","2,002,000","1,580,000","-1,204,000","3,145,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"768,000",,"300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"24,138,000","-89,000","23,905,000","157,000","165,000","446,000","-19,770,000","-420,000","-99,000","78,000",,,,,"-20,458,000",,,,"264,000","348,000","-247,000","0","4,772,000","-157,000","-4,589,000","-2,629,000","2,341,000","-3,937,000","-3,716,000","1,285,000","6,497,000","-5,682,000","-3,559,000","0","-5,378,000","87,000","2,426,000","937,000","3,861,000","-713,000","-1,680,000","1,000","-1,310,000","-1,006,000",,,,"6,212,000","-5,658,000","-1,501,000","429,000","3,584,000","406,000","-1,790,000","7,151,000","-4,109,000","-323,000","5,352,000","2,002,000","1,580,000","-1,204,000","3,145,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"768,000",,"300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
