name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996
TotalRevenue,"1,821,019,000","451,519,000","494,834,000","458,017,000","416,649,000","352,607,000","427,604,000","433,081,000","355,031,000","366,476,000","428,991,000","411,565,000","381,372,000","325,434,000","345,664,000","345,043,000","356,532,000","330,426,000","342,569,000","370,845,000","367,157,000","332,767,000","326,657,000","371,462,000","298,503,000","299,403,000","298,644,000","336,286,000","269,866,000","267,265,000","306,241,000","297,472,000","272,304,000","259,908,000","267,182,000","271,129,000","259,317,000","236,312,000","242,025,000","252,638,000","236,824,000","102,349,000","263,577,000","255,545,000","204,110,000","236,422,000","221,814,000","234,477,000","189,005,000","180,405,000","178,711,000","172,715,000","152,420,000","134,159,000","184,724,000","196,858,000","182,286,000","187,199,000","198,439,000","225,001,000","238,666,000","180,475,000","222,878,000","198,748,000","189,670,000","160,198,095","163,073,618","174,242,648","149,803,801","168,263,822","147,650,267","153,929,093","106,698,733","85,252,820","79,800,419","85,636,731","79,867,518","71,722,052","73,263,666","82,329,115","72,175,280","48,730,456","55,812,442","47,145,947","53,293,336","72,066,894","73,674,596","77,751,616","83,613,106","72,933,804","76,200,000","59,400,000","53,100,000","44,500,000","69,900,000","38,000,000","40,200,000","27,100,000","23,600,000","27,300,000","26,800,000","19,700,000","11,800,000","11,700,000","12,900,000"
	OperatingRevenue,"1,821,019,000","451,519,000","494,834,000","458,017,000","416,649,000","352,607,000","427,604,000","433,081,000","355,031,000","366,476,000","428,991,000","411,565,000","381,372,000","325,434,000","345,664,000","345,043,000","356,532,000","330,426,000","342,569,000","370,845,000","367,157,000","332,767,000","326,657,000","371,462,000","298,503,000","299,403,000","298,644,000","336,286,000","269,866,000","267,265,000","306,241,000","297,472,000","272,304,000","259,908,000","267,182,000","271,129,000","259,317,000","236,312,000","242,025,000","252,638,000","236,824,000","102,349,000","263,577,000","255,545,000","204,110,000","236,422,000","221,814,000","234,477,000","189,005,000","180,405,000","178,711,000","172,715,000","152,420,000","134,159,000","184,724,000","196,858,000","182,286,000","187,199,000","198,439,000","225,001,000","238,666,000","180,475,000","222,878,000","198,748,000","189,670,000","160,198,095","163,073,618","174,242,648","149,803,801","168,263,822","147,650,267","153,929,093","106,698,733","85,252,820","79,800,419","85,636,731","79,867,518","71,722,052","73,263,666","82,329,115","72,175,280","48,730,456","55,812,442","47,145,947","53,293,336","72,066,894","73,674,596","77,751,616","83,613,106","72,933,804","76,200,000","59,400,000","53,100,000","44,500,000","69,900,000","38,000,000","40,200,000","27,100,000","23,600,000","27,300,000","26,800,000","19,700,000","11,800,000","11,700,000","12,900,000"
CostOfRevenue,"1,360,037,000","336,168,000","377,717,000","335,015,000","311,137,000","254,723,000","329,453,000","334,119,000","256,474,000","274,651,000","325,295,000","308,534,000","288,733,000","244,162,000","262,751,000","259,543,000","275,829,000","248,796,000","265,881,000","283,274,000","289,564,000","256,391,000","252,871,000","289,529,000","230,839,000","232,457,000","234,584,000","264,365,000","210,736,000","208,519,000","240,803,000","233,548,000","215,865,000","205,258,000","210,433,000","218,349,000","206,583,000","183,008,000","191,037,000","207,660,000","196,634,000","34,524,000","224,425,000","219,702,000","175,415,000","178,192,000","185,512,000","192,743,000","153,661,000","148,570,000","143,815,000","138,281,000","124,529,000","107,750,000","149,860,000","156,448,000","144,943,000","149,974,000","162,110,000","183,622,000","193,389,000","144,698,000","163,763,000","162,371,000","156,362,000","129,092,469","136,476,114","147,540,137","125,883,648","117,886,890","124,553,802","126,272,818","84,837,783","71,205,066","55,762,511","62,364,436","57,511,924","57,448,004","48,933,721","57,001,834","49,924,225","26,632,887","35,444,062","25,845,889","31,778,759","33,707,215","50,426,354","56,542,853","64,401,768","51,004,173","54,500,000","46,700,000","43,100,000","33,000,000","58,400,000","28,400,000","33,800,000","24,000,000","14,500,000","20,200,000","20,800,000","13,000,000","6,600,000","7,600,000","10,200,000"
GrossProfit,"460,982,000","115,351,000","117,117,000","123,002,000","105,512,000","97,884,000","98,151,000","98,962,000","98,557,000","91,825,000","103,696,000","103,031,000","92,639,000","81,272,000","82,913,000","85,500,000","80,703,000","81,630,000","76,688,000","87,571,000","77,593,000","76,376,000","73,786,000","81,933,000","67,664,000","66,946,000","64,060,000","71,921,000","59,130,000","58,746,000","65,438,000","63,924,000","56,439,000","54,650,000","56,749,000","52,780,000","52,734,000","53,304,000","50,988,000","44,978,000","40,190,000","67,825,000","39,152,000","35,843,000","28,695,000","58,230,000","36,302,000","41,734,000","35,344,000","31,835,000","34,896,000","34,434,000","27,891,000","26,409,000","34,864,000","40,410,000","37,343,000","37,225,000","36,329,000","41,379,000","45,277,000","35,777,000","59,115,000","36,377,000","33,308,000","31,105,626","26,597,504","26,702,511","23,920,153","50,376,932","23,096,465","27,656,275","21,860,950","14,047,754","24,037,908","23,272,295","22,355,594","14,274,048","24,329,945","25,327,281","22,251,055","22,097,569","20,368,380","21,300,058","21,514,577","38,359,679","23,248,242","21,208,763","19,211,338","21,929,631","21,700,000","12,700,000","10,000,000","11,500,000","11,500,000","9,600,000","6,400,000","3,100,000","9,100,000","7,100,000","6,000,000","6,700,000","5,200,000","4,100,000","2,700,000"
OperatingExpense,"311,763,000","80,234,000","80,471,000","78,357,000","72,701,000","73,468,000","68,533,000","70,230,000","72,983,000","73,271,000","76,737,000","74,080,000","69,250,000","66,257,000","62,447,000","60,446,000","59,756,000","62,824,000","60,028,000","58,469,000","56,727,000","57,255,000","52,070,000","53,330,000","49,829,000","50,160,000","46,019,000","44,838,000","43,511,000","43,117,000","44,301,000","42,987,000","41,053,000","40,094,000","38,200,000","37,652,000","38,921,000","40,059,000","34,942,000","35,037,000","34,122,000","36,683,000","33,412,000","30,952,000","29,464,000","30,719,000","28,919,000","27,951,000","26,722,000","26,078,000","25,947,000","24,537,000","23,248,000","23,364,000","25,457,000","28,114,000","29,591,000","30,036,000","27,768,000","30,474,000","33,867,000","29,221,000","34,816,000","32,444,000","27,969,000","27,389,979","22,610,773","21,763,256","20,202,373","15,613,631","18,735,384","22,128,626","16,782,371","7,870,245","18,078,564","16,880,118","16,827,819","8,146,405","18,013,541","18,750,611","16,491,133","15,613,284","14,189,624","14,170,057","14,599,377","30,783,175","16,195,092","14,021,410","11,521,812","13,489,387","13,700,000","9,100,000","7,300,000","7,100,000","7,600,000","6,100,000","4,900,000","300,000","6,500,000","4,800,000","4,300,000","5,200,000","3,800,000","2,800,000","1,600,000"
	SellingGeneralAndAdministration,"297,117,000","76,964,000","76,874,000","74,504,000","68,775,000","69,517,000","65,390,000","66,889,000","69,467,000","69,782,000","73,090,000","70,523,000","65,787,000","62,683,000","59,728,000","57,705,000","56,966,000","59,989,000","57,134,000","56,340,000","54,664,000","55,411,000","50,160,000","51,607,000","48,054,000","44,612,000","46,019,000","44,838,000","43,511,000","43,117,000","44,301,000","42,987,000","41,053,000","40,094,000","38,200,000","37,652,000","38,921,000","40,059,000","34,942,000","35,037,000","34,122,000","36,683,000","33,412,000","30,952,000","29,464,000","30,719,000","28,919,000","27,951,000","26,722,000","26,078,000","25,947,000","24,537,000","23,248,000","23,364,000","25,457,000","28,114,000","29,591,000","30,036,000","27,768,000","30,474,000","33,867,000","29,221,000","34,816,000","32,444,000","27,969,000","27,389,979","22,610,773","21,763,256","20,202,373","15,613,631","18,735,384","22,128,626","16,782,371","7,870,245","18,078,564","16,880,118","16,827,819","8,146,405","18,013,541","18,750,611","16,491,133","15,613,284","14,189,624","14,170,057","14,599,377","27,451,747","12,723,356","11,917,431","9,180,195","11,130,207","10,600,000","8,000,000","6,500,000","6,300,000","6,400,000","4,700,000","3,600,000","-900,000","5,400,000","3,600,000","3,200,000","3,900,000","2,700,000","2,200,000","1,100,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,"50,160,000","51,607,000","48,054,000","44,612,000","46,019,000","44,838,000","43,511,000","43,117,000","44,301,000","42,987,000","41,053,000","40,094,000","38,200,000","37,652,000","38,921,000","40,059,000","34,942,000","35,037,000","34,122,000","36,683,000","33,412,000","30,952,000","29,464,000","30,719,000","28,919,000","27,951,000","26,722,000","26,078,000","25,947,000","24,537,000","23,248,000","23,364,000","25,457,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,"42,385,000","42,296,000","39,798,000","40,978,000","37,372,000","35,740,000","35,214,000","35,255,000","35,632,000","34,252,000","32,947,000","31,989,000","30,795,000","29,685,000","30,682,000","30,155,000","27,535,000","26,919,000","26,354,000","25,576,000","25,596,000","24,090,000","23,006,000","22,094,000","21,506,000","20,597,000","20,050,000","19,594,000","18,837,000","18,256,000","17,925,000","18,671,000","19,573,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,"7,775,000","9,311,000","8,256,000","3,634,000","8,647,000","9,098,000","8,297,000","7,862,000","8,669,000","8,735,000","8,106,000","8,105,000","7,405,000","7,967,000","8,239,000","9,904,000","7,407,000","8,118,000","7,768,000","11,107,000","7,816,000","6,862,000","6,458,000","8,625,000","7,413,000","7,354,000","6,672,000","6,484,000","7,110,000","6,281,000","5,323,000","4,693,000","5,884,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"14,646,000","3,270,000","3,597,000","3,853,000","3,926,000","3,951,000","3,143,000","3,341,000","3,516,000","3,489,000","3,647,000","3,557,000","3,463,000","3,574,000","2,719,000","2,741,000","2,790,000","2,835,000","2,894,000","2,129,000","2,063,000","1,844,000","1,910,000","1,723,000","1,775,000","1,809,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,331,428","3,471,736","2,103,979","2,341,617","2,359,180","3,100,000","1,100,000","800,000","800,000","1,200,000","1,400,000","1,300,000","1,200,000","1,100,000","1,200,000","1,100,000","1,300,000","1,100,000","600,000","500,000"
