name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalAssets,"1,344,346,000","1,659,935,000","1,577,143,000","1,469,708,000","1,451,360,000","1,390,677,000","1,296,142,000","1,222,134,000","1,137,634,000","1,143,071,000","1,072,329,000","1,016,861,000","1,006,517,000","967,933,000","949,843,000","968,181,000","973,024,000","950,717,000","948,876,000","963,646,000","966,093,000","979,105,000","976,487,000","994,863,000","993,996,000","984,041,000"
	CurrentAssets,"355,969,000","690,912,000","641,220,000","550,100,000","533,380,000","473,651,000","395,005,000","319,082,000","303,002,000","317,028,000","250,397,000","194,344,000","182,375,000","178,114,000","153,085,000","158,479,000","153,754,000","129,971,000","117,029,000","123,123,000","128,325,000","133,248,000","120,527,000","127,490,000","115,175,000","94,721,000"
		CashCashEquivalentsAndShortTermInvestments,"82,843,000","461,304,000","398,387,000","339,009,000","332,877,000","277,766,000","219,227,000","160,903,000","133,999,000","131,920,000","79,290,000","20,098,000","30,127,000","23,275,000","22,244,000","22,230,000","22,245,000","26,485,000","24,168,000","29,055,000","29,316,000","37,099,000","14,636,000","13,674,000","24,181,000","14,880,000"
			CashAndCashEquivalents,"82,843,000","461,304,000","398,387,000","339,009,000","332,877,000","277,766,000","219,227,000","160,903,000","133,999,000","131,920,000","79,290,000","20,098,000","30,127,000","23,275,000","22,244,000","22,230,000","22,245,000","26,485,000","24,168,000","29,055,000","29,316,000","37,099,000","14,636,000","13,674,000","24,181,000","14,880,000"
		Receivables,"224,759,000","186,432,000","186,378,000","161,489,000","159,997,000","160,962,000","134,087,000","127,286,000","136,374,000","155,662,000","140,189,000","149,860,000","129,624,000","133,449,000","108,285,000","115,398,000","110,654,000","83,079,000","74,708,000","76,664,000","82,283,000","79,767,000","81,922,000","90,048,000","75,006,000","65,088,000"
			AccountsReceivable,"185,309,000","150,496,000","145,297,000","127,696,000","131,918,000","137,912,000","105,303,000","100,146,000","108,852,000","127,877,000","113,931,000","114,516,000","107,241,000","85,120,000","60,275,000","71,062,000","67,616,000","55,599,000","50,973,000","50,606,000","57,998,000","48,270,000","57,136,000","67,701,000","58,155,000","46,352,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,"59,805,000","48,076,000"
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,"-1,650,000","-1,724,000"
			OtherReceivables,"39,620,000","36,107,000","41,279,000","34,139,000","28,425,000","23,396,000","29,259,000","27,457,000","28,059,000","28,368,000","26,987,000","36,073,000","28,252,000","49,361,000","49,072,000","45,701,000","43,688,000","28,153,000","25,947,000","28,164,000","27,177,000","34,719,000","26,891,000","24,763,000","16,851,000","18,736,000"
			ReceivablesAdjustmentsAllowances,"-170,000","-171,000","-198,000","-346,000","-346,000","-346,000","-475,000","-317,000","-537,000","-583,000","-729,000","-729,000","-5,869,000","-1,032,000","-1,062,000","-1,365,000","-650,000","-673,000","-2,212,000","-2,106,000","-2,892,000","-3,222,000","-2,105,000","-2,416,000",,
