name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalAssets,"17,898,900,000","18,297,600,000","18,110,300,000","17,695,400,000","17,217,800,000","16,946,500,000","16,248,400,000","15,805,000,000","16,212,100,000","16,407,400,000","16,494,400,000","15,344,600,000","15,542,600,000","14,484,800,000","14,316,700,000","14,045,900,000","14,038,100,000","13,780,100,000","13,982,400,000","13,515,300,000","13,523,000,000","13,234,300,000","13,063,000,000","12,787,400,000","12,807,700,000","12,593,200,000","12,865,209,000","13,348,619,000","11,247,902,000","11,551,910,000","11,537,107,000","11,507,932,000","11,264,748,000","11,210,422,000","10,935,671,000","10,654,290,000","10,776,869,000","10,383,749,000","10,841,771,000","8,373,095,000","8,493,855,000","8,062,701,000","7,999,580,000","7,794,145,000","8,124,628,000","8,128,019,000","7,611,422,000","7,449,483,000","6,000,587,000","6,062,572,000","5,676,520,000","5,441,751,000","5,364,166,000","5,764,324,000","6,346,711,000","6,405,137,000","6,778,137,000","6,580,558,000","6,749,266,000","6,529,344,000","6,283,453,000","6,376,414,000","5,875,888,000","5,624,334,000","5,415,604,000","5,687,574,000","5,396,906,000","5,026,672,000","2,696,615,000","2,597,130,000","2,256,816,000","2,098,126,000","2,019,029,000","1,930,752,000","1,874,186,000","1,836,228,000","1,764,432,000","1,752,246,000","1,736,447,000","1,747,084,000","1,723,635,000","1,821,417,000","2,097,642,000","2,132,741,000","2,187,566,000","1,770,558,000","1,653,167,000","1,579,885,000","1,552,896,000","1,545,500,000","1,547,800,000","1,527,100,000","1,529,700,000","1,525,800,000","1,540,900,000","1,533,300,000","1,544,200,000","1,543,300,000","1,584,100,000","1,612,800,000","1,358,000,000","1,279,800,000","1,284,800,000","1,255,800,000","1,235,200,000"
	CurrentAssets,"5,768,500,000","6,139,600,000","5,890,800,000","5,511,500,000","5,036,300,000","4,815,200,000","4,337,800,000","3,859,700,000","4,139,700,000","4,184,700,000","4,177,600,000","3,098,100,000","3,182,400,000","3,180,000,000","3,273,200,000","3,169,500,000","3,317,200,000","3,170,100,000","2,952,400,000","2,644,700,000","2,773,800,000","2,566,100,000","2,549,800,000","2,352,200,000","2,459,000,000","2,484,200,000","3,010,904,000","3,863,456,000","2,002,038,000","2,489,789,000","2,955,487,000","3,312,652,000","3,389,378,000","3,416,050,000","3,730,247,000","3,874,963,000","4,360,234,000","4,287,959,000","5,289,535,000","3,071,652,000","3,406,577,000","3,101,503,000","3,331,135,000","3,271,533,000","3,668,844,000","3,702,957,000","3,263,067,000","3,122,053,000","1,718,568,000","1,778,129,000","1,403,022,000","1,202,671,000","1,186,204,000","1,553,693,000","2,349,998,000","2,431,544,000","2,858,896,000","2,635,509,000","2,772,784,000","2,542,053,000","2,335,402,000","2,442,877,000","2,005,438,000","1,834,420,000","1,639,109,000","1,714,354,000","1,572,797,000","1,265,843,000","1,071,575,000","1,013,553,000","725,012,000","601,528,000","538,729,000","475,951,000","423,532,000","396,968,000","322,398,000","310,872,000","293,220,000","315,008,000","312,967,000","426,645,000","688,071,000","746,250,000","854,191,000","441,847,000","331,684,000","277,000,000","263,159,000","269,100,000","327,600,000","355,100,000","383,600,000","410,100,000","455,700,000","487,600,000","514,200,000","561,600,000","666,800,000","729,100,000","463,400,000","403,100,000","419,800,000","425,000,000","432,200,000"
		CashCashEquivalentsAndShortTermInvestments,"3,253,700,000","3,488,900,000","3,210,500,000","2,940,100,000","2,683,200,000","2,594,400,000","2,176,100,000","1,839,500,000","2,092,300,000","2,005,800,000","1,936,900,000","871,000,000","950,500,000","1,058,400,000","1,203,800,000","1,083,200,000","1,124,700,000","1,055,300,000","829,000,000","728,900,000","751,400,000","597,300,000","612,300,000","550,700,000","658,600,000","878,000,000","1,386,638,000","2,145,696,000","275,958,000","702,559,000","1,242,160,000","1,625,247,000","1,746,111,000","1,880,963,000","2,158,763,000","2,332,615,000","2,666,838,000","2,593,786,000","1,537,507,000","1,453,127,000","1,745,442,000","1,370,073,000","1,778,888,000","1,679,237,000","2,194,007,000","2,268,886,000","2,296,077,000","2,194,767,000","672,044,000","795,254,000","439,236,000","269,430,000","342,256,000","779,116,000","1,258,686,000","1,247,774,000","1,584,800,000","1,527,175,000","1,515,208,000","1,353,614,000","1,268,850,000","1,302,778,000","918,099,000","800,950,000","775,627,000","876,003,000","766,870,000","471,166,000","722,237,000","591,296,000","418,617,000","331,973,000","276,034,000","295,472,000","254,949,000","230,585,000","149,328,000","147,537,000","126,008,000","120,046,000","111,230,000","212,857,000","462,374,000","519,644,000","614,501,000","149,088,000","47,754,000","37,593,000","18,174,000","10,600,000","102,900,000","105,900,000","160,800,000","175,900,000","165,800,000","207,200,000","151,300,000","126,500,000","82,100,000","210,300,000","173,900,000","173,200,000","217,600,000","237,700,000","242,700,000"
			CashAndCashEquivalents,"2,847,200,000","3,002,000,000","2,583,700,000","2,394,300,000","2,267,300,000","2,183,600,000","2,145,400,000","1,808,800,000","2,051,600,000","1,925,100,000","1,935,200,000","752,200,000","737,000,000","844,600,000","967,300,000","1,032,500,000","1,068,200,000","1,004,800,000","798,500,000","688,700,000","698,700,000","546,000,000","511,500,000","452,500,000","376,000,000","274,500,000","504,491,000","1,572,343,000","192,138,000","363,970,000","1,034,174,000","1,335,364,000","1,473,101,000","1,672,695,000","1,795,299,000","1,939,682,000","2,462,350,000","2,459,488,000","1,157,805,000","1,079,371,000","1,518,181,000","848,118,000","1,243,135,000","1,453,841,000","1,973,297,000","2,192,677,000","2,236,698,000","2,144,623,000","651,964,000","772,306,000","413,280,000","235,540,000","291,275,000","716,740,000","1,175,648,000","1,150,259,000","1,472,781,000","1,409,272,000","1,195,208,000","1,013,614,000","888,850,000","1,022,778,000","918,099,000","800,950,000","775,627,000","876,003,000","766,870,000","471,166,000","722,237,000","546,029,000","418,617,000","331,973,000","276,034,000","295,472,000","254,949,000","230,585,000","149,328,000","147,537,000","126,008,000","120,046,000","94,598,000","212,857,000","462,374,000","519,644,000","614,501,000","149,088,000","47,754,000","37,593,000","18,174,000","10,600,000","102,900,000","105,900,000","160,800,000","175,900,000","165,800,000","207,200,000","151,300,000","126,500,000","82,100,000","210,300,000","173,900,000","173,200,000","217,600,000","237,700,000","242,700,000"
			OtherShortTermInvestments,"406,500,000","486,900,000","626,800,000","545,800,000","415,900,000","410,800,000","30,700,000","30,700,000","40,700,000","80,700,000","1,700,000","118,800,000","213,500,000","213,800,000","236,500,000","50,700,000","56,500,000","50,500,000","30,500,000","40,200,000","52,700,000","51,300,000","100,800,000","98,200,000","282,600,000","603,500,000","882,147,000","573,353,000","83,820,000","338,589,000","207,986,000","289,883,000","273,010,000","208,268,000","363,464,000","392,933,000","204,488,000","134,298,000","379,702,000","373,756,000","227,261,000","521,955,000","535,753,000","225,396,000","220,710,000","76,209,000","59,379,000","50,144,000","20,080,000","22,948,000","25,956,000","33,890,000","50,981,000","62,376,000","83,038,000","97,515,000","112,019,000","117,903,000","320,000,000","340,000,000","380,000,000","280,000,000",,,,,,,,"45,267,000",,,,,,,,,,,"16,632,000",,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,255,200,000","1,446,600,000","1,579,800,000","1,506,600,000","1,324,400,000","1,136,600,000","1,036,800,000","937,700,000","789,700,000","911,800,000","918,600,000","935,700,000","1,035,400,000","972,600,000","943,000,000","963,300,000","1,009,700,000","976,400,000","976,800,000","743,100,000","769,800,000","668,500,000","664,300,000","563,900,000","626,900,000","551,200,000","516,804,000","581,779,000","591,469,000","621,880,000","598,415,000","649,208,000","607,852,000","597,778,000","582,653,000","571,006,000","672,305,000","751,969,000","2,868,734,000","820,521,000","824,534,000","883,581,000","807,796,000","879,990,000","673,655,000","748,029,000","438,316,000","421,002,000","497,303,000","439,950,000","466,688,000","334,994,000","238,664,000","133,588,000","439,161,000","540,789,000","614,527,000","462,778,000","678,898,000","639,044,000","502,701,000","606,426,000","523,302,000","509,056,000","359,790,000","386,460,000","393,773,000","316,831,000","226,314,000","308,031,000","183,986,000","161,568,000","146,124,000","89,238,000","67,406,000","59,441,000","76,393,000","60,345,000","63,339,000","83,138,000","55,412,000","81,827,000","80,737,000","71,827,000","70,515,000","142,457,000","117,995,000","77,437,000","83,569,000","80,600,000","65,500,000","70,400,000","51,500,000","64,500,000","70,300,000","61,200,000","65,000,000","73,800,000","80,600,000","101,100,000","96,200,000","89,600,000","76,900,000","62,600,000","70,500,000"
			AccountsReceivable,"1,185,800,000","1,358,700,000","1,493,400,000","1,435,600,000","1,232,200,000","1,068,900,000","955,500,000","854,000,000","709,700,000","832,900,000","842,000,000","787,100,000","876,600,000","972,600,000","778,400,000","813,200,000","873,900,000","976,400,000","830,300,000","620,100,000","669,600,000","591,900,000","563,700,000","477,100,000","520,500,000","448,600,000","419,920,000","481,119,000","501,195,000","540,245,000","514,187,000","583,143,000","523,155,000","533,226,000","487,222,000","470,835,000","566,756,000","669,333,000","580,525,000","820,521,000","824,534,000","881,593,000","807,796,000","879,990,000","673,655,000","671,745,000","438,316,000","421,002,000","497,303,000","439,950,000","466,688,000","334,994,000","238,664,000","133,588,000","439,161,000","540,789,000","614,527,000","462,778,000","678,898,000","639,044,000","502,701,000","606,426,000","523,302,000","509,056,000","359,790,000","386,460,000","389,241,000","301,154,000","226,314,000","301,838,000","183,986,000","161,568,000","146,124,000","89,238,000","67,406,000","59,441,000","76,393,000","60,345,000","63,339,000","83,138,000","55,412,000","78,101,000","80,737,000","71,827,000","70,515,000",,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"822,976,000",,,"811,550,000",,,"671,745,000",,,"501,812,000",,,,"243,469,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,455,000",,,"-3,754,000",,,"0",,,"-4,509,000",,,,"-4,805,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"179,988,000",,,"1,988,000",,,,"32,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
