name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
OperatingCashFlow,"1,947,632,000","713,602,000","417,311,000","240,790,000","-640,827,000"
InvestingCashFlow,"-29,710,000","-636,000","-57,341,000","-8,671,000","-4,632,000"
FinancingCashFlow,"-1,192,546,000","-231,076,000","-1,170,463,000","-361,096,000","526,898,000"
EndCashPosition,"1,467,754,000","1,467,754,000","985,864,000","742,378,000","871,355,000"
	ChangesInCash,"725,376,000","481,890,000","-810,493,000","-128,977,000","-118,561,000"
	BeginningCashPosition,"742,378,000","985,864,000","1,796,357,000","871,355,000","989,916,000"
CapitalExpenditure,,"-1,252,000","-177,000",,"-2,590,000"
IssuanceOfCapitalStock,"1,755,621,000","820,621,000","0","0","800,000,000"
IssuanceOfDebt,"230,000,000","30,000,000","200,000,000","0","25,000,000"
RepaymentOfDebt,"-80,000,000","-30,000,000","0","0","-125,000,000"
FreeCashFlow,"1,944,589,000","712,350,000","417,134,000","240,790,000","-643,417,000"
