name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
TotalAssets,"428,423,480","409,168,772","366,265,978","308,321,134","339,011,441","319,572,471","285,224,312","317,960,811"
TotalLiabilitiesNetMinorityInterest,"1,190,132","1,337,271","834,019","664,336","812,996","2,026,603","7,781,305","792,882"
TotalEquityGrossMinorityInterest,"427,233,348","407,831,501","365,431,959","307,656,798","338,198,445","317,545,868","277,443,007","317,167,929"
	StockholdersEquity,"427,233,348","407,831,501","365,431,959","307,656,798","338,198,445","317,545,868","277,443,007","317,167,929"
		CapitalStock,"199,828","199,828","199,828","199,828","199,828","199,782","199,732","199,732"
			CommonStock,"199,828","199,828","199,828","199,828","199,828","199,782","199,732","199,732"
		AdditionalPaidInCapital,"263,882,127","263,882,127","263,882,127","263,882,127","263,882,127","263,803,133","263,723,651","263,794,231"
		RetainedEarnings,"163,151,393","143,749,546","101,350,004","43,574,843","74,116,490","53,542,953","13,519,624","-8,709,636"
CommonStockEquity,"427,233,348","407,831,501","365,431,959","307,656,798","338,198,445","317,545,868","277,443,007","317,167,929"
NetTangibleAssets,"427,233,348","407,831,501","365,431,959","307,656,798","338,198,445","317,545,868","277,443,007","317,167,929"
TangibleBookValue,"427,233,348","407,831,501","365,431,959","307,656,798","338,198,445","317,545,868","277,443,007","317,167,929"
ShareIssued,"19,982,838","19,982,838","19,982,838","19,982,838","19,982,838","19,978,166","19,973,164","19,973,164"
OrdinarySharesNumber,"19,982,838","19,982,838","19,982,838","19,982,838","19,982,838","19,978,166","19,973,164","19,973,164"
