name,ttm,03/31/2022,10/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,,"163,200,000","168,000,000","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,,"163,200,000","168,000,000","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,,"98,800,000","97,700,000",,,,,,,,,,,
GrossProfit,,"64,400,000","70,300,000",,,,,,,,,,,
OperatingExpense,,"98,000,000","111,900,000","2,876,849","8,087,655","667,467","945,676","369,735","58,661","0","341","0","0","0"
	SellingGeneralAndAdministration,,"90,900,000","101,600,000","2,876,849","8,087,655","667,467","945,676","369,735","58,661","0","341","0","0","0"
		GeneralAndAdministrativeExpense,,,,"2,876,849","8,087,655","667,467","945,676","369,735","58,661",,,,,
			OtherGandA,,,,"2,876,849","8,087,655","667,467","945,676","369,735","58,661",,,,,
	ResearchAndDevelopment,,"7,100,000","10,300,000",,,,,,,,,,,
OperatingIncome,,"-33,600,000","-41,600,000","-2,876,849","-8,087,655","-667,467","-945,676","-369,735","-58,661","0","-341","0","0","0"
NetNonOperatingInterestIncomeExpense,,"-7,900,000","-52,800,000",,,,,,,,,,,
	InterestExpenseNonOperating,,"7,900,000","52,800,000",,,,,,,,,,,
OtherIncomeExpense,,"18,400,000","-16,900,000","1,713,379","-956,822","10,212,060","11,524","55,517",,,,,,
	GainOnSaleOfSecurity,,"18,400,000","600,000","1,713,379","-956,822","10,212,060","11,524","55,517",,,,,,
	SpecialIncomeCharges,,,"-15,900,000",,,,,,,,,,,
		OtherSpecialCharges,,,"15,900,000",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,"-1,600,000",,,,,,,,,,,
PretaxIncome,,"-23,100,000","-111,300,000","-1,163,470","-9,044,477","9,544,593","-934,152","-314,218","-58,661","0","-341","0","0","0"
TaxProvision,,"-4,100,000","-5,600,000","-139,446","-375,811","-137,756","-187,637","-65,998","-12,262","0","0","0","0","0"
NetIncomeCommonStockholders,,"-17,700,000","-105,700,000","-1,024,024","-8,668,666","9,682,349","-746,515","-248,220","-46,399","0","-341","0","0","0"
	NetIncome,,"-17,700,000","-105,700,000","-1,024,024","-8,668,666","9,682,349","-746,515","-248,220","-46,399","0","-341","0","0","0"
		NetIncomeIncludingNoncontrollingInterests,,"-19,000,000","-105,700,000","-1,024,024","-8,668,666","9,682,349","-746,515","-248,220","-46,399","0","-341","0","0","0"
			NetIncomeContinuousOperations,,"-19,000,000","-105,700,000","-1,024,024","-8,668,666","9,682,349","-746,515","-248,220","-46,399","0","-341","0","0","0"
		MinorityInterests,,"1,300,000","0",,,,,,,,,,,
DilutedNIAvailtoComStockholders,,"-17,700,000","-105,700,000","-1,024,024","-8,668,666","9,682,349","-746,515","-248,220","-46,399","0","-341","0","0","0"
BasicEPS,,"-0.1","-15.81","-0.01","-0.09","0.1",,"-0.003","-0.002","0",,"0","0","0"
DilutedEPS,,"-0.1","-15.812","-0.01","-0.09","0.1",,"-0.003","-0.002","0",,"0","0","0"
BasicAverageShares,,"180,774,000","6,685,000","93,750,000","93,750,000","93,750,000",,"92,777,174","20,125,000","20,125,000",,"20,125,000","20,125,000","20,125,000"
DilutedAverageShares,,"180,774,000","6,685,000","93,750,000","93,750,000","93,750,000",,"92,777,174","20,125,000","20,125,000",,"20,125,000","20,125,000","20,125,000"
TotalOperatingIncomeAsReported,,"-33,600,000","-41,600,000",,,,,,,,,,,
TotalExpenses,,"196,800,000","209,600,000","2,876,849","8,087,655","667,467","945,676","369,735","58,661","0","341","0","0","0"
NetIncomeFromContinuingAndDiscontinuedOperation,,"-17,700,000","-105,700,000","-1,024,024","-8,668,666","9,682,349","-746,515","-248,220","-46,399","0","-341","0","0","0"
NormalizedIncome,,"-32,843,200","-91,169,811.321","-2,532,048.459","-7,751,601.327","2,227,545.2","-755,724.25","-292,076.271","-46,399","0","-341","0","0","0"
InterestExpense,,"7,900,000","52,800,000",,,,,,,,,,,
NetInterestIncome,,"-7,900,000","-52,800,000",,,,,,,,,,,
EBIT,,"-15,200,000","-58,500,000","-2,876,849","-8,087,655","-667,467","-945,676","-369,735","-58,661","0","-341","0","0","0"
ReconciledCostOfRevenue,,"98,800,000","97,700,000",,,,,,,,,,,
ReconciledDepreciation,,"44,900,000","25,900,000",,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,,"-17,700,000","-105,700,000","-1,024,024","-8,668,666","9,682,349","-746,515","-248,220","-46,399","0","-341","0","0","0"
TotalUnusualItemsExcludingGoodwill,"14,400,000","18,400,000","-15,300,000","1,713,379","-956,822","10,212,060","11,524","55,517",,,,,,
TotalUnusualItems,"14,400,000","18,400,000","-15,300,000","1,713,379","-956,822","10,212,060","11,524","55,517",,,,,,
NormalizedEBITDA,,"11,300,000","-17,300,000","-4,590,228","-7,130,833","-10,879,527","-957,200","-425,252","-58,661","0","-341","0","0","0"
TaxRateForCalcs,,"0.177","0.05","0.12","0.042","0.27","0.201","0.21","0.209","0","0","0","0","0"
TaxEffectOfUnusualItems,,"3,256,800","-769,811.321","205,354.541","-39,757.327","2,757,256.2","2,314.75","11,660.729","0","0","0","0","0","0"
