name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalAssets,"345,657,143","346,043,404","346,453,043","346,666,677","346,843,643"
	CurrentAssets,"507,460","1,012,239","1,429,167","1,647,241","1,836,727"
		CashCashEquivalentsAndShortTermInvestments,"235,253","732,368","998,001","1,167,576","1,295,189"
			CashAndCashEquivalents,"235,253","732,368","998,001","1,167,576","1,295,189"
				CashFinancial,"235,253","732,368","998,001","1,167,576","1,295,189"
		PrepaidAssets,"272,207","279,871","431,166","479,665","541,538"
	TotalNonCurrentAssets,"345,149,683","345,031,165","345,023,876","345,019,436","345,006,916"
		NonCurrentDeferredAssets,,"0","0","0","0"
		OtherNonCurrentAssets,"345,149,683","345,031,165","345,023,876","345,019,436","345,006,916"
TotalLiabilitiesNetMinorityInterest,"17,229,919","22,613,736","23,119,033","32,594,614","32,333,046"
	CurrentLiabilities,"105,377","315,861","258,158","246,740","110,838"
		PayablesAndAccruedExpenses,"105,377","315,861","258,158","246,740","110,838"
			Payables,"50,000","200,000","140,887","81,773","22,660"
				TotalTaxPayable,"50,000","200,000","140,887","81,773","22,660"
			CurrentAccruedExpenses,"55,377","115,861","117,271","164,967","88,178"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"17,124,542","22,297,875","22,860,875","32,347,874","32,222,208"
		NonCurrentDeferredLiabilities,"11,753,875","11,753,875","11,753,875","11,753,875","11,753,875"
		TradeandOtherPayablesNonCurrent,,"11,753,875","11,753,875","11,753,875","11,753,875"
		DerivativeProductLiabilities,"5,370,667","10,544,000","11,107,000","20,593,999","20,468,333"
TotalEquityGrossMinorityInterest,"328,427,224","323,429,668","323,334,010","314,072,063","314,510,597"
	StockholdersEquity,"328,427,224","323,429,668","323,334,010","314,072,063","314,510,597"
		CapitalStock,"345,000,863","345,000,863","345,000,863","309,073,282","309,511,808"
			PreferredStock,"0","0","0","0","0"
			CommonStock,"345,000,863","345,000,863","345,000,863","309,073,282","309,511,808"
		AdditionalPaidInCapital,,"0","0","8,713,049","8,274,523"
		RetainedEarnings,"-16,573,639","-21,571,195","-21,666,853","-3,714,268","-3,275,734"
TotalCapitalization,"328,427,224","323,429,668","323,334,010","314,072,063","314,510,597"
CommonStockEquity,"328,427,224","323,429,668","323,334,010","314,072,063","314,510,597"
NetTangibleAssets,"328,427,224","323,429,668","323,334,010","314,072,063","314,510,597"
WorkingCapital,"402,083","696,378","1,171,009","1,400,501","1,725,889"
InvestedCapital,"328,427,224","323,429,668","323,334,010","314,072,063","314,510,597"
TangibleBookValue,"328,427,224","323,429,668","323,334,010","314,072,063","314,510,597"
ShareIssued,"43,125,000","43,125,000","43,125,000","43,125,000","43,125,000"
OrdinarySharesNumber,"43,125,000","43,125,000","43,125,000","43,125,000","43,125,000"
