name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
TotalRevenue,"107,510,000","32,546,000","33,576,000","20,781,000","20,607,000","28,940,000","26,426,000","27,408,000","43,608,000","21,544,000","19,501,000","24,850,000","22,796,000","19,795,000","17,705,000","22,239,000","20,764,000","13,807,000","22,389,000","15,084,000","12,172,000","13,511,000","17,917,000","12,274,000","13,223,000","11,301,000","16,253,000","12,112,000","10,484,000","5,864,000","14,780,000","5,342,000","6,407,000","3,897,000","23,235,000","4,868,000","8,569,000","6,373,000","15,082,000","10,498,000","12,296,000","4,756,000","6,115,000","4,933,000","6,632,000","10,367,000","13,013,000","6,921,000","13,304,000","12,615,000","15,734,000","9,545,000","9,089,000","12,646,000","21,994,000","9,044,000","11,961,000","9,120,000","7,139,000","9,425,000","9,425,000","7,139,000","5,014,000","5,015,000","5,015,000","5,015,000"
	OperatingRevenue,"107,510,000","32,546,000","33,576,000","20,781,000","20,607,000","28,940,000","26,426,000","27,408,000","43,608,000","21,544,000","19,501,000","24,850,000","22,796,000","19,795,000","17,705,000","22,239,000","20,764,000","13,807,000","22,389,000","15,084,000","12,172,000","13,511,000","17,917,000","12,274,000","13,223,000","11,301,000","16,253,000","12,112,000","10,484,000","5,864,000","14,780,000","5,342,000","6,407,000","3,897,000","23,235,000","4,868,000","8,569,000","6,373,000","15,082,000","10,498,000","12,296,000","4,756,000","6,115,000","4,933,000","6,632,000","10,367,000","13,013,000","6,921,000","13,304,000","12,615,000","15,734,000","9,545,000","9,089,000","12,646,000","21,994,000","9,044,000","11,961,000","9,120,000","7,139,000","9,425,000","9,425,000","7,139,000","5,014,000","5,015,000","5,015,000","5,015,000"
CostOfRevenue,"33,187,000","9,498,000","10,419,000","6,089,000","7,181,000","8,981,000","8,200,000","7,816,000","6,549,000","5,684,000","4,492,000","5,425,000","5,483,000","4,935,000","3,561,000","5,022,000","5,976,000","3,314,000","6,667,000","4,254,000","3,530,000","4,610,000","5,971,000","3,968,000","4,236,000","3,674,000","6,796,000","4,948,000","4,836,000","2,531,000","5,722,000","3,007,000","3,332,000","1,652,000","8,708,000","1,966,000","3,293,000","3,356,000","8,583,000","4,696,000","5,636,000","3,504,000","6,027,000","4,214,000","4,304,000","5,703,000","7,311,000","4,537,000","6,676,000","5,257,000","6,344,000","3,387,000","3,291,000","4,573,000","7,811,000","3,497,000","3,951,000","3,674,000",,,,,,,,
GrossProfit,"74,323,000","23,048,000","23,157,000","14,692,000","13,426,000","19,959,000","18,226,000","19,592,000","37,059,000","15,860,000","15,009,000","19,425,000","17,313,000","14,860,000","14,144,000","17,217,000","14,788,000","10,493,000","15,722,000","10,830,000","8,642,000","8,901,000","11,946,000","8,306,000","8,987,000","7,627,000","9,457,000","7,164,000","5,648,000","3,333,000","9,058,000","2,335,000","3,075,000","2,245,000","14,527,000","2,902,000","5,276,000","3,017,000","6,499,000","5,802,000","6,660,000","1,252,000","88,000","719,000","2,328,000","4,664,000","5,702,000","2,384,000","6,628,000","7,358,000","9,390,000","6,158,000","5,798,000","8,073,000","14,183,000","5,547,000","8,010,000","5,446,000",,,,,,,,
OperatingExpense,"58,414,000","14,826,000","17,184,000","13,265,000","13,139,000","13,815,000","14,413,000","13,514,000","13,452,000","15,732,000","15,920,000","14,854,000","13,318,000","12,151,000","12,725,000","11,567,000","10,548,000","11,824,000","12,665,000","9,290,000","9,336,000","9,528,000","9,266,000","8,960,000","8,507,000","9,776,000","9,648,000","7,418,000","8,924,000","11,403,000","13,801,000","7,776,000","7,636,000","5,983,000","7,761,000","6,619,000","6,553,000","7,493,000","8,399,000","7,442,000","6,505,000","5,906,000","7,813,000","6,934,000","7,550,000","7,502,000","5,361,000","7,130,000","7,344,000","7,204,000","6,360,000","5,456,000","5,985,000","5,468,000","6,088,000","4,841,000","4,843,000","4,513,000",,,,,,,,
	SellingGeneralAndAdministration,"37,924,000","9,915,000","10,454,000","8,847,000","8,712,000","9,309,000","9,119,000","8,412,000","7,096,000","9,019,000","8,766,000","8,078,000","7,681,000","7,741,000","7,349,000","7,139,000","6,785,000","7,749,000","7,688,000","6,095,000","6,101,000","6,861,000","6,378,000","6,483,000","5,927,000","6,954,000","7,247,000","5,785,000","7,356,000","8,711,000","9,004,000","5,429,000","5,697,000","4,534,000","6,416,000","5,362,000","5,185,000","6,181,000","6,423,000","5,685,000","5,378,000","4,950,000","6,419,000","5,862,000","6,334,000","6,127,000","6,508,000","5,878,000","6,481,000","6,376,000","5,728,000","4,677,000","5,159,000","4,664,000","5,396,000","4,163,000","4,307,000","4,004,000",,,,,,,,
		GeneralAndAdministrativeExpense,"25,103,000","6,551,000","6,530,000","5,851,000","6,175,000","6,606,000","6,768,000","6,271,000","5,599,000","6,881,000","6,042,000","5,711,000","5,500,000","5,579,000","5,446,000","5,266,000","4,927,000","5,837,000","4,985,000","4,034,000","3,927,000","4,408,000","3,779,000","3,971,000","3,992,000","4,884,000","4,543,000","3,590,000","5,362,000","6,278,000","6,027,000","3,078,000","2,995,000","2,039,000","4,071,000","3,625,000","3,326,000","4,170,000","4,247,000","3,825,000","3,606,000","3,468,000","4,792,000","3,571,000","4,325,000","4,057,000","4,265,000","4,018,000","4,339,000","4,416,000","4,051,000","3,043,000","3,508,000","3,154,000",,,,,,,,,,,,
			OtherGandA,"25,103,000","6,551,000","6,530,000","5,851,000","6,175,000","6,606,000","6,768,000","6,271,000","5,599,000","6,881,000","6,042,000","5,711,000","5,500,000","5,579,000","5,446,000","5,266,000","4,927,000","5,837,000","4,985,000","4,034,000","3,927,000","4,408,000","3,779,000","3,971,000","3,992,000","4,884,000","4,543,000","3,590,000","5,362,000","6,278,000","6,027,000","3,078,000","2,995,000","2,039,000","4,071,000","3,625,000","3,326,000","4,170,000","4,247,000","3,825,000","3,606,000","3,468,000","4,792,000","3,571,000","4,325,000","4,057,000","4,265,000","4,018,000","4,339,000","4,416,000","4,051,000","3,043,000","3,508,000","3,154,000",,,,,,,,,,,,
		SellingAndMarketingExpense,"12,821,000","3,364,000","3,924,000","2,996,000","2,537,000","2,703,000","2,351,000","2,141,000","1,497,000","2,138,000","2,724,000","2,367,000","2,181,000","2,162,000","1,903,000","1,873,000","1,858,000","1,912,000","2,703,000","2,061,000","2,174,000","2,453,000","2,599,000","2,512,000","1,935,000","2,070,000","2,704,000","2,195,000","1,994,000","2,433,000","2,977,000","2,351,000","2,702,000","2,495,000","2,345,000","1,737,000","1,859,000","2,011,000","2,176,000","1,860,000","1,772,000","1,482,000","1,627,000","2,291,000","2,009,000","2,070,000","2,243,000","1,860,000","2,142,000","1,960,000","1,677,000","1,634,000","1,651,000","1,510,000",,,,,,,,,,,,
	ResearchAndDevelopment,"20,478,000","4,911,000","6,727,000","4,416,000","4,424,000","4,502,000","5,290,000","5,098,000","6,352,000","6,709,000","7,048,000","6,620,000","5,480,000","4,254,000","5,220,000","4,270,000","3,605,000","3,917,000","4,819,000","3,038,000","3,077,000","2,509,000","2,730,000","2,319,000","2,422,000","2,665,000","2,242,000","1,474,000","1,410,000","2,533,000","4,601,000","2,131,000","1,724,000","1,234,000","1,115,000","1,027,000","1,137,000","1,082,000","1,719,000","1,495,000","866,000","694,000","900,000","726,000","871,000","1,029,000","1,000,000","1,252,000","863,000","828,000","632,000","779,000","826,000","804,000","692,000","678,000","536,000","509,000",,,,,,,,
