name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,12/31/2005,12/31/2004
			FinishedGoods,,,"131,768,000","113,964,000","97,942,000","89,316,000","76,729,000","65,383,000","57,360,000","52,500,000","47,699,000","52,552,000",,"49,626,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,980,000","19,877,000","16,797,000","13,870,000","13,141,000","12,205,000","13,180,000","14,696,000","13,382,000","11,794,000","12,450,000","12,055,000","10,757,000","9,488,000",,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-999,000","-1,267,000","-1,432,000","-1,685,000","-1,804,000","-1,295,000","-1,075,000","-854,000","-743,000","-603,000","-507,000","-536,000","-539,000","-692,000",,,
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,334,000","4,171,000","1,808,000",,,,"1,149,000",,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","54,000","51,000","44,000","39,000","446,000","446,000","446,000","446,000","360,000","360,000","360,000","359,000","253,000","1,513,000","1,513,000","1,513,000","1,021,000","2,095,000","2,095,000","2,095,000","831,000","831,000","831,000","831,000","934,000","934,000","934,000","934,000",,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","54,000","51,000","44,000","39,000","446,000","446,000","446,000","446,000","360,000","360,000","360,000","359,000","253,000","1,513,000","1,513,000","1,513,000","1,021,000","2,095,000","2,095,000","2,095,000","831,000","831,000","831,000","831,000","934,000","934,000","934,000","934,000",,,
		OtherCurrentAssets,"7,585,000","6,592,000","6,351,000","6,401,000","9,840,000","7,939,000","6,882,000","6,552,000","5,661,000","4,931,000","4,224,000","4,908,000","3,799,000","3,400,000","4,200,000","3,639,000","3,009,000","2,972,000","3,015,000","2,743,000","2,824,000","2,815,000","3,291,000","3,489,000","3,109,000","2,475,000","3,338,000","2,929,000","3,321,000","2,669,000","3,052,000","3,000,000","2,959,000","3,234,000","3,716,000","4,481,000","3,310,000","4,176,000","4,370,000","4,093,000","3,472,000","3,548,000","4,444,000","4,448,000","5,702,000","5,646,000","12,117,000","4,013,000","3,700,000","3,148,000","4,221,000","3,133,000","2,934,000","2,090,000","2,953,000","0","0","0","1,898,000","1,912,000","1,691,000","0","2,201,000","361,000","75,000"
	TotalNonCurrentAssets,"70,065,000","66,734,000","54,955,000","50,659,000","48,955,000","47,598,000","43,283,000","34,840,000","30,374,000","25,573,000","48,187,000","46,576,000","41,990,000","39,180,000","37,470,000","37,456,000","38,015,000","38,166,000","42,556,000","43,146,000","17,788,000","18,476,000","20,176,000","20,347,000","20,747,000","21,227,000","21,456,000","20,181,000","19,979,000","20,357,000","20,564,000","21,119,000","22,047,000","23,068,000","23,563,000","24,270,000","31,912,000","33,364,000","61,400,000","62,385,000","63,616,000","66,595,000","72,195,000","72,310,000","73,349,000","73,926,000","72,243,000","43,227,000","42,873,000","40,638,000","41,346,000","40,505,000","40,653,000","41,509,000","44,016,000","44,074,000","57,104,000","51,270,000","50,159,000","51,065,000","51,045,000","53,861,000","53,440,000","2,470,000","4,461,000"
		NetPPE,"67,439,000","64,546,000","52,738,000","48,381,000","46,654,000","44,706,000","40,954,000","32,855,000","28,493,000","23,205,000","23,942,000","22,635,000","17,768,000","15,184,000","14,930,000","14,887,000","15,021,000","15,085,000","15,179,000","15,667,000","16,044,000","16,478,000","18,005,000","17,900,000","18,138,000","18,431,000","18,514,000","17,044,000","16,690,000","16,966,000","17,321,000","17,936,000","18,810,000","19,663,000","20,408,000","21,009,000","27,123,000","28,559,000","32,191,000","32,872,000","33,764,000","34,627,000","34,800,000","34,346,000","33,883,000","33,140,000","35,853,000","14,920,000","13,918,000","12,405,000","11,567,000","9,927,000","9,035,000","8,203,000","7,210,000","7,307,000","7,302,000","6,945,000","5,643,000","4,516,000","3,676,000","2,716,000","2,308,000","2,259,000","3,449,000"
			GrossPPE,"67,439,000","82,708,000","52,738,000","48,381,000","46,654,000","72,518,000","40,954,000","32,855,000","28,493,000","59,849,000","23,942,000","22,635,000","17,768,000","50,837,000",,,,"48,041,000",,,,"52,266,000",,,,"53,161,000",,,"70,519,000","69,313,000","83,376,000","85,073,000","83,692,000","82,207,000","80,700,000","80,074,000","80,459,000","78,242,000","77,846,000","74,706,000","71,600,000","68,673,000",,,,"54,600,000",,,,"27,064,000",,,,"17,912,000","13,407,000","13,504,000","13,499,000","13,142,000","10,348,000","9,221,000","8,381,000","7,421,000","6,768,000","4,934,000","4,148,000"
				Properties,,"0",,,,"0","0","0","0","0","0","0",,"0",,,,"0",,,,"0",,,,"0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0","0","0"
				LandAndImprovements,,,,,,,,,,"0",,,,"630,000",,,,"630,000",,,,"630,000",,,,"630,000",,,"630,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000","630,000",,,,"630,000",,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,"17,507,000","18,256,000","13,238,000","9,452,000","4,544,000","5,047,000","5,565,000",,"8,877,000",,,,"8,877,000",,,,"8,877,000",,,,"8,877,000",,,"8,877,000","8,877,000","8,877,000","8,877,000","8,877,000","8,877,000","8,877,000","8,877,000","10,680,000","10,680,000","10,680,000","10,680,000","10,680,000","10,680,000",,,,"10,680,000",,,,,,,,,,,,"704,000",,,,"112,000","111,000","52,000","3,000"
				MachineryFurnitureEquipment,,"25,956,000",,,,"35,259,000",,,,"42,042,000",,,,"37,123,000",,,,"35,419,000",,,,"40,213,000",,,,"40,592,000",,,"57,569,000","56,141,000","70,490,000","72,318,000","70,717,000","68,867,000","67,392,000","66,050,000","63,775,000","61,525,000","60,352,000","57,508,000","54,370,000","52,774,000",,,,"36,088,000",,,,"21,909,000",,,,"14,174,000",,,,"4,520,000",,,,"2,300,000","6,657,000","4,882,000","4,145,000"
				OtherProperties,"67,439,000","43,810,000","52,738,000","48,381,000","46,654,000","12,457,000","22,698,000","19,617,000","19,041,000","9,011,000","18,895,000","17,070,000","17,768,000",,,,,"0",,,,"0",,,,"0",,,"0","0",,"0","0","0","0","0","0","0","0","0","0",,,,,"0",,,,"0",,,,"0",,,,"5,390,000",,,,"4,271,000","0","0","0"
				ConstructionInProgress,,"11,170,000",,,,"5,780,000",,,,"3,091,000",,,,"3,211,000",,,,"2,082,000",,,,"1,539,000",,,,"1,588,000",,,"1,681,000","1,904,000","1,621,000","1,470,000","1,709,000","2,066,000","2,014,000","2,495,000","3,004,000","3,043,000","3,740,000","3,460,000","3,754,000","2,467,000",,,,"5,241,000",,,,"4,004,000",,,,"2,686,000",,,,"2,528,000",,,,"738,000",,,
				Leases,,"1,772,000",,,,"1,515,000",,,,"1,161,000",,,,"996,000",,,,"1,033,000",,,,"1,007,000",,,,"1,474,000",,,"1,762,000","1,761,000","1,758,000","1,778,000","1,759,000","1,767,000","1,787,000","2,022,000","2,370,000","2,364,000","2,444,000","2,428,000","2,166,000","2,122,000",,,,"1,961,000",,,,"1,151,000",,,,"1,052,000",,,,,,,,,,,
			AccumulatedDepreciation,,"-18,162,000",,,,"-27,812,000",,,,"-36,644,000",,,,"-35,653,000",,,,"-32,956,000",,,,"-35,788,000",,,,"-34,730,000",,,"-53,829,000","-52,347,000","-66,055,000","-67,137,000","-64,882,000","-62,544,000","-60,292,000","-59,065,000","-53,336,000","-49,683,000","-45,655,000","-41,834,000","-37,836,000","-34,046,000",,,,"-21,460,000",,,,"-14,659,000",,,,"-9,709,000","-6,197,000","-6,197,000","-6,197,000","-6,197,000","-4,705,000","-4,705,000","-4,705,000","-4,705,000","-4,460,000","-2,675,000","-699,000"
		GoodwillAndOtherIntangibleAssets,,,,,,,,,,,,,,,"511,000","557,000","604,000","651,000","698,000","745,000","857,000","969,000","1,115,000","1,235,000","1,356,000","1,476,000","1,387,000","1,502,000","1,617,000","1,707,000","1,822,000","1,828,000","1,517,000","1,601,000","1,683,000","1,769,000","3,120,000","3,227,000","27,851,000","28,179,000","28,518,000","28,838,000","34,310,000","33,125,000","34,259,000","35,855,000","31,326,000","13,642,000","13,778,000","12,886,000","12,956,000","12,280,000","12,430,000","12,800,000","17,911,000","17,908,000","38,526,000","40,645,000","42,630,000","44,694,000","45,509,000","47,541,000","49,558,000","25,000","42,000"
			Goodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","18,854,000","18,854,000","18,854,000","18,854,000","18,854,000","17,344,000","17,137,000","17,137,000","15,304,000","9,772,000","9,772,000","9,772,000","9,772,000","9,772,000","9,772,000","9,772,000","14,201,000","14,201,000","14,201,000","14,201,000","14,201,000","14,201,000","14,201,000","14,179,000","14,142,000",,
			OtherIntangibleAssets,,,,,,,,,,,,,,,"511,000","557,000","604,000","651,000","698,000","745,000","857,000","969,000","1,115,000","1,235,000","1,356,000","1,476,000","1,387,000","1,502,000","1,617,000","1,707,000","1,822,000","1,828,000","1,517,000","1,601,000","1,683,000","1,769,000","3,120,000","3,227,000","8,997,000","9,325,000","9,664,000","9,984,000","15,456,000","15,781,000","17,122,000","18,718,000","16,022,000","3,870,000","4,006,000","3,114,000","3,184,000","2,508,000","2,658,000","3,028,000","3,710,000","3,707,000","24,325,000","26,444,000","28,429,000","30,493,000","31,308,000","33,362,000","35,416,000","25,000","42,000"
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","297,000","2,104,000","2,104,000","3,766,000","4,153,000","4,141,000","4,129,000","4,165,000","4,153,000","4,264,000","4,251,000","5,876,000","6,351,000","6,351,000",,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,"22,000","0","22,463,000","21,846,000","21,615,000","21,833,000","20,462,000","20,467,000","21,062,000","21,476,000","25,881,000","25,881,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","10,065,000","10,561,000","10,985,000","12,475,000","12,329,000","12,744,000","14,061,000","12,428,000","12,014,000","3,562,000","3,562,000","1,703,000","1,703,000","1,703,000","1,703,000","1,282,000",,
			NonCurrentDeferredTaxesAssets,,,,,,,,,"22,000","0","22,463,000","21,846,000","21,615,000","21,833,000","20,462,000","20,467,000","21,062,000","21,476,000","25,881,000","25,881,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","10,065,000","10,561,000","10,985,000","12,475,000","12,329,000","12,744,000","14,061,000","12,428,000","12,014,000","3,562,000","3,562,000","1,703,000","1,703,000","1,703,000","1,703,000","1,282,000",,
		OtherNonCurrentAssets,"2,626,000","2,188,000","2,217,000","2,278,000","2,301,000","2,892,000","2,329,000","1,985,000","1,859,000","2,368,000","1,782,000","2,095,000","2,607,000","2,163,000","1,567,000","1,545,000","1,328,000","954,000","798,000","853,000","887,000","1,029,000","1,056,000","1,212,000","1,253,000","1,320,000","1,555,000","1,635,000","1,672,000","1,684,000","1,421,000","1,355,000","1,720,000","1,804,000","1,472,000","1,492,000","1,669,000","1,578,000","1,358,000","1,334,000","1,037,000","1,026,000","981,000","1,073,000","1,054,000","790,000","935,000","435,000","463,000","98,000","97,000","93,000","93,000","94,000","6,467,000","6,845,000","7,714,000","118,000","183,000","152,000","157,000","1,901,000","292,000","186,000","970,000"
TotalLiabilitiesNetMinorityInterest,"163,868,000","139,768,000","127,339,000","117,147,000","127,307,000","103,484,000","108,273,000","116,537,000","97,413,000","75,566,000","69,832,000","72,739,000","70,988,000","59,143,000","63,812,000","63,176,000","69,700,000","60,337,000","63,071,000","64,823,000","68,944,000","58,812,000","57,748,000","51,124,000","55,760,000","61,613,000","58,152,000","56,451,000","61,818,000","60,684,000","55,244,000","45,328,000","46,367,000","48,316,000","51,952,000","46,450,000","51,524,000","61,233,000","66,532,000","67,480,000","72,692,000","81,292,000","80,616,000","77,409,000","76,927,000","80,733,000","86,378,000","30,849,000","24,778,000","21,927,000","21,164,000","16,985,000","15,042,000","12,908,000","14,376,000","18,656,000","18,418,000","18,413,000","13,439,000","16,093,000","19,621,000","49,298,000","48,716,000","9,235,000","7,151,000"
	CurrentLiabilities,"120,616,000","96,794,000","93,470,000","85,957,000","95,940,000","71,979,000","78,894,000","93,457,000","78,164,000","59,946,000","54,286,000","58,506,000","60,596,000","48,319,000","52,712,000","51,993,000","58,405,000","48,898,000","51,504,000","53,192,000","57,269,000","46,789,000","45,473,000","38,704,000","43,300,000","48,924,000","45,276,000","44,178,000","49,410,000","47,905,000","43,677,000","33,659,000","34,746,000","36,353,000","39,782,000","34,445,000","49,394,000","59,540,000","62,922,000","64,149,000","69,727,000","66,955,000","63,145,000","58,335,000","56,571,000","58,926,000","64,505,000","30,532,000","24,613,000","21,927,000","21,164,000","16,985,000","15,042,000","12,908,000","14,376,000","18,641,000","18,390,000","18,365,000","13,380,000","16,017,000","19,529,000","27,262,000","20,587,000","8,878,000","6,988,000"
		PayablesAndAccruedExpenses,"103,007,000","84,889,000","82,876,000","76,555,000","84,798,000","63,492,000","72,078,000","86,002,000","71,915,000","53,952,000","48,343,000","52,580,000","54,953,000","44,286,000","48,744,000","47,760,000","53,606,000","43,362,000","45,389,000","47,770,000","51,157,000","40,557,000","40,793,000","33,997,000","35,314,000","32,790,000","32,273,000","31,395,000","35,089,000","33,109,000","28,617,000","29,223,000","28,336,000","25,628,000","27,325,000","27,061,000","32,530,000","38,510,000","41,668,000","45,851,000","44,016,000","52,868,000","49,313,000","46,755,000","44,677,000","47,147,000","54,284,000","26,796,000","21,867,000","19,409,000","19,007,000","14,556,000","13,103,000","11,365,000","12,737,000","17,181,000","16,736,000","15,925,000","10,561,000","13,510,000","16,494,000","12,003,000","12,215,000","8,189,000","3,247,000"
			Payables,"80,486,000","67,372,000","59,430,000","60,741,000","58,306,000","45,302,000","49,448,000","68,953,000","57,749,000","44,433,000","35,777,000","40,344,000","42,372,000","34,039,000","35,098,000","34,156,000","42,691,000","35,999,000","37,320,000","39,771,000","43,334,000","33,697,000","33,130,000","26,545,000","27,635,000","25,523,000","24,802,000","23,854,000","26,591,000","25,362,000","21,715,000","21,784,000","21,469,000","19,669,000","20,505,000","19,611,000","23,055,000","28,025,000","32,994,000","37,182,000","33,907,000","41,303,000","33,833,000","33,014,000","30,956,000","31,660,000","37,542,000","17,173,000","13,026,000","11,371,000","9,411,000","6,090,000","4,677,000","5,702,000","5,821,000","5,989,000","7,268,000","8,103,000","8,311,000","10,045,000","13,153,000","9,091,000","9,573,000","6,882,000","2,134,000"
				AccountsPayable,"80,486,000","67,372,000","59,430,000","60,741,000","58,306,000","45,302,000","49,448,000","68,953,000","57,749,000","44,433,000","35,777,000","40,344,000","42,372,000","34,039,000","35,098,000","34,156,000","42,691,000","35,999,000","37,320,000","39,771,000","43,334,000","33,697,000","33,130,000","26,545,000","27,635,000","25,523,000","24,802,000","23,854,000","26,591,000","25,362,000","21,715,000","21,784,000","21,469,000","19,669,000","20,505,000","19,611,000","23,055,000","28,025,000","32,994,000","37,182,000","33,907,000","41,303,000","33,833,000","33,014,000","30,956,000","31,660,000","37,542,000","17,173,000","13,026,000","11,371,000","9,411,000","6,090,000","4,677,000","5,702,000","5,821,000","5,989,000","7,268,000","8,103,000","8,311,000","10,045,000","13,153,000","9,091,000","9,573,000","6,882,000","2,134,000"
				OtherPayable,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0"
			CurrentAccruedExpenses,"22,521,000","17,517,000","23,446,000","15,814,000","26,492,000","18,190,000","22,630,000","17,049,000","14,166,000","9,519,000","12,566,000","12,236,000","12,581,000","10,247,000","13,646,000","13,604,000","10,915,000","7,363,000","8,069,000","7,999,000","7,823,000","6,860,000","7,663,000","7,452,000","7,679,000","7,267,000","7,471,000","7,541,000","8,498,000","7,747,000","6,902,000","7,439,000","6,867,000","5,959,000","6,820,000","7,450,000","9,475,000","10,485,000","8,674,000","8,669,000","10,109,000","11,565,000","15,480,000","13,741,000","13,721,000","15,487,000","16,742,000","9,623,000","8,841,000","8,038,000","9,596,000","8,466,000","8,426,000","5,663,000","6,916,000","11,192,000","9,468,000","7,822,000","2,250,000","3,465,000","3,341,000","2,912,000","2,642,000","1,307,000","1,113,000"
		CurrentDebtAndCapitalLeaseObligation,"12,994,000","7,154,000","5,951,000","4,984,000","4,401,000","4,110,000","3,178,000","2,527,000","2,183,000","2,737,000","2,865,000","2,224,000","1,396,000","594,000","591,000","588,000","586,000","579,000","567,000","557,000","550,000","542,000","534,000","533,000","3,530,000","12,280,000","8,842,000","8,325,000","9,761,000","11,291,000","11,078,000","256,000","1,027,000","7,043,000","8,584,000","3,417,000","12,160,000","16,292,000","17,210,000","13,025,000","18,007,000","6,385,000","6,378,000","6,399,000","5,863,000","6,257,000","5,563,000",,,"0","1,000","8,000","28,000","47,000","66,000","75,000","75,000","1,073,000","1,066,000","1,065,000","1,063,000","12,867,000","6,951,000","266,000","3,098,000"
			CurrentDebt,"5,000,000",,,,,,,,,"729,000","606,000",,,,,,,"0",,,,"0","0","0","3,000,000","11,759,000","8,291,000","7,986,000","9,485,000","11,022,000","10,869,000","0","750,000","6,774,000","8,299,000","3,269,000","12,125,000","16,222,000","17,126,000","12,908,000","17,875,000","6,250,000","6,250,000","6,250,000","5,688,000","6,125,000","5,563,000",,,,,,,"0","66,000","75,000","75,000","1,073,000","1,066,000","1,065,000","1,063,000","12,867,000","6,951,000","266,000","3,098,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,688,000",,"5,563,000",,,,,,,"0",,,,"1,000,000","1,000,000","1,000,000","1,000,000","10,805,000","6,889,000","96,000","1,549,000"
				OtherCurrentBorrowings,"5,000,000",,,,,,,,,"729,000","606,000",,,,,,,,,,,,,,"3,000,000","11,759,000","8,291,000","7,986,000","9,485,000","11,022,000","10,869,000",,"750,000","6,774,000","8,299,000","3,269,000","12,125,000","16,222,000","17,126,000","12,908,000","17,875,000","6,250,000","6,250,000","6,250,000","5,688,000","6,125,000","0",,,,,,,,,,,"73,000","66,000","65,000","63,000","2,062,000","62,000","170,000","1,549,000"
			CurrentCapitalLeaseObligation,"7,994,000","7,154,000","5,951,000","4,984,000","4,401,000","4,110,000","3,178,000","2,527,000","2,183,000","2,008,000","2,259,000","2,224,000","1,396,000","594,000","591,000","588,000","586,000","579,000","567,000","557,000","550,000","542,000","534,000","533,000","530,000","521,000","551,000","339,000","276,000","269,000","209,000","256,000","277,000","269,000","285,000","148,000","35,000","70,000","84,000","117,000","132,000","135,000","128,000","149,000","175,000","132,000","134,000",,,"0","1,000","8,000","28,000","47,000",,,,,,,,,,,
