name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,06/30/1995,06/30/1994,06/30/1993
TotalAssets,"4,905,264,000","4,734,742,000","4,729,167,000","4,728,125,000","4,585,724,000","4,572,856,000","4,620,844,000","4,587,376,000","4,510,543,000","4,353,939,000","4,154,558,000","4,107,682,000","4,098,526,000","3,859,816,000","3,067,538,000","3,063,923,000","3,534,208,000","3,564,000,000","3,489,617,000","3,468,487,000","3,422,563,000","3,322,570,000","3,322,264,000","3,258,935,000","2,444,610,000","2,239,011,000","2,254,679,000","2,184,260,000","2,278,029,000","2,326,562,000","2,309,453,000","2,360,962,000","2,364,566,000","2,345,588,000","2,334,635,000","2,210,721,000","2,374,956,000","2,330,375,000","2,244,659,000","2,137,869,000","2,128,843,000","2,041,478,000","1,935,292,000","2,068,922,000","1,962,159,000","1,884,211,000","1,792,230,000","1,626,397,000","1,713,494,000","1,621,250,000","1,620,136,000","1,507,968,000","1,325,739,000","1,307,128,000","1,292,697,000","1,406,000,000","1,365,782,000","1,319,379,000","1,287,843,000","1,252,042,000","1,191,806,000","1,132,342,000","1,031,008,000","1,007,221,000","899,120,000","860,049,000","816,498,000","774,146,000","674,302,000","624,491,000","565,104,000","544,159,000","541,442,000","506,479,000","486,634,000","459,595,000","420,263,000","387,138,000","376,615,000","376,191,000","341,141,000","351,424,000","341,470,000","288,090,000","200,961,000","140,245,000","127,085,000","115,594,000","111,204,000","103,800,000","96,800,000","89,900,000","83,000,000","75,500,000","67,300,000","64,600,000","58,800,000","57,000,000","56,400,000","54,900,000","53,600,000","52,300,000","50,200,000","46,900,000","44,300,000","35,300,000","9,600,000","5,200,000"
	CurrentAssets,"1,704,300,000","1,547,240,000","1,586,255,000","1,574,757,000","1,466,150,000","1,451,485,000","1,542,609,000","1,523,459,000","1,469,758,000","1,300,485,000","1,161,098,000","1,145,366,000","1,102,696,000","1,063,539,000","1,088,243,000","1,065,717,000","1,604,406,000","1,754,349,000","1,657,946,000","1,644,003,000","1,605,361,000","1,520,274,000","1,474,852,000","1,419,719,000","1,400,094,000","1,350,841,000","1,532,800,000","1,444,182,000","1,552,770,000","1,558,491,000","1,534,750,000","1,556,209,000","1,563,902,000","1,564,132,000","1,557,934,000","1,448,849,000","1,579,875,000","1,529,851,000","1,450,217,000","1,361,151,000","1,325,851,000","1,246,767,000","1,142,799,000","1,292,452,000","1,202,658,000","1,145,254,000","1,068,511,000","985,341,000","1,030,358,000","927,633,000","939,810,000","853,284,000","728,062,000","706,393,000","686,807,000","739,240,000","719,074,000","689,798,000","672,702,000","668,799,000","638,597,000","590,908,000","517,949,000","510,284,000","432,623,000","401,206,000","370,619,000","360,210,000","363,497,000","323,246,000","289,568,000","277,829,000","267,757,000","248,104,000","259,701,000","241,905,000","220,067,000","196,776,000","194,954,000","193,713,000","210,531,000","225,793,000","226,297,000","177,882,000","95,303,000","75,679,000","66,937,000","69,172,000","71,534,000","61,800,000","56,200,000","50,800,000","47,600,000","47,900,000","45,500,000","46,600,000","41,200,000","41,000,000","45,500,000","44,400,000","43,200,000","41,600,000","40,100,000","37,800,000","35,800,000","33,000,000","8,500,000","4,500,000"
		CashCashEquivalentsAndShortTermInvestments,"201,769,000","194,476,000","276,149,000","295,278,000","230,635,000","255,865,000","421,414,000","463,156,000","352,861,000","204,095,000","172,154,000","147,128,000","146,513,000","149,468,000","230,188,000","188,701,000","704,281,000","858,899,000","811,102,000","821,935,000","827,310,000","788,146,000","781,658,000","731,434,000","718,495,000","658,804,000","822,053,000","717,249,000","866,325,000","880,695,000","881,694,000","905,730,000","938,563,000","972,675,000","976,574,000","876,048,000","1,012,698,000","958,280,000","890,629,000","809,541,000","776,067,000","723,233,000","610,063,000","735,267,000","671,704,000","616,201,000","540,004,000","488,776,000","524,627,000","455,177,000","482,102,000","415,650,000","327,072,000","320,485,000","302,074,000","321,078,000","307,494,000","288,503,000","277,764,000","277,742,000","260,056,000","254,618,000","221,155,000","219,544,000","168,163,000","142,780,000","134,228,000","142,185,000","174,649,000","165,044,000","144,364,000","140,928,000","127,502,000","117,160,000","131,779,000","121,024,000","103,301,000","86,582,000","89,203,000","92,839,000","113,051,000","136,851,000","143,510,000","102,752,000","24,570,000","18,179,000","16,920,000","21,963,000","24,282,000","19,200,000","17,500,000","16,700,000","10,800,000","13,600,000","16,500,000","15,500,000","11,800,000","7,600,000","13,400,000","9,100,000","8,600,000","8,600,000","6,500,000","5,500,000","4,000,000","3,300,000","3,700,000","1,700,000"
			CashAndCashEquivalents,"201,769,000","194,476,000","276,149,000","295,278,000","230,635,000","255,865,000","421,414,000","463,156,000","352,861,000","204,095,000","172,154,000","147,128,000","146,513,000","149,468,000","230,188,000","188,701,000","704,281,000","858,899,000","811,102,000","821,935,000","827,310,000","788,146,000","781,658,000","731,434,000","718,495,000","658,804,000","822,053,000","717,249,000","866,325,000","880,695,000","881,694,000","905,730,000","938,563,000","972,675,000","976,574,000","876,048,000","1,012,698,000","958,280,000","890,629,000","809,541,000","776,067,000","723,233,000","610,063,000","735,267,000","671,704,000","616,201,000","540,004,000","488,776,000","520,936,000","451,431,000","477,824,000","415,650,000","327,072,000","320,485,000","302,074,000","321,078,000","307,494,000","278,503,000","251,314,000","257,792,000","240,106,000","232,668,000","201,155,000","219,544,000","166,161,000","140,282,000","129,729,000","142,185,000","136,700,000","143,068,000","141,620,000","128,907,000","114,568,000","107,462,000","104,677,000","114,491,000","93,715,000","82,468,000","73,570,000","72,860,000","56,228,000","64,047,000","60,444,000","40,136,000","24,570,000","16,857,000","13,620,000","18,250,000","16,356,000","11,500,000","10,800,000","11,100,000","10,800,000","13,600,000","16,500,000","15,500,000","11,800,000","7,600,000","13,400,000","9,100,000","8,600,000","8,600,000","6,500,000","5,500,000","4,000,000","3,300,000","3,700,000","1,700,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,691,000","3,746,000","4,278,000",,,,,,,"10,000,000","26,450,000","19,950,000","19,950,000","21,950,000","20,000,000",,"2,002,000","2,498,000","4,499,000",,"37,949,000","21,976,000","2,744,000","12,021,000","12,934,000","9,698,000","27,102,000","6,533,000","9,586,000","4,114,000","15,633,000","19,979,000","56,823,000","72,804,000","83,066,000","62,616,000",,"1,322,000","3,300,000","3,713,000","7,926,000","7,700,000","6,700,000","5,600,000",,,,,,,,,,,,,,,,
		Receivables,"508,580,000","526,036,000","575,554,000","614,292,000","525,014,000","509,364,000","464,892,000","474,643,000","554,859,000","528,039,000","493,836,000","528,484,000","511,403,000","477,191,000","463,743,000","483,681,000","498,425,000","482,934,000","431,354,000","450,530,000","413,612,000","383,992,000","347,137,000","382,086,000","358,171,000","331,747,000","327,168,000","362,568,000","354,364,000","348,354,000","331,168,000","374,446,000","345,302,000","305,582,000","285,413,000","327,259,000","299,554,000","284,602,000","269,628,000","285,442,000","271,112,000","240,861,000","253,545,000","283,646,000","259,241,000","240,660,000","238,001,000","232,228,000","231,099,000","215,709,000","213,823,000","214,163,000","199,096,000","187,831,000","187,790,000","209,315,000","179,869,000","170,773,000","166,416,000","175,773,000","153,063,000","143,596,000","129,912,000","138,147,000","127,179,000","115,367,000","102,991,000","103,951,000","89,109,000","76,861,000","68,752,000","67,242,000","65,934,000","58,165,000","55,963,000","56,694,000","52,636,000","49,243,000","46,696,000","46,199,000","43,966,000","36,820,000","33,503,000","32,248,000","33,076,000","28,965,000","26,283,000","24,688,000","23,491,000","20,300,000","20,100,000","17,900,000","16,000,000","13,700,000","11,300,000","13,200,000","11,000,000","9,400,000","8,300,000","7,800,000","8,600,000","6,900,000","6,700,000","6,300,000","6,700,000","3,800,000","2,400,000","1,500,000"
			AccountsReceivable,"508,580,000","526,036,000","575,554,000","614,292,000","525,014,000","509,364,000","464,892,000","474,643,000","554,859,000","528,039,000","493,836,000","528,484,000","511,403,000","477,191,000","463,743,000","483,681,000","498,425,000","482,934,000","431,354,000","450,530,000","413,612,000","383,992,000","347,137,000","382,086,000","358,171,000","331,747,000","327,168,000","362,568,000","345,485,000","340,427,000","328,591,000","359,593,000","337,572,000","301,627,000","282,425,000","318,349,000","293,489,000","281,439,000","266,537,000","283,160,000","267,930,000","238,764,000","251,103,000","274,352,000","251,935,000","235,083,000","225,836,000","226,911,000","223,670,000","208,947,000","208,825,000","212,096,000","195,986,000","185,733,000","175,831,000","192,200,000","179,869,000","170,773,000","166,416,000","167,821,000","153,063,000","143,596,000","129,912,000","138,147,000","127,179,000","115,367,000","102,991,000","103,951,000","89,109,000","76,861,000","68,752,000","67,242,000","65,934,000","58,165,000","55,963,000","56,694,000","52,636,000","49,243,000","46,696,000","46,199,000","43,966,000","36,820,000","33,503,000","32,248,000","33,076,000",,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"532,991,000","554,251,000","605,471,000","646,430,000","557,825,000","542,957,000","494,761,000","503,151,000","583,692,000","554,893,000","518,328,000","553,655,000","536,946,000","502,193,000","485,671,000","502,939,000","515,939,000","497,275,000","444,061,000","461,680,000","425,900,000","395,441,000","358,430,000","394,641,000","371,336,000","343,835,000","340,562,000","374,844,000","357,585,000","352,636,000","339,439,000","370,564,000","347,041,000","314,323,000","294,736,000","328,261,000","304,401,000","290,056,000","274,546,000","290,473,000",,,"261,528,000","285,828,000","261,209,000","243,582,000","233,861,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-24,411,000","-28,215,000","-29,917,000","-32,138,000","-32,811,000","-33,593,000","-29,869,000","-28,508,000","-28,833,000","-26,854,000","-24,492,000","-25,171,000","-25,543,000","-25,002,000","-21,928,000","-19,258,000","-17,514,000","-14,341,000","-12,707,000","-11,150,000","-12,288,000","-11,449,000","-11,293,000","-12,555,000","-13,165,000","-12,088,000","-13,394,000","-12,276,000","-12,100,000","-12,209,000","-10,848,000","-10,971,000","-9,469,000","-12,696,000","-12,311,000","-9,912,000","-10,912,000","-8,617,000","-8,009,000","-7,313,000",,,"-10,425,000","-11,476,000","-9,274,000","-8,499,000","-8,025,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,879,000","7,927,000","2,577,000","14,853,000","7,730,000","3,955,000","2,988,000","8,910,000","6,065,000","3,163,000","3,091,000","2,282,000","3,182,000","2,097,000","2,442,000","9,294,000","7,306,000","5,577,000","12,165,000","5,317,000","7,429,000","6,762,000","4,998,000","2,067,000","3,110,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
