name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999
TotalRevenue,"17,953,000,000","4,649,000,000","4,389,000,000","4,332,000,000","4,583,000,000","4,731,000,000","4,650,000,000","4,256,000,000","2,637,000,000","3,836,000,000","4,143,000,000","4,319,000,000","4,504,000,000","4,484,000,000","4,280,000,000","2,372,000,000","2,537,000,000","2,574,000,000","2,391,000,000","2,274,000,000","2,317,000,000","2,292,000,000","2,155,000,000","2,096,000,000","2,212,000,000","2,136,000,000","2,031,000,000","2,025,000,000","2,130,000,000","2,023,000,000","2,004,000,000","2,081,000,000","2,241,000,000","2,094,000,000","2,031,000,000","1,963,000,000","2,067,000,000","1,903,000,000","1,753,000,000","1,778,000,000","1,920,000,000","1,912,000,000","1,784,000,000","1,773,000,000","1,888,000,000","1,760,000,000","1,577,000,000","1,542,000,000","1,502,000,000","1,316,000,000","1,322,000,000","1,254,000,000","1,106,000,000","967,000,000","1,208,000,000","1,497,000,000","1,651,000,000","1,560,000,000","1,565,000,000","1,556,000,000","1,663,000,000","1,399,000,000","1,209,000,000","1,122,000,000","1,222,000,000","1,132,000,000","1,064,000,000","1,096,000,000","1,180,000,000","1,101,000,000","1,067,000,000","998,000,000","1,114,000,000","1,034,000,000","933,000,000","914,000,000","998,000,000","921,000,000","846,000,000","856,000,000","948,000,000","809,000,000","758,000,000","817,000,000","925,000,000","864,000,000","849,000,000","870,000,000","948,000,000","882,000,000","806,000,000","816,000,000"
	OperatingRevenue,"17,953,000,000","4,649,000,000","4,389,000,000","4,332,000,000","4,583,000,000","4,731,000,000","4,650,000,000","4,256,000,000","2,637,000,000","3,836,000,000","4,143,000,000","4,319,000,000","4,504,000,000","4,484,000,000","4,280,000,000","2,372,000,000","2,537,000,000","2,574,000,000","2,391,000,000","2,274,000,000","2,317,000,000","2,292,000,000","2,155,000,000","2,096,000,000","2,212,000,000","2,136,000,000","2,031,000,000","2,025,000,000","2,130,000,000","2,023,000,000","2,004,000,000","2,081,000,000","2,241,000,000","2,094,000,000","2,031,000,000","1,963,000,000","2,067,000,000","1,903,000,000","1,753,000,000","1,778,000,000","1,920,000,000","1,912,000,000","1,784,000,000","1,773,000,000","1,888,000,000","1,760,000,000","1,577,000,000","1,542,000,000","1,502,000,000","1,316,000,000","1,322,000,000","1,254,000,000","1,106,000,000","967,000,000","1,208,000,000","1,497,000,000","1,651,000,000","1,560,000,000","1,565,000,000","1,556,000,000","1,663,000,000","1,399,000,000","1,209,000,000","1,122,000,000","1,222,000,000","1,132,000,000","1,064,000,000","1,096,000,000","1,180,000,000","1,101,000,000","1,067,000,000","998,000,000","1,114,000,000","1,034,000,000","933,000,000","914,000,000","998,000,000","921,000,000","846,000,000","856,000,000","948,000,000","809,000,000","758,000,000","817,000,000","925,000,000","864,000,000","849,000,000","870,000,000","948,000,000","882,000,000","806,000,000","816,000,000"
CostOfRevenue,"15,712,000,000","4,108,000,000","3,855,000,000","3,776,000,000","3,973,000,000","4,061,000,000","3,955,000,000","3,610,000,000","2,498,000,000","3,339,000,000","3,602,000,000","3,653,000,000","3,793,000,000","3,864,000,000","3,700,000,000","2,014,000,000","2,159,000,000","2,198,000,000","2,022,000,000","1,913,000,000","1,946,000,000","1,925,000,000","1,790,000,000","1,741,000,000","1,810,000,000","1,770,000,000","1,688,000,000","1,707,000,000","1,764,000,000","1,686,000,000","1,685,000,000","1,735,000,000","1,851,000,000","1,754,000,000","1,703,000,000","1,691,000,000","1,736,000,000","1,604,000,000","1,474,000,000","1,494,000,000","1,595,000,000","1,607,000,000","1,514,000,000","1,492,000,000","1,565,000,000","1,466,000,000","1,325,000,000","1,280,000,000","1,222,000,000","1,073,000,000","1,092,000,000","1,043,000,000","913,000,000","827,000,000","1,056,000,000","1,298,000,000","1,383,000,000","1,326,000,000","1,341,000,000","1,313,000,000","1,377,000,000","1,179,000,000","1,019,000,000","926,000,000","972,000,000","921,000,000","865,000,000","889,000,000","941,000,000","888,000,000","869,000,000","798,000,000","874,000,000","830,000,000","745,000,000","727,000,000","779,000,000","743,000,000","677,000,000","675,000,000","743,000,000","640,000,000","623,000,000","638,000,000","732,000,000","706,000,000","704,000,000","678,000,000","712,000,000","672,000,000","615,000,000","600,000,000"
GrossProfit,"2,241,000,000","541,000,000","534,000,000","556,000,000","610,000,000","670,000,000","695,000,000","646,000,000","139,000,000","497,000,000","541,000,000","666,000,000","711,000,000","620,000,000","580,000,000","358,000,000","378,000,000","376,000,000","369,000,000","361,000,000","371,000,000","367,000,000","365,000,000","355,000,000","402,000,000","366,000,000","343,000,000","318,000,000","366,000,000","337,000,000","319,000,000","346,000,000","390,000,000","340,000,000","328,000,000","272,000,000","331,000,000","299,000,000","279,000,000","284,000,000","325,000,000","305,000,000","270,000,000","281,000,000","323,000,000","294,000,000","252,000,000","262,000,000","280,000,000","243,000,000","230,000,000","211,000,000","193,000,000","140,000,000","152,000,000","199,000,000","268,000,000","234,000,000","224,000,000","243,000,000","286,000,000","220,000,000","190,000,000","196,000,000","250,000,000","211,000,000","199,000,000","207,000,000","239,000,000","213,000,000","198,000,000","200,000,000","240,000,000","204,000,000","188,000,000","187,000,000","219,000,000","178,000,000","169,000,000","181,000,000","205,000,000","169,000,000","135,000,000","179,000,000","193,000,000","158,000,000","145,000,000","192,000,000","236,000,000","210,000,000","191,000,000","216,000,000"
OperatingExpense,"1,886,000,000","473,000,000","468,000,000","458,000,000","487,000,000","482,000,000","463,000,000","432,000,000","409,000,000","497,000,000","531,000,000","492,000,000","535,000,000","577,000,000","588,000,000","245,000,000","257,000,000","253,000,000","221,000,000","226,000,000","344,000,000","239,000,000","289,000,000","203,000,000","223,000,000","240,000,000","213,000,000","201,000,000","210,000,000","216,000,000","236,000,000","202,000,000","233,000,000","225,000,000","211,000,000","198,000,000","189,000,000","204,000,000","195,000,000","171,000,000","187,000,000","205,000,000","182,000,000","184,000,000","207,000,000","195,000,000","190,000,000","194,000,000","184,000,000","182,000,000","172,000,000","172,000,000","167,000,000","151,000,000","180,000,000","172,000,000","193,000,000","196,000,000","182,000,000","183,000,000","183,000,000","170,000,000","155,000,000","151,000,000","176,000,000","167,000,000","160,000,000","162,000,000","155,000,000","168,000,000","181,000,000","155,000,000","163,000,000","171,000,000","148,000,000","149,000,000","151,000,000","146,000,000","138,000,000","138,000,000","145,000,000","141,000,000","135,000,000","141,000,000","146,000,000","151,000,000","192,000,000","143,000,000","169,000,000","164,000,000","265,000,000","151,000,000"
	SellingGeneralAndAdministration,"1,014,000,000","252,000,000","253,000,000","240,000,000","269,000,000","255,000,000","231,000,000","214,000,000","195,000,000","249,000,000","285,000,000","249,000,000","288,000,000","316,000,000","344,000,000","141,000,000","156,000,000","153,000,000","119,000,000","128,000,000","253,000,000","148,000,000","199,000,000","109,000,000","134,000,000","147,000,000","132,000,000","113,000,000","121,000,000","125,000,000","140,000,000","108,000,000","139,000,000","132,000,000","116,000,000","112,000,000","106,000,000","119,000,000","106,000,000","94,000,000","109,000,000","118,000,000","100,000,000","101,000,000","118,000,000","109,000,000","110,000,000","109,000,000","98,000,000","100,000,000","88,000,000","90,000,000","88,000,000","78,000,000","98,000,000","87,000,000","102,000,000","105,000,000","99,000,000","101,000,000","104,000,000","95,000,000","87,000,000","82,000,000","107,000,000","101,000,000","98,000,000","96,000,000","93,000,000","98,000,000","115,000,000","91,000,000","100,000,000","109,000,000","88,000,000","91,000,000","97,000,000","88,000,000","66,000,000","90,000,000","98,000,000","97,000,000","85,000,000","91,000,000","95,000,000","101,000,000","143,000,000","89,000,000","117,000,000","110,000,000","218,000,000","100,000,000"
	ResearchAndDevelopment,"288,000,000","75,000,000","69,000,000","71,000,000","73,000,000","72,000,000","74,000,000","67,000,000","55,000,000","77,000,000","76,000,000","78,000,000","78,000,000","92,000,000","82,000,000","39,000,000","42,000,000","41,000,000","43,000,000","40,000,000","36,000,000","39,000,000","37,000,000","41,000,000","37,000,000","39,000,000","32,000,000","35,000,000","38,000,000","41,000,000","43,000,000","42,000,000","42,000,000","42,000,000","41,000,000","35,000,000","33,000,000","35,000,000","32,000,000","28,000,000","28,000,000","38,000,000","31,000,000","32,000,000","35,000,000","35,000,000","27,000,000","30,000,000","33,000,000","27,000,000","25,000,000","27,000,000","24,000,000","21,000,000","28,000,000","29,000,000","34,000,000","36,000,000","28,000,000","30,000,000","29,000,000","27,000,000","20,000,000","24,000,000","22,000,000","22,000,000","19,000,000","22,000,000","18,000,000","24,000,000","20,000,000","22,000,000","19,000,000","17,000,000","17,000,000","18,000,000","13,000,000","19,000,000","32,000,000","13,000,000","12,000,000","10,000,000","12,000,000","11,000,000","12,000,000","13,000,000","14,000,000","14,000,000","15,000,000","15,000,000","13,000,000","12,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"584,000,000","146,000,000","146,000,000","147,000,000","145,000,000","155,000,000","158,000,000","151,000,000","159,000,000","171,000,000","170,000,000","165,000,000","169,000,000","169,000,000","162,000,000","65,000,000","59,000,000","59,000,000","59,000,000","58,000,000","55,000,000","52,000,000","53,000,000","53,000,000","52,000,000","54,000,000","49,000,000","53,000,000","51,000,000","50,000,000","53,000,000","52,000,000","52,000,000","51,000,000","54,000,000","51,000,000","50,000,000","50,000,000","57,000,000","49,000,000","50,000,000","49,000,000","51,000,000","51,000,000","54,000,000","51,000,000","53,000,000","55,000,000","53,000,000","55,000,000","59,000,000","55,000,000","55,000,000","52,000,000","54,000,000","56,000,000","57,000,000","55,000,000","55,000,000","52,000,000","50,000,000","48,000,000","48,000,000","45,000,000","47,000,000","44,000,000","43,000,000","44,000,000","44,000,000","46,000,000","46,000,000","42,000,000","44,000,000","45,000,000","43,000,000","40,000,000","41,000,000","39,000,000","40,000,000","35,000,000","35,000,000","34,000,000","38,000,000","39,000,000","39,000,000","37,000,000","35,000,000","40,000,000","37,000,000","39,000,000","34,000,000","39,000,000"
		DepreciationAndAmortizationInIncomeStatement,"584,000,000","146,000,000","146,000,000","147,000,000","145,000,000","155,000,000","158,000,000","151,000,000","159,000,000","171,000,000","170,000,000","165,000,000","169,000,000","169,000,000","162,000,000","65,000,000","59,000,000","59,000,000","59,000,000","58,000,000","55,000,000","52,000,000","53,000,000","53,000,000","52,000,000","54,000,000","49,000,000","53,000,000","51,000,000","50,000,000","53,000,000","52,000,000","52,000,000","51,000,000","54,000,000","51,000,000","50,000,000","50,000,000","57,000,000","49,000,000","50,000,000","49,000,000","51,000,000","51,000,000","54,000,000","51,000,000","53,000,000","55,000,000","53,000,000","55,000,000","59,000,000","55,000,000","55,000,000","52,000,000","54,000,000","56,000,000","57,000,000","55,000,000","55,000,000","52,000,000","50,000,000","48,000,000","48,000,000","45,000,000","47,000,000","44,000,000","43,000,000","44,000,000","44,000,000","46,000,000","46,000,000","42,000,000","44,000,000","45,000,000","43,000,000","40,000,000","41,000,000","39,000,000","40,000,000","35,000,000","35,000,000","34,000,000","38,000,000","39,000,000","39,000,000","37,000,000","35,000,000","40,000,000","37,000,000","39,000,000","34,000,000","39,000,000"
			Amortization,,,,,,,,,,,,,,,"165,000,000","65,000,000","59,000,000","59,000,000","59,000,000","58,000,000","55,000,000","52,000,000","53,000,000","53,000,000","52,000,000","54,000,000","49,000,000","53,000,000","51,000,000","50,000,000","53,000,000","52,000,000","52,000,000","51,000,000","54,000,000","51,000,000","50,000,000","50,000,000","57,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
