name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"4,555,576,872","6,349,800,686","8,180,187,922","8,758,958,998"
EnterpriseValue,"4,761,243,872","6,486,383,686","8,331,855,922","9,249,058,998"
PeRatio,,,,"295.24"
ForwardPeRatio,"28.329","40","52.356",
PsRatio,"3.946","4.945","8.268","12.073"
PbRatio,"6.199","9.106","12.222",
EnterprisesValueRevenueRatio,"4.129","20.211","29.051","32.447"
EnterprisesValueEBITDARatio,"-115.702","-139.871","-301.704","-907.037"
