name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
OperatingCashFlow,"14,243,000","-11,262,000","8,815,000","24,163,000","-7,473,000","532,000","6,537,000","15,329,000","2,197,000","12,140,000","-5,489,000","5,879,000","4,247,000","-6,171,000","4,096,000","-548,000"
	CashFlowFromContinuingOperatingActivities,"14,243,000","-11,262,000","8,815,000","24,163,000","-7,473,000","532,000","6,537,000","15,329,000","2,197,000","12,140,000","-5,489,000","5,879,000","4,247,000","-6,171,000","4,096,000","-548,000"
		NetIncomeFromContinuingOperations,"55,574,000","4,971,000","15,080,000","16,796,000","18,727,000","15,166,000","38,859,000","5,355,000","-1,812,000","4,057,000","-4,400,000","-8,210,000","1,520,000","2,521,000","-1,525,000","-1,136,000"
		OperatingGainsLosses,,,,,,,,,,,"5,757,000","11,226,000","642,000","552,000","1,383,000","918,000"
			GainLossOnSaleOfPPE,,,,,,,"0","0","0","0","0","0","0","1,000","0","0"
			GainLossOnInvestmentSecurities,"3,494,000",,,,,,,,,,"5,757,000","11,226,000","642,000","551,000","1,383,000","918,000"
		DepreciationAmortizationDepletion,"1,243,000","364,000","316,000","267,000","296,000","422,000","464,000","462,000","460,000","520,000","539,000","535,000","549,000","510,000","488,000","474,000"
			DepreciationAndAmortization,"1,243,000","364,000","316,000","267,000","296,000","422,000","464,000","462,000","460,000","520,000","539,000","535,000","549,000","510,000","488,000","474,000"
		DeferredTax,"-35,088,000","-5,155,000","-15,447,000","-7,679,000","-6,807,000","-3,370,000","-38,087,000","0","0","116,000","-77,000","25,000","64,000","0","-547,000","-395,000"
			DeferredIncomeTax,"-35,088,000","-5,155,000","-15,447,000","-7,679,000","-6,807,000","-3,370,000","-38,087,000","0","0","116,000","-77,000","25,000","64,000","0","-547,000","-395,000"
		AssetImpairmentCharge,"9,546,000","2,281,000","2,562,000","2,416,000","2,287,000","2,518,000","1,853,000","1,240,000","1,212,000","1,257,000","274,000","230,000","653,000","449,000","49,000","277,000"
		StockBasedCompensation,"53,172,000","24,500,000","15,008,000","7,147,000","6,517,000","5,034,000","4,160,000","3,071,000","3,541,000","2,049,000","1,852,000","1,680,000","1,012,000","517,000","693,000","796,000"
		OtherNonCashItems,,,"0","0","19,000","19,000","19,000","19,000","18,000","19,000",,,,,"-52,000","-1,000"
		ChangeInWorkingCapital,"-70,223,000","-38,223,000","-8,704,000","5,216,000","-28,512,000","-19,257,000","-731,000","5,182,000","-1,222,000","4,122,000","-9,434,000","393,000","-193,000","-10,720,000","3,607,000","-1,481,000"
			ChangeInReceivables,"-91,001,000","-65,845,000","-1,938,000","3,170,000","-26,388,000","-43,520,000","-384,000","-14,552,000","-346,000","-20,054,000","-2,998,000","-326,000","-5,422,000","-16,596,000","2,564,000","-2,319,000"
				ChangesInAccountReceivables,"-91,001,000","-65,845,000","-1,938,000","3,170,000","-26,388,000","-43,520,000","-384,000","-14,552,000","-346,000","-20,054,000","-2,998,000","-326,000","-5,422,000","-16,596,000","2,564,000","-2,319,000"
