name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
TotalRevenue,"33,187,000","9,045,000","7,960,000","7,811,000","8,371,000","6,806,000","7,308,000","7,310,000","6,435,000","7,058,000","7,261,989","6,461,914","5,814,979","6,293,648","7,135,237","6,260,158","6,914,913","6,116,039","5,940,656","4,530,865","3,897,206","2,231,517","3,335,617","3,097,648","2,827,658","3,019,056","2,931,401","2,667,506","2,306,953","616,138","911","64,431","16,114","447,535","7,225,883","52,500","0","0","3,092","15,683","0","0","-13,035","609,370","249,134","166,672","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"33,187,000","9,045,000","7,960,000","7,811,000","8,371,000","6,806,000","7,308,000","7,310,000","6,435,000","7,058,000","7,261,989","6,461,914","5,814,979","6,293,648","7,135,237","6,260,158","6,914,913","6,116,039","5,940,656","4,530,865","3,897,206","2,231,517","3,335,617","3,097,648","2,827,658","3,019,056","2,931,401","2,667,506","2,306,953","616,138","911","64,431","16,114","447,535","7,225,883","52,500","0","0","3,092","15,683","0","0","-13,035","609,370","249,134","166,672","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"31,305,000","8,585,000","7,573,000","7,362,000","7,785,000","6,159,000","6,720,000","6,948,000","6,234,000","6,771,000","7,037,256","6,482,982","5,901,279","6,396,558","6,620,491","6,109,209","6,753,199","6,044,461","5,869,247","4,871,234","4,062,261","2,505,414","3,563,431","3,282,266","2,968,571","2,895,410","2,920,606","2,948,928","2,600,446","632,580","1,717","305,847","13,176","177,696","441,121","20,550",,,"7,115","60,852","0","0","194,025","130,495","46,648","47,002","0","1,399","0","1,314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
GrossProfit,"1,882,000","460,000","387,000","449,000","586,000","647,000","588,000","362,000","201,000","287,000","224,733","-21,068","-86,300","-102,910","514,746","150,949","161,714","71,578","71,409","-340,369","-165,055","-273,897","-227,814","-184,618","-140,913","123,646","10,795","-281,422","-293,493","-16,442","-806","-241,416","2,938","269,839","6,784,762","31,950","0","0","-4,023","-45,169","0","0","-207,060","478,875","202,486","119,670","0","-1,399","0","-1,314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"33,191,000","8,606,000","9,341,000","8,018,000","7,226,000","5,818,000","6,805,000","4,402,000","4,808,000","4,429,000","5,777,679","6,442,099","4,942,539","5,276,249","6,315,255","6,359,783","7,202,226","5,040,350","3,844,718","2,933,712","3,117,470","2,696,052","2,504,987","2,411,194","2,689,917","3,352,050","2,840,978","2,466,079","2,053,243","4,103,021","5,686,008","2,583,406","2,041,101","1,457,021","871,427","1,118,755","1,622,578","1,391,504","786,060","587,379","1,374,201","447,316","1,058,737","1,244,819","1,288,623","757,331","44,652","33,207","13,943","13,902","17,514","11,891","15,944","7,658","17,368","43,246","17,908","5,671","15,321","3,334","1,791","1,596","22,481","14,586","-9,035","3,996","32,169"
	SellingGeneralAndAdministration,"28,357,000","7,305,000","8,054,000","6,821,000","6,177,000","4,829,000","5,162,000","3,169,000","3,501,000","3,141,000","3,837,327","4,059,005","2,585,883","2,474,201","2,237,474","1,997,958","2,118,600","2,231,501","2,375,106","1,914,480","2,072,709","1,916,192","1,744,845","1,508,063","1,972,881","2,549,221","2,013,555","1,763,624","1,581,311","3,759,155","4,660,731","1,834,323","1,378,840","1,005,187","654,772","912,325","1,400,515","1,148,132","489,119","381,603","1,082,979","313,624","412,286","488,193","663,634","497,463","44,652","33,207","13,943","13,902","17,514","11,891","15,944","7,658","17,368","43,246","17,908","5,671","15,321","3,334","1,791","1,596","22,481","14,586","-9,035","3,996","32,169"
		GeneralAndAdministrativeExpense,,,,,,,,,,"3,141,000",,,"2,373,693","2,242,502","1,951,502","1,759,254","1,914,971","2,032,392","2,055,712","1,635,226","1,805,118","1,620,479","1,393,920","1,230,967","1,721,775","1,846,607","1,532,662","1,293,003","1,290,536","3,643,926","4,632,376","1,810,908","1,344,680","1,005,187","650,052","907,993","1,400,515","1,148,132","473,288","370,240","1,052,132","309,790","394,063","451,087","604,298","325,938","44,652","33,207","13,943","13,902","17,514","11,891","15,944","7,658","17,368","43,246","17,908","5,671","15,321","3,334","1,791",,"22,481","14,586","9,035","3,996","32,169"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"325,745",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,"3,141,000",,,"2,373,693","2,242,502","1,951,502","1,759,254","1,914,971","2,032,392","2,055,712","1,635,226","1,805,118","1,620,479","1,393,920","1,230,967","1,721,775","1,846,607","1,532,662","1,293,003","1,290,536","3,643,926","4,632,376","1,810,908","1,344,680","1,005,187","650,052","907,993","1,400,515","1,148,132","473,288","370,240","1,052,132","309,790","394,063","451,087","604,298","325,938",,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,"212,190","231,699","285,972","238,704","203,629","199,109","319,394","279,254","267,591","295,713","350,925","277,096","251,106","702,614","480,893","470,621","290,775","115,229","28,355","23,415","34,160",,"4,720","4,332","0","0","15,831","11,363","30,847","3,834","18,223","37,106","59,336","171,525",,,,,,,,,,,,,,,,,,,,,
