name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,12/31/1994
TotalAssets,"3,882,141,000","3,230,131,000","2,282,233,000","2,214,035,000","2,141,693,000","1,739,670,000","1,587,589,000","1,654,797,000","1,747,781,000","1,483,266,000","1,481,408,000","1,690,582,000","1,678,350,000","1,240,871,000","1,283,758,000","1,404,281,000","1,379,666,000","1,101,062,000","1,121,924,000","1,279,136,000","1,280,869,000","994,095,000","1,037,521,000","1,195,663,000","1,193,241,000","936,031,000","942,396,000","1,111,582,000","1,084,414,000","892,937,000","909,236,000","1,055,448,000","1,013,200,000","823,761,000","826,874,000","990,009,000","953,740,000","780,576,000","831,383,000","1,007,014,000","974,265,000","798,622,000","798,212,000","970,550,000","896,643,000","728,545,000","765,049,000","879,871,000","827,862,000","743,099,000","760,959,000","894,899,000","863,775,000","830,906,000","841,884,000","985,055,000","982,946,000","814,854,000","844,423,000","1,014,822,000","947,629,000","774,562,000","802,735,000","940,664,000","865,626,000","736,636,000","565,831,000","684,773,000","623,364,000","480,866,000","486,455,000","602,032,000","553,960,000","450,272,000","437,940,000","553,916,000","510,249,000","402,094,000","402,274,000","428,911,000","427,815,000","348,590,000","335,887,000","376,601,000","386,104,000","251,905,000","236,137,000","277,623,000","271,639,000","194,100,000","192,900,000","250,900,000","236,800,000","163,800,000","177,400,000","204,800,000","203,100,000","136,500,000","123,700,000","157,900,000","160,700,000","113,200,000","119,900,000","110,800,000","112,400,000","75,400,000","50,700,000"
	CurrentAssets,"2,398,757,000","1,769,085,000","1,626,400,000","1,557,401,000","1,517,298,000","1,121,927,000","1,066,681,000","1,137,147,000","1,238,378,000","973,568,000","973,092,000","1,183,189,000","1,173,566,000","915,244,000","952,906,000","1,070,334,000","1,050,906,000","782,248,000","798,313,000","955,270,000","967,052,000","695,557,000","736,225,000","893,394,000","907,674,000","661,744,000","676,183,000","845,134,000","817,192,000","637,213,000","651,890,000","801,041,000","761,039,000","577,749,000","583,932,000","748,001,000","713,670,000","543,096,000","573,241,000","742,840,000","709,610,000","538,001,000","536,500,000","710,916,000","641,059,000","476,592,000","511,999,000","625,842,000","575,636,000","491,317,000","516,878,000","620,340,000","591,165,000","556,844,000","567,203,000","710,880,000","708,801,000","554,009,000","584,565,000","755,181,000","691,809,000","519,421,000","548,202,000","707,822,000","633,015,000","512,393,000","401,235,000","524,599,000","466,750,000","323,535,000","335,490,000","449,830,000","400,570,000","296,396,000","295,517,000","411,873,000","370,350,000","263,074,000","270,215,000","332,343,000","330,837,000","250,333,000","240,181,000","281,450,000","291,160,000","178,180,000","163,438,000","216,245,000","210,861,000","132,400,000","133,200,000","191,500,000","176,600,000","112,200,000","125,200,000","158,200,000","157,000,000","96,500,000","83,700,000","118,000,000","120,500,000","73,100,000","78,300,000","75,800,000","77,100,000","39,900,000","19,700,000"
		CashCashEquivalentsAndShortTermInvestments,"35,365,000","24,321,000","83,475,000","58,465,000","27,078,000","34,128,000","74,749,000","44,185,000","17,808,000","28,583,000","36,693,000","60,694,000","28,581,000","16,358,000","35,693,000","42,167,000","8,803,000","29,940,000","36,398,000","26,666,000","13,409,000","21,956,000","30,292,000","30,551,000","9,965,000","13,237,000","29,504,000","38,944,000","5,048,000","14,830,000","14,455,000","27,563,000","7,257,000","8,006,000","24,222,000","26,936,000","12,873,000","12,463,000","28,818,000","50,311,000","20,681,000","17,487,000","20,656,000","37,218,000","11,420,000","9,721,000","32,561,000","36,985,000","11,494,000","15,843,000","30,442,000","41,727,000","13,103,000","15,762,000","25,278,000","26,453,000","6,476,000","15,825,000","50,265,000","47,171,000","30,555,000","16,734,000","40,874,000","32,507,000","5,964,000","26,866,000","44,644,000","36,652,000","14,565,000","21,762,000","30,427,000","21,124,000","2,859,000","12,812,000","29,714,000","32,185,000","3,086,000","5,132,000","11,566,000","11,960,000","7,255,000","3,524,000","14,193,000","2,962,000","3,056,000","3,431,000","4,265,000","3,161,000","2,136,000","4,000,000","600,000","7,800,000","3,600,000","4,900,000","5,500,000","1,700,000","6,600,000","22,300,000","1,900,000","4,100,000","9,300,000","4,600,000","6,100,000","4,500,000","4,400,000","2,000,000","800,000"
			CashAndCashEquivalents,"35,365,000","24,321,000","83,475,000","58,465,000","27,078,000","34,128,000","74,749,000","44,185,000","17,808,000","28,583,000","36,693,000","60,694,000","28,581,000","16,358,000","35,693,000","42,167,000","8,803,000","29,940,000","36,398,000","26,666,000","13,409,000","21,956,000","30,292,000","30,551,000","9,965,000","13,237,000","29,504,000","38,944,000","5,048,000","14,830,000","14,455,000","27,563,000","7,257,000","8,006,000","24,222,000","26,936,000","12,873,000","12,463,000","28,818,000","50,311,000","20,681,000","17,487,000","20,656,000","37,218,000","11,420,000","9,721,000","32,561,000","36,985,000","11,494,000","15,843,000","30,442,000","41,727,000","13,103,000","15,762,000","25,278,000","26,453,000","6,476,000","15,825,000","50,265,000","47,171,000","30,555,000","16,734,000","40,874,000","32,507,000","5,964,000","26,866,000","44,644,000","36,652,000","14,565,000","21,762,000","30,427,000","21,124,000","2,859,000","12,812,000","29,714,000","32,185,000","3,086,000","5,132,000","11,566,000","11,960,000","7,255,000","3,524,000","14,193,000","2,962,000","3,056,000","3,431,000","4,265,000","3,161,000","2,136,000","4,000,000","600,000","7,800,000","3,600,000","4,900,000","5,500,000","1,700,000","6,600,000","22,300,000","1,900,000","4,100,000","9,300,000","4,600,000","6,100,000","4,500,000","4,400,000","2,000,000","800,000"
		Receivables,"679,927,000","376,571,000","476,150,000","585,566,000","487,602,000","289,200,000","366,412,000","453,405,000","345,915,000","226,539,000","307,798,000","417,126,000","313,127,000","207,801,000","287,773,000","404,415,000","314,596,000","196,265,000","262,796,000","370,285,000","290,019,000","166,151,000","233,405,000","351,012,000","283,758,000","156,756,000","219,774,000","318,498,000","238,727,000","140,645,000","207,165,000","306,500,000","211,107,000","125,287,000","180,898,000","281,064,000","188,294,000","113,859,000","175,459,000","270,089,000","201,792,000","110,555,000","160,647,000","266,032,000","173,787,000","101,543,000","155,252,000","238,638,000","157,568,000","96,364,000","149,733,000","233,288,000","160,318,000","115,584,000","178,927,000","278,654,000","206,187,000","141,117,000","200,534,000","301,265,000","231,034,000","154,937,000","211,589,000","295,722,000","211,578,000","141,785,000","152,037,000","231,736,000","164,507,000","97,589,000","130,360,000","197,683,000","147,097,000","83,824,000","117,942,000","174,974,000","122,629,000","70,142,000","113,628,000","144,594,000","99,779,000","60,231,000","87,307,000","134,418,000","104,649,000","53,255,000","66,951,000","101,005,000","75,001,000","40,900,000","60,100,000","91,600,000","64,300,000","34,600,000","53,100,000","73,000,000","53,900,000","24,800,000","36,900,000","47,800,000","41,800,000","25,300,000","17,500,000","31,600,000","26,800,000","12,100,000","5,300,000"
			AccountsReceivable,"195,951,000","27,724,000","174,987,000","210,318,000","122,938,000","33,553,000","135,555,000","144,842,000","66,328,000","18,455,000","95,971,000","127,260,000","72,352,000","16,451,000","90,775,000","135,104,000","75,889,000","26,681,000","90,142,000","112,802,000","61,264,000","18,533,000","81,072,000","119,113,000","67,802,000","17,835,000","70,399,000","93,709,000","56,117,000","17,558,000","69,847,000","97,527,000","47,694,000","14,150,000","180,898,000","281,064,000","188,294,000","86,177,000",,,,"108,794,000",,,,,,,,,,,,"16,311,000","45,426,000","75,563,000","42,266,000","45,257,000","58,023,000","90,892,000","51,104,000","51,116,000","64,540,000","76,407,000","42,988,000","141,785,000","152,037,000","231,736,000","164,507,000","97,589,000","39,250,000","146,677,000","147,097,000","83,824,000","117,942,000","174,974,000","122,629,000","70,142,000","113,628,000","144,594,000","99,779,000","60,231,000","87,307,000","134,418,000","104,649,000",,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"201,951,000","161,159,000","180,387,000","215,718,000","127,638,000",,"140,850,000","150,842,000","73,181,000","82,148,000","102,171,000","133,660,000","77,952,000","75,693,000","96,175,000","139,204,000","79,889,000","80,497,000","94,242,000","116,402,000","65,464,000","65,537,000","84,772,000","122,413,000","72,102,000","58,373,000","73,899,000","97,009,000","60,217,000","55,014,000","74,147,000","101,927,000","52,494,000",,"185,398,000","285,464,000","193,694,000","119,359,000",,,,"114,694,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-6,000,000","-5,900,000","-5,400,000","-5,400,000","-4,700,000",,"-5,295,000","-6,000,000","-6,853,000","-5,500,000","-6,200,000","-6,400,000","-5,600,000","-6,200,000","-5,400,000","-4,100,000","-4,000,000","-3,900,000","-4,100,000","-3,600,000","-4,200,000","-4,100,000","-3,700,000","-3,300,000","-4,300,000","-4,200,000","-3,500,000","-3,300,000","-4,100,000","-4,000,000","-4,300,000","-4,400,000","-4,800,000",,"-4,500,000","-4,400,000","-5,400,000","-5,500,000",,,,"-5,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"483,976,000","354,789,000","301,163,000","375,248,000","364,664,000","260,455,000","230,857,000","308,563,000","279,587,000","213,556,000","211,827,000","289,866,000","240,775,000","197,532,000","196,998,000","269,311,000","238,707,000","173,481,000","172,654,000","257,483,000","228,755,000","151,668,000","152,333,000","231,899,000","215,956,000","143,126,000","149,375,000","224,789,000","182,610,000","127,095,000","137,318,000","208,973,000","163,413,000","115,684,000",,,,"33,159,000",,,,"1,761,000",,,,,,,,,,,,"99,273,000","133,501,000","203,091,000","163,921,000","95,860,000","142,511,000","210,373,000","179,930,000","103,821,000","147,049,000","219,315,000","168,590,000",,,,,,"91,110,000","51,006,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,"-5,942,000",,,,"-4,808,000",,,,"-5,472,000",,,,"-6,182,000",,,,"-3,897,000",,,,"-4,050,000",,,,"-4,205,000",,,,"-4,008,000",,,,"-4,547,000",,,,"-5,477,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
