name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalRevenue,"130,952,928","40,216,796","30,957,899","28,974,471","65,194,911","58,083,993","40,067,300","37,383,632","21,374,127","36,203,429","42,588,302","37,799,259","43,657,292","39,320,712","41,801,748","50,632,948","46,917,770","41,368,195","41,345,248","32,470,451","36,912,779","34,770,614","31,055,936","28,461,930","24,428,444","14,132,604","20,875,827","39,262,584","49,119,711","37,684,339","62,572,071","76,903,516","72,079,622","47,349,658","46,770,402","46,830,647","35,111,402","33,254,801","32,256,541","36,195,570","31,293,193","34,827,939","31,339,168","30,301,326","27,790,860","20,308,903","15,706,666","13,290,428","15,870,811","13,273,080","13,545,792","12,035,430","5,265,491","0",,,,,,,,,"35,169","44,288","14,327",,,,,,,,,,,,,,,,,,"0",,,"20,000","65,000","86,000","64,000","174,000"
	OperatingRevenue,"130,952,928","40,216,796","30,957,899","28,974,471","65,194,911","58,083,993","40,067,300","37,383,632","21,374,127","36,203,429","42,588,302","37,799,259","43,657,292","39,320,712","41,801,748","50,632,948","46,917,770","41,368,195","41,345,248","32,470,451","36,912,779","34,770,614","31,055,936","28,461,930","24,428,444","14,132,604","20,875,827","39,262,584","49,119,711","37,684,339","62,572,071","76,903,516","72,079,622","47,349,658","46,770,402","46,830,647","35,111,402","33,254,801","32,256,541","36,195,570","31,293,193","34,827,939","31,339,168","30,301,326","27,790,860","20,308,903","15,706,666","13,290,428","15,870,811","13,273,080","13,545,792","12,035,430","5,265,491","0",,,,,,,,,"35,169","44,288","14,327",,,,,,,,,,,,,,,,,,"0",,,"20,000","65,000","86,000","64,000","174,000"
CostOfRevenue,"126,965,133","38,679,537","31,528,213","28,188,293","54,298,341","44,694,094","34,903,698","32,499,846","22,197,805","26,836,854","31,045,027","32,372,316","36,515,421","34,844,349","36,879,263","42,593,367","36,796,258","34,588,749","32,814,269","28,390,891","31,486,599","30,701,554","25,758,117","22,462,171","19,168,398","14,371,128","20,497,692","34,104,949","43,635,177","37,605,869","66,040,281","72,846,322","63,200,942","42,205,170","41,340,555","41,945,879","32,556,738","29,785,043","29,290,855","33,011,934","30,542,452","31,942,875","30,034,120","28,268,785","25,325,275","18,038,007","14,221,863","12,471,821","14,962,107","12,245,250","12,589,842","10,342,956","5,202,855","0",,,,,,,,,"1,000,672","1,106,719","1,274,402",,,,,,,,,,,,,,,,,,"0",,,"9,000","102,000","117,000","39,000","99,000"
GrossProfit,"3,987,795","1,537,259","-570,314","786,178","10,896,570","13,389,899","5,163,602","4,883,786","-823,678","9,366,575","11,543,275","5,426,943","7,141,871","4,476,363","4,922,485","8,039,581","10,121,512","6,779,446","8,530,979","4,079,560","5,426,180","4,069,060","5,297,819","5,999,759","5,260,046","-238,524","378,135","5,157,635","5,484,534","78,470","-3,468,210","4,057,194","8,878,680","5,144,488","5,429,847","4,884,768","2,554,664","3,469,758","2,965,686","3,183,636","750,741","2,885,064","1,305,048","2,032,541","2,465,585","2,270,896","1,484,803","818,607","908,704","1,027,830","955,950","1,692,474","62,636","0",,,,,,,,,"-965,503","-1,062,431","-1,260,075",,,,,,,,,,,,,,,,,,"0",,,"11,000","-37,000","-31,000","25,000","75,000"
OperatingExpense,"23,764,687","8,809,311","5,647,655","4,971,635","9,308,809","8,409,449","7,654,485","6,724,439","7,744,021","8,335,065","8,499,227","7,968,766","7,809,749","7,084,754","7,015,568","7,465,498","7,097,667","7,339,541","7,105,460","7,388,582","7,004,927","6,829,897","6,373,814","6,538,566","6,241,690","7,089,571","6,907,657","7,650,645","7,202,564","9,979,597","9,609,380","6,801,396","6,075,517","3,587,489","4,343,169","2,495,748","2,395,745","2,221,492","2,413,181","1,610,146","919,227","1,194,747","1,069,221","997,723","1,006,683","1,026,055","974,599","667,339","700,195","751,173","946,317","982,916","581,449","834,340","766,079","917,133","1,401,814","1,793,290","1,660,096","10,268,299","-2,229,194","1,902,425","11,034,645","1,004,584","3,617,601","1,028,668","1,027,365","938,936","931,973","700,634","840,953","613,196","41,000","1,000","9,000","2,000","3,000","2,000","7,000",,"2,000","43,000","2,000","19,000","2,000","110,000","70,000","79,000","116,000","128,000"
	SellingGeneralAndAdministration,"23,657,023","8,782,395","5,620,739","4,944,719","8,825,940","7,926,580","7,171,616","6,241,570","6,030,560","6,700,518","6,652,623","6,153,184","6,028,859","5,347,741","5,258,572","5,658,659","5,364,591","5,645,442","5,405,047","5,690,761","5,359,897","5,229,837","4,804,400","4,978,004","4,688,035","5,495,987","6,982,421","6,052,764","5,641,250","7,329,597","9,609,380","6,801,396","6,075,517","3,587,489","4,343,169","2,495,748","2,395,745","2,221,492","2,413,181","1,610,146","919,227","1,194,747","1,069,221","997,723","1,006,683","1,026,055","974,599","667,339","700,195","751,173","946,317","982,916","581,449","834,340","766,079","917,133","1,401,814","1,776,931","1,447,735","1,395,486","1,425,176","983,491","1,203,407","944,584","1,037,451","968,668","966,965","878,936","864,563","638,384","771,598","551,589","41,000","1,000","9,000","2,000","3,000","2,000","7,000",,"2,000","43,000","2,000","19,000","2,000","110,000","70,000","79,000","116,000","126,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"834,340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"16,359","212,361","418,707","804,018","918,934","93,894","60,000","60,000","60,000","60,400","60,000","67,410","62,250","69,355","61,607",,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"107,664","26,916","26,916","26,916","482,869","482,869","482,869","482,869","1,713,461","1,634,547","1,846,604","1,815,582","1,780,890","1,737,013","1,756,996","1,806,839","1,733,076","1,694,099","1,700,413","1,697,821","1,645,030","1,600,060","1,569,414","1,560,562","1,553,655","1,593,584","1,920,416","1,597,881","1,561,314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"627,388","620,881",,,,,,,,,,,,,,,,,,,,,,,"0",,,"2,000"
		DepreciationAndAmortizationInIncomeStatement,"107,664","26,916","26,916","26,916","482,869","482,869","482,869","482,869","1,713,461","1,634,547","1,846,604","1,815,582","1,780,890","1,737,013","1,756,996","1,806,839","1,733,076","1,694,099","1,700,413","1,697,821","1,645,030","1,600,060","1,569,414","1,560,562","1,553,655","1,593,584","1,920,416","1,597,881","1,561,314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"627,388","620,881",,,,,,,,,,,,,,,,,,,,,,,"0",,,"2,000"
