name,01/31/2022,07/31/2021,01/31/2021,07/31/2020,01/31/2020,07/31/2019,01/31/2019,07/31/2018,01/31/2018
TotalAssets,"2,958,494,000","3,106,614,000","2,738,941,000","2,066,959,000","1,979,541,000","1,885,281,000","1,752,623,000","1,775,393,000","1,807,591,000"
TotalLiabilitiesNetMinorityInterest,"1,122,094,000","1,250,426,000","978,531,000","605,472,000","355,791,000","381,398,000","289,755,000","317,928,000","352,067,000"
TotalEquityGrossMinorityInterest,"1,836,400,000","1,856,188,000","1,760,410,000","1,461,487,000","1,623,750,000","1,503,883,000","1,462,868,000","1,457,465,000","1,455,524,000"
	StockholdersEquity,"1,836,400,000","1,856,188,000","1,760,410,000","1,461,487,000","1,623,750,000","1,503,883,000","1,462,868,000","1,457,465,000","1,455,524,000"
		CapitalStock,"212,651,000","212,651,000","212,651,000","212,651,000","212,651,000","212,651,000","237,951,000","237,951,000","237,951,000"
			PreferredStock,"212,650,000","212,650,000","212,650,000","212,650,000","212,650,000","212,650,000","237,950,000","237,950,000","237,950,000"
			CommonStock,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
		AdditionalPaidInCapital,"1,778,866,000","1,714,584,000","1,667,841,000","1,517,562,000","1,436,571,000","1,303,558,000","1,265,178,000","1,204,391,000","1,180,356,000"
		RetainedEarnings,"-155,117,000","-71,047,000","-120,082,000","-268,726,000","-25,472,000","-12,326,000","-40,261,000","-7,885,000","-26,004,000"
		OtherEquityInterest,,,,,,,,,"-237,950,000"
TotalCapitalization,"2,709,488,000","2,869,010,000","2,553,979,000","1,908,320,000","1,849,518,000","1,808,128,000","1,673,721,000","1,695,877,000","1,727,864,000"
PreferredStockEquity,"212,650,000","212,650,000","212,650,000","212,650,000","212,650,000","212,650,000","237,950,000","237,950,000","237,950,000"
CommonStockEquity,"1,623,750,000","1,643,538,000","1,547,760,000","1,248,837,000","1,411,100,000","1,291,233,000","1,224,918,000","1,219,515,000","1,217,574,000"
NetTangibleAssets,"1,836,400,000","1,856,188,000","1,760,410,000","1,461,487,000","1,623,750,000","1,503,883,000","1,462,868,000","1,457,465,000","1,455,524,000"
InvestedCapital,"2,496,838,000","2,656,360,000","2,341,329,000","1,695,670,000","1,636,868,000","1,595,478,000","1,435,771,000","1,457,927,000","1,489,914,000"
TangibleBookValue,"1,623,750,000","1,643,538,000","1,547,760,000","1,248,837,000","1,411,100,000","1,291,233,000","1,224,918,000","1,219,515,000","1,217,574,000"
TotalDebt,"873,088,000","1,012,822,000","793,569,000","446,833,000","225,768,000","304,245,000","210,853,000","238,412,000","272,340,000"
NetDebt,"810,571,000","961,772,000","752,883,000","418,782,000","205,766,000","275,628,000","179,010,000","200,033,000","237,559,000"
ShareIssued,"117,720,000","114,110,000","109,465,000","100,425,000","95,322,000","88,109,205","85,980,000","82,395,000","81,003,790"
OrdinarySharesNumber,"117,720,000","114,110,000","109,465,000","100,425,000","95,322,000","88,109,205","85,980,000","82,395,000","81,003,790"
