name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
OperatingCashFlow,"-23,082,000","-11,439,000","1,030,000","58,000","-12,731,000","-8,944,000","5,416,000","15,020,000","9,568,000","24,926,000","16,298,000","8,956,000","734,000","8,699,000","10,598,000","13,531,000","-1,078,000","-3,456,000","8,444,000","-24,715,000","2,252,000","-18,748,000","27,119,000","3,539,000","17,994,000","5,184,000","5,026,000","5,990,000","7,676,000","7,446,000","10,977,000","8,879,000","-12,950,000","-7,357,000","9,518,000","-904,000","-6,890,000","2,787,000","-1,413,000","4,437,000","-10,176,000","-1,638,000","-2,958,000","1,293,000","-1,557,000","-9,288,000","8,178,000","5,702,000","-4,885,000","2,146,000","9,179,000","7,483,000","-3,059,000","-1,841,000"
	CashFlowFromContinuingOperatingActivities,"-23,082,000","-11,439,000","1,030,000","58,000","-12,731,000","-8,944,000","5,416,000","15,020,000","9,568,000","24,926,000","16,298,000","8,956,000","734,000","8,699,000","10,598,000","13,531,000","-1,078,000","-3,456,000","8,444,000","-24,715,000","2,252,000","-18,748,000","27,119,000","3,539,000","17,994,000","5,184,000","5,026,000","5,990,000","7,676,000","7,446,000","10,977,000","8,879,000","-12,950,000","-7,357,000","9,518,000","-904,000","-6,890,000","2,787,000","-1,413,000","4,437,000","-10,176,000","-1,638,000","-2,958,000","1,293,000","-1,557,000","-9,288,000","8,178,000","5,702,000","-4,885,000","2,146,000","9,179,000","7,483,000","-3,059,000","-1,841,000"
		NetIncomeFromContinuingOperations,"-33,330,000","-3,303,000","-10,735,000","-1,860,000","-17,432,000","-10,692,000","-11,495,000","-4,903,000","5,725,000","6,307,000","2,069,000","2,272,000","-7,326,000","-14,091,000","-6,729,000","-8,125,000","-10,537,000","-18,246,000","-14,283,000","-18,187,000","-9,341,000","-11,522,000","1,996,000","-7,187,000","2,676,000","2,310,000","399,000","1,378,000","1,791,000","100,000","1,585,000","-1,937,000","-6,779,000","-12,588,000","-4,452,000","-9,891,000","-9,532,000","-10,464,000","-3,739,000","723,000",,,"-22,310,000","-4,089,000","13,580,000","-1,935,000","350,000","78,000","2,782,000","61,000","786,000","-133,000","-2,528,000","-4,972,000"
		OperatingGainsLosses,"740,000","-532,000","364,000","66,000","842,000","-985,000","2,377,000","3,277,000","128,000","-1,143,000","1,445,000","-3,300,000","-1,830,000","1,903,000","1,266,000","-1,593,000","-819,000","744,000","281,000","541,000","212,000","-2,301,000","-262,000","-870,000","-305,000","601,000","-709,000","-1,862,000","-50,000","-118,000","55,000","-948,000","-68,000","201,000","711,000","0","-111,000","111,000","845,000","-25,000","64,000","-732,000","84,000","-13,000","-13,739,000","25,000","642,000","89,000","4,000","63,000","0","-114,000","0","0"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,"203,000","-66,000","17,000","31,000","416,000","5,000","91,000","-118,000","1,161,000","-2,000","118,000","15,000",,,,"111,000","95,000","-25,000","64,000","18,000","84,000","25,000","90,000","25,000","22,000","89,000","4,000","63,000","0","-114,000","0","0"
			NetForeignCurrencyExchangeGainLoss,"1,237,000","-416,000","795,000","19,000","839,000","-968,000","3,444,000","3,300,000","127,000","-1,118,000","1,624,000","-3,148,000","-1,204,000","1,818,000","248,000","-3,069,000","-3,422,000","2,299,000","1,007,000","926,000","612,000","38,000","-2,105,000","-804,000","-322,000","570,000","-1,125,000",,,,"-1,110,000",,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"0","1,215,000","2,562,000","-1,557,000","-603,000","-431,000","-418,000","-652,000",,,,,"0","0",,,"4,000",,,"186,000","1,000",,,,"0","0",,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"23,314,000","4,574,000","5,860,000","6,258,000","6,622,000","6,889,000","7,049,000","11,288,000","7,087,000","7,136,000","7,286,000","7,462,000","8,531,000","9,283,000","7,554,000","7,640,000","7,906,000","8,005,000","7,720,000","7,332,000","7,113,000","6,185,000","5,479,000","5,784,000","5,684,000","5,453,000","5,364,000","5,465,000","5,740,000","6,306,000","5,911,000","6,031,000","5,933,000","5,528,000","5,518,000","5,094,000","5,179,000","4,590,000","4,414,000","4,475,000","4,474,000","5,353,000","4,772,000","2,640,000","2,726,000","2,793,000","3,033,000","2,860,000","3,073,000","3,156,000","3,309,000","3,261,000","3,457,000","3,547,000"
			DepreciationAndAmortization,"23,314,000","4,574,000","5,860,000","6,258,000","6,622,000","6,889,000","7,049,000","11,288,000","7,087,000","7,136,000","7,286,000","7,462,000","8,531,000","9,283,000","7,554,000","7,640,000","7,906,000","8,005,000","7,720,000","7,332,000","7,113,000","6,185,000","5,479,000","5,784,000","5,684,000","5,453,000","5,364,000","5,465,000","5,740,000","6,306,000","5,911,000","6,031,000","5,933,000","5,528,000","5,518,000","5,094,000","5,179,000","4,590,000","4,414,000","4,475,000","4,474,000","5,353,000","4,772,000","2,640,000","2,726,000","2,793,000","3,033,000","2,860,000","3,073,000","3,156,000","3,309,000","3,261,000","3,457,000","3,547,000"
				Depreciation,"23,314,000","4,574,000","5,860,000","6,258,000","6,622,000","6,889,000","7,049,000","11,288,000","7,087,000","7,136,000","7,286,000","7,462,000","8,531,000","9,283,000",,"7,640,000","7,906,000","8,005,000",,,,,,,,,,,,,,"6,031,000",,,,"5,094,000",,,,,,,,,,,,,,,,,,
