name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalRevenue,"204,470,000","57,429,000","53,265,000","49,091,000","44,685,000","40,818,000","37,346,000","33,666,000","31,402,000","30,535,000","28,144,000","26,421,000","24,763,000","23,379,000","22,276,000"
	OperatingRevenue,"204,470,000","57,429,000","53,265,000","49,091,000","44,685,000","40,818,000","37,346,000","33,666,000","31,402,000","30,535,000","28,144,000","26,421,000","24,763,000","23,379,000","22,276,000"
CostOfRevenue,"50,782,000","13,991,000","13,290,000","12,346,000","11,155,000","9,997,000","9,615,000","8,774,000","8,320,000","8,208,000","8,866,000","7,229,000","6,214,000","5,845,000","5,407,000"
GrossProfit,"153,688,000","43,438,000","39,975,000","36,745,000","33,530,000","30,821,000","27,731,000","24,892,000","23,082,000","22,327,000","19,278,000","19,192,000","18,549,000","17,534,000","16,869,000"
OperatingExpense,"185,167,000","53,047,000","49,695,000","43,583,000","38,842,000","37,040,000","33,526,000","31,813,000","31,424,000","33,271,000","45,193,000","24,311,000","29,429,000","22,888,000","20,762,000"
	SellingGeneralAndAdministration,"140,325,000","39,982,000","37,477,000","33,032,000","29,834,000","28,768,000","25,721,000","24,120,000","23,712,000","25,990,000","36,271,000","17,950,000","23,005,000","16,536,000","14,365,000"
		GeneralAndAdministrativeExpense,"48,684,000","14,370,000","12,653,000","11,649,000","10,012,000","10,615,000","9,436,000","9,346,000","9,528,000","12,096,000","14,761,000","6,056,000","11,277,000","6,084,000","5,112,000"
			OtherGandA,"48,684,000","14,370,000","12,653,000","11,649,000","10,012,000","10,615,000","9,436,000","9,346,000","9,528,000","12,096,000","14,761,000","6,056,000","11,277,000","6,084,000","5,112,000"
		SellingAndMarketingExpense,"91,641,000","25,612,000","24,824,000","21,383,000","19,822,000","18,153,000","16,285,000","14,774,000","14,184,000","13,894,000","21,510,000","11,894,000","11,728,000","10,452,000","9,253,000"
	ResearchAndDevelopment,"44,842,000","13,065,000","12,218,000","10,551,000","9,008,000","8,272,000","7,805,000","7,693,000","7,712,000","7,281,000","8,922,000","6,361,000","6,424,000","6,352,000","6,397,000"
OperatingIncome,"-31,479,000","-9,609,000","-9,720,000","-6,838,000","-5,312,000","-6,219,000","-5,795,000","-6,921,000","-8,342,000","-10,944,000","-25,915,000","-5,119,000","-10,880,000","-5,354,000","-3,893,000"
NetNonOperatingInterestIncomeExpense,"31,000","52,000","-4,000","-5,000","-12,000","-20,000","-27,000","-44,000","-43,000","365,000","-20,000","-9,000","13,000","53,000","-206,000"
	InterestIncomeNonOperating,"330,000","123,000","69,000","73,000","65,000","52,000","54,000","50,000","53,000","460,000","51,000","61,000","90,000","105,000","27,000"
	InterestExpenseNonOperating,"299,000","71,000","73,000","78,000","77,000","72,000","81,000","94,000","96,000","95,000","71,000","70,000","77,000","52,000","233,000"
OtherIncomeExpense,"-350,000","-108,000","-101,000","-86,000","-55,000","-119,000","1,000","19,000","101,000","102,000","102,000","108,000","131,000","149,000","147,000"
	OtherNonOperatingIncomeExpenses,"-350,000","-108,000","-101,000","-86,000","-55,000","-119,000","1,000","19,000","101,000","102,000","102,000","108,000","131,000","149,000","147,000"
PretaxIncome,"-31,798,000","-9,665,000","-9,825,000","-6,929,000","-5,379,000","-6,358,000","-5,821,000","-6,946,000","-8,284,000","-10,477,000","-25,833,000","-5,020,000","-10,736,000","-5,152,000","-3,952,000"
TaxProvision,"292,000","90,000","75,000","64,000","63,000","9,000","55,000","51,000","18,000","3,000","17,000","19,000","19,000","11,000","22,000"
NetIncomeCommonStockholders,"-32,090,000","-9,755,000","-9,900,000","-6,993,000","-5,442,000","-6,367,000","-5,876,000","-6,997,000","-8,302,000","-10,480,000","-25,850,000","-5,039,000","-10,755,000","-5,163,000","-3,974,000"
	NetIncome,"-32,090,000","-9,755,000","-9,900,000","-6,993,000","-5,442,000","-6,367,000","-5,876,000","-6,997,000","-8,302,000","-10,480,000","-25,850,000","-5,039,000","-10,755,000","-5,163,000","-3,974,000"
		NetIncomeIncludingNoncontrollingInterests,"-32,090,000","-9,755,000","-9,900,000","-6,993,000","-5,442,000","-6,367,000","-5,876,000","-6,997,000","-8,302,000","-10,480,000","-25,850,000","-5,039,000","-10,755,000","-5,163,000","-3,974,000"
