name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,06/30/1989,06/30/1988,06/30/1987,06/30/1986
TotalAssets,"2,586,345,000","2,593,528,000","2,425,798,000","2,396,093,000","2,341,924,000","2,388,641,000","2,242,292,000","2,106,840,000","2,120,921,000","2,150,719,000","2,218,232,000","2,177,884,000","2,133,184,000","2,228,616,000","2,272,246,000","2,169,168,000","2,168,632,000","2,149,967,000","2,139,510,000","2,104,988,000","2,123,405,000","2,226,929,000","2,218,513,000","2,213,884,000","2,232,797,000","2,237,034,000","2,253,990,000","2,212,728,000","2,198,473,000","2,298,826,000","2,480,891,000","2,401,404,000","2,270,907,000","2,340,429,000","2,483,558,000","2,436,650,000","2,306,155,000","2,300,725,000","2,285,199,000","2,354,502,000","2,266,919,000","2,269,639,000","2,303,639,000","2,397,625,000","2,227,867,000","2,318,846,000","2,494,438,000","2,457,399,000","2,371,040,000","2,224,286,000","2,296,482,000","2,255,469,000","2,138,176,000","2,097,255,000","2,186,322,000","2,379,703,000","2,134,112,000","2,322,834,000","2,308,120,000","2,377,842,000","2,328,822,000","2,328,614,000","2,552,937,000","3,105,958,000","2,901,341,000","2,959,380,000","3,080,245,000","3,117,234,000","2,885,324,000","2,789,673,000","2,842,616,000","2,748,326,000","2,379,952,000","2,395,170,000","2,243,074,000","2,155,631,000","2,052,881,000","2,069,165,000","1,844,415,000","1,849,376,000","1,928,276,000","1,991,287,000","1,782,373,000","1,872,447,000","1,930,901,000","1,916,775,000","1,748,104,000","1,844,555,000","2,059,700,000","1,921,400,000","1,823,100,000","2,002,800,000","2,147,800,000","2,050,100,000","2,056,700,000","2,196,400,000","2,320,300,000","2,022,600,000","1,982,000,000","2,160,800,000","2,152,200,000","2,002,900,000","1,889,500,000","2,004,600,000","2,049,600,000","1,955,100,000","1,808,000,000","1,736,700,000","1,853,000,000","1,798,100,000","1,667,000,000","1,731,600,000","1,783,200,000","1,758,300,000","1,562,000,000","1,455,100,000","1,329,600,000","1,421,600,000","1,261,400,000","1,275,500,000","1,318,300,000","1,363,200,000","1,275,600,000","1,472,800,000","1,625,800,000","1,499,700,000","1,170,700,000","1,121,500,000","1,440,100,000","1,062,100,000","1,006,600,000","943,400,000","604,000,000"
	CurrentAssets,"1,748,011,000","1,745,312,000","1,657,922,000","1,604,462,000","1,555,358,000","1,604,795,000","1,594,654,000","1,462,665,000","1,479,617,000","1,578,893,000","1,649,558,000","1,602,058,000","1,588,145,000","1,684,427,000","1,698,928,000","1,598,665,000","1,589,043,000","1,577,774,000","1,571,853,000","1,539,302,000","1,561,399,000","1,665,014,000","1,640,980,000","1,633,746,000","1,638,546,000","1,661,082,000","1,683,856,000","1,640,443,000","1,634,610,000","1,738,592,000","1,899,993,000","1,807,228,000","1,673,247,000","1,737,956,000","1,880,043,000","1,834,653,000","1,745,973,000","1,741,566,000","1,723,481,000","1,797,151,000","1,690,629,000","1,712,353,000","1,745,351,000","1,795,128,000","1,578,234,000","1,661,515,000","1,830,942,000","1,798,887,000","1,693,076,000","1,529,777,000","1,616,508,000","1,608,705,000","1,503,919,000","1,428,841,000","1,516,009,000","1,687,547,000","1,417,060,000","1,512,295,000","1,552,587,000","1,602,455,000","1,545,365,000","1,497,473,000","1,691,561,000","2,041,863,000","1,802,598,000","1,849,496,000","1,953,662,000","2,008,826,000","1,788,808,000","1,759,433,000","1,846,530,000","1,795,725,000","1,469,142,000","1,503,072,000","1,374,997,000","1,322,462,000","1,271,991,000","1,311,070,000","1,105,037,000","1,134,738,000","1,230,555,000","1,318,975,000","1,132,646,000","1,200,392,000","1,270,526,000","1,260,822,000","1,088,150,000","1,195,809,000","1,406,300,000","1,276,100,000","1,170,300,000","1,328,000,000","1,480,100,000","1,407,800,000","1,430,300,000","1,604,600,000","1,726,500,000","1,469,600,000","1,431,200,000","1,583,500,000","1,583,300,000","1,429,000,000","1,329,000,000","1,428,700,000","1,476,200,000","1,406,500,000","1,262,400,000","1,205,800,000","1,336,100,000","1,319,900,000","1,186,000,000","1,226,100,000","1,286,000,000","1,281,500,000","1,086,900,000","1,000,300,000","1,034,800,000","1,123,000,000","970,500,000","986,300,000","1,031,400,000","953,600,000","877,500,000","933,600,000","1,107,000,000","1,000,200,000","717,000,000","684,700,000","1,002,500,000","638,600,000","610,200,000","571,400,000","234,200,000"
		CashCashEquivalentsAndShortTermInvestments,"81,648,000","99,305,000","100,682,000","84,688,000","197,221,000","95,405,000","57,084,000","100,015,000","107,430,000","64,734,000","53,173,000","167,996,000","297,556,000","138,358,000","67,876,000","66,008,000","234,128,000","146,578,000","41,203,000","128,605,000","283,993,000","411,507,000","294,894,000","316,087,000","319,447,000","167,625,000","68,970,000","130,439,000","248,783,000","120,315,000","29,567,000","148,457,000","163,532,000","191,867,000","74,631,000","124,469,000","367,864,000","341,572,000","115,690,000","207,393,000","261,699,000","152,368,000","45,505,000","93,795,000","141,007,000","91,427,000","43,816,000","61,781,000","245,953,000","164,170,000","61,991,000","131,167,000","212,626,000","93,910,000","56,715,000","170,744,000","244,959,000","502,277,000","381,094,000","320,764,000","358,236,000","220,438,000","348,432,000","93,518,000","66,632,000","30,619,000","81,378,000","64,223,000","58,625,000","70,523,000","47,521,000","52,686,000","135,793,000","57,183,000","44,659,000","48,610,000","149,477,000","84,355,000","58,003,000","61,836,000","71,739,000","59,400,000","109,540,000","75,936,000","68,287,000","64,767,000","61,395,000","75,440,000","87,100,000","82,800,000","92,800,000","89,500,000","80,500,000","87,600,000","79,800,000","110,500,000","122,200,000","97,600,000","109,100,000","133,400,000","93,100,000","80,300,000","214,800,000","175,300,000","147,700,000","80,100,000","158,100,000","64,400,000","65,700,000","67,700,000","164,500,000","71,300,000","66,200,000","90,900,000","119,700,000","66,200,000","74,000,000","47,900,000","82,700,000","78,200,000","118,600,000","59,500,000","59,500,000","58,200,000","79,500,000","58,800,000","50,800,000","61,800,000","129,700,000","68,400,000","53,100,000","42,700,000","24,000,000"
			CashAndCashEquivalents,"81,648,000","99,305,000","100,682,000","84,688,000","197,221,000","95,405,000","57,084,000","100,015,000","107,430,000","64,734,000","53,173,000","167,996,000","297,556,000","138,358,000","67,876,000","66,008,000","234,128,000","146,578,000","41,203,000","128,605,000","283,993,000","411,507,000","294,894,000","316,087,000","319,447,000","167,625,000","68,970,000","130,439,000","248,783,000","120,315,000","29,567,000","148,457,000","163,532,000","191,867,000","74,631,000","124,469,000","367,864,000","341,572,000","115,690,000","207,393,000","261,699,000","152,368,000","45,505,000","93,795,000","141,007,000","91,427,000","43,816,000","61,781,000","245,953,000","164,170,000","61,991,000","131,167,000","212,626,000","87,971,000","40,765,000","141,805,000","186,070,000","502,277,000","381,094,000","320,764,000","358,236,000","220,438,000","348,432,000","93,518,000","66,632,000","30,619,000","81,378,000","64,223,000","58,625,000","70,523,000","47,521,000","52,686,000","135,793,000","57,183,000","44,659,000","48,610,000","149,477,000","84,355,000","58,003,000","61,836,000","71,739,000","59,400,000","109,540,000","75,936,000","68,287,000","64,767,000","61,395,000","75,440,000","87,100,000","82,800,000","92,800,000","89,500,000","80,500,000","87,600,000","79,800,000","110,500,000","122,200,000","97,600,000","109,100,000","133,400,000","93,100,000","80,300,000","214,800,000","175,300,000","147,700,000","80,100,000","158,100,000","64,400,000","65,700,000","67,700,000","164,500,000","71,300,000","66,200,000","90,900,000","119,700,000","66,200,000","74,000,000","47,900,000","82,700,000","78,200,000","118,600,000","59,500,000","59,500,000","58,200,000","79,500,000","58,800,000","50,800,000","61,800,000","129,700,000","68,400,000","53,100,000","42,700,000","24,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","5,939,000","15,950,000","28,939,000","58,889,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"389,977,000","402,041,000","360,554,000","331,947,000","368,066,000","360,873,000","377,139,000","254,989,000","352,194,000","296,729,000","420,637,000","281,293,000","399,061,000","414,107,000","462,872,000","349,295,000","379,159,000","348,974,000","389,233,000","271,560,000","441,661,000","283,051,000","303,363,000","265,459,000","430,975,000","268,394,000","363,333,000","323,170,000","436,269,000","290,576,000","388,869,000","321,096,000","475,390,000","329,896,000","435,952,000","321,653,000","402,302,000","357,328,000","422,617,000","352,491,000","398,160,000","407,453,000","426,281,000","369,801,000","346,008,000","328,468,000","383,783,000","263,456,000","278,630,000","282,397,000","333,184,000","245,418,000","283,754,000","377,829,000","318,510,000","241,037,000","274,825,000","280,593,000","281,246,000","260,443,000","298,396,000","333,257,000","304,480,000","501,417,000","485,228,000","492,193,000","478,675,000","493,941,000","499,722,000","424,559,000","459,199,000","437,281,000","363,516,000","413,835,000","378,379,000","317,415,000","226,581,000","458,193,000","306,844,000","255,848,000","284,226,000","358,923,000","333,677,000","297,217,000","349,034,000","358,787,000","371,470,000","332,124,000","381,900,000","352,900,000","343,800,000","373,500,000","497,300,000","407,600,000","442,100,000","464,700,000","433,600,000","452,700,000","515,700,000","612,600,000","525,700,000","472,500,000","402,100,000","549,200,000","476,900,000","451,900,000","406,000,000","440,000,000","585,300,000","529,900,000","397,100,000","480,500,000","509,100,000","453,400,000","365,900,000","415,100,000","409,900,000","448,800,000","320,800,000","435,400,000","378,500,000","359,500,000","392,600,000","429,600,000","540,300,000","465,900,000","283,800,000","277,800,000","518,900,000","277,300,000","259,300,000","234,300,000","106,600,000"
			AccountsReceivable,"389,977,000","402,041,000","360,554,000","331,947,000","368,066,000","360,873,000","377,139,000","254,989,000","352,194,000","296,729,000","420,637,000","281,293,000","399,061,000","414,107,000","462,872,000","247,812,000","379,159,000","347,175,000","338,700,000","209,321,000","441,661,000","280,978,000","251,805,000","218,665,000","430,975,000","267,632,000","303,963,000","257,349,000","436,269,000","290,234,000","290,162,000","238,900,000","475,390,000","329,120,000","365,777,000","259,613,000","402,302,000","351,655,000","422,617,000","352,491,000","398,160,000","407,453,000","426,281,000","369,801,000","346,008,000","328,468,000","383,783,000","263,456,000","278,630,000","282,397,000","333,184,000","245,418,000","283,754,000","377,829,000","318,510,000","241,037,000","274,825,000","280,593,000","281,246,000","260,443,000","298,396,000","333,257,000","304,480,000","501,417,000","485,228,000","489,424,000","475,868,000","489,248,000","499,722,000","418,377,000","453,649,000","430,736,000","356,835,000","408,213,000","370,784,000","317,415,000","226,581,000","347,245,000","306,844,000","255,848,000","284,226,000","358,923,000","333,677,000","294,445,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"391,765,000",,,,"371,051,000",,,,"353,977,000",,,,"402,046,000",,,,"380,942,000",,,,"445,608,000",,,,"440,074,000",,,,"441,751,000",,,,"481,926,000",,,,"410,270,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,788,000",,,,"-2,985,000",,,,"-1,783,000",,,,"-2,985,000",,,,"-1,783,000",,,,"-3,947,000",,,,"-9,099,000",,,,"-5,482,000",,,,"-6,536,000",,,,"-7,968,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,"101,483,000","2,040,000","1,799,000","50,533,000","62,239,000","2,373,000","2,073,000","51,558,000","46,794,000","2,316,000","762,000","59,370,000","65,821,000","1,907,000","342,000","98,707,000","82,196,000","7,375,000","776,000","70,175,000","62,040,000","555,000","5,673,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
