name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
MarketCap,"337,118,512","619,242,890","1,057,591,479","584,089,954","686,796,521","638,990,313","669,023,731","508,577,038","467,777,448","494,832,791","736,573,958","583,318,965","896,248,174","571,755,736","264,007,132","369,704,195","311,530,152"
EnterpriseValue,"247,736,512","505,272,890","938,499,479","437,063,954","510,158,521","451,718,798","509,182,522","334,459,023","278,502,890","290,777,957","505,872,101","396,098,810","672,563,391","503,709,857","175,487,874","267,693,091","279,230,671"
PsRatio,"8.617","16.215","50.032","29.318","38.45","34.978","29.752","27.816","26.306","33.531","97.008","165.548","1,141.776",,,,
PbRatio,"2.09","3.34","5.63","2.839","3.111","2.679","3.736","2.944","2.53","2.593","3.779","4.502","6.206","7.087","2.74","3.408","8.103"
EnterprisesValueRevenueRatio,"6.395","89.699","44.599","62.914","99.718","98.307","134.424","65.685","112.585","69.075","72.864","110.562","339.391","641.701",,,
EnterprisesValueEBITDARatio,"-3.158","-17.514","-121.394","-18.326","-28.312","-20.721","-56.112","-62.733","-11.394","-19.605","-115.993","-38.616","-33.021","-28.828","-8.34","-17.989","-9.493"
