name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
TotalAssets,"2,920,437,000","2,570,251,000","2,520,995,000","2,524,380,000","2,502,470,000","2,133,861,000","2,272,414,000","2,224,798,000","2,140,921,000","2,700,560,000","2,652,885,000","2,672,410,000","2,648,104,000","1,460,734,000","1,406,483,000","1,451,314,000","1,408,125,000","1,347,407,000","1,235,182,000","1,194,715,000","1,203,702,000","1,145,433,000","1,144,510,000","937,221,000","765,784,000","892,261,000","849,299,000","864,244,000","687,589,000","741,007,000","917,816,000","861,291,000","810,235,000","827,085,000","828,114,000","230,408,000","189,142,000","364,752,000","374,527,000","387,897,000","554,271,000","975,845,000","1,010,799,000","1,024,112,000",,"1,241,072,000","1,383,785,000","1,457,485,000","1,595,028,000","1,662,524,000","1,885,285,000","1,895,414,000","2,308,938,000","2,094,754,000","1,985,936,000","1,105,195,000","1,036,721,000","1,022,498,000","948,758,000","929,344,000","870,032,000","850,821,000","752,834,000","666,413,000","512,983,000","440,780,000","326,100,000","279,133,000","272,704,000","146,233,000","105,754,000","100,849,000","86,847,000","76,249,000","74,863,000","74,971,000","74,077,000","31,830,000","29,073,000","29,069,000","29,832,000","32,099,302","32,194,622","30,182,151","21,057,272","20,797,743","21,100,000","13,700,000","11,400,000","10,400,000","10,500,000","10,000,000","10,300,000","10,900,000","11,400,000","10,600,000","10,400,000","11,400,000","11,800,000","11,400,000","11,500,000","11,100,000","10,600,000","10,400,000","9,700,000","11,100,000","10,800,000","11,300,000","11,700,000","11,700,000","14,600,000","14,100,000","13,900,000","13,700,000","6,400,000","4,000,000","2,700,000"
	CurrentAssets,"1,463,759,000","1,130,171,000","1,051,572,000","1,030,679,000","976,738,000","636,469,000","749,126,000","719,765,000","612,515,000","1,032,174,000","1,027,786,000","951,033,000","908,631,000","586,592,000","590,323,000","637,629,000","588,227,000","603,544,000","497,512,000","456,716,000","461,386,000","403,108,000","389,600,000","525,865,000","354,459,000","531,752,000","431,553,000","436,883,000","390,517,000","460,789,000","637,082,000","583,310,000","543,434,000","558,373,000","567,632,000","105,289,000","65,212,000","10,096,000","15,161,000","23,348,000","185,268,000","184,203,000","193,145,000","146,806,000","157,001,000","238,080,000","139,446,000","192,452,000","145,796,000","141,053,000","226,225,000","222,896,000","253,351,000","184,101,000","219,126,000","133,069,000","86,913,000","138,877,000","60,542,000","63,369,000","62,152,000","81,635,000","54,436,000","63,976,000","27,034,000","41,481,000","21,133,000","15,896,000","14,953,000","37,935,000","8,021,000","7,456,000","8,667,000","8,488,000","7,915,000","8,392,000","7,449,000","2,391,000","2,961,000","3,473,000","3,595,000","3,154,446","3,331,075","2,535,761","1,630,284","1,687,190","2,000,000","300,000","300,000","400,000","900,000","500,000","400,000","500,000","800,000","600,000","700,000","900,000","1,500,000","1,600,000","2,000,000","1,500,000","900,000","800,000","400,000","400,000","800,000","400,000","800,000","500,000","900,000","800,000","900,000","1,100,000","100,000","200,000","100,000"
		CashCashEquivalentsAndShortTermInvestments,"140,874,000","112,221,000","201,305,000","174,329,000","214,733,000","68,309,000","127,333,000","142,869,000","62,080,000","126,015,000","110,688,000","106,190,000","60,297,000","75,076,000","87,734,000","82,703,000","64,957,000","118,333,000","78,300,000","54,164,000","46,212,000","47,772,000","56,254,000","164,137,000","121,758,000","167,788,000","101,841,000","78,203,000","124,305,000","89,210,000","97,436,000","17,851,000","20,678,000","38,061,000","69,044,000","43,018,000","14,681,000","4,356,000","8,542,000","12,862,000","102,101,000","3,894,000","5,539,000","15,653,000","114,197,000","114,220,000","113,478,000","161,918,000","119,536,000","108,632,000","130,289,000","65,475,000","79,230,000","44,079,000","37,881,000","10,091,000","34,602,000","90,309,000","13,032,000","7,666,000","9,946,000","19,797,000","17,274,000","24,077,000","4,005,000","8,852,000","2,641,000","1,185,000","2,990,000","29,352,000","1,479,000","2,036,000","2,933,000","2,149,000","2,821,000","3,467,000","1,509,000","274,000","444,000","445,000","518,000","413,916","702,574","555,208","302,414","419,449","800,000",,"100,000","200,000","500,000",,,"200,000","400,000","100,000","400,000","400,000","900,000","1,100,000","1,600,000","1,000,000","500,000","400,000","100,000",,"300,000",,,"100,000","200,000","300,000","300,000",,,,
			CashAndCashEquivalents,"140,874,000","112,221,000","201,305,000","174,329,000","214,733,000","68,309,000","127,333,000","142,869,000","62,080,000","126,015,000","110,688,000","106,190,000","60,297,000","75,076,000","87,734,000","82,703,000","64,957,000","118,333,000","78,300,000","54,164,000","46,212,000","47,772,000","56,254,000","164,137,000","121,758,000","167,788,000","101,841,000","78,203,000","124,305,000","89,210,000","97,436,000","17,851,000","20,678,000","38,061,000","69,044,000","43,018,000","14,681,000","4,356,000","8,542,000","12,862,000","2,101,000","3,894,000","5,539,000","15,653,000","14,197,000","11,051,000","9,980,000","61,918,000","10,683,000","5,744,000","24,506,000","65,475,000","79,230,000","8,599,000","37,881,000","10,091,000","21,902,000","90,309,000","13,032,000","7,666,000","9,946,000","19,797,000","17,274,000","24,077,000","2,241,000","7,850,000","1,386,000","225,000","2,078,000","28,440,000","711,000","1,498,000","2,271,000","1,714,000","2,296,000","2,894,000","1,024,000","274,000","444,000","445,000","518,000","413,916","702,574","555,208","302,414","419,449","800,000",,"100,000","200,000","500,000",,,"200,000","400,000","100,000","400,000","400,000","900,000","1,100,000","1,600,000","1,000,000","500,000","400,000","100,000",,"300,000",,,"100,000","200,000","300,000","300,000",,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,018,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,"100,000,000",,,,,"103,169,000","103,498,000","100,000,000","108,853,000","102,888,000","105,783,000",,,"35,480,000",,,"12,700,000",,,,,,,,"1,764,000","1,002,000","1,255,000","960,000","912,000","912,000","768,000","538,000","662,000","435,000","525,000","573,000","485,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"235,286,000","195,108,000","195,157,000","210,389,000","155,886,000","111,657,000","116,546,000","114,499,000","191,788,000","228,718,000","232,413,000","254,684,000","264,402,000","160,338,000","133,026,000","133,549,000","128,123,000","121,831,000","89,665,000","80,536,000","96,214,000","102,384,000","81,989,000","62,788,000","57,876,000","68,342,000","79,427,000","68,879,000","64,780,000","112,968,000","138,574,000","97,579,000","96,981,000","122,913,000","93,625,000","10,204,000","20,524,000","1,028,000","1,768,000","5,606,000","7,598,000","7,510,000","9,084,000","20,446,000","33,344,000","17,757,000","18,166,000","16,654,000","13,698,000","13,569,000","78,783,000","30,437,000","50,611,000","44,265,000","51,272,000","38,761,000","31,065,000","27,798,000","31,266,000","29,503,000","29,317,000","22,091,000","24,329,000","18,770,000","10,512,000","26,184,000","9,350,000","10,036,000","9,092,000","5,842,000","4,629,000","4,135,000","4,410,000","5,264,000","3,959,000","3,553,000","4,713,000","942,000","1,447,000","1,802,000","1,945,000","1,744,236","1,866,077","1,248,751","756,109","1,070,941","1,000,000","300,000","200,000","200,000","400,000","500,000","400,000","300,000","300,000","600,000","300,000","500,000","600,000","400,000","400,000","500,000","400,000","300,000","300,000","400,000","400,000","400,000","800,000","400,000","700,000","500,000","500,000","1,100,000","100,000","100,000","100,000"
			AccountsReceivable,"235,286,000","195,108,000","195,157,000","210,389,000","155,886,000","111,657,000","116,546,000","114,499,000","191,788,000","228,718,000","232,413,000","254,684,000","264,402,000","160,338,000","133,026,000","133,549,000","128,123,000","121,831,000","89,665,000","80,536,000","96,214,000","102,384,000","81,989,000","62,788,000","57,876,000","68,342,000","79,427,000","68,879,000","64,780,000","112,968,000","138,574,000","97,579,000","96,981,000","122,913,000","93,625,000","10,204,000","20,524,000","1,028,000","1,768,000","5,606,000","7,598,000","7,510,000","9,084,000","20,446,000","15,594,000","17,757,000","18,166,000","16,654,000","13,698,000","13,569,000","18,760,000","30,437,000","50,611,000","44,265,000","51,272,000","38,761,000","31,065,000","27,798,000","31,266,000","29,503,000","29,317,000","22,091,000","24,329,000","18,770,000","10,512,000","26,184,000","9,350,000","10,036,000","9,092,000","5,842,000","4,629,000","4,135,000","4,410,000","5,264,000","3,959,000","3,553,000","4,713,000","942,000","1,447,000","1,802,000","1,945,000","1,744,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"235,586,000","195,508,000","195,557,000","210,889,000","156,386,000","112,257,000","117,646,000","115,599,000","192,988,000",,,,,,,,,,,,,,,,,,,,,,,,,,"93,625,000","10,371,000","20,524,000","1,282,000","2,022,000","5,860,000","7,773,000","7,610,000",,"22,794,000",,,,"16,754,000",,"14,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-300,000","-400,000","-400,000","-500,000","-500,000","-600,000","-1,100,000","-1,100,000","-1,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0","-167,000","0","-254,000","-254,000","-254,000","-175,000","-100,000",,"-2,348,000",,,,"-100,000",,"-631,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
