name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
OperatingCashFlow,"260,281,000","9,040,000","85,632,000","73,507,000","92,102,000","32,586,000","17,531,000","52,898,000","7,674,000","5,883,000","10,312,000"
	CashFlowFromContinuingOperatingActivities,"260,281,000","9,040,000","85,632,000","73,507,000","92,102,000","32,586,000","17,531,000","52,898,000","7,674,000","5,883,000","10,312,000"
		NetIncomeFromContinuingOperations,"63,896,000","34,428,000","-38,785,000","33,086,000","35,167,000","-19,932,000","-7,471,000","4,111,000","3,091,000","-3,947,000","-10,585,000"
		OperatingGainsLosses,"-134,000","970,000","2,973,000","1,074,000","-5,151,000","56,009,000",,,"-1,194,000","3,479,000",
			NetForeignCurrencyExchangeGainLoss,"13,294,000","970,000","16,023,000","3,594,000","-7,293,000","13,000,000",,,"-1,194,000","3,479,000",
			GainLossOnInvestmentSecurities,,,"-1,697,000","-2,520,000","2,064,000","-2,489,000",,,,,
		DepreciationAmortizationDepletion,"121,948,000","33,023,000","34,055,000","28,447,000","26,423,000","23,852,000","29,458,000","16,221,000","8,636,000","7,799,000","8,992,000"
			DepreciationAndAmortization,"121,948,000","33,023,000","34,055,000","28,447,000","26,423,000","23,852,000","29,458,000","16,221,000","8,636,000","7,799,000","8,992,000"
		DeferredTax,"18,016,000","132,000","-6,032,000","11,156,000","12,760,000","-8,018,000","8,460,000","-3,053,000","-126,000","-1,345,000","-2,436,000"
			DeferredIncomeTax,"18,016,000","132,000","-6,032,000","11,156,000","12,760,000","-8,018,000","8,460,000","-3,053,000","-126,000","-1,345,000","-2,436,000"
		AssetImpairmentCharge,"4,471,000","1,270,000","-585,000","526,000","3,260,000","1,910,000","3,640,000","799,000","7,327,000","3,435,000","709,000"
		OtherNonCashItems,"78,668,000","20,823,000","13,304,000","23,027,000","21,514,000","21,418,000","25,922,000","14,374,000","20,171,000","1,179,000","230,000"
		ChangeInWorkingCapital,"-26,584,000","-81,606,000","80,702,000","-23,809,000","-1,871,000","-42,653,000","-34,756,000","22,731,000","-30,231,000","-4,717,000","11,050,000"
