name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016
MarketCap,"1,878,101,563","2,299,878,580","1,702,487,892","1,903,366,833","1,893,108,298","1,172,323,958","417,827,851","167,658,324","246,782,309","72,597,940","1,274,248,418","1,244,138,970","2,007,006,683","2,324,023,980","2,912,843,074","5,763,851,398","4,763,588,676","4,860,437,092","5,152,468,345","4,612,374,976","4,060,532,672","3,774,856,476","3,960,467,166","34,259,526","20,803,449"
EnterpriseValue,"2,644,881,563","3,133,478,580","2,720,650,892","2,968,427,833","2,948,623,298","2,238,724,958","1,509,403,851","1,271,861,324","1,369,852,309","1,132,349,940","2,283,195,418","2,121,125,970","2,827,656,683","2,997,496,980","3,385,311,074","6,142,285,398","5,116,285,676","5,133,886,092","5,314,887,345","4,647,374,976","4,005,658,672","3,640,773,476","3,960,329,583","33,481,002","19,089,672"
PeRatio,"10.46","17.543",,,,,,,,"4.383","33","15.05","16.149","11.72","14.5","32.612","34.075","57.344","141.429",,,,,,
ForwardPeRatio,"4.566","5.462","5.255","7.752","19.157","17.212",,,,,"17.123","7.102","15.48","26.247","12.674","20.04","19.841","28.249","24.45","909.091",,"277.778","19.531",,
PegRatio,"0.158","0.321","0.876","1.107","3.831","3.443",,,,,,,,,,,,,,,,,,,
PsRatio,"1.782","2.43","1.939","2.585","3.251","2.007","0.622","0.217","0.27","0.073","1.348","1.34","2.275","2.629","2.539","5.853","5.583","7.072","17.316","21.703","22.622","37.092","2.82","2.253","1.402"
PbRatio,"0.678","0.836","0.659","0.75","0.74","0.45","0.155","0.061","0.091","0.022","0.393","0.398","0.648","0.75","0.951","1.915","1.617","1.708","1.881","1.694","1.713","1.603","8.206","0.478","0.296"
EnterprisesValueRevenueRatio,"2.232","9.023","8.598","10.289","12.678","11.636","10.193","8.53","15.135","5.874","8.905","9.257","11.577","13.97","15.215","26.151","23.495","23.779","31.992","41.639","43.987","59.59","133.268",,
EnterprisesValueEBITDARatio,"4.856","29.772","10.88","23.408","47.166","49.998","737.014","23.616","12.201","-2.192","15.364","16.988","18.763","31.418","22.37","43.004","30.503","31.818","49.032","68.449","59.442","97.968","636.607","-43.087","-94.34"
