name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,09/30/2010
		Inventory,"93,352,000","88,538,000","82,699,000","83,495,000","84,516,000","89,015,000","91,584,000","95,576,000","99,624,000","106,857,000","107,880,000","110,546,000","119,940,000","120,858,000","122,837,000","122,866,000","143,897,000","143,136,000","136,074,000","120,345,000","139,622,000","115,219,000","114,935,000","117,078,000","106,972,000","100,999,000","79,943,000","84,373,000","84,077,000","89,208,000","73,572,000","69,923,000","71,937,000","88,687,000","53,995,000","54,654,000","57,202,000","58,629,000","57,459,000","53,034,000","49,788,000","52,697,000","52,480,000","52,158,000","45,289,000"
			RawMaterials,"59,239,000","55,657,000","50,950,000","45,881,000","44,680,000","49,245,000","46,954,000","53,936,000","56,018,000","55,579,000","59,184,000","60,958,000","64,530,000","69,880,000","71,408,000","69,803,000","90,652,000","81,734,000","78,999,000","72,183,000","69,972,000","64,120,000","67,378,000","64,261,000","59,173,000","52,315,000","44,329,000","45,851,000","47,137,000","42,068,000",,"34,133,000","36,242,000","44,032,000","27,643,000","30,679,000","32,081,000","29,398,000","29,922,000","27,442,000","24,084,000","25,812,000","23,911,000","26,090,000","20,442,000"
			WorkInProcess,"11,752,000","10,452,000","9,201,000","10,619,000","12,000,000","9,102,000","9,324,000","11,427,000","12,006,000","14,806,000","13,799,000","13,949,000","13,094,000","10,555,000","13,466,000","13,976,000","13,022,000","13,131,000","13,962,000","12,962,000","13,702,000","8,864,000","9,157,000","14,002,000","11,104,000","10,216,000","3,086,000","4,218,000","4,554,000","4,249,000",,"6,486,000","7,031,000","5,054,000","5,740,000","5,663,000","4,289,000","5,721,000","5,472,000","6,585,000","7,380,000","8,422,000","9,043,000","9,756,000","10,461,000"
			FinishedGoods,"22,361,000","22,429,000","22,548,000","26,995,000","27,836,000","30,668,000","35,306,000","30,213,000","31,600,000","36,472,000","34,897,000","35,639,000","42,316,000","40,423,000","37,963,000","39,087,000","40,223,000","48,271,000","43,113,000","35,200,000","55,948,000","42,235,000","38,400,000","38,815,000","36,695,000","38,468,000","32,528,000","34,304,000","32,386,000","42,891,000",,"29,304,000","28,664,000","39,601,000","20,612,000","18,312,000","20,832,000","23,510,000","22,065,000","19,007,000","18,324,000","18,463,000","19,526,000","16,312,000","14,386,000"
		PrepaidAssets,"9,508,000","7,872,000","9,365,000","12,321,000","11,742,000","10,219,000","9,659,000","10,166,000","24,655,000","25,208,000","27,506,000","26,846,000","29,783,000","25,308,000","23,311,000","22,335,000","15,158,000","25,363,000","22,438,000","18,284,000","17,805,000","15,619,000","11,318,000","12,353,000","11,553,000","26,890,000","27,026,000","18,423,000","25,386,000",,,"16,778,000","17,380,000","17,237,000","6,153,000","5,217,000","4,957,000","2,945,000","3,660,000","5,555,000","3,842,000","3,512,000","3,574,000","2,306,000","2,969,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,"0",,"31,431,000","31,431,000","35,957,000","35,957,000","35,956,000","35,957,000","25,850,000","10,423,000","10,421,000","10,404,000","8,365,000","8,264,000","8,264,000","8,264,000","8,325,000","8,290,000","8,626,000","8,601,000","7,791,000","2,395,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,"0",,"31,431,000","31,431,000","35,957,000","35,957,000","35,956,000","35,957,000","25,850,000","10,423,000","10,421,000","10,404,000","8,365,000","8,264,000","8,264,000","8,264,000","8,325,000","8,290,000","8,626,000","8,601,000","7,791,000","2,395,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,"0","5,050,000","0","0","4,840,000","4,971,000","0",,"35,571,000","31,519,000","30,652,000",,,,,,"0",,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,851,000","14,769,000",,,,,,,,,,,,,,
	TotalNonCurrentAssets,"580,057,000","588,554,000","612,609,000","623,777,000","635,762,000","644,467,000","664,909,000","670,859,000","694,816,000","721,573,000","706,992,000","691,238,000","974,687,000","998,415,000","1,023,634,000","1,031,322,000","1,085,961,000","1,100,035,000","1,074,226,000","1,063,029,000","1,075,559,000","554,920,000","575,607,000","585,067,000","592,373,000","569,043,000","482,032,000","497,560,000","491,509,000","498,489,000","308,885,000","313,470,000","317,909,000","312,838,000","59,357,000","50,535,000","52,465,000","53,514,000","55,039,000","57,204,000","56,607,000","58,648,000","54,733,000","56,598,000","44,715,000"
		NetPPE,"122,426,000","120,773,000","120,526,000","119,137,000","114,253,000","115,953,000","118,866,000","122,000,000","125,765,000","129,979,000","132,647,000","139,380,000","149,952,000","148,884,000","149,923,000","139,415,000","138,542,000","132,010,000","131,019,000","121,413,000","118,518,000","101,845,000","99,167,000","100,452,000","99,637,000","94,439,000","83,759,000","80,167,000","65,352,000","59,393,000","50,357,000","48,860,000","48,268,000","47,353,000","31,563,000","28,749,000","29,539,000","29,548,000","30,209,000","30,926,000","29,570,000","28,558,000","25,364,000","23,540,000","21,106,000"
			GrossPPE,"317,467,000","310,181,000","304,991,000","298,830,000","291,507,000","288,222,000","284,716,000","283,925,000","283,093,000","282,819,000","281,834,000","285,066,000","290,535,000","282,499,000","278,286,000","262,018,000","255,517,000","242,411,000","235,986,000","219,231,000","210,097,000","186,635,000","178,201,000","174,651,000","168,580,000","157,704,000","146,182,000","138,538,000","121,217,000","111,029,000","98,129,000","92,965,000","88,677,000","83,490,000","65,028,000","61,251,000","59,538,000","57,065,000","55,152,000","55,948,000","52,360,000","49,200,000","43,966,000","40,127,000","34,399,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,"0","17,642,000","16,653,000","16,618,000","12,572,000","12,564,000","12,559,000","10,948,000","10,981,000","11,336,000",,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"240,360,000","235,704,000","220,969,000","216,373,000","216,537,000","214,370,000","213,099,000","214,455,000","213,673,000","206,774,000","197,528,000","195,233,000","203,105,000","199,712,000","194,261,000","193,032,000","194,314,000","180,262,000","179,572,000","172,557,000","167,033,000","147,499,000","144,062,000","132,731,000","123,150,000","106,331,000","100,142,000","93,996,000","87,908,000","83,924,000","77,213,000","74,163,000","72,597,000","69,040,000","53,853,000","52,582,000","51,567,000","49,506,000","46,088,000","42,968,000","40,818,000","38,478,000","36,506,000","34,168,000","30,296,000"
				OtherProperties,"34,417,000","34,554,000","35,589,000","35,589,000","35,589,000","35,589,000","35,589,000","36,112,000","36,112,000","36,312,000","46,496,000","47,096,000","47,353,000","45,059,000","19,380,000","19,983,000","20,764,000","20,407,000","20,410,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"17,888,000","15,212,000","24,086,000","24,256,000","17,711,000","16,952,000","16,174,000","14,643,000","14,067,000","18,995,000","24,848,000","29,288,000","25,851,000","23,724,000","49,661,000","35,645,000","27,207,000","28,811,000","22,195,000","16,813,000","13,196,000","10,341,000","9,415,000","16,627,000","20,092,000","29,902,000","25,898,000","26,324,000","24,126,000","18,511,000","12,918,000","10,804,000","8,082,000","6,531,000","6,124,000","3,677,000","2,984,000","2,567,000","4,188,000","7,561,000","7,753,000","7,001,000","3,894,000","2,452,000","1,482,000"
				Leases,"24,802,000","24,711,000","24,347,000","22,612,000","21,670,000","21,311,000","19,854,000","18,715,000","19,241,000","20,738,000","12,962,000","13,449,000","14,226,000","14,004,000","14,984,000","13,358,000","13,232,000","12,931,000","13,809,000","12,219,000","13,215,000","12,177,000","12,152,000","12,729,000","12,779,000","10,523,000","9,161,000","6,882,000","9,183,000","8,594,000","7,998,000","7,998,000","7,998,000","7,919,000","5,051,000","4,992,000","4,987,000","4,992,000","4,876,000","5,419,000","3,789,000","3,721,000","3,566,000","3,507,000","2,621,000"
			AccumulatedDepreciation,"-195,041,000","-189,408,000","-184,465,000","-179,693,000","-177,254,000","-172,269,000","-165,850,000","-161,925,000","-157,328,000","-152,840,000","-149,187,000","-145,686,000","-140,583,000","-133,615,000","-128,363,000","-122,603,000","-116,975,000","-110,401,000","-104,967,000","-97,818,000","-91,579,000","-84,790,000","-79,034,000","-74,199,000","-68,943,000","-63,265,000","-62,423,000","-58,371,000","-55,865,000","-51,636,000","-47,772,000","-44,105,000","-40,409,000","-36,137,000","-33,465,000","-32,502,000","-29,999,000","-27,517,000","-24,943,000","-25,022,000","-22,790,000","-20,642,000","-18,602,000","-16,587,000","-13,293,000"
		GoodwillAndOtherIntangibleAssets,"380,529,000","389,296,000","398,925,000","410,429,000","421,876,000","434,243,000","445,910,000","458,096,000","470,555,000","482,752,000","495,955,000","508,445,000","786,931,000","806,657,000","826,861,000","848,277,000","901,129,000","918,159,000","934,857,000","933,096,000","948,761,000","359,015,000","379,626,000","388,700,000","397,370,000","412,583,000","337,012,000","351,295,000","357,900,000","368,089,000","153,417,000","175,956,000","187,769,000","180,056,000","21,889,000","20,400,000","21,188,000","21,977,000","22,766,000","24,152,000","24,791,000","25,431,000","26,071,000","26,710,000","20,562,000"
			Goodwill,"313,185,000","313,898,000","314,240,000","314,338,000","314,377,000","315,338,000","315,012,000","314,779,000","314,820,000","314,598,000","314,727,000","314,687,000","314,361,000","314,340,000","314,076,000","314,401,000","317,094,000","316,239,000","313,765,000","313,726,000","309,884,000","118,082,000","120,024,000","117,844,000","117,835,000","114,557,000","93,346,000","98,799,000","96,321,000","95,764,000","10,784,000","13,462,000","15,840,000","14,697,000","3,990,000","3,990,000","3,990,000","3,990,000","3,990,000","3,990,000","3,990,000","3,990,000","3,990,000","3,990,000","0"
			OtherIntangibleAssets,"67,344,000","75,398,000","84,685,000","96,091,000","107,499,000","118,905,000","130,898,000","143,317,000","155,735,000","168,154,000","181,228,000","193,758,000","472,570,000","492,317,000","512,785,000","533,876,000","584,035,000","601,920,000","621,092,000","619,370,000","638,877,000","240,933,000","259,602,000","270,856,000","279,535,000","298,026,000","243,666,000","252,496,000","261,579,000","272,325,000","142,633,000","162,494,000","171,929,000","165,359,000","17,899,000","16,410,000","17,198,000","17,987,000","18,776,000","20,162,000","20,801,000","21,441,000","22,081,000","22,720,000","20,562,000"
		InvestmentsAndAdvances,"2,500,000","2,500,000","15,342,000","17,458,000","19,483,000","12,942,000","17,745,000","9,975,000","14,547,000","19,864,000","23,613,000","27,157,000","22,123,000","26,538,000","31,094,000","34,259,000","37,415,000","41,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,"2,500,000","2,500,000","15,342,000","17,458,000","19,483,000","12,942,000","17,745,000","9,975,000","14,547,000","19,864,000","23,613,000","27,157,000","22,123,000","26,538,000","31,094,000","34,259,000","37,415,000","41,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"38,261,000","38,883,000","39,516,000","39,703,000","40,214,000","41,417,000","41,935,000","41,648,000","42,848,000","43,322,000","43,812,000","2,303,000","2,298,000","2,285,000","2,272,000","1,662,000","1,713,000","948,000","948,000","2,070,000","1,941,000","88,565,000","89,606,000","83,900,000","83,909,000","49,619,000","48,239,000","49,851,000","49,063,000","46,381,000","84,629,000","70,358,000","72,479,000","64,499,000",,,,,,,,,,"4,704,000","0"
			NonCurrentDeferredTaxesAssets,"38,261,000","38,883,000","39,516,000","39,703,000","40,214,000","41,417,000","41,935,000","41,648,000","42,848,000","43,322,000","43,812,000","2,303,000","2,298,000","2,285,000","2,272,000","1,662,000","1,713,000","948,000","948,000","2,070,000","1,941,000","88,565,000","89,606,000","83,900,000","83,909,000","49,619,000","48,239,000","49,851,000","49,063,000","46,381,000","84,629,000","70,358,000","72,479,000","64,499,000",,,,,,,,,,"4,704,000","0"
		OtherNonCurrentAssets,"36,341,000","37,102,000","38,300,000","37,050,000","39,936,000","39,912,000","40,453,000","39,140,000","41,101,000","45,656,000","10,965,000","13,953,000","13,383,000","14,051,000","13,484,000","7,709,000","7,162,000","7,418,000","7,402,000","6,450,000","6,339,000","5,495,000","7,208,000","12,015,000","11,457,000","12,402,000","13,022,000","16,247,000","19,194,000","24,626,000","20,482,000","18,296,000","9,393,000","20,930,000","5,905,000","1,386,000","1,738,000","1,989,000","2,064,000","2,126,000","2,246,000","4,659,000","3,298,000","1,644,000","3,047,000"
TotalLiabilitiesNetMinorityInterest,"732,210,000","735,344,000","662,409,000","654,319,000","656,262,000","824,232,000","846,282,000","847,823,000","827,068,000","838,687,000","791,678,000","805,332,000","802,921,000","800,587,000","813,820,000","806,678,000","802,904,000","813,459,000","859,749,000","853,498,000","755,614,000","733,736,000","725,767,000","466,519,000","486,390,000","479,797,000","441,718,000","445,912,000","450,554,000","550,269,000","453,667,000","465,270,000","357,335,000","332,353,000","67,407,000","63,466,000","61,000,000","61,995,000","68,615,000","71,683,000","76,127,000","130,736,000","356,105,000","385,246,000","120,181,000"
	CurrentLiabilities,"94,323,000","97,191,000","93,044,000","87,104,000","88,573,000","98,156,000","94,950,000","95,017,000","92,964,000","94,639,000","74,836,000","94,611,000","88,804,000","93,179,000","107,005,000","91,479,000","88,587,000","84,469,000","117,119,000","101,613,000","106,097,000","87,063,000","92,150,000","78,137,000","82,834,000","80,769,000","71,476,000","65,654,000","68,173,000","71,898,000","85,646,000","95,985,000","89,429,000","93,409,000","50,527,000","48,650,000","45,452,000","47,082,000","55,727,000","56,538,000","54,554,000","114,504,000","67,109,000","77,514,000","63,166,000"
		PayablesAndAccruedExpenses,"93,374,000","96,270,000","49,257,000","86,022,000","87,370,000","89,952,000","40,496,000","79,138,000","77,456,000","78,928,000","44,275,000","84,152,000","80,510,000","77,631,000","68,961,000","75,816,000","80,898,000","76,788,000","71,817,000","82,935,000","92,186,000","79,965,000","49,452,000","73,624,000","78,335,000","76,283,000","46,707,000","61,264,000","63,844,000","67,598,000","45,370,000","71,555,000","74,530,000","84,129,000","31,634,000","40,585,000","37,878,000","38,610,000","33,115,000","39,134,000","40,513,000","90,495,000","31,973,000","48,458,000","41,114,000"
			Payables,"30,999,000","33,936,000","28,712,000","25,980,000","26,473,000","28,158,000","23,777,000","25,599,000","26,428,000","24,327,000","26,055,000","38,849,000","35,080,000","32,567,000","42,366,000","29,370,000","29,224,000","25,807,000","51,222,000","31,316,000","34,124,000","31,686,000","30,579,000","30,533,000","30,037,000","32,804,000","29,819,000","28,766,000","30,811,000","33,054,000","30,662,000","29,676,000","34,044,000","43,582,000","25,333,000","24,964,000","25,454,000","25,165,000","27,288,000","24,410,000","23,732,000","79,884,000","22,957,000","31,845,000","20,128,000"
				AccountsPayable,"30,999,000","33,936,000","28,712,000","25,980,000","26,473,000","28,158,000","23,043,000","25,599,000","26,428,000","24,327,000","24,822,000","38,849,000","35,080,000","32,567,000","41,951,000","29,370,000","29,224,000","25,807,000","47,038,000","31,316,000","34,124,000","31,686,000","30,579,000","30,496,000","30,037,000","32,779,000","29,311,000","27,594,000","29,915,000","32,636,000","29,797,000","29,551,000","28,520,000","36,622,000","25,313,000","24,130,000","24,803,000","24,964,000","26,958,000","24,410,000","22,040,000","18,999,000","20,549,000","17,811,000","17,720,000"
				TotalTaxPayable,,,,,,,"734,000",,,,"1,233,000",,,,"415,000",,,,"4,184,000",,,,,"37,000",,"25,000","508,000","1,172,000","896,000","418,000","865,000","125,000","992,000","0","20,000","834,000","651,000","201,000","330,000","0","1,692,000","885,000","2,408,000","14,034,000","2,408,000"
					IncomeTaxPayable,,,,,,,"734,000",,,,"1,233,000",,,,"415,000",,,,"4,184,000",,,,,"37,000",,"25,000","508,000","1,172,000","896,000","418,000","865,000","125,000","992,000","0","20,000","834,000","651,000","201,000","330,000","0","1,692,000","885,000","2,408,000","14,034,000","2,408,000"
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,532,000","6,960,000",,,,,,,,"60,000,000",,,
			CurrentAccruedExpenses,"62,375,000","62,334,000","20,545,000","60,042,000","60,897,000","61,794,000","16,719,000","53,539,000","51,028,000","54,601,000","18,220,000","45,303,000","45,430,000","45,064,000","26,595,000","46,446,000","51,674,000","50,981,000","20,595,000","51,619,000","58,062,000","48,279,000","18,873,000","43,091,000","48,298,000","43,479,000","16,888,000","32,498,000","33,033,000","34,544,000","14,708,000","41,879,000","40,486,000","40,547,000","6,301,000","15,621,000","12,424,000","13,445,000","5,827,000","14,724,000","16,781,000","10,611,000","9,016,000","16,613,000","20,986,000"
				InterestPayable,,,,,,,,,,,,,,,,,,,"532,000",,,,"4,314,000",,,,"3,502,000",,,,"2,447,000",,,,,,,,,,,,,,
		CurrentProvisions,,,,,,,,,,,,,,,,,,,"959,000",,,,"2,932,000",,,,,,,,,,,,"270,000",,,,"397,000",,,"404,000","404,000",,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,"33,468,000",,,,"32,254,000",,,,"20,455,000",,,,"22,935,000",,,,"32,505,000",,,,"32,563,000",,,,"20,711,000",,,,"19,540,000",,,,"9,593,000",,,,"7,643,000",,,"8,264,000","6,613,000",,
		CurrentDebtAndCapitalLeaseObligation,"949,000","921,000","8,415,000","1,082,000","1,203,000","8,204,000","15,854,000","8,391,000","8,481,000","8,617,000","7,969,000","8,104,000","8,079,000","8,016,000","7,352,000","7,384,000","7,689,000","7,681,000","7,700,000","7,959,000","7,042,000","7,098,000","7,203,000","4,513,000","4,499,000","4,486,000","4,058,000","4,054,000","4,062,000","4,081,000","3,478,000","8,032,000",,,,,,,,,,,,,"768,000"
			CurrentDebt,,,,,,"6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","7,071,000","6,051,000","6,051,000","7,203,000","4,513,000","4,499,000","4,486,000","4,058,000","3,500,000","3,500,000","3,500,000","3,478,000","8,032,000",,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,"6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","6,885,000","7,071,000","6,051,000","6,051,000",,,,,,"3,500,000","3,500,000","3,500,000",,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"949,000","921,000","8,415,000","1,082,000","1,203,000","1,319,000","8,969,000","1,506,000","1,596,000","1,732,000","1,084,000","1,219,000","1,194,000","1,131,000","467,000","499,000","804,000","796,000","815,000","888,000","991,000","1,047,000",,,,,,"554,000","562,000","581,000",,,,,,,,,,,,"0","0","0","768,000"
		CurrentDeferredLiabilities,,,"1,904,000",,,,"6,346,000","7,488,000","7,027,000","7,094,000","2,137,000","2,355,000","215,000","7,532,000","7,757,000","8,279,000",,,"1,994,000",,,,,,,,"0","336,000","267,000","219,000","17,258,000","16,398,000","14,899,000","9,280,000","9,030,000","8,065,000","7,574,000","8,067,000","7,992,000","7,879,000","7,957,000","9,302,000","13,119,000","13,303,000","12,459,000"
			CurrentDeferredRevenue,,,"1,904,000",,,,"6,346,000","7,488,000","7,027,000","7,094,000","2,137,000","2,355,000","215,000","7,532,000","7,757,000","8,279,000",,,"1,994,000",,,,,,,,"0","336,000","267,000","219,000","17,258,000","16,398,000","14,899,000","9,280,000","9,030,000","8,065,000","7,574,000","8,067,000","7,992,000","7,879,000","7,957,000","9,302,000","13,119,000","13,303,000","12,459,000"
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,"2,144,000","10,719,000","6,869,000",,,,,,,,,,,,,,,,,"405,000","6,580,000","9,525,000","6,084,000","6,039,000","15,000,000","15,753,000","8,825,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"637,887,000","638,153,000","569,365,000","567,215,000","567,689,000","726,076,000","751,332,000","752,806,000","734,104,000","744,048,000","716,842,000","710,721,000","714,117,000","707,408,000","706,815,000","715,199,000","714,317,000","728,990,000","742,630,000","751,885,000","649,517,000","646,673,000","633,617,000","388,382,000","403,556,000","399,028,000","370,242,000","380,258,000","382,381,000","478,371,000","368,021,000","369,285,000","267,906,000","238,944,000","16,880,000","14,816,000","15,548,000","14,913,000","12,888,000","15,145,000","21,573,000","16,232,000","288,996,000","307,732,000","57,015,000"
		LongTermDebtAndCapitalLeaseObligation,"592,641,000","592,481,000","520,134,000","516,312,000","520,667,000","679,646,000","681,166,000","682,298,000","683,419,000","684,426,000","684,778,000","684,894,000","685,968,000","688,863,000","687,395,000","685,804,000","683,507,000","679,859,000","678,746,000","677,377,000","586,216,000","587,110,000","576,345,000","340,581,000","341,396,000","342,151,000","340,504,000","341,421,000","342,335,000","443,248,000","343,178,000","343,938,000","245,000,000","220,000,000",,,,,,,,"0","0","0","30,658,000"
			LongTermDebt,"565,097,000","564,686,000","492,097,000","488,043,000","492,173,000","650,931,000","652,172,000","652,947,000","653,722,000","654,497,000","655,272,000","656,046,000","656,821,000","659,318,000","658,372,000","659,146,000","659,921,000","660,696,000","661,471,000","662,260,000","572,180,000","572,963,000","576,345,000","340,581,000","341,396,000","342,151,000","340,504,000","340,813,000","341,594,000","442,375,000","343,178,000","343,938,000","245,000,000","220,000,000",,,,,,,,,,,"30,000,000"
			LongTermCapitalLeaseObligation,"27,544,000","27,795,000","28,037,000","28,269,000","28,494,000","28,715,000","28,994,000","29,351,000","29,697,000","29,929,000","29,506,000","28,848,000","29,147,000","29,545,000","29,023,000","26,658,000","23,586,000","19,163,000","17,275,000","15,117,000","14,036,000","14,147,000",,,,,,"608,000","741,000","873,000",,,,,,,,,,,,"0","0","0","658,000"
