name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018
OperatingCashFlow,"1,598,115,000","526,151,000","209,396,000","394,556,000","468,012,000","533,302,000","399,396,000","411,470,000","401,346,000","258,965,000","36,554,000","61,930,000","31,172,000","22,236,000","15,991,000","18,231,000","14,351,000","2,759,000"
	CashFlowFromContinuingOperatingActivities,"1,598,115,000","526,151,000","209,396,000","394,556,000","468,012,000","533,302,000","399,396,000","411,470,000","401,346,000","258,965,000","36,554,000","61,930,000","31,172,000","22,236,000","15,991,000","18,231,000","14,351,000","2,759,000"
		NetIncomeFromContinuingOperations,"1,261,766,000","113,658,000","490,641,000","340,383,000","317,084,000","227,531,000","260,610,000","198,642,000","185,989,000","27,075,000","15,339,000","2,211,000","5,541,000","2,214,000","5,697,000","-598,000","3,825,000","-1,340,000"
		OperatingGainsLosses,,"36,404,000","110,736,000","-122,421,000","-32,076,000",,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"36,404,000","110,736,000","-122,421,000","-32,076,000",,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"52,805,000","15,280,000","12,913,000","12,584,000","12,028,000","10,663,000","9,456,000","7,587,000","6,475,000","5,339,000","20,000","6,139,000","5,433,000","4,857,000","2,549,000","1,841,000","1,451,000","1,167,000"
			DepreciationAndAmortization,"52,805,000","15,280,000","12,913,000","12,584,000","12,028,000","10,663,000","9,456,000","7,587,000","6,475,000","5,339,000","20,000","6,139,000","5,433,000","4,857,000","2,549,000","1,841,000","1,451,000","1,167,000"
				Depreciation,,"15,280,000",,"12,584,000","12,028,000",,"9,456,000","7,587,000","6,475,000",,"20,000","6,139,000","5,433,000","4,857,000","2,549,000","1,841,000","1,451,000","1,167,000"
		DeferredTax,,,"-327,957,000",,,,,,,,,,,,,,,
			DeferredIncomeTax,,,"-327,957,000",,,,,,,,,,,,,,,
		AmortizationOfSecurities,"23,324,000","3,604,000","5,770,000","6,909,000",,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"45,789,000","13,097,000","13,265,000","8,890,000","10,537,000","4,055,000","11,789,000","5,259,000","11,091,000","3,868,000","2,394,000","1,283,000","1,865,000","828,000","460,000","437,000","637,000","419,000"
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,"0","0","-2,538,000",,,,,,,,
		StockBasedCompensation,"587,681,000","209,363,000","161,375,000","114,801,000","102,142,000","98,969,000","96,261,000","93,925,000","56,855,000","28,777,000","26,577,000","21,795,000","18,075,000","6,662,000","4,314,000","2,652,000","1,126,000","849,000"
		OtherNonCashItems,"232,912,000","74,961,000","59,312,000","52,660,000","40,383,000","47,906,000","36,835,000","34,774,000","50,066,000","20,652,000","18,556,000","8,850,000","7,836,000","7,676,000","6,497,000","5,694,000","4,757,000","3,928,000"
		ChangeInWorkingCapital,"-270,848,000","59,784,000","-316,659,000","-19,250,000","5,277,000","144,178,000","-18,093,000","71,283,000","90,870,000","175,792,000","-26,332,000","21,652,000","-7,578,000","-1,000","-3,526,000","8,205,000","2,555,000","-2,264,000"
