name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalAssets,"12,051,185,000","10,714,343,000","10,809,148,000","10,626,094,000","9,379,506,000","4,173,671,000","4,014,934,000","3,764,678,000","3,561,358,000","3,249,490,000","3,297,759,000","3,249,971,000","3,199,465,000","2,932,309,000","3,193,585,000","3,322,852,000","3,109,689,000","3,006,124,000","3,093,045,000","3,130,710,000","3,015,890,000","2,909,887,000","3,052,303,000","2,965,190,000","2,849,091,000","2,882,038,000","3,037,834,000","662,372,000","625,456,000","583,065,000","609,345,000","546,474,000","542,800,000","515,839,000","533,870,000","505,507,000","563,491,000","550,841,000","498,772,000","499,097,000","495,319,000","488,803,000","391,036,000","396,793,000","403,934,000","412,804,000","442,277,000","466,190,000","491,098,000","434,951,000","435,311,000","457,192,000","489,848,000","521,140,000","640,078,000","609,114,000","627,244,000","647,423,000","752,302,000","801,147,000","756,794,000","748,515,000","776,272,000","799,517,000","755,922,000","724,407,000","766,110,000","732,115,000","709,460,000"
	CurrentAssets,"5,379,933,000","3,968,269,000","4,231,234,000","4,915,075,000","3,570,668,000","2,223,682,000","2,061,742,000","1,801,587,000","1,604,881,000","1,306,867,000","1,430,077,000","1,433,958,000","1,385,754,000","1,373,751,000","1,613,974,000","1,726,952,000","1,503,115,000","1,395,868,000","1,455,599,000","1,470,461,000","1,329,586,000","1,215,981,000","1,330,983,000","1,318,885,000","1,189,626,000","1,194,329,000","1,340,533,000","397,805,000","365,097,000","331,540,000","396,338,000","350,102,000","355,749,000","331,161,000","351,386,000","325,237,000","396,277,000","379,872,000","329,357,000","331,567,000","327,537,000","319,661,000","222,126,000","225,429,000","229,924,000","235,349,000","260,810,000","281,196,000","306,500,000","240,342,000","241,927,000","258,712,000","284,726,000","310,617,000","383,410,000","345,967,000","353,915,000","368,766,000","464,936,000","501,739,000","453,631,000","440,311,000","474,346,000","488,377,000","473,296,000","442,581,000","486,625,000","455,516,000","435,355,000"
		CashCashEquivalentsAndShortTermInvestments,"281,802,000","42,603,000","224,735,000","90,266,000","19,118,000","423,806,000","340,927,000","385,461,000","163,872,000","14,096,000","43,271,000","10,552,000","11,724,000","10,127,000","34,446,000","13,196,000","10,069,000","57,533,000","9,337,000","6,931,000","4,515,000","14,449,000","5,850,000","6,192,000","3,728,000","65,063,000","101,185,000","40,151,000","36,837,000","17,773,000","67,770,000","34,539,000","62,766,000","54,696,000","50,356,000","25,511,000","117,666,000","131,432,000","90,675,000","105,090,000","129,629,000","146,833,000","52,917,000","63,103,000","77,615,000","103,234,000","121,413,000","124,586,000","124,817,000","84,098,000","96,317,000","112,126,000","102,550,000","106,891,000","131,210,000","75,192,000","81,825,000","97,574,000","132,411,000","144,505,000","114,616,000","93,258,000","65,835,000","25,747,000","32,583,000","30,736,000","33,965,000","3,959,000","12,121,000"
			CashAndCashEquivalents,"281,802,000","42,603,000","224,735,000","90,266,000","19,118,000","423,806,000","340,927,000","385,461,000","163,872,000","14,096,000","43,271,000","10,552,000","11,724,000","10,127,000","34,446,000","13,196,000","10,069,000","57,533,000","9,337,000","6,931,000","4,515,000","14,449,000","5,850,000","6,192,000","3,728,000","65,063,000","101,185,000","40,151,000","36,837,000","17,773,000","67,770,000","34,539,000","62,766,000","54,696,000","50,356,000","25,511,000","117,666,000","131,432,000","90,675,000","105,090,000","129,629,000","146,833,000","52,917,000","63,103,000","77,615,000","103,234,000","121,413,000","124,586,000","124,817,000","84,098,000","96,317,000","112,126,000","102,550,000","106,891,000","131,210,000","75,192,000","81,825,000","97,574,000","132,411,000","144,505,000","114,616,000","93,258,000","65,835,000","25,747,000","32,583,000","30,736,000","33,965,000","3,959,000","12,121,000"
		Receivables,"2,754,251,000","2,171,458,000","2,301,578,000","2,311,978,000","1,846,485,000","956,454,000","925,468,000","764,848,000","756,839,000","692,393,000","770,660,000","769,662,000","699,775,000","722,807,000","864,706,000","891,741,000","771,210,000","703,224,000","786,135,000","773,158,000","666,167,000","624,989,000","725,075,000","705,488,000","624,777,000","586,322,000","711,247,000","184,675,000","157,221,000","148,352,000","170,824,000","166,789,000","147,603,000","143,036,000","164,049,000","157,877,000","137,443,000","117,405,000","123,080,000","113,635,000","93,736,000","76,429,000","86,919,000","84,936,000","71,713,000","59,691,000","71,754,000","83,450,000","110,751,000","100,481,000","82,522,000","83,319,000","112,236,000","126,500,000","151,498,000","165,191,000","151,862,000","149,482,000","190,349,000","199,909,000","194,193,000","196,658,000","235,421,000","269,851,000","255,758,000","237,695,000","280,784,000","270,167,000","250,212,000"
			AccountsReceivable,"2,290,513,000","1,708,796,000","2,134,269,000","2,174,674,000","1,749,650,000","880,018,000","860,842,000","719,684,000","702,192,000","614,946,000","721,134,000","715,405,000","648,942,000","654,170,000","805,317,000","820,396,000","710,448,000","631,992,000","724,007,000","720,639,000","622,580,000","569,208,000","677,171,000","667,905,000","590,057,000","528,544,000","657,867,000","184,675,000","157,221,000","142,204,000","170,824,000","166,789,000","147,603,000","136,359,000","164,049,000","157,877,000","137,443,000","111,527,000","123,080,000","113,635,000","93,736,000","76,429,000","81,883,000","80,357,000","68,804,000","55,631,000","67,960,000","79,526,000","74,238,000","60,723,000","76,946,000","78,762,000","75,463,000","84,984,000","118,278,000","165,191,000","151,862,000","149,482,000","190,349,000","199,909,000","194,193,000","196,658,000","235,421,000","269,851,000","255,758,000","237,695,000","280,784,000","270,167,000","250,212,000"
				GrossAccountsReceivable,"2,337,779,000","1,748,306,000","2,172,896,000","2,208,168,000","1,780,280,000","897,655,000","878,167,000","736,518,000","720,688,000","628,438,000","735,414,000","728,177,000","661,946,000","667,224,000","818,787,000","833,833,000","722,322,000","643,763,000","736,453,000","733,296,000","636,670,000","580,779,000","688,094,000","677,588,000","599,610,000","536,593,000","669,167,000","187,823,000","160,183,000","151,505,000","173,927,000","170,137,000","151,025,000","146,641,000","167,837,000","161,569,000","140,551,000","120,236,000","125,827,000","116,038,000","95,937,000","78,567,000","84,021,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-47,266,000","-39,510,000","-38,627,000","-33,494,000","-30,630,000","-17,637,000","-17,325,000","-16,834,000","-18,496,000","-13,492,000","-14,280,000","-12,772,000","-13,004,000","-13,054,000","-13,470,000","-13,437,000","-11,874,000","-11,771,000","-12,446,000","-12,657,000","-14,090,000","-11,571,000","-10,923,000","-9,683,000","-9,553,000","-8,049,000","-11,300,000","-3,148,000","-2,962,000","-3,153,000","-3,103,000","-3,348,000","-3,422,000","-3,605,000","-3,788,000","-3,692,000","-3,108,000","-2,831,000","-2,747,000","-2,403,000","-2,201,000","-2,138,000","-2,138,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"463,738,000","462,662,000","167,309,000","137,304,000","96,835,000","76,436,000","64,626,000","45,164,000","54,647,000","77,447,000","49,526,000","54,257,000","50,833,000","68,637,000","59,389,000","71,345,000","60,762,000","71,232,000","62,128,000","52,519,000","43,587,000","55,781,000","47,904,000","37,583,000","34,720,000","57,778,000","53,380,000",,,"9,301,000",,,,"10,282,000",,,,"8,709,000",,,,,"5,036,000","4,579,000","2,909,000","4,060,000","3,794,000","3,924,000","36,513,000","39,758,000","5,576,000","4,557,000","36,773,000","41,516,000","33,220,000",,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,153,000",,,,"-3,605,000",,,,"-2,831,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
