name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
TotalAssets,"1,669,004,000","1,715,648,000","1,759,286,000","1,743,075,000","1,616,337,000","1,066,769,000","135,066,000"
	CurrentAssets,"1,362,242,000","1,463,432,000","1,552,339,000","1,578,152,000","1,541,944,000","1,009,168,000","81,788,000"
		CashCashEquivalentsAndShortTermInvestments,"1,348,453,000","1,447,675,000","1,543,728,000","1,567,530,000","1,533,442,000","997,552,000","80,042,000"
			CashAndCashEquivalents,"283,013,000","320,700,000","346,156,000","402,391,000","762,341,000","113,216,000","10,573,000"
			OtherShortTermInvestments,"1,065,440,000","1,126,975,000","1,197,572,000","1,165,139,000","771,101,000","884,336,000","69,469,000"
		PrepaidAssets,"13,789,000","15,757,000","8,611,000","10,622,000","8,502,000","11,616,000","1,746,000"
	TotalNonCurrentAssets,"306,762,000","252,216,000","206,947,000","164,923,000","74,393,000","57,601,000","53,278,000"
		NetPPE,"288,641,000","233,982,000","195,878,000","152,704,000","71,564,000","55,408,000","46,681,000"
			GrossPPE,"335,830,000","277,220,000","235,509,000","189,549,000","105,746,000","87,718,000","78,282,000"
				Properties,"0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"24,422,000","17,856,000","13,065,000","12,949,000","12,842,000","10,723,000","10,737,000"
				OtherProperties,"161,395,000","134,752,000","115,486,000","113,348,000","55,373,000","48,763,000","43,398,000"
				ConstructionInProgress,"120,673,000","101,420,000","93,139,000","49,595,000","24,596,000","16,078,000","10,720,000"
				Leases,"29,340,000","23,192,000","13,819,000","13,657,000","12,935,000","12,154,000","13,427,000"
			AccumulatedDepreciation,"-47,189,000","-43,238,000","-39,631,000","-36,845,000","-34,182,000","-32,310,000","-31,601,000"
		OtherNonCurrentAssets,"18,121,000","18,234,000","11,069,000","12,219,000","2,829,000","2,193,000","6,597,000"
TotalLiabilitiesNetMinorityInterest,"132,617,000","107,060,000","102,504,000","234,950,000","320,737,000","23,594,000","380,320,000"
	CurrentLiabilities,"28,049,000","30,607,000","36,282,000","25,271,000","21,354,000","12,350,000","10,671,000"
		PayablesAndAccruedExpenses,"17,078,000","20,260,000","28,773,000","17,798,000","14,031,000","8,084,000","7,415,000"
			Payables,"10,123,000","14,182,000","22,403,000","14,135,000","9,871,000","5,383,000","4,733,000"
				AccountsPayable,"10,123,000","14,182,000","22,403,000","14,135,000","9,871,000","5,383,000","4,733,000"
			CurrentAccruedExpenses,"6,955,000","6,078,000","6,370,000","3,663,000","4,160,000","2,701,000","2,682,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"9,698,000","9,119,000","5,604,000","5,602,000","5,355,000","2,391,000","1,417,000"
		CurrentDebtAndCapitalLeaseObligation,"1,273,000","1,228,000","1,704,000","1,519,000","1,465,000","1,220,000","1,184,000"
			CurrentCapitalLeaseObligation,"1,273,000","1,228,000","1,704,000","1,519,000","1,465,000","1,220,000","1,184,000"
		CurrentDeferredLiabilities,,,"201,000","352,000","503,000","655,000","655,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"104,568,000","76,453,000","66,222,000","209,679,000","299,383,000","11,244,000","369,649,000"
		LongTermProvisions,"3,553,000",,,,,,
		LongTermDebtAndCapitalLeaseObligation,"98,800,000","76,138,000","66,222,000","61,224,000","11,344,000","11,244,000","11,558,000"
			LongTermCapitalLeaseObligation,"98,800,000","76,138,000","66,222,000","61,224,000","11,344,000","11,244,000","11,558,000"
		NonCurrentDeferredLiabilities,,,,,,,"164,000"
		DerivativeProductLiabilities,,"0","0","148,455,000","288,039,000",,
		PreferredSecuritiesOutsideStockEquity,,"1,693,000","1,694,000","1,694,000","1,694,000","0","357,927,000"
		OtherNonCurrentLiabilities,"2,215,000","315,000",,,,,"164,000"
TotalEquityGrossMinorityInterest,"1,536,387,000","1,608,588,000","1,656,782,000","1,508,125,000","1,295,600,000","1,043,175,000","-245,254,000"
	StockholdersEquity,"1,534,695,000","1,606,895,000","1,655,088,000","1,506,431,000","1,293,906,000","1,041,471,000","-652,533,000"
		CapitalStock,"43,000","43,000","42,000","41,000","39,000","36,000","1,000"
