name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
			PreferredStock,"0","0","0","0","0","0",
			CommonStock,"43,000","43,000","42,000","41,000","39,000","36,000","1,000"
		AdditionalPaidInCapital,"3,664,433,000","3,634,665,000","3,612,054,000","3,478,814,000","3,346,442,000","2,437,242,000","52,650,000"
		RetainedEarnings,"-2,113,957,000","-2,023,605,000","-1,956,379,000","-1,971,730,000","-2,052,718,000","-1,395,776,000","-701,034,000"
		TreasuryStock,,,,,,,"4,189,000"
		GainsLossesNotAffectingRetainedEarnings,"-15,824,000","-4,208,000","-629,000","-694,000","143,000","-31,000","39,000"
	MinorityInterest,"1,692,000","1,693,000","1,694,000","1,694,000","1,694,000","1,704,000","407,279,000"
TotalCapitalization,"1,534,695,000","1,606,895,000","1,655,088,000","1,506,431,000","1,293,906,000","1,041,471,000","-652,533,000"
CommonStockEquity,"1,534,695,000","1,606,895,000","1,655,088,000","1,506,431,000","1,293,906,000","1,041,471,000","-652,533,000"
CapitalLeaseObligations,"100,073,000","77,366,000","67,926,000","62,743,000","12,809,000","12,464,000","12,742,000"
NetTangibleAssets,"1,534,695,000","1,606,895,000","1,655,088,000","1,506,431,000","1,293,906,000","1,041,471,000","-652,533,000"
WorkingCapital,"1,334,193,000","1,432,825,000","1,516,057,000","1,552,881,000","1,520,590,000","996,818,000","71,117,000"
InvestedCapital,"1,534,695,000","1,606,895,000","1,655,088,000","1,506,431,000","1,293,906,000","1,041,471,000","-652,533,000"
TangibleBookValue,"1,534,695,000","1,606,895,000","1,655,088,000","1,506,431,000","1,293,906,000","1,041,471,000","-652,533,000"
TotalDebt,"100,073,000","77,366,000","67,926,000","62,743,000","12,809,000","12,464,000","12,742,000"
ShareIssued,"430,384,000","428,319,000","422,442,000","414,539,835","389,772,337","363,993,705","347,740,510"
OrdinarySharesNumber,"430,384,000","428,319,000","422,442,000","414,539,835","389,772,337","363,993,705","347,740,510"
