name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
OperatingCashFlow,"-26,856,000","-7,928,000","-4,632,000","-5,937,000","-8,359,000","-3,911,000","-2,997,000","-1,151,000","-6,811,000","-4,662,000","-2,889,823","-2,952,728","-4,063,023","-4,681,790","-5,282,647","-4,170,833","-5,246,908","-3,143,878","-2,447,397","-2,569,629","-4,355,998","-2,695,359","-1,905,271","-2,092,202","-3,090,936","-2,799,171","-2,458,794","-1,258,988","-1,083,409","-2,520,620","-2,787,618","-1,562,582","-1,111,084","-1,121,446","6,278,536","-915,638","-369,942","-1,137,122","-461,195","-271,134","-755,887","-276,229","-975,684","-183,434","-637,003","-1,653,309","-50,299","0","0","-32,004","0","-13,246","-67,608","0","-6,737","-8,349","-18,495","-15,224","-383","-2,679","-1,791","-8,621","-20,456","-11,486","-9,535","-13,996","-8,169"
	CashFlowFromContinuingOperatingActivities,"-26,856,000","-7,928,000","-4,632,000","-5,937,000","-8,359,000","-3,911,000","-2,997,000","-1,151,000","-6,811,000","-4,662,000","-2,889,823","-2,952,728","-4,063,023","-4,681,790","-5,282,647","-4,170,833","-5,246,908","-3,143,878","-2,447,397","-2,569,629","-4,355,998","-2,695,359","-1,905,271","-2,092,202","-3,090,936","-2,799,171","-2,458,794","-1,258,988","-1,083,409","-2,520,620","-2,787,618","-1,562,582","-1,111,084","-1,121,446","6,278,536","-915,638","-369,942","-1,137,122","-461,195","-271,134","-755,887","-276,229","-975,684","-183,434","-637,003","-1,653,309","-50,299","0","0","-32,004","0","-13,246","-67,608","0","-6,737","-8,349","-18,495","-15,224","-383","-2,679","-1,791","-8,621","-20,456","-11,486","-9,535","-13,996","-8,169"
		NetIncomeFromContinuingOperations,"-36,497,000","-8,918,000","-13,965,000","-9,440,000","-4,174,000","-5,030,000","-6,404,000","-4,221,000","-5,058,000","-4,028,000","-6,198,431","-10,245,718","-8,041,682","-2,072,713","-8,919,401","6,304,654","-6,738,652","1,386,488","-3,735,582","-3,316,634","-3,355,624","-2,621,277","-2,746,636","-2,679,988","-2,902,354","-3,252,452","-2,864,798","-2,761,691","-1,288,703","-4,116,739","-5,590,106","-2,724,309","-1,965,815","-5,315,128","-7,821,483","-15,372,517","-445,954","-2,513,204","-4,305,366","-448,925","141,766","-2,124,212","857,571","-450,371","-1,103,321","-651,666","-48,199","-37,085","-16,288","-17,383","-19,177","-13,554","-16,900","-7,659","-17,356","-43,246","-17,908","-5,671","-15,321","-3,804","-1,791","-1,596","-22,481","-14,586","-9,035","-3,996","-32,169"
		OperatingGainsLosses,,,,,,,"-5,000",,,"3,000","-74,490","-90,489","-55,893","-87,351","-6,141,098","-8,297,419","195","-48,906","18,996","55,886","77,583","-340,836","15,257","76,992","64,307","16,167","40,794","5,488","-71,786","-8,232","-98,496","-102,301","-74,117","4,126,197","13,853,460","13,727,891","-1,258,502","1,016,175","3,165,459",,,"1,243,000","-2,174,250",,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,"0",,,,"0","-1,000","0","0","0","0","0","-87,351",,,,,,,,,,,,,"15,130","0","0","0","0","14,500","0","-85,621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,"3,000","-74,490","-90,489",,"-2,957,512","-6,141,098","-8,297,419","195","-48,906","18,996","55,886","77,583","5,344","-15,013","46,995","9,468","-71,065","55,006","-27,723","-112,620","-59,213","-173,604","-142,858","-74,117","4,211,818","13,853,460","13,727,891","-1,258,502","1,016,175","3,165,459",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,"0","0","0","-346,180","30,270","29,997","54,839","87,232","-29,342","33,211","40,834","50,981","75,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,604,000","421,000","390,000","407,000","386,000","353,000","298,000","404,000","497,000","328,000","313,945","390,405","370,048","350,606","396,019","352,017","302,218","292,081","251,868","234,645","231,474","229,009","218,472","211,161","207,108","205,438","203,212","197,370","188,332","185,397","161,316","138,367","124,344","71,269","-28,829","63,518","56,976","52,624","52,032","50,458","49,958","45,958","47,521","44,630","44,225","43,577",,,,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"1,604,000","421,000","390,000","407,000","386,000","353,000","298,000","404,000","497,000","328,000","313,945","390,405","370,048","350,606","396,019","352,017","302,218","292,081","251,868","234,645","231,474","229,009","218,472","211,161","207,108","205,438","203,212","197,370","188,332","185,397","161,316","138,367","124,344","71,269","-28,829","63,518","56,976","52,624","52,032","50,458","49,958","45,958","47,521","44,630","44,225","43,577",,,,,,,,,,,,,,,,,,,,,
				Depreciation,"315,000","92,000","74,000","65,000","84,000","65,000","-50,000","81,000",,,,,,"291,059",,,,,,,"206,969","204,503","193,966","186,656","182,603","180,932","-177,884","172,865","163,827","160,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"1,289,000","329,000","316,000","342,000","302,000","288,000","348,000","323,000","346,000","328,000","313,945","390,405","370,048","350,606","396,019","352,017","302,218","292,081","251,868","234,645","231,474","229,009","218,472","211,161","207,108","205,438","-116,487","197,370","188,332","185,397","161,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"1,289,000","329,000","316,000","342,000","302,000","288,000","348,000","323,000","346,000","328,000","313,945","390,405","370,048","350,606","396,019","352,017","302,218","292,081","251,868","234,645","231,474","229,009","218,472","211,161","207,108","205,438","-116,487","197,370","188,332","185,397","161,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,"10,660","53,156","40,374","24,505","24,506","-66,956","80,500","7,641","7,919","8,734","9,315","9,322","10,374","27,087","6,050",,,"24,506",,"0","0","0","24,233","55,336","58,959","317,250","338,017","339,056","395,868","31,183","1,333","1,332","1,334",,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,"395,000","0",,,"1,011,000","219,000",,,"103,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"0",,,,,,,,,,"0","0",,,"-60,000","0","-35,000","0","-155,623","0","95,000","-10,000","100,000","45,000","0","0","10,000","0","0","60,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,"7,847,000","817,000","4,954,000","1,900,000","176,000","-36,000","-128,000","429,000","-312,000","445,000","1,009,038","2,959,898","1,407,924","-2,957,512","9,785,844","-3,965,345","-50,385","-6,054,514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"4,689,000","1,213,000","1,112,000","1,119,000","1,245,000","507,000","492,000","306,000","375,000","481,000","1,133,864","1,440,225","516,751","448,905","468,394","472,833","1,682,228","563,876","359,252","259,415","154,004","168,979","203,433","204,860","220,222","282,867","373,965","412,712","357,658","2,441,205","2,752,096","778,323","637,365","356,684","102,440","322,591","973,253","963,678","447,730","-85,700","813,162","48,979","48,979","48,979",,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-2,247,000","119,000","130,000","94,000","-2,590,000","-39,000","-104,000","71,000","-167,000","-126,000","205,665","786,169","1,952,659","65,339","6,508",,,,"6,560","6,984","7,641","7,919","8,734","9,315","9,322","10,374","27,087","6,050","25,885","2,087,118","624,320",,"0","144,548","0","533,295","55,336","76,345","1,303,251","749,339","-632,549","31,500",,"50,312","1,332","1,334",,,,,,,,,,,,,,,,,,,,,
		ChangeInWorkingCapital,"-2,647,000","-1,580,000","2,352,000","-17,000","-3,402,000","334,000","1,843,000","1,642,000","-3,351,000","-1,765,000","616,936","-217,155","-212,830","-429,064","-818,913","957,996","-407,512","717,097","803,514","190,075","-1,566,076","-129,153","295,469","40,458","-689,541","-61,565","-249,054","881,083","-280,894","-1,082,251","-636,748","347,338","167,139","-360,468","172,948","-190,416","248,949","-732,740","-51,360","293,093","-224,280","82,678","153,312","509,495","142,282","-1,046,554","-2,100","37,085","16,288","-14,621","19,177","308","-50,708","7,659","10,619","34,897","-587","-9,553","14,938","1,125","0","-7,025","2,025","3,100","-500","-10,000","24,000"
			ChangeInReceivables,"804,000","-635,000","594,000","959,000","-114,000","135,000","-600,000","-560,000","134,000","-266,000","-92,892","136,718","564,190","-603,583","64,932","346,869","-606,864","280,836","-830,869","591,722","-715,785","48,858","-24,538","89,275","-2,815","-51,684","164,169","824,062","-840,433","-209,028",,,,,,,,,"0","0","0","0","86,682","63,318","-37,944","111,484","0","3","0",,,"0","-1","0","-3",,,,,,,,,,,,
				ChangesInAccountReceivables,"804,000","-635,000","594,000","959,000","-114,000","135,000","-600,000","-560,000","134,000","-266,000","-92,892","136,718","564,190","-603,583","64,932","346,869","-606,864","280,836","-830,869","591,722","-715,785","48,858","-24,538","89,275","-2,815","-51,684","164,169","224,062","-240,433","-209,028",,,,,,,,,"0","0","0","0",,"63,318","-37,944","-112,056",,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-1,933,000","-872,000","-495,000","-389,000","-177,000","-103,000","-25,000","239,000","-321,000","-182,000","14,174","-334,061","402,740","-290,446","346,318","-387,300","254,265","120,305","907,250","253,853","-1,348,044","57,713","-145,284","54,531","-226,050","-214,553","-331,803","7,396","181,410","-558,537","-316,560","-15,259","-81,224","-207,617","-118,071","-31,150","-26,046","-487","-76,336","18,718","-494,755","-30","155,273","82,763","-147,777","-459,720",,,,,,,,,,,,,,,,,,,,,
