name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
			ChangeInOtherCurrentAssets,"-28,158,000","-1,368,000",,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"29,982,000","1,984,000",,,,,,"0","0","0","0","0","-13,000","13,000","-2","4"
			ChangeInOtherWorkingCapital,"-1,912,000","-89,000",,,,,,,,,,"-767,114","322,808","13,000","-1,066,382","1,431,547"
InvestingCashFlow,"-663,247,000","-3,132,000","-454,892,000","-195,974,000","-9,249,000","-18,358,000","-442,576,000","-7,807,000","-187,538,000","-39,888,000","802,080","-24,280,938","-41,353,142","-36,188,000","-931,601","-10,935,078"
	CashFlowFromContinuingInvestingActivities,"-663,247,000","-3,132,000","-454,892,000","-195,974,000","-9,249,000","-18,358,000","-442,576,000","-7,807,000","-187,538,000","-39,888,000","802,080","-24,280,938","-41,353,142","-36,188,000","-931,601","-10,935,078"
		CapitalExpenditureReported,"-6,114,000","-1,793,000","-2,133,000","-1,432,000","-756,000","-1,000,000","-1,334,000","-1,516,000","-2,036,000","-583,000","-253,277","-684,971","-363,752","-416,000","-160,784","-225,074"
		NetBusinessPurchaseAndSale,"-653,221,000","-639,000","-451,122,000","-194,542,000","-6,918,000","-17,358,000","-440,083,000","-6,291,000","-184,807,000","-39,305,000","1,063,015","-23,300,000","-40,614,015","-35,772,000","0","-4,572,174"
			PurchaseOfBusiness,"-653,221,000","-639,000","-451,122,000","-194,542,000","-6,918,000","-17,358,000","-440,083,000","-6,291,000","-184,807,000","-39,305,000","1,063,015","-23,300,000","-40,614,015","-35,772,000","0","-4,572,174"
		NetOtherInvestingChanges,,"-700,000","-1,637,000","0",,,"-1,159,000","0",,,"-7,658","-295,967",,,"-770,817",
FinancingCashFlow,"751,199,000","22,736,000","248,104,000","363,805,000","116,554,000","-4,404,000","520,554,000","-125,758,000","297,336,000","19,811,000","55,240,127","20,254,573","42,465,300","34,122,000","-497,522","6,954,350"
	CashFlowFromContinuingFinancingActivities,"751,199,000","22,736,000","248,104,000","363,805,000","116,554,000","-4,404,000","520,554,000","-125,758,000","297,336,000","19,811,000","55,240,127","20,254,573","42,465,300","34,122,000","-497,522","6,954,350"
		NetIssuancePaymentsOfDebt,"509,673,000","37,873,000","255,136,000","98,750,000","117,914,000","-1,000,000","285,331,000","-125,000,000","165,637,000","20,000,000","-156,051,488","23,595,000","48,504,488","48,560,000","1,417,352","10,242,857"
			NetLongTermDebtIssuance,"434,673,000","-2,127,000","340,136,000","-1,250,000","97,914,000","-1,000,000","285,331,000","0","0","0","-159,443,488","23,595,000","77,808,488","19,256,000","1,417,352","10,242,857"
				LongTermDebtIssuance,,,"343,516,000","0",,,"286,331,000","0","0","0","-72,838,965","23,595,000","79,628,965","19,460,000","1,522,472","10,350,000"
				LongTermDebtPayments,"-6,757,000","-2,127,000","-3,380,000","-1,250,000","0","-1,000,000","-1,000,000","0","0","0","-86,604,523","0","-1,820,477","-204,000","-105,120","-107,143"
			NetShortTermDebtIssuance,"75,000,000","40,000,000","-85,000,000","100,000,000","20,000,000","0","0","-125,000,000","165,637,000","20,000,000",,,,"29,304,000",,
				ShortTermDebtIssuance,"460,210,000","40,000,000","300,210,000","100,000,000","20,000,000","0","200,000,000","0","165,637,000","20,000,000",,,,"29,304,000",,
				ShortTermDebtPayments,,,"-385,210,000",,,,"-200,000,000",,,,,,,,,
		NetCommonStockIssuance,,,"-1,000","269,376,000",,,"238,564,000","0","134,736,000","0","214,716,742","15,262","755,996","-12,114,000","44,949","154,496"
			CommonStockIssuance,,,"-1,000","269,376,000",,,"284,228,000","0","167,346,000","0","246,048,742","15,262","755,996","386,000","44,949","154,496"
			CommonStockPayments,,,"0","0",,,"-45,664,000","0","-32,610,000","0","-31,332,000","0","0","-12,500,000",,"0"
		CashDividendsPaid,,,,,,,"0","0","0","0","-717,617","-3,539,359","-4,381,024","-1,911,000","-2,095,182","-3,473,781"
			CommonStockDividendPaid,,,,,,,"0","0","0","0","-717,617","-3,539,359","-4,381,024","-1,911,000","-2,095,182","-3,473,781"
		NetOtherFinancingCharges,"-27,849,000","-15,137,000","-7,031,000","-4,321,000","-1,360,000","-3,404,000","-3,341,000","-758,000","-3,037,000","-189,000","-2,707,510","183,670","-2,414,160","-413,000","135,359","30,778"
EndCashPosition,"243,908,000","243,908,000","227,737,000","421,437,000","275,984,000","122,547,000","142,022,000","57,998,000","204,436,000","55,965,000","71,071,000","17,509,671","15,828,908","10,794,000","7,995,118","7,607,787"
	ChangesInCash,"121,361,000","16,171,000","-193,700,000","145,453,000","153,437,000","-19,475,000","84,024,000","-146,438,000","148,471,000","-15,106,000","53,561,447","1,680,763","5,034,790","2,799,000","387,331","-1,860,807"
	BeginningCashPosition,"122,547,000","227,737,000","421,437,000","275,984,000","122,547,000","142,022,000","57,998,000","204,436,000","55,965,000","71,071,000","17,509,671","15,828,908","10,794,000","7,995,000","7,607,787","9,468,594"
InterestPaidSupplementalData,"25,394,000","9,049,000","6,933,000","4,153,000","5,259,000","5,765,000","3,649,000","823,000","913,000","573,000","2,007,245","3,377,444","2,827,311","1,275,000","1,654,593","502,520"
CapitalExpenditure,"-6,114,000","-1,793,000","-2,133,000","-1,432,000","-756,000","-1,000,000","-1,334,000","-1,516,000","-2,036,000","-583,000","-253,277","-684,971","-363,752","-416,000","-160,784","-225,074"
IssuanceOfCapitalStock,,,"-1,000","269,376,000",,,"284,228,000","0","167,346,000","0","246,048,742","15,262","755,996","386,000","44,949","154,496"
IssuanceOfDebt,"901,640,000","40,000,000","643,726,000","100,000,000","117,914,000","0","486,331,000","0","165,637,000","20,000,000","-3,246,965","23,595,000","50,324,965","48,764,000","1,522,472","10,350,000"
RepaymentOfDebt,"-391,967,000","-2,127,000","-388,590,000","-1,250,000","0","-1,000,000","-201,000,000","-125,000,000","0","0","-152,804,523","0","-1,820,477","-204,000","-105,120","-107,143"
RepurchaseOfCapitalStock,,,"0","0",,,"-45,664,000","0","-32,610,000","0","-31,332,000","0","0","-12,500,000",,"0"
FreeCashFlow,"27,295,000","-5,226,000","10,955,000","-23,810,000","45,376,000","2,287,000","4,712,000","-14,389,000","36,637,000","4,388,000","-2,734,037","5,022,157","3,558,880","4,449,000","1,655,670","1,894,847"
