name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
OperatingCashFlow,"541,867,000","85,090,000","249,953,000","17,876,000","188,948,000","125,613,000","276,090,000","114,859,000","497,479,000","227,549,000","626,798,000","91,167,000","-108,664,000","-82,750,000","137,172,000","39,104,000","156,520,000","25,993,000","197,638,000","173,703,000","4,945,000","-3,811,000","183,209,000","-69,335,000","66,528,000","199,739,000","223,533,000","110,209,000","117,556,000","189,227,000","273,301,000","64,119,000","32,756,000","-60,533,000","201,492,000","83,192,000","117,776,000","44,132,000","135,926,000","-59,770,000","86,299,000","-60,218,000","125,275,000","40,785,000","56,158,000","-4,188,000","261,590,000","-54,707,000","29,749,000","3,626,000","98,309,000","107,959,000","59,428,000","111,202,000","192,382,000","16,816,000","18,116,000","15,186,000","103,982,000","42,780,000","8,429,000","64,049,000","41,377,000","46,776,000","41,929,000","-9,442,000","83,465,000","-10,870,000","-129,000","9,964,000","58,622,000","45,826,000","4,981,000","34,651,000","40,434,000","3,587,000","35,870,000","37,292,000","59,503,000","9,197,000","-15,685,000","68,507,000","123,450,000","-4,795,000","30,757,000","60,614,000","3,951,000","22,214,000","18,168,000","1,089,000","13,500,000","27,600,000","9,600,000","-4,400,000","19,700,000","-14,900,000","3,400,000","100,000"
	CashFlowFromContinuingOperatingActivities,"541,867,000","85,090,000","249,953,000","17,876,000","188,948,000","125,613,000","276,090,000","114,859,000","497,479,000","227,549,000","626,798,000","91,167,000","-108,664,000","-82,750,000","137,172,000","39,104,000","156,520,000","25,993,000","197,638,000","173,703,000","4,945,000","-3,811,000","184,244,000","-69,335,000","66,528,000","199,739,000","223,533,000","108,898,000","106,124,000","189,227,000","273,301,000","64,119,000","32,756,000","-60,533,000","201,492,000","83,192,000","117,776,000","44,132,000","196,548,000","-59,770,000","107,635,000","-60,218,000","125,275,000","40,785,000","56,158,000","-4,188,000","261,590,000","-54,707,000","29,749,000","3,626,000","98,309,000","107,959,000","59,428,000","111,202,000","192,382,000","16,816,000","18,116,000","15,186,000","103,982,000","45,128,000","8,429,000","64,049,000","41,377,000","46,776,000","41,929,000","-9,442,000","83,465,000","-10,870,000","-129,000","9,964,000","58,622,000","45,826,000","4,981,000","34,651,000","40,434,000","3,587,000","35,870,000","37,292,000","59,503,000","9,197,000","-15,685,000","68,507,000","123,450,000","-4,795,000","30,757,000","60,614,000","3,951,000","22,214,000","18,168,000","1,089,000","13,500,000","27,600,000","9,600,000","-4,400,000","19,700,000","-14,900,000","3,400,000","100,000"
		NetIncomeFromContinuingOperations,"485,692,000","85,028,000","106,295,000","175,398,000","118,971,000","91,319,000","171,961,000","163,700,000","74,795,000","41,503,000","120,299,000","137,022,000","28,459,000","121,035,000","57,791,000","124,899,000","74,706,000","38,611,000","115,576,000","89,849,000","64,360,000","48,440,000","89,305,000","73,547,000","16,729,000","20,859,000","-2,394,000","45,744,000","35,463,000","58,185,000","71,602,000","100,015,000","85,444,000","58,648,000","171,317,000","98,409,000","74,726,000","76,857,000","85,074,000","100,856,000","62,177,000","49,994,000","70,808,000","55,600,000",,,"34,434,000","63,700,000","33,323,000","24,100,000","44,445,000","63,956,000","33,644,000","21,490,000","47,113,000","54,858,000","40,518,000","24,252,000","33,587,000","49,320,000","21,866,000","31,204,000","-30,458,000","22,423,000","17,660,000","7,858,000","18,462,000","12,880,000","3,343,000","-5,128,000","1,836,000","4,156,000","-3,492,000","-11,694,000","-25,710,000","5,399,000","-9,835,000","-2,734,000","-6,686,000","-8,550,000","-622,851,000","10,034,000","13,225,000","26,089,000","16,451,000","29,071,000","14,392,000","40,692,000","31,095,000","19,544,000","26,500,000","19,200,000","4,800,000","3,400,000","5,800,000","6,000,000","3,000,000","400,000"
		OperatingGainsLosses,"-59,280,000","-27,798,000","-712,000","-16,736,000","-14,034,000","-11,426,000","-2,571,000","-9,011,000","542,000","1,516,000","-23,229,000","-1,540,000","-4,165,000","-59,232,000","11,434,000","17,327,000","13,362,000","13,655,000","4,032,000","3,326,000","782,000","2,665,000","460,000","-1,109,000","1,590,000","184,000","-843,000","109,000","830,000","88,000","984,000","-492,000","-115,000","-571,000","-113,748,000","444,000","71,000","220,000","-814,000","-1,318,000","63,000","-294,000","736,000","1,210,000","-112,000","247,000","158,000","2,919,000","1,960,000","-715,000","7,874,000","249,000","206,000","429,000","3,646,000","-841,000","-458,000","152,000","6,181,000","-1,084,000","-93,000","324,000","-277,000","2,219,000","2,048,000","-4,723,000","3,609,000","1,209,000","98,000","587,000","1,517,000","838,000","-1,327,000","255,000","44,927,000","811,000","19,275,000","-1,433,000","9,527,000","26,070,000","619,040,000","-311,000","20,816,000","330,000","887,000","332,000","85,000","-249,000","276,000","-219,000","-100,000","0",,,"0","0",,
			GainLossOnSaleOfPPE,"-6,327,000","-2,193,000","1,815,000","-1,077,000","-4,872,000","-4,982,000","1,162,000","-2,246,000","-1,158,000","-814,000","-2,335,000","-992,000","-2,411,000","-59,000","1,691,000","-340,000","982,000","963,000","68,000","-451,000","-2,007,000","1,841,000","-187,000","-1,094,000","654,000","-107,000","-1,929,000","-734,000","-7,000","-102,000","205,000","-873,000","-797,000","-305,000","-936,000","-859,000","-371,000","-282,000","-112,000","-253,000","-584,000","-21,000","410,000","510,000","-58,000","-8,000","486,000","3,287,000","1,307,000","-430,000","7,240,000","883,000","206,000","429,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-2,953,000","1,581,000","1,421,000","-4,901,000","-1,054,000","-576,000","-217,000","-1,505,000","-3,084,000","-353,000","-8,171,000","1,383,000","3,000","1,217,000","-148,000","-168,000","582,000","-651,000","-1,475,000","1,022,000","641,000","221,000","316,000","-104,000","558,000","110,000","934,000","843,000","523,000","190,000","447,000","381,000","682,000","-266,000","-68,000","1,303,000","442,000","502,000","74,000","243,000","647,000","-273,000","326,000","700,000","-54,000","255,000","-328,000","-368,000","653,000","-285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"-6,696,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-43,304,000","-20,490,000","-3,948,000","-10,758,000","-8,108,000","-5,868,000","-3,516,000","-5,260,000","4,784,000","2,683,000","-12,723,000","-1,931,000","-1,757,000","-60,390,000","9,891,000","17,835,000","11,798,000","13,343,000","5,439,000","2,755,000","2,148,000","603,000","331,000","89,000","378,000","181,000","152,000","0","314,000",,,,,,"-112,744,000","0",,,"-776,000","-1,308,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"524,138,000","186,705,000","168,997,000","84,388,000","84,048,000","83,462,000","81,406,000","75,931,000","72,305,000","72,318,000","78,065,000","70,826,000","66,421,000","64,886,000","64,682,000","62,166,000","60,541,000","59,124,000","58,209,000","57,405,000","51,144,000","49,255,000","51,588,000","50,772,000","50,900,000","48,665,000","50,637,000","49,604,000","49,761,000","52,780,000","51,930,000","50,366,000","46,611,000","45,110,000","45,426,000","40,899,000","38,119,000","37,181,000","34,461,000","42,947,000","38,702,000","40,001,000","38,090,000","37,430,000","36,039,000","34,462,000","37,364,000","39,898,000","36,381,000","32,432,000","50,017,000","26,022,000","25,101,000","24,674,000","26,504,000","31,746,000","25,468,000","30,236,000","30,320,000","19,309,000","13,889,000","13,794,000","12,545,000","12,962,000","18,053,000","12,680,000","14,653,000","15,367,000","14,906,000","15,453,000","17,189,000","15,742,000","16,181,000","15,876,000","15,820,000","15,759,000","16,391,000","14,901,000","15,283,000","15,276,000","15,442,000","14,575,000","20,819,000","20,397,000","19,496,000","18,662,000","16,917,000","14,972,000","12,998,000","12,407,000","11,900,000","10,500,000","7,400,000","5,400,000","4,000,000","3,200,000","2,400,000","1,000,000"
			DepreciationAndAmortization,"524,138,000","186,705,000","168,997,000","84,388,000","84,048,000","83,462,000","81,406,000","75,931,000","72,305,000","72,318,000","78,065,000","70,826,000","66,421,000","64,886,000","64,682,000","62,166,000","60,541,000","59,124,000","58,209,000","57,405,000","51,144,000","49,255,000","51,588,000","50,772,000","50,900,000","48,665,000","50,637,000","49,604,000","49,761,000","52,780,000","51,930,000","50,366,000","46,611,000","45,110,000","45,426,000","40,899,000","38,119,000","37,181,000","34,461,000","42,947,000","38,702,000","40,001,000","38,090,000","37,430,000","36,039,000","34,462,000","37,364,000","39,898,000","36,381,000","32,432,000","50,017,000","26,022,000","25,101,000","24,674,000","26,504,000","31,746,000","25,468,000","30,236,000","30,320,000","19,309,000","13,889,000","13,794,000","12,545,000","12,962,000","18,053,000","12,680,000","14,653,000","15,367,000","14,906,000","15,453,000","17,189,000","15,742,000","16,181,000","15,876,000","15,820,000","15,759,000","16,391,000","14,901,000","15,283,000","15,276,000","15,442,000","14,575,000","20,819,000","20,397,000","19,496,000","18,662,000","16,917,000","14,972,000","12,998,000","12,407,000","11,900,000","10,500,000","7,400,000","5,400,000","4,000,000","3,200,000","2,400,000","1,000,000"
