name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019
TotalAssets,"7,956,713,000","7,551,318,000","6,978,971,000","6,508,593,000","5,888,611,000","5,297,993,000","3,050,311,000","2,624,941,000","2,067,709,000","1,289,845,000","1,188,057,000","1,069,923,000","999,052,000","354,565,000"
	CurrentAssets,"6,564,278,000","6,183,807,000","6,112,716,000","5,835,079,000","5,340,896,000","4,792,865,000","2,624,276,000","2,232,102,000","1,782,957,000","1,095,522,000","1,019,399,000","916,059,000","866,340,000","276,719,000"
		CashCashEquivalentsAndShortTermInvestments,"5,726,279,000","5,419,266,000","5,417,955,000","5,105,399,000","4,689,579,000","4,244,713,000","1,871,931,000","1,481,939,000","1,105,367,000","855,194,000","811,400,000","755,266,000","737,182,000","176,401,000"
			CashAndCashEquivalents,"1,407,305,000","1,062,820,000","1,322,435,000","1,931,370,000","1,557,270,000","2,240,303,000","730,506,000","748,944,000","488,653,000","283,134,000","230,874,000","213,886,000","629,793,000","63,624,000"
				CashFinancial,,,,,,,,,"268,274,000",,"131,380,000",,,
				CashEquivalents,,,,,,,,,"220,379,000",,"99,494,000",,,
			OtherShortTermInvestments,"4,318,974,000","4,356,446,000","4,095,520,000","3,174,029,000","3,132,309,000","2,004,410,000","1,141,425,000","732,995,000","616,714,000","572,060,000","580,526,000","541,380,000","107,389,000","112,777,000"
		Receivables,"483,879,000","419,673,000","377,874,000","395,266,000","385,611,000","294,703,000","280,896,000","295,330,000","257,512,000","120,435,000","95,770,000","95,682,000","78,888,000","63,613,000"
			AccountsReceivable,"483,879,000","419,673,000","377,874,000","395,266,000","366,346,000","294,703,000","280,896,000","295,330,000","257,512,000","120,435,000","95,770,000","95,682,000","78,888,000","63,613,000"
				GrossAccountsReceivable,"511,406,000","444,369,000","411,952,000","429,895,000","400,010,000","331,547,000","308,585,000","321,491,000","269,502,000","128,069,000","100,963,000","100,083,000","81,390,000","65,684,000"
				AllowanceForDoubtfulAccountsReceivable,"-27,527,000","-24,696,000","-34,078,000","-34,629,000","-33,664,000","-36,844,000","-27,689,000","-26,161,000","-11,990,000","-7,634,000","-5,193,000","-4,401,000","-2,502,000","-2,071,000"
			OtherReceivables,,,,,"19,265,000",,,,,,,,,
		PrepaidAssets,"102,125,000","112,666,000","96,059,000","87,428,000","73,992,000","60,702,000","46,092,000","54,854,000","64,306,000","22,320,000","21,309,000","29,609,000","19,931,000","10,252,000"
		RestrictedCash,"6,923,000","10,236,000","20,041,000","63,185,000","40,548,000","50,475,000","295,907,000","280,209,000","267,091,000","48,547,000","48,547,000",,,
		CurrentDeferredAssets,"211,575,000","199,266,000","177,966,000","162,126,000","148,645,000","136,630,000","126,001,000","111,545,000","84,054,000","44,885,000","39,609,000","35,502,000","30,339,000","26,453,000"
		OtherCurrentAssets,"33,497,000","22,700,000","22,821,000","21,675,000","2,521,000","5,642,000","3,449,000","8,225,000","4,627,000","4,141,000","2,764,000",,,
	TotalNonCurrentAssets,"1,392,435,000","1,367,511,000","866,255,000","673,514,000","547,715,000","505,128,000","426,035,000","392,839,000","284,752,000","194,323,000","168,658,000","153,864,000","132,712,000","77,846,000"
		NetPPE,"332,647,000","318,319,000","300,990,000","284,939,000","286,190,000","247,573,000","171,085,000","156,586,000","125,795,000","125,746,000","107,156,000","103,113,000","90,681,000","37,275,000"
			GrossPPE,"434,753,000","409,924,000","380,351,000","353,188,000","343,981,000","299,528,000","214,735,000","193,278,000","158,202,000","153,002,000","129,980,000","121,692,000","105,465,000","48,743,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"318,155,000","288,619,000","267,430,000","237,608,000","225,978,000","178,286,000","129,402,000","108,171,000","74,752,000","66,179,000","58,828,000","55,276,000","45,608,000","41,083,000"
				OtherProperties,"92,036,000","95,965,000","88,335,000","91,087,000","93,780,000","97,649,000","63,008,000","65,295,000","65,316,000","68,608,000","53,308,000","51,126,000","48,957,000",
