name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019
TotalRevenue,"305,721,000","94,211,000","74,955,000","70,036,000","66,519,000","62,355,000","56,587,000","54,229,000","48,765,000","44,712,000","38,504,000","37,862,000","31,978,000","29,836,000"
	OperatingRevenue,"305,721,000","94,211,000","74,955,000","70,036,000","66,519,000","62,355,000","56,587,000","54,229,000","48,765,000","44,712,000","38,504,000","37,862,000","31,978,000","29,836,000"
CostOfRevenue,"125,416,000","40,302,000","31,285,000","27,254,000","26,575,000","26,299,000","24,168,000","22,514,000","22,587,000","18,866,000","18,373,000","16,889,000","14,770,000","14,038,000"
GrossProfit,"180,305,000","53,909,000","43,670,000","42,782,000","39,944,000","36,056,000","32,419,000","31,715,000","26,178,000","25,846,000","20,131,000","20,973,000","17,208,000","15,798,000"
OperatingExpense,"263,419,000","81,140,000","73,661,000","55,506,000","53,112,000","51,530,000","46,275,000","40,503,000","41,871,000","30,117,000","30,142,000","27,693,000","25,155,000","19,290,000"
	SellingGeneralAndAdministration,"172,366,000","52,025,000","50,288,000","35,550,000","34,503,000","34,105,000","29,346,000","25,426,000","26,579,000","19,152,000","20,010,000","18,159,000","16,883,000","11,924,000"
		GeneralAndAdministrativeExpense,"78,551,000","22,686,000","25,614,000","14,964,000","15,287,000","15,680,000","11,642,000","11,251,000","10,953,000","6,926,000","6,640,000","5,557,000","6,430,000","3,909,000"
			OtherGandA,"78,551,000","22,686,000","25,614,000","14,964,000","15,287,000","15,680,000","11,642,000","11,251,000","10,953,000","6,926,000","6,640,000","5,557,000","6,430,000","3,909,000"
		SellingAndMarketingExpense,"93,815,000","29,339,000","24,674,000","20,586,000","19,216,000","18,425,000","17,704,000","14,175,000","15,626,000","12,226,000","13,370,000","12,602,000","10,453,000","8,015,000"
	ResearchAndDevelopment,"91,053,000","29,115,000","23,373,000","19,956,000","18,609,000","17,425,000","16,929,000","15,077,000","15,292,000","10,965,000","10,132,000","9,534,000","8,272,000","7,366,000"
OperatingIncome,"-83,114,000","-27,231,000","-29,991,000","-12,724,000","-13,168,000","-15,474,000","-13,856,000","-8,788,000","-15,693,000","-4,271,000","-10,011,000","-6,720,000","-7,947,000","-3,492,000"
NetNonOperatingInterestIncomeExpense,"-1,745,000","-636,000","-516,000","-322,000","-271,000","-211,000","-58,000","78,000","55,000","156,000","306,000","99,000","265,000","318,000"
	InterestIncomeNonOperating,"139,000","2,000","21,000","57,000","59,000","57,000","72,000","78,000","55,000","156,000","306,000","99,000","265,000","318,000"
	InterestExpenseNonOperating,"1,884,000","638,000","537,000","379,000","330,000","268,000","130,000",,,,,,,
