name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalRevenue,"172,972,000","43,020,000","50,088,000","42,101,000","37,763,000","29,566,000","33,590,000","29,191,000","26,827,000","24,641,000","26,488,000","22,846,000","22,475,000","21,965,000","20,238,000","19,327,000","19,467,000","17,019,000","18,618,000","13,082,000","11,192,000","8,434,000","11,956,000","10,436,000","9,251,000","7,632,000","9,656,000","8,045,000","8,830,000","7,692,000","9,587,000","10,362,000","8,601,000","7,866,000","9,232,000","10,542,000","10,150,000","9,733,000","10,437,000","8,252,000","9,224,000","8,782,000","10,423,000","9,249,000","6,753,000","6,619,000","6,461,000","4,991,000","5,935,000","5,722,000","5,474,000","4,814,000","4,206,000","3,488,000","3,626,000","3,882,000","4,030,000","4,969,000","-1,868,000","3,700,000","4,514,000","4,698,000","14,149,000","7,974,000","6,460,000","6,997,000","5,610,000","6,880,000","5,480,000","6,401,000","2,959,000","3,539,000","3,766,000","3,647,000","3,525,000","2,868,000","2,003,000","1,269,000","1,608,000","730,000","5,649,000","503,000","1,015,000","517,000","1,559,000","1,444,000","195,000","488,000","541,000","627,000","200,000","1,000,000","400,000","700,000","300,000","300,000","700,000","1,600,000","1,500,000","3,300,000","1,100,000","1,000,000"
	OperatingRevenue,"144,924,000","37,444,000","39,865,000","36,131,000","31,484,000","23,379,000","28,199,000","23,607,000","21,503,000","18,611,000","20,917,000","18,019,000","18,209,000","17,504,000","16,525,000","15,399,000","15,420,000","13,564,000","16,240,000","10,797,000","9,525,000","7,006,000","10,125,000","10,175,000","9,251,000","7,632,000","9,656,000","8,045,000","8,830,000","7,692,000","9,587,000","10,362,000","8,601,000","7,866,000","9,232,000","10,542,000","10,150,000","9,733,000","10,437,000","8,252,000","9,224,000","8,782,000","10,423,000","9,249,000","6,753,000","6,619,000","6,461,000","4,991,000","5,935,000","5,722,000","5,474,000","4,814,000","4,206,000","3,488,000","3,626,000","3,882,000","4,030,000","4,969,000","-1,868,000","3,700,000","4,514,000","4,698,000","14,149,000","7,974,000","6,460,000","6,997,000","5,610,000","6,880,000","5,480,000","6,401,000","2,959,000","3,539,000","3,766,000","3,647,000","3,525,000","2,868,000","2,003,000","1,269,000","1,608,000","730,000","5,649,000","503,000","1,015,000","517,000","1,559,000","1,444,000","195,000","488,000","541,000","627,000","200,000","1,000,000","400,000","700,000","300,000","300,000","700,000","1,600,000","1,500,000","3,300,000","1,100,000","1,000,000"
CostOfRevenue,"70,456,000","18,076,000","19,475,000","17,582,000","15,323,000","11,095,000","12,179,000","10,953,000","9,705,000","8,320,000","9,293,000","7,583,000","8,111,000","8,432,000","8,442,000","8,142,000","7,720,000","7,330,000","9,129,000","5,348,000","4,360,000","3,694,000","5,605,000","5,451,000","4,976,000","4,263,000","6,162,000","5,560,000","7,028,000","4,714,000","6,590,000","5,689,000","4,752,000","4,157,000","4,939,000","6,826,000","5,747,000","5,090,000","5,117,000","4,411,000","5,574,000","5,514,000","6,462,000","4,650,000","3,978,000","3,445,000","3,630,000","2,324,000","2,934,000","3,158,000","3,724,000","4,242,000","2,520,000","2,094,000","2,964,000","1,913,000","3,077,000","1,714,000","1,664,000","1,673,000","1,067,000","824,000","705,000","373,000","281,000","182,000",,,,,,,,,,,,,,,,,,,,,"-223,000","-121,000","-142,000","-148,000","-100,000","-200,000","-100,000","-200,000","-200,000","-200,000","-100,000","-200,000","-100,000","-200,000","-200,000","-200,000"
GrossProfit,"102,516,000","24,944,000","30,613,000","24,519,000","22,440,000","18,471,000","21,411,000","18,238,000","17,122,000","16,321,000","17,195,000","15,263,000","14,364,000","13,533,000","11,796,000","11,185,000","11,747,000","9,689,000","9,489,000","7,734,000","6,832,000","4,740,000","6,351,000","4,985,000","4,275,000","3,369,000","3,494,000","2,485,000","1,802,000","2,978,000","2,997,000","4,673,000","3,849,000","3,709,000","4,293,000","3,716,000","4,403,000","4,643,000","5,320,000","3,841,000","3,650,000","3,268,000","3,961,000","4,599,000","2,775,000","3,174,000","2,831,000","2,667,000","3,001,000","2,564,000","1,750,000","572,000","1,686,000","1,394,000","662,000","1,969,000","953,000","3,255,000","-3,532,000","2,027,000","3,447,000","3,874,000","13,444,000","7,601,000","6,179,000","6,815,000",,,,,,,,,,,,,,,,,,,,,"418,000","609,000","683,000","775,000","300,000","1,200,000","500,000","900,000","500,000","500,000","800,000","1,800,000","1,600,000","3,500,000","1,300,000","1,200,000"
OperatingExpense,"144,853,000","34,792,000","37,575,000","35,645,000","36,841,000","34,918,000","35,752,000","32,220,000","31,730,000","31,723,000","33,602,000","32,221,000","31,157,000","29,601,000","27,254,000","24,789,000","24,318,000","23,044,000","20,340,000","20,116,000","23,036,000","22,833,000","21,305,000","19,244,000","21,014,000","18,714,000","18,487,000","18,671,000","17,327,000","17,349,000","15,926,000","16,024,000","14,853,000","12,928,000","12,099,000","12,141,000","11,511,000","9,603,000","8,918,000","8,172,000","8,449,000","7,840,000","7,550,000","7,245,000","8,252,000","7,386,000","7,399,000","6,371,000","6,548,000","6,520,000","6,677,000","6,570,000","7,034,000","8,113,000","7,825,000","9,550,000","10,109,000","9,885,000","2,342,000","12,512,000","22,358,000","11,770,000","11,299,000","10,303,000","12,119,000","9,798,000","8,958,000","8,787,000","8,497,000","7,470,000","7,347,000","7,179,000","11,639,000","11,711,000","12,548,000","15,987,000","17,575,000","17,390,000","17,730,000","17,806,000","17,508,000","14,723,000","15,431,000","14,541,000","14,744,000","13,697,000","12,850,000","10,849,000","9,961,000","8,958,000","7,900,000","7,400,000","6,800,000","5,700,000","6,900,000","6,900,000","14,800,000","5,700,000","6,300,000","5,700,000","5,900,000","5,600,000"
	SellingGeneralAndAdministration,"82,853,000","20,735,000","22,003,000","20,357,000","19,758,000","19,170,000","18,691,000","16,299,000","16,112,000","15,913,000","17,164,000","16,140,000","16,740,000","16,161,000","14,833,000","13,964,000","14,437,000","13,607,000","12,506,000","12,180,000","14,094,000","13,633,000","12,439,000","12,161,000","12,406,000","11,747,000","11,276,000","10,932,000","12,063,000","11,718,000","10,689,000","8,724,000","10,080,000","8,236,000","7,430,000","7,728,000","7,954,000","6,853,000","6,794,000","6,219,000","6,686,000","5,966,000","5,938,000","5,380,000","6,207,000","5,528,000","5,913,000","5,089,000","5,304,000","5,270,000","5,017,000","5,340,000","5,409,000","6,101,000","5,557,000","7,067,000","7,439,000","6,809,000","7,471,000","5,631,000","6,151,000","5,322,000","3,861,000","3,273,000","3,762,000","3,116,000","2,380,000","2,161,000","2,616,000","2,421,000","2,274,000","1,989,000","2,919,000","3,043,000","2,911,000","2,587,000","2,823,000","2,695,000","2,595,000","2,925,000","3,024,000","2,802,000","2,782,000","2,347,000","2,658,000","2,379,000","2,003,000","1,599,000","1,819,000","1,739,000","1,200,000","1,200,000","1,300,000","1,000,000","700,000","1,000,000","1,100,000","1,000,000","800,000","800,000","800,000","800,000"
	ResearchAndDevelopment,"62,000,000","14,057,000","15,572,000","15,288,000","17,083,000","15,748,000","17,061,000","15,921,000","15,618,000","15,810,000","16,438,000","16,081,000","14,417,000","13,440,000","12,421,000","10,825,000","9,881,000","9,437,000","7,783,000","7,886,000","8,891,000","9,150,000","8,815,000","7,033,000","8,557,000","6,917,000","7,160,000","7,689,000","5,213,000","5,581,000","5,186,000","7,250,000","4,722,000","4,642,000","4,618,000","4,363,000","3,506,000","2,700,000","2,164,000","1,903,000","1,712,000","1,824,000","1,562,000","1,814,000","1,994,000","1,808,000","1,419,000","1,282,000","1,244,000","1,250,000","1,505,000","1,230,000","1,625,000","2,012,000","2,268,000","2,483,000","2,670,000","3,076,000","-5,129,000","6,881,000","6,757,000","6,448,000","7,438,000","7,030,000","8,357,000","6,682,000","6,578,000","6,626,000","5,881,000","5,049,000","5,073,000","5,190,000","8,720,000","8,668,000","9,637,000","13,400,000","14,752,000","14,695,000","15,135,000","14,881,000","14,484,000","11,921,000","12,649,000","12,194,000","12,086,000","11,318,000","10,624,000","9,129,000","8,000,000","7,071,000","6,600,000","6,000,000","5,400,000","4,500,000","6,000,000","5,700,000","13,600,000","4,500,000","5,400,000","4,700,000","4,900,000","4,600,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,"51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","50,000","51,000","51,000","50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"223,000","121,000","142,000","148,000","100,000","200,000","100,000","200,000","200,000","200,000","100,000","200,000","100,000","200,000","200,000","200,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,"51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","50,000","51,000","51,000","50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"223,000","121,000","142,000","148,000","100,000","200,000","100,000","200,000","200,000","200,000","100,000","200,000","100,000","200,000","200,000","200,000"
			Amortization,,,,,,,,,,,,,,,,,,,"51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","51,000","50,000","50,000","51,000","51,000","50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
