name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"744,846,000","771,598,000","470,454,000","480,159,000","463,843,000","461,190,000","462,581,000","465,391,000","482,232,000","456,789,000","456,775,000","446,906,000","434,390,000","430,604,000","439,443,000","424,177,000","418,019,000","412,138,000","370,469,000","359,219,000","357,138,000","322,864,000","319,379,000","307,999,000","291,588,000","285,265,000","283,276,000","270,121,000","265,985,000","263,709,000","107,637,000","95,423,000","96,652,000","44,500,000","43,285,828","41,658,023","35,356,386","38,769,170","43,211,746","47,294,679","54,574,918","62,379,755","74,890,908","42,763,850","56,805,267","44,766,650","40,763,252","51,783,193","47,316,121","36,436,928","15,958,987","9,529,471","13,215,809","17,679,371","19,821,910","24,329,618","28,717,392","31,241,342","33,415,371","35,155,261","19,048,389","22,370,840","10,735,078","4,903,140","7,483,384","9,574,554","10,783,844","12,492,744","15,205,805","17,827,361","21,069,791","23,349,118","8,671,101","9,565,470","10,897,444","2,739,721","3,933,775","5,879,804","5,780,848","2,142,181","3,625,553","4,979,242","6,490,822","5,210,178","5,637,252","3,066,917","3,725,149","3,830,697","5,291,447"
	CurrentAssets,"301,399,000","321,775,000","191,384,000","191,799,000","182,798,000","170,321,000","165,819,000","156,544,000","158,662,000","187,695,000","182,386,000","168,912,000","151,832,000","152,877,000","156,793,000","152,367,000","143,394,000","131,605,000","125,582,000","112,856,000","106,981,000","103,007,000","95,475,000","79,824,000","116,552,000","192,583,000","197,522,000","208,948,000","202,993,000","203,478,000","57,565,000","67,160,000","67,936,000","27,716,000","26,094,759","24,118,984","31,926,746","35,173,144","38,583,132","42,929,685","50,190,652","58,026,381","70,543,909","38,139,321","52,486,561","40,625,130","36,676,815","47,318,456","42,452,263","31,410,270","14,218,628","7,733,059","11,652,109","16,087,080","18,551,812","23,454,040","27,944,547","31,006,910","33,346,262","35,071,415","18,918,939","22,208,474","10,540,224","4,712,909","7,282,763","9,346,996","10,565,289","12,250,938","14,953,808","17,578,273","20,825,124","23,088,101","8,416,236","9,317,643","10,631,074","2,454,928","3,625,434","5,547,915","5,429,567","1,776,708","3,246,586","4,594,246","6,093,671","4,845,321","5,268,272","2,676,096","3,320,866","3,405,458","4,857,882"
		CashCashEquivalentsAndShortTermInvestments,"76,911,000","100,300,000","15,254,000","24,261,000","25,073,000","7,864,000","17,900,000","27,702,000","20,414,000","62,332,000","59,673,000","40,589,000","38,233,000","43,008,000","44,136,000","54,994,000","51,970,000","31,144,000","18,031,000","8,369,000","10,826,000","27,365,000","16,155,000","15,014,000","77,747,000","154,684,000","150,913,000","166,731,000","165,563,000","169,037,000","35,050,000","52,961,000","51,373,000","11,105,000","10,929,806","12,594,927","29,388,772","34,794,341","38,049,095","42,417,045","49,473,732","57,225,234","69,600,199","37,126,006","51,349,021","38,155,251","35,526,017","46,382,112","41,163,001","29,858,465","13,169,258","5,985,823","10,162,346","14,787,254","17,471,071","22,755,418","27,578,173","30,654,924","29,355,197","31,285,697","15,147,707","11,449,829","10,269,931","4,505,231","7,054,798","9,101,531","10,299,497","12,072,483","14,749,082","17,268,688","20,576,359","22,972,996","8,262,453","9,134,327","10,396,015","2,334,937","3,411,700","4,883,697","5,257,716","1,704,495","3,162,849","4,502,387","5,978,971","4,782,058","5,221,947","2,611,755","3,234,983","3,366,063","4,812,490"
			CashAndCashEquivalents,"76,911,000","100,300,000","15,254,000","24,261,000","25,073,000","7,864,000","17,900,000","27,702,000","20,414,000","62,332,000","59,673,000","40,589,000","38,233,000","43,008,000","44,136,000","54,994,000","51,970,000","31,144,000","18,031,000","8,369,000","10,826,000","27,365,000","16,155,000","15,014,000","77,747,000","154,684,000","150,913,000","166,731,000","165,563,000","169,037,000","35,050,000","52,961,000","51,373,000","11,105,000","10,929,806","12,594,927","29,388,772","34,794,341","38,049,095","42,417,045","49,473,732","57,225,234","69,600,199","37,126,006","51,349,021","38,155,251","35,526,017","46,382,112","41,163,001","29,858,465","13,169,258","5,985,823","10,162,346","11,760,920","5,700,697","10,325,577","13,106,123","15,648,948","25,402,564","27,382,168","11,290,742","7,653,852","366,174","133,605","70,189","310,643","254,142","379,523","56,180","1,170,025","20,576,359","22,972,996","8,262,453","9,134,327","10,396,015","2,334,937","3,411,700","4,883,697","5,257,716","1,704,495","3,162,849","4,502,387","5,978,971","4,782,058","5,221,947","2,611,755","3,234,983","3,366,063","4,812,490"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,105,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","3,026,334","11,770,374","12,429,841","14,472,050","15,005,976","3,952,633","3,903,529","3,856,965","3,795,977","9,903,757","4,371,626","6,984,609","8,790,888","10,045,355","11,692,960","14,692,902","16,098,663",,,,,,,,,,,,,,,,,,,
		Receivables,"131,625,000","128,526,000","106,714,000","92,648,000","91,876,000","95,793,000","83,745,000","73,162,000","82,379,000","72,129,000","70,700,000","76,274,000","67,410,000","64,842,000","67,647,000","56,115,000","54,801,000","58,788,000","62,174,000","55,513,000","46,697,000","45,895,000","47,477,000","35,562,000","22,481,000","21,932,000","21,645,000","18,880,000","17,371,000","17,297,000","14,570,000","7,794,000","10,907,000","12,513,000","9,515,096","6,427,506",,,,,,,,,,"0","0","53,156","132,748","64,645","38,271","117,333","356,751","229,775","82,531","21,292","30,218","14,566","3,599,764","3,577,339","3,514,711","10,510,529",,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,"131,625,000","128,526,000","106,714,000","92,648,000","91,876,000","95,793,000","83,745,000","73,162,000","82,379,000","72,129,000","70,700,000","76,274,000","67,410,000","64,842,000","67,647,000","56,115,000","54,801,000","58,788,000","62,174,000","55,513,000","46,697,000","45,895,000","47,477,000","35,562,000","22,481,000","21,932,000","21,645,000","18,880,000","17,371,000","17,297,000","14,570,000","7,794,000","10,907,000","12,513,000","9,515,096","6,427,506",,,,,,,,,,"0","0","53,156","132,748","64,645","38,271","117,333","356,751","229,775","82,531","21,292","30,218","14,566","3,599,764","3,577,339","3,514,711","10,510,529",,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"245,595,000","233,786,000","215,170,000","184,778,000","172,598,000","196,121,000","170,163,000","145,631,000","187,090,000","132,075,000","118,387,000","122,575,000","116,259,000","112,547,000","118,250,000","114,554,000","85,587,000","93,474,000","94,637,000","94,563,000","76,178,000","77,430,000","69,862,000","58,968,000","36,111,000","35,518,000","31,625,000","26,604,000","25,467,000","26,005,000","22,670,000","15,488,000","15,781,000","17,617,000","16,568,775","12,011,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-113,970,000","-105,260,000","-108,456,000","-92,130,000","-80,722,000","-100,328,000","-86,418,000","-72,469,000","-104,711,000","-59,946,000","-47,687,000","-46,301,000","-48,849,000","-47,705,000","-50,603,000","-58,439,000","-30,786,000","-34,686,000","-32,463,000","-39,050,000","-29,481,000","-31,535,000","-22,385,000","-23,406,000","-13,630,000","-13,586,000","-9,980,000","-7,724,000","-8,096,000","-8,708,000","-8,100,000","-7,694,000","-4,874,000","-5,104,000","-7,053,679","-5,583,826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
