name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999
TotalAssets,"1,589,441,000,000","1,463,988,000,000","1,443,230,000,000","1,387,922,000,000","1,301,548,000,000","1,163,028,000,000","1,132,059,000,000","1,141,523,000,000","1,089,756,000,000","992,968,000,000","1,007,320,000,000","944,903,000,000","925,349,000,000","931,796,000,000","957,190,000,000","968,610,000,000","973,535,000,000","916,776,000,000","930,132,000,000","906,518,000,000","894,069,000,000","860,165,000,000","879,987,000,000","896,843,000,000","878,036,000,000","861,395,000,000","880,559,000,000","859,879,000,000","865,458,000,000","856,240,000,000","868,933,000,000","859,914,000,000","915,665,000,000","911,507,000,000","923,223,000,000","938,456,000,000","959,223,000,000","938,555,000,000","949,207,000,000","948,638,000,000","950,932,000,000","923,225,000,000","948,909,000,000","936,910,000,000","933,289,000,000","911,332,000,000","908,679,000,000","883,188,000,000","880,528,000,000","848,942,000,000","882,185,000,000","889,544,000,000","925,290,000,000","884,547,000,000","1,081,773,000,000","1,088,145,000,000","1,189,006,000,000","1,119,796,000,000","1,045,778,000,000","943,196,000,000","912,495,000,000","838,201,000,000","798,309,000,000","798,884,000,000","758,821,000,000","706,804,000,000","669,518,000,000","624,472,000,000","596,149,000,000","531,379,000,000","486,686,000,000","467,921,000,000","443,285,000,000","403,799,000,000","394,142,000,000","404,698,000,000","371,968,000,000","355,574,000,000","349,526,000,000","327,238,000,000","310,483,000,000","312,218,000,000","302,029,000,000","297,038,000,000","304,812,000,000","289,760,000,000","275,004,000,000","278,319,000,000","276,894,000,000","250,491,000,000","236,273,000,000","244,632,000,000"
TotalLiabilitiesNetMinorityInterest,"1,474,202,000,000","1,354,062,000,000","1,336,933,000,000","1,286,032,000,000","1,203,884,000,000","1,067,096,000,000","1,039,409,000,000","1,051,494,000,000","997,377,000,000","902,703,000,000","915,308,000,000","854,011,000,000","835,076,000,000","841,611,000,000","870,428,000,000","882,011,000,000","889,956,000,000","834,533,000,000","843,840,000,000","819,843,000,000","807,152,000,000","773,272,000,000","792,877,000,000","810,329,000,000","791,199,000,000","774,667,000,000","792,856,000,000","772,225,000,000","780,331,000,000","773,443,000,000","786,658,000,000","778,285,000,000","836,566,000,000","833,040,000,000","845,607,000,000","860,413,000,000","881,995,000,000","862,839,000,000","874,181,000,000","875,783,000,000","879,276,000,000","852,846,000,000","878,821,000,000","864,554,000,000","860,820,000,000","833,976,000,000","833,022,000,000","809,369,000,000","807,584,000,000","778,228,000,000","816,831,000,000","826,731,000,000","861,737,000,000","820,178,000,000","1,036,174,000,000","1,015,251,000,000","1,138,690,000,000","1,076,996,000,000","997,753,000,000","896,020,000,000","875,595,000,000","802,415,000,000","764,816,000,000","767,084,000,000","729,906,000,000","678,802,000,000","642,911,000,000","598,077,000,000","570,074,000,000","506,300,000,000","463,172,000,000","444,769,000,000","421,050,000,000","382,167,000,000","373,704,000,000","384,656,000,000","352,454,000,000","336,571,000,000","330,682,000,000","308,380,000,000","291,988,000,000","293,987,000,000","284,071,000,000","279,022,000,000","287,374,000,000","273,230,000,000","262,311,000,000","266,414,000,000","265,798,000,000","240,346,000,000","227,676,000,000","236,776,000,000"
TotalEquityGrossMinorityInterest,"115,239,000,000","109,926,000,000","106,297,000,000","101,890,000,000","97,664,000,000","95,932,000,000","92,650,000,000","90,029,000,000","92,379,000,000","90,265,000,000","92,012,000,000","90,892,000,000","90,273,000,000","90,185,000,000","86,762,000,000","86,599,000,000","83,579,000,000","82,243,000,000","86,292,000,000","86,675,000,000","86,917,000,000","86,893,000,000","87,110,000,000","86,514,000,000","86,837,000,000","86,728,000,000","87,703,000,000","87,654,000,000","85,127,000,000","82,797,000,000","82,275,000,000","81,629,000,000","79,099,000,000","78,467,000,000","77,616,000,000","78,043,000,000","77,228,000,000","75,716,000,000","75,026,000,000","72,855,000,000","71,656,000,000","70,379,000,000","70,088,000,000","72,356,000,000","72,469,000,000","77,356,000,000","75,657,000,000","73,819,000,000","72,944,000,000","70,714,000,000","65,354,000,000","62,813,000,000","63,553,000,000","64,369,000,000","45,599,000,000","72,894,000,000","50,316,000,000","42,800,000,000","48,025,000,000","47,176,000,000","36,900,000,000","35,786,000,000","33,493,000,000","31,800,000,000","28,915,000,000","28,002,000,000","26,607,000,000","26,395,000,000","26,075,000,000","25,079,000,000","23,514,000,000","23,152,000,000","22,235,000,000","21,632,000,000","20,438,000,000","20,042,000,000","19,514,000,000","19,003,000,000","18,844,000,000","18,858,000,000","18,495,000,000","18,231,000,000","17,958,000,000","18,016,000,000","17,438,000,000","16,530,000,000","12,693,000,000","11,905,000,000","11,096,000,000","10,145,000,000","8,597,000,000","7,856,000,000"
	StockholdersEquity,"115,239,000,000","109,926,000,000","106,297,000,000","101,890,000,000","97,664,000,000","95,932,000,000","92,650,000,000","90,029,000,000","92,379,000,000","90,265,000,000","92,012,000,000","90,892,000,000","90,273,000,000","90,185,000,000","86,762,000,000","86,599,000,000","83,579,000,000","82,243,000,000","86,292,000,000","86,675,000,000","86,917,000,000","86,893,000,000","87,110,000,000","86,514,000,000","86,837,000,000","86,728,000,000","87,703,000,000","87,654,000,000","85,127,000,000","82,797,000,000","82,275,000,000","81,629,000,000","79,099,000,000","78,467,000,000","77,616,000,000","78,043,000,000","77,228,000,000","75,716,000,000","73,687,000,000","72,855,000,000","71,656,000,000","70,379,000,000","70,088,000,000","72,356,000,000","72,469,000,000","77,356,000,000","75,657,000,000","73,819,000,000","72,944,000,000","70,714,000,000","65,354,000,000","62,813,000,000","63,553,000,000","64,369,000,000","45,599,000,000","44,818,000,000","42,629,000,000","42,800,000,000","39,118,000,000","38,459,000,000","36,900,000,000","35,786,000,000","33,493,000,000","31,800,000,000","28,915,000,000","28,002,000,000","26,607,000,000","26,395,000,000","26,075,000,000","25,079,000,000","23,514,000,000","23,152,000,000","22,235,000,000","21,632,000,000","20,438,000,000","20,042,000,000","19,514,000,000","19,003,000,000","18,844,000,000","18,858,000,000","18,495,000,000","18,231,000,000","17,958,000,000","18,016,000,000","17,438,000,000","16,530,000,000","12,693,000,000","11,905,000,000","11,096,000,000","10,145,000,000","8,597,000,000","7,856,000,000"
		CapitalStock,"10,712,000,000","10,712,000,000","9,962,000,000","9,212,000,000","9,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,862,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,209,000,000","11,209,000,000","11,209,000,000","9,209,000,000","9,209,000,000","9,209,000,000","9,208,000,000","7,208,000,000","7,208,000,000","7,208,000,000","7,208,000,000","6,208,000,000","6,208,000,000","5,358,000,000","4,858,000,000","3,108,000,000","3,108,000,000","3,108,000,000","3,108,000,000","3,108,000,000","6,965,000,000","6,965,000,000","6,965,000,000","6,965,000,000","6,965,000,000","6,965,000,000","6,964,000,000","16,514,000,000","16,478,000,000","3,106,000,000","3,106,000,000","3,106,000,000","3,106,000,000","3,106,000,000","3,106,000,000","3,106,000,000","3,106,000,000","3,106,000,000","2,606,000,000","1,756,000,000","1,756,000,000","756,000,000","756,000,000","6,000,000","6,000,000","6,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","4,765,000,000","4,053,000,000","4,578,000,000","4,363,000,000","4,343,000,000",,
			PreferredStock,"10,703,000,000","10,703,000,000","9,953,000,000","9,203,000,000","9,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,853,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,200,000,000","11,200,000,000","11,200,000,000","9,200,000,000","9,200,000,000","9,200,000,000","9,200,000,000","7,200,000,000","7,200,000,000","7,200,000,000","7,200,000,000","6,200,000,000","6,200,000,000","5,350,000,000","4,850,000,000","3,100,000,000","3,100,000,000","3,100,000,000","3,100,000,000","3,100,000,000","6,957,000,000","6,957,000,000","6,957,000,000","6,957,000,000","6,957,000,000","6,957,000,000","6,957,000,000","16,507,000,000","16,471,000,000","3,100,000,000","3,100,000,000","3,100,000,000","3,100,000,000","3,100,000,000","3,100,000,000","3,100,000,000","3,100,000,000","3,100,000,000","2,600,000,000","1,750,000,000","1,750,000,000","750,000,000","750,000,000",,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","7,000,000","7,000,000","7,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","4,765,000,000","4,053,000,000","4,578,000,000","4,363,000,000","4,343,000,000",,
		AdditionalPaidInCapital,"58,938,000,000","56,396,000,000","56,398,000,000","56,390,000,000","56,340,000,000","55,679,000,000","55,662,000,000","55,637,000,000","55,621,000,000","54,883,000,000","54,879,000,000","54,865,000,000","54,862,000,000","54,005,000,000","54,012,000,000","54,000,000,000","53,992,000,000","53,357,000,000","53,294,000,000","53,187,000,000","53,185,000,000","52,638,000,000","52,541,000,000","52,480,000,000","52,471,000,000","51,340,000,000","51,281,000,000","51,210,000,000","51,008,000,000","50,049,000,000","50,016,000,000","49,942,000,000","49,959,000,000","48,998,000,000","48,930,000,000","48,762,000,000","48,732,000,000","48,030,000,000","47,298,000,000","47,055,000,000","47,035,000,000","45,553,000,000","45,337,000,000","44,955,000,000","44,852,000,000","42,103,000,000","41,785,000,000","41,597,000,000","41,444,000,000","39,770,000,000","39,517,000,000","40,342,000,000","34,429,000,000","31,071,000,000","23,597,000,000","23,463,000,000","23,306,000,000","22,027,000,000","21,358,000,000","21,229,000,000","21,013,000,000","19,731,000,000","19,213,000,000","19,076,000,000","18,413,000,000","17,159,000,000","16,817,000,000","16,592,000,000","16,264,000,000","15,501,000,000","15,251,000,000","14,838,000,000","14,717,000,000","13,562,000,000","13,500,000,000","12,934,000,000","12,912,000,000","12,773,000,000","12,739,000,000","11,978,000,000","11,939,000,000","11,785,000,000","11,781,000,000","11,428,000,000","11,258,000,000","11,127,000,000","7,728,000,000","7,368,000,000","7,367,000,000","7,359,000,000",,
		RetainedEarnings,"134,931,000,000","131,811,000,000","128,631,000,000","124,051,000,000","119,210,000,000","112,947,000,000","109,033,000,000","106,248,000,000","106,501,000,000","106,465,000,000","105,194,000,000","103,867,000,000","101,988,000,000","100,100,000,000","98,083,000,000","95,941,000,000","93,907,000,000","91,519,000,000","93,958,000,000","92,225,000,000","90,904,000,000","89,039,000,000","87,160,000,000","85,339,000,000","83,990,000,000","83,386,000,000","83,105,000,000","82,072,000,000","81,455,000,000","78,984,000,000","77,227,000,000","75,340,000,000","73,646,000,000","71,961,000,000","69,975,000,000","68,783,000,000","67,164,000,000","65,223,000,000","62,638,000,000","61,412,000,000","60,723,000,000","58,834,000,000","58,043,000,000","58,659,000,000","57,803,000,000","57,163,000,000","55,136,000,000","53,599,000,000","53,345,000,000","50,252,000,000","45,660,000,000","42,827,000,000","40,366,000,000","39,913,000,000","42,301,000,000","41,646,000,000","39,751,000,000","38,642,000,000","35,634,000,000","32,985,000,000","30,859,000,000","27,868,000,000","24,927,000,000","23,536,000,000","21,416,000,000","19,085,000,000","17,579,000,000","16,093,000,000","15,354,000,000","13,970,000,000","12,901,000,000","12,146,000,000","11,082,000,000","9,914,000,000","9,062,000,000","8,503,000,000","7,864,000,000","7,259,000,000","6,811,000,000","6,347,000,000","5,840,000,000","5,373,000,000","4,933,000,000","4,523,000,000","4,004,000,000","3,294,000,000","2,747,000,000","1,978,000,000","1,277,000,000","444,000,000","-279,000,000","-917,000,000"
		TreasuryStock,"91,623,000,000","91,136,000,000","90,634,000,000","89,633,000,000","88,632,000,000","85,940,000,000","85,930,000,000","85,930,000,000","85,929,000,000","84,006,000,000","81,841,000,000","81,167,000,000","79,915,000,000","78,670,000,000","77,422,000,000","76,177,000,000","76,177,000,000","75,392,000,000","73,811,000,000","71,642,000,000","70,169,000,000","68,694,000,000","67,195,000,000","65,921,000,000","64,178,000,000","62,640,000,000","60,992,000,000","59,940,000,000","59,698,000,000","58,468,000,000","57,221,000,000","55,975,000,000","54,726,000,000","53,015,000,000","51,598,000,000","49,949,000,000","48,347,000,000","46,850,000,000","45,334,000,000","44,092,000,000","42,592,000,000","42,281,000,000","41,372,000,000","39,219,000,000","37,723,000,000","36,295,000,000","35,202,000,000","34,386,000,000","34,388,000,000","32,156,000,000","32,157,000,000","32,157,000,000","32,160,000,000","32,175,000,000","32,176,000,000","31,914,000,000","31,712,000,000","30,159,000,000","27,499,000,000","25,050,000,000","23,915,000,000","21,230,000,000","17,578,000,000","17,005,000,000","15,990,000,000","13,413,000,000","10,951,000,000","9,211,000,000","7,530,000,000","6,305,000,000","5,765,000,000","5,335,000,000","4,965,000,000","4,500,000,000","4,382,000,000","4,105,000,000","3,831,000,000","3,561,000,000","3,118,000,000","2,718,000,000","2,369,000,000","2,086,000,000","1,800,000,000","1,282,000,000","1,021,000,000","648,000,000","65,000,000","55,000,000",,,,
