name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"3,784,160,960","3,716,613,470","4,061,041,920","6,229,350,200"
EnterpriseValue,"3,238,814,960","3,195,151,470","3,521,544,920","6,123,154,200"
PsRatio,"13.65","8.887","17.579","28.743"
PbRatio,"7.267","7.244","7.951",
EnterprisesValueRevenueRatio,"11.708","39.339","48.231","96.284"
EnterprisesValueEBITDARatio,"-58.315","-288.553","-211.403","-218.942"
