name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,12/31/2008
TotalAssets,"66,038,000,000","62,131,000,000","57,834,000,000","55,146,000,000","52,972,000,000","52,148,000,000","45,691,000,000","38,135,000,000","37,250,000,000","34,309,000,000","32,795,000,000","31,872,597,000","28,912,524,000","29,739,614,000","29,262,713,000","27,910,000,000","27,271,429,000","28,655,372,000","28,107,074,000","26,043,705,000","25,053,726,000","22,664,076,000","12,592,397,000","11,868,952,000","9,191,702,000","8,092,460,000","7,547,497,000","6,468,185,000","6,120,030,000","5,849,251,000","5,437,533,000","5,054,463,000","4,500,410,000","2,416,930,000","2,166,209,000","1,887,844,000","1,143,778,000","1,114,190,000","809,177,000","776,869,000","761,100,000","713,448,000","700,250,000","646,155,000","407,289,000","386,082,000","361,621,000","147,974,000","145,320,000","130,424,000","155,916,000","51,699,000"
	CurrentAssets,"29,050,000,000","27,100,000,000","25,002,000,000","24,693,000,000","24,705,000,000","26,717,000,000","21,744,000,000","15,336,000,000","14,893,000,000","12,103,000,000","10,940,000,000","10,181,952,000","7,677,822,000","8,306,308,000","7,920,491,000","6,699,797,000","6,383,920,000","6,570,520,000","7,068,733,000","6,359,444,000","7,027,889,000","6,259,796,000","5,172,412,000","5,203,705,000","3,239,543,000","2,791,568,000","2,998,795,000","2,628,621,000","2,921,417,000","3,198,657,000","3,362,914,000","3,441,694,000","3,156,047,000","1,265,939,000","1,218,766,000","1,129,542,000","525,993,000","524,768,000","284,541,000","317,126,000","358,897,000","372,838,000","412,121,000","417,758,000","226,906,000","235,886,000","241,133,000","90,034,000","100,602,000","100,559,000","131,950,000","31,427,000"
		CashCashEquivalentsAndShortTermInvestments,"18,013,000,000","17,707,000,000","16,095,000,000","16,229,000,000","17,141,000,000","19,384,000,000","14,531,000,000","8,615,000,000","8,080,000,000","6,268,000,000","5,338,000,000","4,954,740,000","2,198,169,000","3,685,618,000","2,967,504,000","2,236,424,000","2,665,673,000","3,367,914,000","3,530,030,000","3,035,924,000","4,006,593,000","3,393,216,000","3,084,257,000","3,246,301,000","1,441,789,000","1,196,908,000","1,426,036,000","1,150,673,000","1,510,076,000","1,905,713,000","2,370,735,000","2,674,910,000","2,583,019,000","845,889,000","795,116,000","746,057,000","214,417,000","201,890,000","85,693,000","210,554,000","243,579,000","280,327,000","278,388,000","319,380,000","100,655,000","99,558,000","96,563,000","47,304,000","61,546,000","69,627,000","106,547,000","9,277,000"
			CashAndCashEquivalents,"17,505,000,000","17,576,000,000","16,065,000,000","16,229,000,000","17,141,000,000","19,384,000,000","14,531,000,000","8,615,000,000","8,080,000,000","6,268,000,000","5,338,000,000","4,954,740,000","2,198,169,000","3,685,618,000","2,967,504,000","2,236,424,000","2,665,673,000","3,367,914,000","3,530,030,000","3,035,924,000","4,006,593,000","3,393,216,000","3,084,257,000","3,246,301,000","1,441,789,000","1,196,908,000","1,426,036,000","1,150,673,000","1,510,076,000","1,905,713,000","2,370,735,000","2,674,910,000","2,393,908,000","845,889,000","795,116,000","746,057,000","214,417,000","201,890,000","85,693,000","210,554,000","218,570,000","255,266,000","213,328,000","319,380,000","100,655,000","99,558,000","96,563,000","47,304,000","61,546,000","69,627,000","106,547,000","9,277,000"
			OtherShortTermInvestments,"508,000,000","131,000,000","30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"189,111,000",,,,,"0","0","0","25,009,000","25,061,000","65,060,000",,,,,,,,,
		Receivables,"2,311,000,000","1,913,000,000","1,962,000,000","2,129,000,000","1,890,000,000","1,886,000,000","1,757,000,000","1,485,000,000","1,274,000,000","1,324,000,000","1,128,000,000","1,147,100,000","1,046,945,000","949,022,000","1,155,001,000","569,874,000","652,848,000","515,381,000","607,734,000","453,539,000","440,349,000","499,142,000","326,895,000","178,594,000","318,056,000","168,965,000","119,964,000","138,648,000","200,052,000","226,604,000","156,889,000","96,607,000","72,380,000","49,109,000","47,580,000","113,544,000","46,139,000","26,842,000","9,164,000","11,023,000","13,589,000","9,539,000","18,250,000","23,308,000","20,260,000","6,710,000","8,062,000","6,467,000","5,931,000","3,488,000","1,386,000","3,320,000"
			AccountsReceivable,"2,311,000,000","1,913,000,000","1,962,000,000","2,129,000,000","1,890,000,000","1,886,000,000","1,757,000,000","1,485,000,000","1,274,000,000","1,324,000,000","1,128,000,000","1,147,100,000","1,046,945,000","949,022,000","1,155,001,000","569,874,000","652,848,000","515,381,000","607,734,000","453,539,000","440,349,000","499,142,000","326,895,000","178,594,000","318,056,000","168,965,000","119,964,000","138,648,000","200,052,000","226,604,000","156,889,000","96,607,000","72,380,000","49,109,000","47,580,000","113,544,000","46,139,000","26,842,000","9,164,000","11,023,000","13,589,000","9,539,000","18,250,000","23,308,000","20,260,000","6,710,000","8,062,000","6,467,000","5,931,000","3,488,000","1,386,000","3,320,000"
		Inventory,"6,691,000,000","5,757,000,000","5,199,000,000","4,733,000,000","4,132,000,000","4,101,000,000","4,218,000,000","4,018,000,000","4,494,000,000","3,552,000,000","3,581,000,000","3,382,358,000","3,836,850,000","3,113,446,000","3,314,127,000","3,324,643,000","2,565,826,000","2,263,537,000","2,471,382,000","2,438,111,000","2,220,336,000","2,067,454,000","1,604,571,000","1,609,607,000","1,301,961,000","1,277,838,000","1,293,717,000","1,212,279,000","1,054,840,000","953,675,000","752,492,000","596,927,000","450,730,000","340,355,000","347,545,000","254,891,000","237,618,000","268,504,000","159,048,000","66,669,000","55,427,000","50,082,000","49,216,000","54,312,000","50,823,000","45,182,000","39,508,000","29,518,000","28,588,000","23,222,000","19,653,000","16,650,000"
			RawMaterials,"3,822,000,000","2,816,000,000","2,355,000,000","2,067,000,000","1,836,000,000","1,508,000,000","1,573,000,000","1,842,000,000","1,653,000,000","1,428,000,000","1,284,000,000","1,095,888,000","1,079,216,000","931,828,000","997,476,000","972,739,000","902,190,000","821,396,000","612,225,000","558,109,000","693,499,000","680,339,000","353,751,000","436,953,000","507,529,000","528,935,000","393,691,000","395,171,000","370,553,000","392,292,000","361,837,000","235,279,000","197,779,000","184,665,000","164,346,000","99,734,000","115,966,000","163,637,000","102,678,000","49,080,000","32,741,000","20,297,000","22,343,000","25,331,000",,"15,936,000","15,518,000",,"9,739,000","10,001,000","12,182,000","4,760,000"
			WorkInProcess,"1,306,000,000","1,089,000,000","1,061,000,000","858,000,000","454,000,000","493,000,000","572,000,000","420,000,000","494,000,000","362,000,000","335,000,000","334,641,000","277,155,000","296,991,000","358,113,000","350,443,000","315,227,000","243,181,000","277,155,000","266,320,000","254,684,000","233,746,000","329,938,000","289,307,000","199,157,000","163,830,000","86,587,000","99,116,000","63,058,000","56,114,000","74,981,000","48,110,000","64,431,000","42,500,000","38,608,000","47,874,000","41,698,000","24,535,000","25,525,000","1,000,000","197,000","3,665,000","6,848,000","4,010,000",,"4,538,000","3,281,000",,"3,766,000","3,403,000","3,616,000","4,372,000"
			FinishedGoods,"977,000,000","1,277,000,000","1,252,000,000","1,318,000,000","1,341,000,000","1,666,000,000","1,674,000,000","1,379,000,000","1,961,000,000","1,356,000,000","1,583,000,000","1,600,214,000","2,151,012,000","1,581,763,000","1,657,339,000","1,721,860,000","1,125,665,000","1,013,909,000","1,418,385,000","1,470,359,000","1,141,556,000","1,016,731,000","791,600,000","754,828,000","472,834,000","476,512,000","692,437,000","597,329,000","492,645,000","397,318,000","226,023,000","250,030,000","132,234,000","69,324,000","102,387,000","77,860,000","63,255,000","62,559,000","30,845,000","16,589,000","22,489,000","26,120,000","20,025,000","24,971,000",,"20,125,000","16,520,000",,"12,644,000","7,038,000","3,855,000","7,518,000"
			OtherInventories,"586,000,000","575,000,000","531,000,000","490,000,000","501,000,000","434,000,000","399,000,000","377,000,000","386,000,000","406,000,000","379,000,000","351,615,000","329,467,000","302,864,000","301,199,000","279,601,000","222,744,000","185,051,000","163,617,000","143,323,000","130,597,000","136,638,000","129,282,000","128,519,000","122,441,000","108,561,000","121,002,000","120,663,000","128,584,000","107,951,000","89,651,000","63,508,000","56,286,000","43,866,000","42,204,000","29,423,000","16,699,000","17,773,000",,,,,,,,"4,583,000","4,189,000",,"2,439,000","2,780,000",,
		PrepaidAssets,"2,035,000,000","1,723,000,000","1,746,000,000","1,602,000,000","1,542,000,000","1,346,000,000","1,238,000,000","1,218,000,000","1,045,000,000","713,000,000","660,000,000","569,748,000","464,908,000","365,671,000","325,232,000","422,034,000","379,379,000","268,365,000","321,406,000","313,501,000","271,665,000","194,465,000","132,978,000","144,678,000","153,757,000","125,229,000","133,855,000","106,430,000","135,756,000","94,718,000","65,467,000","61,536,000","48,869,000","27,574,000","27,260,000","13,688,000","11,100,000","8,438,000","7,775,000","6,920,000","7,103,000","9,414,000","10,962,000","9,507,000","12,225,000","10,839,000","8,870,000","6,745,000","4,537,000","4,222,000","4,364,000","2,180,000"
		RestrictedCash,,,,,,,,,,"246,000,000","233,000,000","128,006,000","130,950,000","192,551,000","158,627,000","146,822,000","120,194,000","155,323,000","138,181,000","118,369,000","88,946,000","105,519,000","23,711,000","24,525,000","23,980,000","22,628,000","25,223,000","20,591,000","20,693,000","17,947,000","17,331,000","11,714,000","1,049,000","3,012,000","1,265,000","1,362,000","16,719,000","19,094,000","22,861,000","21,960,000","39,199,000","23,476,000","55,305,000","11,251,000","42,943,000","73,597,000","88,130,000",,,,,
	TotalNonCurrentAssets,"36,988,000,000","35,031,000,000","32,832,000,000","30,453,000,000","28,267,000,000","25,431,000,000","23,947,000,000","22,799,000,000","22,357,000,000","22,206,000,000","21,855,000,000","21,690,645,000","21,234,702,000","21,433,306,000","21,342,222,000","21,210,203,000","20,887,509,000","22,084,852,000","21,038,341,000","19,684,261,000","18,025,837,000","16,404,280,000","7,419,985,000","6,665,247,000","5,952,159,000","5,300,892,000","4,548,702,000","3,839,564,000","3,198,613,000","2,650,594,000","2,074,619,000","1,612,769,000","1,344,363,000","1,150,991,000","947,443,000","758,302,000","617,785,000","589,421,000","524,636,000","459,743,000","402,203,000","340,610,000","288,129,000","228,397,000","180,383,000","150,196,000","120,488,000","57,940,000","44,718,000","29,865,000","23,966,000","20,272,000"
		NetPPE,"32,639,000,000","31,176,000,000","29,248,000,000","27,030,000,000","24,844,000,000","23,375,000,000","21,990,000,000","20,876,000,000","20,468,000,000","20,199,000,000","19,845,000,000","19,600,979,000","19,318,095,000","19,691,231,000","19,733,969,000","19,591,426,000","19,180,724,000","20,491,616,000","19,516,596,000","18,218,554,000","16,555,136,000","15,036,917,000","7,258,345,000","6,526,976,000","5,837,224,000","5,194,737,000","4,464,536,000","3,766,263,000","3,136,252,000","2,596,011,000","2,022,069,000","1,567,048,000","1,301,118,000","1,120,919,000","923,306,000","727,047,000","591,057,000","562,300,000","498,037,000","433,642,000","376,174,000","310,171,000","259,794,000","200,180,000","152,513,000","122,599,000","42,896,000","33,156,000","26,866,000","23,535,000","19,473,000","18,793,000"
			GrossPPE,"39,905,000,000","39,094,000,000","35,480,000,000","32,854,000,000","30,233,000,000","29,447,000,000","27,701,000,000","26,145,000,000","25,321,000,000","31,925,000,000","24,039,000,000","23,457,295,000","22,787,240,000","22,885,847,000","22,627,348,000","22,129,591,000","21,457,645,000","22,435,520,000","21,220,728,000","19,672,101,000","17,787,289,000","16,054,559,000","8,170,451,000","7,310,962,000","6,510,313,000","5,765,863,000","4,937,305,000","4,170,132,000","3,478,638,000","2,888,601,000","2,265,516,000","1,771,738,000","1,470,453,000","1,261,061,000","1,039,688,000","822,012,000","665,990,000","619,843,000","543,387,000","472,023,000","411,232,000","342,393,000","288,173,000","224,799,000","177,331,000","144,592,000","62,185,000","50,367,000","41,555,000","36,265,000","30,612,000","25,619,000"
				Properties,"0","6,913,000,000","0","0","0","6,861,000,000","6,847,000,000","6,825,000,000","6,805,000,000","14,130,000,000","6,751,000,000","101,197,000","101,204,000","99,380,000","96,618,000","92,485,000","82,767,000","74,709,000","65,283,000","53,688,000","35,360,000","12,774,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
