name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"8,360,931,000","8,266,398,000","7,450,149,000","6,872,237,000","121,597,000"
	CurrentAssets,"401,847,000","275,639,000","332,170,000","583,560,000","105,202,000"
		CashCashEquivalentsAndShortTermInvestments,"185,952,000","42,567,000","138,875,000","436,033,000","11,630,000"
			CashAndCashEquivalents,"185,952,000","42,567,000","138,875,000","436,033,000","11,630,000"
		Receivables,"211,582,000","224,576,000","184,349,000","147,527,000","92,698,000"
			DuefromRelatedPartiesCurrent,"211,582,000","224,576,000","184,349,000","147,527,000","92,698,000"
		PrepaidAssets,"4,313,000","8,496,000","8,946,000",,"874,000"
	TotalNonCurrentAssets,"7,959,084,000","7,990,759,000","7,117,979,000","6,288,677,000","16,395,000"
		NetPPE,"112,352,000","93,984,000","69,896,000","57,506,000","3,356,000"
			GrossPPE,"114,910,000","96,324,000","72,027,000","57,506,000","5,031,000"
				Properties,"0","0","0",,"0"
				MachineryFurnitureEquipment,"3,835,000","3,599,000","3,289,000",,"2,898,000"
				OtherProperties,"86,241,000","86,033,000","66,605,000","57,506,000",
				Leases,"24,834,000","6,692,000","2,133,000",,"2,133,000"
			AccumulatedDepreciation,"-2,558,000","-2,340,000","-2,131,000",,"-1,675,000"
		GoodwillAndOtherIntangibleAssets,"6,682,130,000","6,743,656,000","5,713,895,000","5,760,086,000","0"
			Goodwill,"4,132,245,000","4,132,245,000","3,563,422,000","3,548,222,000","0"
			OtherIntangibleAssets,"2,549,885,000","2,611,411,000","2,150,473,000","2,211,864,000",
		InvestmentsAndAdvances,"16,371,000","12,143,000","300,649,000",,"2,678,000"
		NonCurrentDeferredAssets,"648,883,000","635,971,000","514,516,000","442,165,000","9,055,000"
			NonCurrentDeferredTaxesAssets,"648,536,000","635,624,000","514,098,000","442,165,000","800,000"
		OtherNonCurrentAssets,"499,348,000","505,005,000","519,023,000","28,920,000","1,306,000"
TotalLiabilitiesNetMinorityInterest,"2,616,087,000","2,418,828,000","2,268,556,000","2,488,490,000","622,758,000"
	CurrentLiabilities,"85,943,000","223,945,000","81,166,000","241,680,000","58,415,000"
		PayablesAndAccruedExpenses,"85,943,000","68,339,000","81,166,000","110,159,000","58,415,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,"155,606,000",,"131,521,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,530,144,000","2,194,883,000","2,187,390,000","2,246,810,000","564,343,000"
		LongTermDebtAndCapitalLeaseObligation,"1,502,672,000","1,262,647,000","751,403,000","741,342,000","356,386,000"
			LongTermDebt,"1,412,539,000","1,174,167,000","683,557,000","683,338,000","356,386,000"
			LongTermCapitalLeaseObligation,"90,133,000","88,480,000","67,846,000","58,004,000","0"
		NonCurrentDeferredLiabilities,"44,376,000","48,962,000","50,386,000","48,613,000","0"
			NonCurrentDeferredTaxesLiabilities,"44,376,000","48,962,000","50,386,000","48,613,000","0"
		EmployeeBenefits,"92,565,000",,"173,493,000",,"207,957,000"
		DerivativeProductLiabilities,"51,040,000","68,798,000","729,598,000","994,676,000","0"
		OtherNonCurrentLiabilities,"839,491,000","814,476,000","482,510,000","462,179,000",
TotalEquityGrossMinorityInterest,"5,744,844,000","5,847,570,000","5,181,593,000","4,383,747,000","-501,161,000"
	StockholdersEquity,"1,616,546,000","1,663,567,000","1,415,562,000","1,099,762,000","-507,687,000"
		CapitalStock,"140,000","139,000","134,000","125,000",
			CommonStock,"140,000","139,000","134,000","125,000",
		AdditionalPaidInCapital,"2,166,232,000","2,160,934,000","1,879,040,000","1,496,826,000",
		RetainedEarnings,"-549,826,000","-497,506,000","-463,612,000","-397,189,000",
	MinorityInterest,"4,128,298,000","4,184,003,000","3,766,031,000","3,283,985,000","6,526,000"
TotalCapitalization,"3,029,085,000","2,837,734,000","2,099,119,000","1,783,100,000","-151,301,000"
CommonStockEquity,"1,616,546,000","1,663,567,000","1,415,562,000","1,099,762,000","-507,687,000"
CapitalLeaseObligations,"90,133,000","88,480,000","67,846,000","58,004,000","0"
NetTangibleAssets,"-5,065,584,000","-5,080,089,000","-4,298,333,000","-4,660,324,000","-507,687,000"
WorkingCapital,"315,904,000","51,694,000","251,004,000","341,880,000","46,787,000"
InvestedCapital,"3,029,085,000","2,837,734,000","2,099,119,000","1,783,100,000","-151,301,000"
TangibleBookValue,"-5,065,584,000","-5,080,089,000","-4,298,333,000","-4,660,324,000","-507,687,000"
TotalDebt,"1,502,672,000","1,262,647,000","751,403,000","741,342,000","356,386,000"
NetDebt,"1,226,587,000","1,131,600,000","544,682,000","247,305,000","344,756,000"
ShareIssued,"407,639,908","404,919,411","357,201,703","320,005,258","320,005,258"
OrdinarySharesNumber,"407,639,908","404,919,411","357,201,703","320,005,258","320,005,258"
