name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
TotalAssets,"42,022,000,000","39,513,000,000","39,361,000,000","38,406,000,000","38,475,000,000","37,354,000,000","37,441,000,000","37,721,000,000","35,049,000,000","34,615,000,000","34,329,000,000","33,903,000,000","33,695,000,000","33,102,000,000","32,617,595,000","32,257,563,000","31,652,353,000","31,417,635,000","31,123,295,000","30,753,726,000","30,190,695,000","21,844,817,000","21,583,914,000","21,214,967,000","20,324,524,000","17,557,662,000","16,836,073,000","16,598,601,000","16,278,848,000","16,127,090,000","15,757,045,000","15,019,247,000","14,476,510,000","13,563,405,000","12,790,279,000","12,573,391,000","11,997,990,000","12,023,976,000","11,984,891,000","11,750,739,000","11,726,063,000","9,786,483,000","9,951,344,000","9,857,163,000","9,755,281,000","8,959,915,000","8,993,043,000","8,833,060,000","8,799,534,000","8,709,077,000","8,595,872,000","8,710,320,000","8,454,797,000","8,364,811,000","8,457,351,000","8,095,880,000","6,164,590,000","6,088,021,000","6,124,174,000","6,061,249,000","6,015,804,000","6,007,592,000","6,060,285,000","6,072,739,000","5,631,413,000","5,590,326,000","5,703,659,000","5,701,883,000","5,609,386,000","5,027,009,000","4,733,542,000","4,771,095,000","4,635,436,000","8,308,310,000","8,288,487,000","8,266,396,000","8,078,010,000","7,090,232,000","6,981,396,000","6,749,232,000","6,731,501,000","4,129,087,000","4,062,977,000","4,068,695,000","4,005,876,000","3,886,500,000","3,858,300,000","3,844,300,000","3,762,300,000","3,706,200,000","3,540,800,000","3,465,700,000","3,429,500,000","3,250,700,000","3,133,500,000","2,942,700,000","2,845,600,000","2,649,500,000","2,429,000,000","2,372,300,000","2,267,900,000","1,726,700,000","1,748,500,000","1,759,500,000","1,738,000,000","1,707,000,000","1,691,900,000","1,706,200,000","1,679,400,000","1,686,500,000","1,689,100,000","1,682,600,000","1,693,500,000","1,690,200,000","1,686,900,000","1,698,600,000","1,679,000,000","1,698,600,000","1,681,100,000","1,423,900,000","1,391,900,000","1,378,700,000","1,359,200,000","1,326,600,000","1,193,700,000","1,197,000,000","1,175,700,000","1,160,700,000","1,148,300,000"
TotalLiabilitiesNetMinorityInterest,"36,583,000,000","34,363,000,000","34,263,000,000","33,369,000,000","33,501,000,000","32,395,000,000","32,490,000,000","32,824,000,000","30,207,000,000","29,732,000,000","29,509,000,000","29,150,000,000","29,015,000,000","28,494,000,000","28,092,731,000","27,784,321,000","27,218,900,000","27,008,441,000","26,687,374,000","26,361,288,000","25,834,900,000","19,273,200,000","19,013,334,000","18,669,630,000","17,806,503,000","15,461,480,000","14,741,324,000","14,532,830,000","14,223,572,000","14,105,634,000","13,751,912,000","13,111,170,000","12,591,523,000","11,789,022,000","11,308,632,000","11,104,393,000","10,584,733,000","10,621,907,000","10,589,893,000","10,378,243,000","10,371,364,000","8,576,284,000","8,736,853,000","8,654,013,000","8,626,867,000","7,893,791,000","7,928,197,000","7,775,056,000","7,752,139,000","7,665,775,000","7,543,283,000","7,559,173,000","7,428,216,000","7,438,827,000","7,486,277,000","7,176,422,000","5,620,968,000","5,543,664,000","5,582,581,000","5,522,506,000","5,477,512,000","5,470,220,000","5,521,317,000","5,538,159,000","5,150,149,000","5,113,124,000","5,236,631,000","5,242,064,000","5,156,710,000","4,702,907,000","4,474,013,000","4,538,587,000","4,385,392,000","7,701,401,000","7,566,700,000","7,510,521,000","7,344,369,000","6,491,636,000","6,397,746,000","6,178,298,000","6,182,861,000","3,759,890,000","3,699,759,000","3,715,793,000","3,678,059,000","3,565,300,000","3,544,600,000","3,541,100,000","3,469,600,000","3,415,900,000","3,254,400,000","3,182,800,000","3,145,400,000","2,978,500,000","2,861,200,000","2,688,400,000","2,604,300,000","2,418,900,000","2,214,200,000","2,163,000,000","2,081,900,000","1,572,000,000","1,597,400,000","1,610,500,000","1,591,400,000","1,563,100,000","1,552,600,000","1,571,100,000","1,548,600,000","1,559,900,000","1,564,800,000","1,561,100,000","1,574,000,000","1,574,600,000","1,573,200,000","1,586,400,000","1,569,100,000","1,590,400,000","1,574,400,000","1,316,600,000","1,296,200,000","1,284,900,000","1,267,600,000","1,237,200,000","1,113,600,000","1,118,700,000","1,099,100,000","1,086,200,000","1,075,500,000"
TotalEquityGrossMinorityInterest,"5,439,000,000","5,150,000,000","5,098,000,000","5,037,000,000","4,974,000,000","4,959,000,000","4,951,000,000","4,897,000,000","4,842,000,000","4,883,000,000","4,820,000,000","4,753,000,000","4,680,000,000","4,608,000,000","4,524,864,000","4,473,242,000","4,433,453,000","4,409,194,000","4,435,921,000","4,392,438,000","4,355,795,000","2,571,617,000","2,570,580,000","2,545,337,000","2,518,021,000","2,096,182,000","2,094,749,000","2,065,771,000","2,055,276,000","2,021,456,000","2,005,133,000","1,908,077,000","1,884,987,000","1,774,383,000","1,481,647,000","1,468,998,000","1,413,257,000","1,402,069,000","1,394,998,000","1,372,496,000","1,354,699,000","1,210,199,000","1,214,491,000","1,203,150,000","1,128,414,000","1,066,124,000","1,064,846,000","1,058,004,000","1,047,395,000","1,043,302,000","1,052,589,000","1,151,147,000","1,026,581,000","925,984,000","971,074,000","919,458,000","543,622,000","544,357,000","541,593,000","538,743,000","538,292,000","537,372,000","538,968,000","534,580,000","481,264,000","477,202,000","467,028,000","459,819,000","452,676,000","324,102,000","259,529,000","232,508,000","250,044,000","606,909,000","721,787,000","755,875,000","733,641,000","598,596,000","583,650,000","570,934,000","548,640,000","369,197,000","363,218,000","352,902,000","327,817,000","321,200,000","313,700,000","303,200,000","292,700,000","290,300,000","286,400,000","282,900,000","284,100,000","272,200,000","272,300,000","254,300,000","241,300,000","230,600,000","214,800,000","209,300,000","186,000,000","154,700,000","151,100,000","149,000,000","146,600,000","143,900,000","139,300,000","135,100,000","130,800,000","126,600,000","124,300,000","121,500,000","119,500,000","115,600,000","113,700,000","112,200,000","109,900,000","108,200,000","106,700,000","107,300,000","95,700,000","93,800,000","91,600,000","89,400,000","80,100,000","78,300,000","76,600,000","74,500,000","72,800,000"
	StockholdersEquity,"5,439,000,000","5,150,000,000","5,098,000,000","5,037,000,000","4,974,000,000","4,959,000,000","4,951,000,000","4,897,000,000","4,842,000,000","4,883,000,000","4,820,000,000","4,753,000,000","4,680,000,000","4,608,000,000","4,524,864,000","4,473,242,000","4,433,453,000","4,409,194,000","4,435,921,000","4,392,438,000","4,355,795,000","2,571,617,000","2,570,580,000","2,545,337,000","2,518,021,000","2,096,182,000","2,094,749,000","2,065,771,000","2,055,276,000","2,021,456,000","2,005,133,000","1,908,077,000","1,884,987,000","1,774,383,000","1,481,647,000","1,468,998,000","1,413,257,000","1,402,069,000","1,394,998,000","1,372,496,000","1,354,699,000","1,210,199,000","1,214,491,000","1,203,150,000","1,128,414,000","1,066,124,000","1,064,846,000","1,058,004,000","1,047,395,000","1,043,302,000","1,052,589,000","1,151,147,000","1,026,581,000","925,984,000","971,074,000","919,458,000","543,622,000","544,357,000","541,593,000","538,743,000","538,292,000","537,372,000","538,968,000","534,580,000","481,264,000","477,202,000","467,028,000","459,819,000","452,676,000","324,102,000","259,529,000","232,508,000","250,044,000","606,909,000","596,787,000","630,875,000","608,641,000","598,596,000","583,650,000","570,934,000","548,640,000","369,197,000","363,218,000","352,902,000","327,817,000","321,200,000","313,700,000","303,200,000","292,700,000","290,300,000","286,400,000","282,900,000","284,100,000","272,200,000","272,300,000","254,300,000","241,300,000","230,600,000","214,800,000","209,300,000","186,000,000","154,700,000","151,100,000","149,000,000","146,600,000","143,900,000","139,300,000","135,100,000","130,800,000","126,100,000","123,800,000","121,000,000","119,000,000","115,100,000","113,200,000","111,700,000","109,400,000","107,700,000","106,200,000","106,800,000","95,200,000","93,300,000","91,000,000","88,800,000","79,500,000","77,700,000","76,000,000","73,900,000","72,200,000"
		CapitalStock,"111,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,000,000","110,145,000","110,144,000","110,137,000","110,135,000","110,133,000","110,132,000","110,128,000","109,007,000","108,999,000","108,998,000","108,994,000","108,648,000","108,648,000","108,647,000","108,645,000","108,636,000","108,629,000","108,555,000","108,553,000","108,474,000","1,455,000","1,454,000","1,406,000","1,398,000","1,397,000","1,396,000","1,393,000","1,268,000","1,268,000","1,267,000","1,205,000","1,143,000","1,142,000","1,141,000","1,140,000","1,138,000","1,137,000","96,599,000","96,138,000","894,000","893,000","857,000","603,000","602,000","602,000","602,000","602,000","601,000","600,000","599,000","573,000","575,000","566,000","564,000","564,000","502,000","468,000","464,000","464,000","464,000","464,000","464,000","443,000","443,000","443,000","443,000","419,000","259,000","260,000","259,000","47,110,000","46,300,000","46,700,000","46,500,000","44,000,000","44,100,000","2,200,000","2,200,000","2,300,000","2,400,000","2,600,000","2,700,000","2,700,000","2,900,000","2,900,000","3,100,000","3,200,000","3,500,000","4,000,000","4,300,000","4,500,000","4,500,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","400,000"
			PreferredStock,"107,000,000","107,000,000","107,000,000","107,000,000","107,000,000","107,000,000","107,000,000","107,000,000","107,000,000","107,000,000","107,000,000","107,000,000","107,000,000","107,000,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000","106,882,000",,,,,,,,,,,,,"0","0",,,,"95,462,000","95,243,000",,,,,,,,,,,,,,,,,,,,,,,,"1,000","1,000","1,000","1,000","1,000","1,000","2,000","2,000","1,653,000","1,700,000","1,700,000","1,800,000","1,900,000","2,100,000","2,200,000","2,200,000","2,300,000","2,400,000","2,600,000","2,700,000","2,700,000","2,900,000","2,900,000","3,100,000","3,200,000","3,500,000","4,000,000","4,300,000","4,500,000","4,500,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","4,600,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","400,000"
			CommonStock,"4,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,263,000","3,262,000","3,255,000","3,253,000","3,251,000","3,250,000","3,246,000","2,125,000","2,117,000","2,116,000","2,112,000","1,766,000","1,766,000","1,765,000","1,763,000","1,754,000","1,747,000","1,673,000","1,671,000","1,592,000","1,455,000","1,454,000","1,406,000","1,398,000","1,397,000","1,396,000","1,393,000","1,268,000","1,268,000","1,267,000","1,205,000","1,143,000","1,142,000","1,141,000","1,140,000","1,138,000","1,137,000","1,137,000","895,000","894,000","893,000","857,000","603,000","602,000","602,000","602,000","602,000","601,000","600,000","599,000","573,000","575,000","566,000","564,000","564,000","502,000","468,000","464,000","464,000","464,000","464,000","464,000","442,000","442,000","442,000","442,000","418,000","258,000","258,000","257,000","45,457,000","44,600,000","45,000,000","44,700,000","42,100,000","42,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"4,560,000,000","4,109,000,000","4,106,000,000","4,101,000,000","4,099,000,000","4,087,000,000","4,084,000,000","4,081,000,000","4,075,000,000","4,067,000,000","4,062,000,000","4,057,000,000","4,052,000,000","4,049,000,000","4,046,168,000","4,043,124,000","4,037,847,000","4,033,567,000","4,029,334,000","4,024,576,000","4,020,527,000","2,234,366,000","2,223,530,000","2,220,243,000","2,214,959,000","1,808,210,000","1,805,926,000","1,803,347,000","1,805,991,000","1,798,984,000","1,791,674,000","1,700,220,000","1,697,177,000","1,608,117,000","1,440,779,000","1,438,008,000","1,379,086,000","1,376,601,000","1,374,241,000","1,367,855,000","1,363,956,000","1,224,572,000","1,222,123,000","1,219,663,000","1,154,953,000","1,094,713,000","1,092,828,000","1,091,253,000","1,089,326,000","1,087,369,000","1,086,378,000","1,085,647,000","959,149,000","953,200,000","952,330,000","899,067,000","509,593,000","508,891,000","507,959,000","507,066,000","506,624,000","506,024,000","503,968,000","502,490,000","450,947,000","447,614,000","431,149,000","428,891,000","429,594,000","295,404,000","231,107,000","222,884,000","222,846,000","586,009,000","585,541,000","584,271,000","517,069,000","516,186,000","517,179,000","517,057,000","444,685,000","295,909,000","295,750,000","295,634,000","201,785,000","202,300,000","206,100,000","203,800,000","182,900,000","182,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"1,118,000,000","1,110,000,000","1,051,000,000","981,000,000","921,000,000","869,000,000","838,000,000","796,000,000","754,000,000","798,000,000","744,000,000","683,000,000","629,000,000","576,000,000","516,865,000","457,326,000","413,340,000","367,658,000","369,861,000","333,201,000","299,818,000","304,397,000","280,654,000","255,921,000","242,045,000","243,217,000","227,287,000","210,422,000","193,461,000","176,120,000","159,812,000","146,542,000","133,828,000","121,870,000","112,649,000","98,575,000","86,923,000","75,312,000","63,298,000","49,485,000","37,272,000","32,925,000","24,760,000","16,348,000","9,336,000","6,564,000","-3,126,000","-6,515,000","-10,621,000","-12,833,000","-3,645,000","5,262,000","2,390,000","-1,143,000","39,385,000","37,332,000","43,727,000","42,426,000","39,986,000","37,716,000","35,121,000","33,321,000","32,281,000","29,366,000","26,389,000","31,308,000","40,163,000","33,721,000","29,471,000","27,998,000","22,981,000","19,341,000","15,096,000","11,532,000","14,442,000","27,040,000","84,508,000","73,363,000","59,342,000","46,418,000","100,440,000","67,727,000","59,482,000","53,286,000","77,373,000","75,400,000","68,700,000","62,300,000","76,300,000","71,300,000","66,500,000","61,400,000","79,300,000","74,300,000","74,000,000","61,700,000","86,100,000","77,400,000","65,500,000","60,300,000","66,600,000","61,900,000","58,500,000","56,700,000","63,300,000","60,000,000","56,500,000","52,700,000","56,300,000","53,100,000","50,100,000","47,400,000","50,800,000","48,600,000","46,600,000","45,100,000","48,600,000","46,800,000","45,300,000","45,900,000","48,700,000","46,900,000","44,900,000","42,500,000","40,300,000","38,600,000","36,700,000","34,700,000","37,200,000"
		TreasuryStock,"148,000,000","117,000,000","117,000,000","109,000,000","105,000,000","68,000,000","55,000,000","55,000,000","52,000,000","27,000,000","27,000,000","25,000,000","23,000,000","21,000,000","21,474,000","21,467,000","19,147,000","19,114,000","19,097,000","19,088,000","17,709,000","14,784,000","14,750,000","14,366,000","14,326,000","12,760,000","12,715,000","12,692,000","17,841,000","16,281,000","14,531,000","10,681,000","10,530,000","7,154,000","7,065,000","6,962,000","6,960,000","5,018,000","4,966,000","4,879,000","4,187,000","3,418,000","3,412,000","3,412,000","3,401,000","2,564,000","2,517,000","2,517,000","2,489,000","1,739,000","1,752,000","1,613,000","1,602,000","462,000","600,000","785,000","1,294,000","824,000","791,000","1,017,000","1,055,000","1,028,000","492,000","773,000","706,000","1,738,000","1,204,000","1,337,000","1,745,000","3,339,000","1,564,000","1,271,000","1,541,000","1,347,000","11,194,000","7,270,000","8,322,000","8,731,000","11,667,000","6,551,000","2,696,000","1,662,000","1,802,000","2,801,000","3,897,000","5,000,000","5,500,000","3,900,000","4,400,000","3,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
