name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalRevenue,"915,647,000","294,769,000","255,128,000","204,633,000","161,117,000","143,742,000","133,339,000","101,242,000","92,239,000","278,285,000","276,088,000","328,968,000","323,887,000","362,646,000","362,318,000","396,970,000","393,247,000","376,395,000","304,237,000","153,880,000","134,449,000","99,925,000","86,734,000","73,907,000","62,919,000","78,839,000"
	OperatingRevenue,"915,647,000","294,769,000","255,128,000","204,633,000","161,117,000","143,742,000","133,339,000","101,242,000","92,239,000","278,285,000","276,089,000","328,667,000","316,722,000","341,040,000","362,318,000","396,970,000","393,247,000","376,395,000","304,237,000","153,880,000","134,449,000","99,925,000","86,734,000","73,907,000","62,919,000","78,839,000"
CostOfRevenue,"865,708,000","270,087,000","237,219,000","195,648,000","162,754,000","148,139,000","137,281,000","118,142,000","115,958,000","262,989,000","254,278,000","287,974,000","283,948,000","316,649,000","327,910,000","337,573,000","336,519,000","328,446,000","277,978,000","134,371,000","122,195,000","100,167,000","92,656,000","82,877,000","80,218,000","90,776,000"
GrossProfit,"49,939,000","24,682,000","17,909,000","8,985,000","-1,637,000","-4,397,000","-3,942,000","-16,900,000","-23,719,000","15,296,000","21,810,000","40,994,000","39,939,000","45,997,000","34,408,000","59,397,000","56,728,000","47,949,000","26,259,000","19,509,000","12,254,000","-242,000","-5,922,000","-8,970,000","-17,299,000","-11,937,000"
OperatingExpense,"93,845,000","28,882,000","25,843,000","22,606,000","16,514,000","20,543,000","16,130,000","16,640,000","18,492,000","25,974,000","25,671,000","28,232,000","28,203,000","33,376,000","26,338,000","26,094,000","27,678,000","26,222,000","33,597,000","16,462,000","23,745,000","10,403,000","9,158,000","9,127,000","8,831,000","9,614,000"
	SellingGeneralAndAdministration,"91,497,000","28,315,000","25,248,000","22,044,000","15,890,000","19,894,000","15,462,000","15,955,000","17,658,000","25,289,000","24,669,000","27,280,000","27,297,000","32,376,000","25,494,000","25,110,000","26,871,000","25,681,000","33,105,000","16,087,000","23,254,000","9,957,000","8,715,000","8,764,000","8,184,000","8,980,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,"25,277,000","26,155,000","28,844,000","26,805,000","33,806,000","16,677,000","23,672,000","11,820,000","14,969,000","21,933,000",,
			RentAndLandingFees,,,,,,,,,,,,,,,"217,000","1,045,000","1,973,000","1,124,000","701,000","590,000","418,000","1,863,000","6,254,000","13,169,000",,
			OtherGandA,,,,,,,,,,,,,,,"25,494,000","25,110,000","26,871,000","25,681,000","33,105,000","16,087,000","23,254,000","9,957,000","8,715,000","8,764,000",,
	DepreciationAmortizationDepletionIncomeStatement,"2,348,000","567,000","595,000","562,000","624,000","649,000","668,000","685,000","834,000","685,000","1,002,000","952,000","906,000","1,000,000","844,000","984,000","807,000","541,000","492,000","375,000","491,000","446,000","443,000","363,000","647,000","634,000"
