name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
MarketCap,"9,292,478,407","13,079,586,540","13,219,989,163","13,885,307,454","14,942,530,795","14,630,376,507","10,575,186,309","8,272,017,569","6,998,205,206","5,284,546,440","8,391,459,383","8,261,525,119","7,987,661,106","7,286,830,780","6,678,428,160","7,795,054,126","9,104,785,554","9,267,163,960","9,522,155,528","7,803,064,472","8,062,199,285","7,662,205,020","6,730,087,672","8,174,700,576","6,648,255,139","7,501,362,962","7,885,351,129","7,377,219,148","8,414,873,941","9,306,331,502","8,987,804,125","9,440,265,348","10,289,857,838","9,866,972,209","10,394,293,654","9,369,962,908","8,848,140,157"
EnterpriseValue,"11,413,478,407","14,343,586,540","14,607,989,163","15,221,307,454","15,465,530,795","15,615,376,507","11,579,186,309","9,291,017,569","8,130,205,206","6,739,546,440","9,790,459,383","8,071,525,119","7,885,661,106","7,348,830,780","6,649,428,160","7,733,054,126","7,288,785,554","7,712,163,960","8,051,155,528","6,186,064,472","6,608,199,285","6,473,205,020","5,628,087,672","6,731,700,576","5,065,255,139","5,638,362,962","6,007,351,129","5,446,219,148","6,407,873,941","7,408,331,502","6,272,804,125","6,315,265,348","7,102,857,838","6,978,972,209","7,726,293,654","7,008,962,908","7,309,140,157"
PeRatio,"19.167","27.133","27.108","41.482",,,,,,,,"54.981",,,,,,,,,,,"393.333","50.786",,,,,"33.905","34.5","32.085","39.341",,,"16.513","18.885",
ForwardPeRatio,"16.779","22.422","29.586","31.746","39.526","47.393","76.336","51.814","36.63","20.964","60.606","36.765","35.714","29.326","30.769","36.101","28.818","25.189","35.971","26.525","37.037","36.232","69.444","33.223","20.284","21.459","25.707","26.385","30.212","30.864","32.895","37.879","38.76","39.683","68.966","25.773",
PegRatio,"1.265","1.57","2.262","2.744","1.186","1.538","2.535",,,"2.851","6.208","3.249","2.505","1.844","1.638","1.37","1.457","1.568","2.056","1.535","2.693","2.519","4.692","1.818","1.753","1.457","1.743","1.79","3.074","2.911","3.102","4.673",,,,"2.118",
PsRatio,"0.938","1.333","1.372","1.473","1.639","1.587","1.191","0.912","0.736","0.543","0.863","0.834","0.794","0.735","0.71","0.878","1.098","1.13","1.174","0.975","0.993","0.958","0.833","0.999","0.818","0.913","0.951","0.863","0.954","1.06","1.011","1.091","1.169","1.105","1.169","1.075","1.015"
PbRatio,"1.119","1.577","1.619","1.677","1.757","1.705","1.374","1.089","0.898","0.591","0.979","0.919","0.879","0.789","0.729","0.856","0.953","0.864","0.886","0.737","0.739","0.717","0.595","0.715","0.581","0.652","0.699","0.624","0.67","0.734","0.682","0.707","0.775","0.758","0.805","0.757","0.708"
EnterprisesValueRevenueRatio,"1.119","5.756","5.377","6.084","6.206","6.688","4.797","4.389","4.228","2.974","3.949","3.449","3.198","2.991","2.531","3.064","2.707","3.685","3.693","3.006","3.177","3.273","2.66","3.426","2.275","2.982","2.78","2.704","2.993","3.593","2.751","2.937","3.249","3.359","3.452","3.383","3.238"
EnterprisesValueEBITDARatio,"7.634","43.465","26.56","28.993","171.839","48.196","22.056","34.668","41.693","27.849","27.579","36.523","29.315","29.752","17.971","21.601","23.361","42.375","24.472","24.844","30.736","30.108","17.317","51.782","21.194","35.686","21.455","33.007","33.549","45.45","19.124","37.149","55.928","39.88","86.812","-20.494","56.224"
