name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalRevenue,"860,970,000","241,350,000","225,644,000","200,589,000","193,387,000","169,279,000","155,128,000","126,492,000","134,948,000","139,928,000","120,558,000","62,935,000","61,511,000","60,892,000","62,780,000","60,432,000","77,476,000","73,096,000","60,081,000","66,920,000","67,418,000","60,679,000","54,076,000","61,641,000","62,701,000","54,362,000","51,057,000","58,597,000","59,466,000","52,570,000","49,591,000","46,960,000","43,018,000","41,649,000","44,485,000","44,044,000","46,059,000","41,650,000","54,299,000","62,152,000","56,326,000","45,709,000","43,620,000","41,434,000","51,543,000","50,599,000","54,011,000","52,323,000","48,349,000","40,622,000","28,925,000","23,330,000","15,341,000","11,061,000","16,428,000","38,986,000","38,416,000","37,210,000","32,582,000","31,461,000","47,730,000","48,356,000","54,462,000","58,166,000","56,692,000","31,848,000","18,275,000","20,201,000","21,385,000","23,057,000","23,078,000","21,845,000","20,433,000","18,892,000","15,895,000","14,169,000","13,931,000","14,505,000","17,090,000","15,199,000","13,118,000","12,038,000","10,691,000","15,058,000","23,088,000","30,561,000","26,461,000","24,649,000","20,003,000","16,993,000","12,900,000","10,100,000","8,600,000","6,500,000"
	OperatingRevenue,"860,970,000","241,350,000","225,644,000","200,589,000","193,387,000","169,279,000","155,128,000","126,492,000","134,948,000","139,928,000","120,558,000","62,935,000","61,511,000","60,892,000","62,780,000","60,432,000","77,476,000","73,096,000","60,081,000","66,920,000","67,418,000","60,679,000","54,076,000","61,641,000","62,701,000","54,362,000","51,057,000","58,597,000","59,466,000","52,570,000","49,591,000","46,960,000","43,018,000","41,649,000","44,485,000","44,044,000","46,059,000","41,650,000","54,299,000","62,152,000","56,326,000","45,709,000","43,620,000","41,434,000","51,543,000","50,599,000","54,011,000","52,323,000","48,349,000","40,622,000","28,925,000","23,330,000","15,341,000","11,061,000","16,428,000","38,986,000","38,416,000","37,210,000","32,582,000","31,461,000","47,730,000","48,356,000","54,462,000","58,166,000","56,692,000","31,848,000","18,275,000","20,201,000","21,385,000","23,057,000","23,078,000","21,845,000","20,433,000","18,892,000","15,895,000","14,169,000","13,931,000","14,505,000","17,090,000","15,199,000","13,118,000","12,038,000","10,691,000","15,058,000","23,088,000","30,561,000","26,461,000","24,649,000","20,003,000","16,993,000","12,900,000","10,100,000","8,600,000","6,500,000"
CostOfRevenue,"391,330,000","110,327,000","101,841,000","91,231,000","87,931,000","78,810,000","79,779,000","57,604,000","63,363,000","77,297,000","80,971,000","31,424,000","29,600,000","28,873,000","30,112,000","28,978,000","35,740,000","30,675,000","27,955,000","31,775,000","31,962,000","28,811,000","26,212,000","29,192,000","28,508,000","25,317,000","24,413,000","26,685,000","27,582,000","23,604,000","23,936,000","22,000,000","19,714,000","20,080,000","21,612,000","21,574,000","22,544,000","19,776,000","25,736,000","29,027,000","26,104,000","21,944,000","20,677,000","19,180,000","23,684,000","23,302,000","24,860,000","23,051,000","23,159,000","20,335,000","17,236,000","13,857,000","9,935,000","8,777,000","22,418,000","22,180,000","20,695,000","22,095,000","17,982,000","15,921,000","22,880,000","22,106,000","26,527,000","27,599,000","27,001,000","22,599,000","10,157,000","10,672,000","11,266,000","12,295,000","12,327,000","11,447,000","10,533,000","10,288,000","8,932,000","7,890,000","8,003,000","8,389,000","9,998,000","8,966,000","7,737,000","6,875,000","6,573,000","8,323,000","11,089,000","13,813,000","12,958,000","11,333,000","9,083,000","7,819,000","5,200,000","4,700,000",,
GrossProfit,"469,640,000","131,023,000","123,803,000","109,358,000","105,456,000","90,469,000","75,349,000","68,888,000","71,585,000","62,631,000","39,587,000","31,511,000","31,911,000","32,019,000","32,668,000","31,454,000","41,736,000","42,421,000","32,126,000","35,145,000","35,456,000","31,868,000","27,864,000","32,449,000","34,193,000","29,045,000","26,644,000","31,912,000","31,884,000","28,966,000","25,655,000","24,960,000","23,304,000","21,569,000","22,873,000","22,470,000","23,515,000","21,874,000","28,563,000","33,125,000","30,222,000","23,765,000","22,943,000","22,254,000","27,859,000","27,297,000","29,151,000","29,272,000","25,190,000","20,287,000","11,689,000","9,473,000","5,406,000","2,284,000","-5,990,000","16,806,000","17,721,000","15,115,000","14,600,000","15,540,000","24,850,000","26,250,000","27,935,000","30,567,000","29,691,000","9,249,000","8,118,000","9,529,000","10,119,000","10,762,000","10,751,000","10,398,000","9,900,000","8,604,000","6,963,000","6,279,000","5,928,000","6,116,000","7,092,000","6,233,000","5,381,000","5,163,000","4,118,000","6,735,000","11,999,000","16,748,000","13,503,000","13,316,000","10,920,000","9,174,000","7,700,000","5,400,000",,
OperatingExpense,"281,974,000","72,279,000","73,948,000","66,232,000","69,515,000","62,984,000","60,638,000","59,606,000","63,655,000","67,877,000","62,946,000","26,221,000","26,493,000","24,411,000","23,352,000","23,825,000","25,062,000","24,956,000","20,735,000","22,628,000","22,761,000","22,183,000","21,525,000","19,819,000","21,962,000","22,540,000","20,790,000","19,919,000","22,055,000","23,849,000","22,085,000","20,460,000","32,796,000","21,456,000","21,001,000","21,175,000","21,381,000","20,571,000","21,205,000","21,072,000","19,735,000","19,397,000","22,743,000","17,073,000","19,852,000","19,213,000","18,200,000","18,907,000","18,902,000","17,266,000","18,424,000","15,076,000","14,123,000","13,366,000","241,360,000","17,979,000","20,706,000","18,559,000","15,667,000","15,415,000","18,024,000","18,578,000","27,749,000","17,984,000","17,496,000","12,968,000","8,177,000","8,001,000","8,060,000","8,912,000","8,231,000","7,989,000","8,042,000","7,683,000","6,377,000","5,960,000","5,961,000","6,530,000","7,042,000","6,550,000","4,778,000","4,895,000","3,879,000","6,159,000","6,326,000","7,771,000","7,616,000","6,402,000","5,414,000","5,052,000","6,600,000","3,800,000",,
	SellingGeneralAndAdministration,"128,651,000","32,119,000","35,420,000","29,428,000","31,684,000","28,663,000","26,161,000","26,282,000","27,785,000","33,218,000","43,837,000","13,075,000","13,050,000","11,306,000","10,741,000","11,128,000","11,946,000","12,793,000","9,501,000","10,102,000","10,110,000","9,668,000","9,681,000","9,894,000","9,488,000","9,499,000","9,856,000","9,372,000","11,033,000","12,974,000","11,471,000","10,262,000","21,285,000","10,780,000","10,717,000","10,054,000","10,519,000","10,252,000","10,806,000","10,306,000","9,934,000","9,179,000","12,740,000","8,353,000","9,858,000","9,875,000","9,010,000","10,148,000","10,009,000","9,006,000","11,212,000","8,279,000","7,815,000","6,334,000","6,431,000","7,903,000","10,537,000","9,094,000","7,874,000","7,791,000","8,764,000","8,775,000","9,327,000","9,330,000","9,046,000","6,986,000","5,503,000","4,712,000","4,836,000","5,322,000","4,394,000","3,857,000","3,678,000","3,293,000","2,565,000","2,592,000","2,531,000","2,873,000","2,963,000","3,475,000","2,178,000","2,409,000","1,779,000","2,891,000","2,760,000","4,740,000","4,417,000","3,755,000","3,212,000","3,077,000","3,800,000","2,200,000",,
		GeneralAndAdministrativeExpense,"68,888,000","16,487,000","19,598,000","16,548,000","16,255,000","15,559,000","14,889,000","14,358,000","15,916,000","20,147,000",,,,,,,,"12,793,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"68,888,000","16,487,000","19,598,000","16,548,000","16,255,000","15,559,000","14,889,000","14,358,000","15,916,000","20,147,000",,,,,,,,"12,793,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"59,763,000","15,632,000","15,822,000","12,880,000","15,429,000","13,104,000","11,272,000","11,924,000","11,869,000","13,071,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"100,495,000","26,341,000","24,836,000","23,811,000","25,507,000","21,964,000","21,812,000","19,678,000","22,167,000","20,927,000","9,825,000","12,759,000","13,056,000","12,718,000","12,224,000","12,313,000","12,733,000","11,783,000","10,810,000","12,020,000","12,146,000","12,010,000","11,309,000","9,330,000","11,879,000","12,446,000","10,334,000","10,032,000","10,507,000","10,360,000","10,099,000","9,631,000","10,841,000","10,006,000","9,622,000","10,455,000","10,214,000","9,703,000","9,901,000","10,243,000","9,385,000","9,802,000","9,578,000","8,275,000","9,550,000","8,895,000","8,733,000","8,327,000","8,480,000","7,847,000","6,799,000","6,427,000","6,022,000","6,743,000","7,062,000","8,342,000","8,443,000","7,797,000","6,674,000","6,505,000","8,137,000","8,677,000","17,297,000","7,528,000","7,325,000","5,310,000","2,455,000","3,070,000","3,005,000","3,371,000","3,618,000","3,913,000","4,145,000","4,171,000","3,592,000","3,149,000","3,211,000","3,438,000","3,860,000","3,010,000","2,536,000","2,422,000","2,015,000","3,183,000","3,481,000","2,946,000","2,932,000","2,384,000","1,966,000","1,741,000","1,400,000","1,500,000",,
