name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
OperatingCashFlow,,"253,696,000","128,348,000","123,175,000","-104,697,000","-47,221,000","116,384,000","130,838,000","106,638,000","308,366,000","123,929,000","185,060,000","143,532,000","197,912,000","184,695,000","226,349,000","188,156,000","205,080,000","144,008,000","142,645,000","92,568,000","102,551,000","58,950,000","83,774,000","87,088,000","96,217,000","39,837,000","99,037,000","123,974,000","84,390,000","45,359,000","156,150,000","50,035,000","67,485,000","38,538,000","35,007,000","33,282,000","66,379,000","30,068,000","69,429,000","36,092,000","56,645,000","37,113,000","28,288,000","27,601,000","23,599,000","19,668,000","14,967,000","17,487,000","12,941,000","9,039,000","13,832,000","60,060,000","29,546,000","24,771,000","20,946,000","21,666,000","22,352,000","10,828,000","14,056,000","11,589,000","15,580,000","9,926,000","2,428,000","-2,252,000","7,353,000","6,648,000","3,451,000","1,976,000","4,357,000","1,517,000","553,000","323,000","-48,000","2,582,000","6,525,000","-1,885,000","2,915,000","2,342,000","658,000","688,000","1,266,000","-120,000","5,794,000","1,739,000","1,071,000","2,355,000","1,171,000"
	CashFlowFromContinuingOperatingActivities,,"253,696,000","128,348,000","123,175,000","-104,697,000","-47,221,000","116,384,000","130,838,000","106,638,000","308,366,000","123,929,000","185,060,000","143,532,000","197,912,000","184,695,000","226,349,000","188,156,000","205,080,000","144,008,000","142,645,000","92,568,000","102,551,000","58,950,000","83,774,000","87,088,000","96,217,000","39,837,000","99,037,000","123,974,000","84,390,000","45,359,000","156,150,000","50,035,000","67,485,000","38,538,000","35,007,000","33,282,000","66,379,000","30,068,000","69,429,000","36,092,000","56,645,000","37,113,000","28,288,000","27,601,000","23,599,000","19,668,000","14,967,000","17,487,000","12,941,000","9,039,000","13,832,000","60,060,000","29,546,000","24,771,000","20,946,000","21,666,000","22,352,000","10,828,000","14,056,000","11,589,000","15,580,000","9,926,000","2,428,000","-2,252,000","7,353,000","6,648,000","3,451,000","1,976,000","4,357,000","1,517,000","553,000","323,000","-48,000","2,582,000","6,525,000","-1,885,000","2,915,000","2,342,000","658,000","688,000","1,266,000","-120,000","5,794,000","1,739,000","1,071,000","2,355,000","1,171,000"
		NetIncomeFromContinuingOperations,,"-491,975,000","558,069,000","8,780,000","-165,564,000","-380,963,000","-561,068,000","-517,538,000","-2,250,804,000","-48,752,000","234,956,000","62,242,000","134,001,000","95,150,000","111,319,000","90,090,000","156,526,000","18,235,000","105,936,000","154,455,000","-240,370,000","-157,296,000","-339,776,000","-242,267,000","-830,869,000","-388,209,000","-31,325,000","25,519,000","110,073,000","6,920,000","47,852,000","82,558,000","24,278,000","40,527,000","43,828,000","44,559,000","15,883,000","502,000","25,117,000","26,869,000",,"29,009,000","27,265,000","21,174,000",,"12,678,000",,,,,,,"-225,001,000","14,107,000","14,886,000","11,506,000","8,217,000","12,701,000","9,570,000","7,287,000","5,404,000","12,517,000","7,059,000","2,828,000","-90,000","6,045,000","3,010,000","1,930,000","2,783,000","1,206,000","275,000","40,000","-1,175,000","-99,000","695,000","1,198,000","-862,000","808,000","485,000","10,000","1,449,000","1,336,000","2,368,000","264,000","1,678,000","1,052,000","498,000","1,231,000"
		OperatingGainsLosses,,"788,551,000","-202,275,000","30,320,000","6,191,000","53,976,000","-61,183,000","-102,799,000","32,880,000","74,581,000","-22,286,000","-8,966,000","-55,907,000","-11,326,000","-54,017,000","11,908,000","-74,615,000","39,808,000","-46,359,000","-101,646,000","146,591,000","-28,101,000","199,521,000","38,581,000","24,260,000","-291,000","49,563,000","-44,083,000","-158,436,000","5,471,000","-71,801,000","-35,023,000","-33,571,000","-44,487,000","-55,428,000","-61,039,000","-11,569,000","1,165,000","360,000","268,000","512,000","-52,000","642,000","316,000","491,000","216,000","246,000","24,000","279,000","134,000","177,000","116,000",,,"154,000","161,000","368,000","46,000","47,000","16,000","13,000","-422,000","101,000","360,000","152,000","155,000","116,000","389,000","785,000","573,000","545,000","536,000","616,000","504,000","73,000","-195,000",,,,,,,,,,,,
			GainLossOnSaleOfBusiness,"-220,000",,,,,,,,"-42,000","-66,000","-69,000","-43,000","0","-2,733,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"788,551,000","-205,315,000","29,978,000","6,123,000","53,823,000","-26,971,000","-98,266,000","12,195,000","55,164,000","-147,798,000","-4,791,000","-41,322,000","4,125,000","76,845,000","25,403,000","-59,110,000","36,975,000","-59,871,000","-106,796,000","139,290,000","-22,357,000","198,685,000","7,685,000","-24,798,000","-62,182,000","34,633,000","-31,324,000","-182,569,000","-29,482,000","-2,232,000","8,665,000","16,878,000","6,665,000","-5,525,000","171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,"0","0","342,000","68,000","153,000","45,000","10,789,000","45,757,000","43,083,000","125,581,000","-4,132,000","-14,585,000","-12,718,000","-8,827,000","-13,495,000","-15,505,000","2,833,000","13,512,000","5,150,000","8,409,000","-5,744,000","836,000","30,896,000","49,058,000","61,891,000","14,930,000","-12,759,000","24,133,000","34,953,000","-69,569,000","-43,688,000","-50,449,000","-51,152,000","-49,903,000","-61,210,000","-10,115,000","1,165,000","360,000","268,000","512,000","-52,000","642,000","316,000","491,000","216,000","246,000","24,000","279,000","134,000","177,000","116,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,,"62,284,000","65,978,000","41,147,000","45,375,000","51,551,000","64,790,000","78,028,000","161,234,000","145,490,000","124,951,000","118,433,000","133,816,000","119,915,000","121,915,000","111,018,000","109,742,000","106,650,000","82,246,000","65,991,000","62,560,000","62,285,000","55,652,000","65,477,000","86,301,000","90,329,000","71,155,000","89,909,000","80,151,000","72,409,000","55,994,000","56,877,000","37,066,000","30,691,000","28,540,000","22,583,000","20,325,000","25,377,000","23,652,000","21,395,000","21,714,000","14,736,000","13,712,000","12,158,000","11,995,000","10,299,000","8,688,000","7,925,000","7,068,000","7,387,000","7,350,000","7,420,000","13,560,000","9,392,000","10,054,000","9,466,000","9,553,000","7,845,000","6,613,000","5,670,000","4,428,000","4,488,000","2,743,000","993,000","341,000","1,696,000","1,452,000","1,300,000","1,458,000","1,207,000","1,154,000","1,133,000","1,453,000","1,057,000","1,127,000","1,000,000","927,000","871,000","803,000","785,000","987,000","991,000","1,081,000","715,000","1,094,000","693,000","730,000","834,000"
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,560,000","9,392,000","10,054,000","9,466,000","9,553,000","7,845,000","6,613,000","5,670,000","4,428,000","4,488,000","2,743,000","993,000","341,000","1,696,000","1,452,000","1,300,000","1,458,000","1,207,000","1,154,000","1,133,000","1,453,000","1,057,000","1,127,000","1,000,000","927,000","871,000","803,000","785,000","987,000","991,000","1,081,000","715,000","1,094,000","693,000","730,000","834,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,453,000","1,057,000","1,124,000","997,000","920,000","871,000","803,000","772,000","970,000",,,,,,,
