name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
OperatingCashFlow,"75,200,000","-8,300,000","10,800,000","50,600,000","22,100,000","12,800,000","7,100,000","-11,800,000","1,100,000","900,000","23,000,000","22,900,000","16,100,000","12,900,000","20,000,000","18,500,000","21,300,000","5,400,000","40,100,000","14,800,000","26,800,000","13,800,000","19,200,000","19,800,000","27,500,000","20,800,000","6,100,000","30,500,000"
	CashFlowFromContinuingOperatingActivities,"75,200,000","-8,300,000","10,800,000","50,600,000","22,100,000","12,800,000","7,100,000","-11,800,000","1,100,000","900,000","23,000,000","22,900,000","16,100,000","12,900,000","20,000,000","18,500,000","21,300,000","5,400,000","40,100,000","14,800,000","26,800,000","13,800,000","19,200,000","19,800,000","27,500,000","20,800,000","6,100,000","30,500,000"
		NetIncomeFromContinuingOperations,"30,200,000","7,600,000","1,600,000","8,800,000","12,200,000","3,200,000","-6,300,000","-26,200,000","-28,200,000","-1,800,000","-1,200,000","8,200,000","-1,300,000","5,900,000","3,000,000","400,000","4,000,000","12,500,000","11,400,000","15,000,000","10,800,000","15,000,000","11,200,000","22,200,000","17,800,000","14,800,000","14,200,000","16,100,000"
		OperatingGainsLosses,"2,100,000","1,100,000","500,000","800,000","-300,000","800,000","1,700,000","-300,000","900,000","1,400,000","-700,000","1,600,000","1,000,000","500,000","-800,000","-700,000","0","-3,900,000","700,000","1,700,000","-2,600,000","-300,000","-100,000","500,000","800,000","-500,000","800,000","400,000"
			EarningsLossesFromEquityInvestments,"2,100,000","1,100,000","500,000","800,000","-300,000","800,000","1,700,000","-300,000","900,000","1,400,000","-700,000","1,600,000","1,000,000","500,000","-800,000","-700,000","0","-3,900,000","700,000","1,700,000","-2,600,000","-300,000","-100,000","500,000","800,000","-500,000","800,000","400,000"
		DepreciationAmortizationDepletion,"35,400,000","8,500,000","8,600,000","9,100,000","9,200,000","9,600,000","9,400,000","9,100,000","10,100,000","10,600,000","9,700,000","9,100,000","8,700,000","7,900,000","13,500,000","13,700,000","9,600,000","9,800,000","9,100,000","10,600,000","5,700,000","6,700,000","4,400,000","3,900,000","4,100,000","3,300,000","4,000,000","3,800,000"
			DepreciationAndAmortization,"35,400,000","8,500,000","8,600,000","9,100,000","9,200,000","9,600,000","9,400,000","9,100,000","10,100,000","10,600,000","9,700,000","9,100,000","8,700,000","7,900,000","13,500,000","13,700,000","9,600,000","9,800,000","9,100,000","10,600,000","5,700,000","6,700,000","4,400,000","3,900,000","4,100,000","3,300,000","4,000,000","3,800,000"
				Depreciation,"19,600,000","4,800,000","4,800,000","5,000,000","5,000,000","5,300,000","5,200,000","5,000,000","5,900,000","6,200,000","5,200,000","4,800,000","4,600,000","4,300,000","9,800,000","10,000,000","5,500,000","5,600,000","4,900,000","6,300,000","2,100,000","5,400,000","3,100,000","2,600,000","2,800,000","1,900,000","2,500,000","2,600,000"
				AmortizationCashFlow,"15,800,000","3,700,000","3,800,000","4,100,000","4,200,000","4,300,000","4,200,000","4,100,000","4,200,000","4,400,000","4,500,000","4,300,000","4,100,000","3,600,000","3,700,000","3,700,000","4,100,000","4,200,000","4,200,000","4,300,000","3,600,000","1,300,000","1,300,000","1,300,000","1,300,000","1,400,000","1,500,000","1,200,000"
					AmortizationOfIntangibles,"15,800,000","3,700,000","3,800,000","4,100,000","4,200,000","4,300,000","4,200,000","4,100,000","4,200,000","4,400,000","4,500,000","4,300,000","4,100,000","3,600,000","3,700,000","3,700,000","4,100,000","4,200,000","4,200,000","4,300,000","3,600,000","1,300,000","1,300,000","1,300,000","1,300,000","1,400,000","1,500,000","1,200,000"
