name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
TotalAssets,"700,445,000","693,686,000","643,866,000","651,240,000","609,709,000","591,523,000","559,422,000","557,521,000","576,275,000","587,327,000","568,206,000","526,721,000","514,177,000","510,835,000","506,424,000","505,784,000","516,234,000","508,059,000","511,962,000","508,016,000","530,699,000","554,069,000","565,461,000","588,044,000","610,693,000","524,957,000","466,908,000","489,218,000","486,847,000","480,518,000","489,722,000","532,443,000","574,749,000","606,084,000","617,153,000","626,990,000","715,144,000","717,531,000","723,500,000","729,737,000","730,055,000","734,166,000","733,440,000","736,361,000","720,598,000","720,386,000","703,205,000","595,177,000","568,078,000","556,304,000","536,155,000","538,037,000","540,508,000","564,363,000","539,620,000","490,659,000","464,901,000","475,779,000","300,353,000","270,703,000","267,519,000","281,962,000","237,067,000","214,673,000","215,162,000","226,297,000","230,044,000","224,425,000","242,540,000","242,356,000","211,760,000","205,117,000","215,775,000","224,726,000","142,402,000","151,956,000","161,949,000","173,754,000","193,986,000","214,026,000","227,763,000","238,056,000","285,577,000","349,209,000","385,973,000","425,944,000","1,957,724,000","2,371,991,000","194,163,000","185,700,000","158,500,000","140,300,000","67,000,000","62,400,000","59,600,000","58,900,000","56,700,000","58,900,000","59,300,000","58,100,000","57,200,000","54,600,000","50,900,000","45,900,000","43,000,000","41,800,000","41,500,000","42,100,000","15,900,000"
	CurrentAssets,"325,400,000","323,127,000","291,175,000","301,121,000","260,667,000","238,035,000","214,043,000","207,877,000","231,625,000","251,362,000","236,887,000","185,503,000","181,071,000","196,702,000","187,199,000","179,104,000","181,846,000","171,775,000","176,057,000","172,760,000","192,351,000","216,835,000","226,097,000","247,885,000","256,443,000","286,131,000","226,646,000","245,896,000","243,142,000","232,684,000","234,814,000","275,030,000","309,605,000","328,730,000","329,635,000","332,182,000","419,453,000","396,872,000","403,964,000","402,503,000","394,547,000","391,878,000","384,449,000","379,471,000","356,099,000","348,551,000","324,528,000","443,837,000","427,994,000","418,298,000","405,976,000","404,236,000","403,832,000","470,330,000","440,544,000","410,490,000","384,410,000","393,808,000","216,622,000","203,590,000","198,766,000","211,968,000","214,886,000","191,920,000","191,315,000","201,148,000","203,356,000","196,061,000","213,047,000","215,022,000","180,917,000","169,427,000","175,183,000","179,746,000","91,894,000","96,283,000","100,344,000","105,936,000","119,551,000","133,295,000","137,748,000","138,463,000","165,604,000","210,439,000","243,242,000","289,053,000","308,148,000","648,059,000","174,468,000","169,700,000","121,400,000","111,000,000","54,700,000","50,400,000","47,800,000","46,700,000","45,000,000","47,400,000","48,700,000","48,100,000","47,300,000","45,200,000","42,000,000","40,700,000","38,100,000","37,300,000","38,200,000","38,900,000","13,200,000"
		CashCashEquivalentsAndShortTermInvestments,"100,739,000","133,431,000","128,434,000","115,177,000","100,777,000","98,645,000","70,817,000","77,744,000","71,712,000","93,058,000","66,695,000","58,064,000","69,916,000","65,989,000","61,654,000","54,098,000","52,045,000","57,024,000","50,039,000","52,885,000","55,292,000","62,558,000","52,672,000","65,276,000","76,233,000","152,794,000","87,561,000","105,083,000","101,859,000","104,879,000","97,179,000","134,411,000","147,739,000","170,581,000","169,296,000","161,681,000","228,254,000","201,176,000","191,982,000","177,801,000","168,459,000","161,837,000","140,883,000","134,298,000","117,286,000","120,371,000","110,118,000","277,921,000","267,798,000","271,070,000","252,964,000","252,617,000","261,834,000","327,163,000","293,409,000","288,209,000","278,890,000","269,260,000","99,031,000","82,219,000","82,856,000","92,371,000","110,724,000","113,534,000","108,558,000","110,828,000","104,883,000","98,164,000","104,554,000","100,607,000","89,380,000","92,200,000","108,366,000","112,597,000","27,318,000","36,310,000","43,527,000","49,158,000","54,557,000","56,855,000","51,952,000","54,277,000","53,984,000","61,909,000","99,806,000","99,669,000","111,282,000","441,355,000","83,375,000","89,700,000","52,900,000","32,200,000","11,400,000","9,200,000","8,200,000","13,200,000","12,500,000","13,700,000","9,900,000","11,000,000","14,500,000","16,400,000","17,700,000","18,700,000","17,800,000","22,100,000","22,300,000","24,200,000","1,900,000"
			CashAndCashEquivalents,"100,739,000","133,431,000","128,434,000","115,177,000","100,777,000","98,645,000","70,817,000","77,744,000","71,712,000","93,058,000","66,695,000","58,064,000","69,916,000","65,989,000","61,654,000","54,098,000","52,045,000","57,024,000","50,039,000","52,885,000","55,292,000","55,635,000","44,741,000","51,516,000","56,995,000","126,190,000","61,571,000","76,049,000","79,656,000","73,032,000","42,028,000","59,173,000","69,192,000","90,329,000","93,330,000","83,203,000","118,464,000","96,670,000","103,235,000","92,446,000","81,019,000","90,983,000","75,235,000","70,370,000","59,672,000","96,533,000","70,523,000","187,893,000","155,960,000","152,477,000","149,975,000","125,677,000","110,891,000","179,891,000","169,593,000","172,668,000","182,375,000","129,005,000","40,993,000","21,421,000","26,565,000","33,454,000","50,404,000","49,970,000","41,123,000","37,818,000","32,804,000","21,739,000","31,661,000","26,603,000","20,431,000","15,353,000","36,826,000","41,877,000","15,380,000","22,867,000","27,075,000","21,542,000","28,334,000","37,848,000","37,274,000","36,005,000","28,253,000","26,003,000","42,326,000","13,505,000","17,901,000","350,430,000","10,936,000","24,800,000","18,200,000","32,200,000","11,400,000","9,200,000","8,200,000","13,200,000","12,500,000","13,700,000","9,900,000","11,000,000","14,500,000","16,400,000","17,700,000","18,700,000","17,800,000","22,100,000","22,300,000","24,200,000","1,900,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,"0","0","0","6,923,000","7,931,000","13,760,000","19,238,000","26,604,000","25,990,000","29,034,000","22,203,000","31,847,000","55,151,000","75,238,000","78,547,000","80,252,000","75,966,000","78,478,000","109,790,000","104,506,000","88,747,000","85,355,000","87,440,000","70,854,000","65,648,000","63,928,000","57,614,000","23,838,000","39,595,000","90,028,000","111,838,000","118,593,000","102,989,000","126,940,000","150,943,000","147,272,000","123,816,000","115,541,000","96,515,000","140,255,000","58,038,000","60,798,000","56,291,000","58,917,000","60,320,000","63,564,000","67,435,000","73,010,000","72,079,000","76,425,000","72,893,000","74,004,000","68,949,000","76,847,000","71,540,000","70,720,000","11,938,000","13,443,000","16,452,000","27,616,000","26,223,000","19,007,000","14,678,000","18,272,000","25,731,000","35,906,000","57,480,000","86,164,000","93,381,000","90,925,000","72,439,000","64,900,000","34,700,000",,,,,,,,,,,,,,,,,,
		Receivables,"115,594,000","96,630,000","87,130,000","114,519,000","96,771,000","76,027,000","91,590,000","79,070,000","106,027,000","109,812,000","114,851,000","74,734,000","69,796,000","92,934,000","89,095,000","85,442,000","86,491,000","76,453,000","78,057,000","66,704,000","75,761,000","92,660,000","105,357,000","108,871,000","101,277,000","71,285,000","66,042,000","77,077,000","77,528,000","76,460,000","75,640,000","79,937,000","77,515,000","75,052,000","85,069,000","86,248,000","95,692,000","85,920,000","94,638,000","102,748,000","111,753,000","109,886,000","116,429,000","117,861,000","111,929,000","101,652,000","92,438,000","71,363,000","70,041,000","64,838,000","70,347,000","64,503,000","52,698,000","63,923,000","75,949,000","59,205,000","56,812,000","69,302,000","69,339,000","62,476,000","58,421,000","64,674,000","52,423,000","35,493,000","43,329,000","43,433,000","48,204,000","48,190,000","55,777,000","64,148,000","43,287,000","39,103,000","32,360,000","38,528,000","32,150,000","34,775,000","29,424,000","25,380,000","23,426,000","38,473,000","45,602,000","34,402,000","41,129,000","50,915,000","41,224,000","67,726,000","90,460,000","114,764,000","38,638,000","35,400,000","35,200,000","26,900,000","20,800,000","17,600,000","17,300,000","13,400,000","14,400,000","16,500,000","22,000,000","21,500,000","14,300,000","12,600,000","12,700,000","11,500,000","10,300,000","5,800,000","6,700,000","6,800,000","4,400,000"
			AccountsReceivable,"115,594,000","88,529,000","75,442,000","100,599,000","85,704,000","66,227,000","81,353,000","74,781,000","93,058,000","88,500,000","100,905,000","70,571,000","58,930,000","81,795,000","77,986,000","82,635,000","74,760,000","69,844,000","71,582,000","60,427,000","69,771,000","86,765,000","99,078,000","102,668,000","95,477,000","69,515,000","64,128,000","76,079,000","75,864,000","74,144,000","75,640,000","79,937,000","77,515,000","75,052,000","85,069,000","86,248,000","95,692,000","85,920,000","94,638,000","102,748,000","111,753,000","109,886,000","116,429,000","117,861,000","111,929,000","101,652,000","92,438,000","71,363,000","70,041,000","64,838,000","70,347,000","64,503,000","52,698,000","63,923,000","75,949,000","59,205,000","56,812,000","69,302,000","69,339,000","62,476,000","58,421,000","64,674,000","52,423,000","35,493,000","43,329,000","43,433,000","48,204,000","48,190,000","55,777,000","64,148,000","43,287,000","39,103,000","32,360,000","38,528,000","32,150,000","34,775,000","29,424,000","25,380,000","23,426,000","38,473,000","45,602,000","34,402,000","41,129,000","50,915,000","41,224,000",,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"119,414,000","91,382,000","77,962,000","103,734,000","87,960,000","68,295,000","84,240,000","77,163,000","95,719,000","91,513,000","103,460,000","73,349,000","61,345,000","85,292,000","81,059,000","86,253,000","79,349,000","74,475,000","77,320,000","66,892,000","77,179,000","91,596,000","103,511,000","107,558,000","103,679,000","73,855,000","67,304,000","80,096,000","80,974,000","81,201,000","81,988,000","87,627,000","84,421,000","83,266,000","94,283,000","95,595,000","105,497,000","95,515,000","103,150,000","112,152,000","119,320,000","118,138,000","124,973,000","123,811,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-3,820,000","-2,853,000","-2,520,000","-3,135,000","-2,256,000","-2,068,000","-2,887,000","-2,382,000","-2,661,000","-3,013,000","-2,555,000","-2,778,000","-2,415,000","-3,497,000","-3,073,000","-3,618,000","-4,589,000","-4,631,000","-5,738,000","-6,465,000","-7,408,000","-4,831,000","-4,433,000","-4,890,000","-8,202,000","-4,340,000","-3,176,000","-4,017,000","-5,110,000","-7,057,000","-6,348,000","-7,690,000","-6,906,000","-8,214,000","-9,214,000","-9,347,000","-9,805,000","-9,595,000","-8,512,000","-9,404,000","-7,567,000","-8,252,000","-8,544,000","-5,950,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,"6,170,000","0","7,163,000","7,343,000","7,172,000","0","7,159,000","7,305,000","7,453,000","103,000","6,747,000","6,609,000","6,475,000","6,277,000","5,990,000","5,895,000","6,279,000","6,203,000","5,800,000","1,770,000","1,914,000","998,000","1,664,000","2,316,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
