name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,06/30/2005
TotalAssets,"3,071,177,000","2,676,602,000","2,426,693,000","2,241,964,000","1,998,840,000","1,894,072,000","1,816,693,000","1,918,646,000","1,960,236,000","1,807,039,000","1,701,273,000","1,682,594,000","1,607,252,000","1,736,137,000","1,739,125,000","1,769,505,000","1,515,130,000","1,404,456,000","1,349,856,000","1,220,581,000","1,165,600,000","1,181,113,000","1,192,638,000","1,081,987,000","1,089,809,000","960,961,000","935,041,000","828,275,000","796,325,000","750,541,000","708,731,000","635,799,000","632,257,000","608,052,000","583,567,000","566,545,000","589,103,000","548,118,000","499,997,000","488,179,000","464,620,000","461,899,000","448,974,000","403,587,000","370,762,000","343,771,000","337,798,000","296,353,000","283,135,000","267,750,000","271,579,000","286,532,000","264,385,000","253,654,000","258,161,000","225,998,000","205,583,000","166,807,000","168,573,000","159,969,000","131,001,000","89,662,000"
	CurrentAssets,"2,678,715,000","2,293,288,000","2,036,955,000","1,867,259,000","1,639,650,000","1,544,273,000","1,479,521,000","1,592,761,000","1,648,359,000","1,520,695,000","1,420,331,000","1,421,771,000","1,356,071,000","1,490,633,000","1,495,690,000","1,530,878,000","1,261,166,000","1,156,707,000","1,113,808,000","989,371,000","938,002,000","983,611,000","999,648,000","898,242,000","914,415,000","795,252,000","781,742,000","685,102,000","654,081,000","610,845,000","567,583,000","524,222,000","523,192,000","499,805,000","475,495,000","458,052,000","481,912,000","440,054,000","394,698,000","388,864,000","369,622,000","372,058,000","369,179,000","323,506,000","296,857,000","290,265,000","284,915,000","237,176,000","220,018,000","204,315,000","208,063,000","222,521,000","199,883,000","187,297,000","212,498,000","191,783,000","173,506,000","135,380,000","137,180,000","129,184,000","101,177,000","70,429,000"
		CashCashEquivalentsAndShortTermInvestments,"247,424,000","247,407,000","270,047,000","232,266,000","177,894,000","315,610,000","300,089,000","210,533,000","300,859,000","309,038,000","239,300,000","248,164,000","169,735,000","109,783,000","105,761,000","115,377,000","110,606,000","107,779,000","128,752,000","146,696,000","180,964,000","176,406,000","169,892,000","110,894,000","95,442,000","109,245,000","83,201,000","117,512,000","96,872,000","101,714,000","89,883,000","111,458,000","93,038,000","93,974,000","88,398,000","58,323,000","80,826,000","88,861,000","102,377,000","92,280,000","70,002,000","68,155,000","87,275,000","83,578,000","73,489,000","67,176,000","84,260,000","74,042,000","70,642,000","62,759,000","60,354,000","64,831,000","51,538,000","41,810,000","64,731,000","69,370,000","65,919,000","20,828,000","21,686,000","17,103,000","16,562,000","12,937,000"
			CashAndCashEquivalents,"247,424,000","247,407,000","270,047,000","232,266,000","177,894,000","315,610,000","300,089,000","210,533,000","300,859,000","309,038,000","239,300,000","248,164,000","169,735,000","109,783,000","105,761,000","115,377,000","110,606,000","107,779,000","128,752,000","146,696,000","180,964,000","176,406,000","169,892,000","110,894,000","95,442,000","109,245,000","83,201,000","117,512,000","96,872,000","101,714,000","89,883,000","111,458,000","93,038,000","93,974,000","88,398,000","58,323,000","80,826,000","88,861,000","102,377,000","92,280,000","69,943,000","68,096,000","87,216,000","83,519,000","72,644,000","66,731,000","82,275,000","73,598,000","70,295,000","62,702,000","60,297,000","64,774,000","51,481,000","41,354,000","45,400,000","50,315,000","50,864,000","20,828,000","21,632,000","17,050,000","16,509,000","11,170,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,000","59,000","59,000","59,000","59,000","845,000","445,000","1,985,000","444,000","347,000","57,000","57,000","57,000","57,000","456,000","19,331,000","19,055,000","15,055,000",,"54,000","53,000","53,000","1,767,000"
		Receivables,"819,165,000","617,516,000","545,345,000","563,755,000","525,736,000","393,268,000","363,262,000","498,604,000","423,178,000","452,526,000","452,268,000","476,674,000","388,107,000","515,805,000","543,895,000","544,396,000","402,660,000","391,334,000","366,885,000","328,267,000","288,941,000","285,705,000","314,176,000","297,078,000","322,594,000","221,561,000","258,784,000","194,370,000","212,738,000","182,028,000","161,174,000","134,056,000","149,340,000","122,339,000","118,912,000","112,787,000","102,014,000","100,980,000","80,100,000","87,810,000","85,005,000","79,766,000","77,790,000","71,810,000","72,963,000","63,868,000","54,897,000","50,102,000","45,709,000","42,771,000","39,587,000","46,200,000","49,501,000","42,141,000","45,774,000","40,655,000","33,426,000","32,777,000","31,159,000","26,577,000","22,252,000","13,523,000"
			AccountsReceivable,"679,785,000","497,431,000","458,076,000","463,834,000","407,365,000","323,021,000","322,845,000","403,745,000","333,172,000","360,172,000","356,230,000","393,624,000","327,366,000","429,574,000","451,409,000","451,393,000","324,004,000","391,334,000","366,885,000","328,267,000","288,941,000","285,705,000","314,176,000","297,078,000","322,594,000","221,561,000","258,784,000","194,370,000","212,738,000","182,028,000","161,174,000","134,056,000","149,340,000","122,339,000","118,912,000","112,787,000","102,014,000","100,980,000","80,100,000","87,810,000","85,005,000","79,766,000","77,790,000","71,810,000","72,963,000","63,868,000","54,897,000","50,102,000","45,709,000","42,771,000","39,587,000","46,200,000","49,501,000","42,141,000","45,774,000","40,655,000","33,426,000","32,777,000","31,159,000","26,577,000","22,252,000","13,523,000"
				GrossAccountsReceivable,"681,561,000","499,380,000","460,537,000","466,425,000","410,149,000","325,962,000","326,135,000","408,331,000","343,489,000","368,997,000","365,192,000","402,530,000","332,421,000","433,115,000","453,766,000","453,338,000","326,703,000","394,291,000","369,656,000","331,106,000","291,662,000","288,173,000","316,402,000","298,516,000","324,222,000","223,056,000",,"195,831,000","214,660,000","183,836,000","162,836,000","135,459,000","151,306,000","124,071,000",,"113,934,000","103,120,000","102,192,000","81,131,000","88,845,000","86,067,000",,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,776,000","-1,949,000","-2,461,000","-2,591,000","-2,784,000","-2,941,000","-3,290,000","-4,586,000","-10,317,000","-8,825,000","-8,962,000","-8,906,000","-5,055,000","-3,541,000","-2,357,000","-1,945,000","-2,699,000","-2,957,000","-2,771,000","-2,839,000","-2,721,000","-2,468,000","-2,226,000","-1,438,000","-1,628,000","-1,495,000",,"-1,461,000","-1,922,000","-1,808,000","-1,662,000","-1,403,000","-1,966,000","-1,732,000",,"-1,147,000","-1,106,000","-1,212,000","-1,031,000","-1,035,000","-1,062,000",,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"139,380,000","120,085,000","87,269,000","99,921,000","118,371,000","70,247,000","40,417,000","94,859,000","90,006,000","92,354,000","96,038,000","83,050,000","60,741,000","86,231,000","92,486,000","93,003,000","78,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"1,588,542,000","1,393,672,000","1,184,573,000","1,040,964,000","903,903,000","807,431,000","773,856,000","851,498,000","866,226,000","704,430,000","685,231,000","670,188,000","761,113,000","829,166,000","820,973,000","853,252,000","736,668,000","642,314,000","599,269,000","499,987,000","448,980,000","479,276,000","486,531,000","461,371,000","463,493,000","430,382,000","409,205,000","341,541,000","315,837,000","295,089,000","290,927,000","254,310,000","254,170,000","257,341,000","243,597,000","263,152,000","276,599,000","228,933,000","193,360,000","189,004,000","192,711,000","205,641,000","187,646,000","151,510,000","135,584,000","144,412,000","134,283,000","100,061,000","90,044,000","82,929,000","89,142,000","100,853,000","85,683,000","93,378,000","92,665,000","73,427,000","66,772,000","72,996,000","74,664,000","77,986,000","57,612,000","40,525,000"
			RawMaterials,"341,112,000","249,563,000","229,988,000","198,798,000","149,497,000","147,787,000","151,584,000","156,535,000","160,250,000","138,255,000","128,179,000","134,203,000","151,476,000","160,655,000","158,917,000","158,742,000","124,981,000","104,076,000","93,542,000","82,403,000","78,666,000","90,029,000","75,627,000","45,036,000","55,632,000","72,076,000","61,052,000","56,111,000","50,240,000","48,707,000","52,214,000","53,523,000","58,271,000","54,486,000","54,861,000","59,166,000","62,849,000","53,097,000","49,078,000","46,108,000","48,181,000","48,530,000","43,745,000","38,072,000","38,652,000","43,245,000","36,212,000","30,596,000","29,238,000","27,250,000","26,065,000","30,134,000","30,650,000","32,508,000","31,066,000","26,656,000","21,527,000","18,911,000","19,805,000","26,674,000","17,854,000","13,187,000"
			WorkInProcess,"253,246,000","220,407,000","172,593,000","80,472,000","120,374,000","93,590,000","68,322,000","38,146,000","82,108,000","64,113,000","76,098,000","43,598,000","84,293,000","92,732,000","115,886,000","61,162,000","34,342,000","63,207,000","73,473,000","51,333,000","19,105,000","32,281,000","57,933,000","42,290,000","23,214,000","38,093,000","43,963,000","33,064,000","18,794,000","29,607,000","22,856,000","16,689,000","10,440,000","20,002,000","18,104,000","20,853,000","10,252,000","19,177,000","13,663,000","13,220,000","9,540,000","16,947,000","17,065,000","16,011,000","8,540,000","2,703,000","3,223,000","2,400,000","794,000","654,000","1,495,000","2,178,000","648,000","1,346,000","1,751,000","1,046,000","441,000","388,000","1,689,000","852,000","387,000","50,000"
			FinishedGoods,"994,184,000","923,702,000","781,992,000","761,694,000","634,032,000","566,054,000","553,950,000","656,817,000","623,868,000","502,062,000","480,954,000","492,387,000","525,344,000","575,779,000","546,170,000","633,348,000","577,345,000","475,031,000","432,254,000","366,251,000","351,209,000","356,966,000","352,971,000","374,045,000","384,647,000","320,213,000","304,190,000","252,366,000","246,803,000","216,775,000","215,857,000","184,098,000","185,459,000","182,853,000","170,632,000","183,133,000","203,498,000","156,659,000","130,619,000","129,676,000","134,990,000","140,164,000","126,836,000","97,427,000","88,392,000","98,464,000","94,848,000","67,065,000","60,012,000","55,025,000","61,582,000","68,541,000","54,385,000","59,524,000","59,848,000","45,725,000","44,804,000","53,697,000","53,170,000","50,460,000","39,371,000","27,288,000"
		PrepaidAssets,"7,643,000","20,401,000","23,007,000","19,007,000","19,575,000","16,830,000","19,678,000","21,398,000","25,187,000","25,253,000","23,805,000","7,269,000","7,578,000","11,122,000","5,735,000","6,321,000","6,411,000","15,280,000","18,902,000","14,421,000","19,117,000","24,329,000","10,762,000","10,187,000","15,023,000","12,768,000","12,291,000","14,287,000","11,792,000","10,846,000","10,096,000","9,416,000","10,858,000","10,703,000","10,227,000","10,187,000","9,835,000","9,448,000","7,747,000","8,994,000","11,654,000","9,160,000","7,917,000","7,397,000","5,065,000","5,559,000","2,555,000","3,869,000","4,979,000","7,326,000","8,446,000","1,985,000","4,498,000","2,014,000","2,055,000","6,438,000","1,759,000","5,339,000","6,231,000","4,078,000","1,311,000","765,000"
		RestrictedCash,"251,000","251,000","251,000","251,000","251,000","250,000","250,000","250,000","16,804,000","12,682,000","11,021,000","11,673,000","17,234,000","10,670,000","9,082,000","2,803,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,"5,365,000","5,426,000","4,680,000","4,900,000","4,764,000","4,514,000","4,431,000","4,161,000","3,790,000","3,748,000","3,611,000","3,374,000","3,354,000","3,137,000","3,014,000","2,920,000","2,910,000",,,,"0","17,895,000","18,287,000","18,712,000","17,863,000","21,296,000","18,261,000","17,392,000","16,842,000","21,168,000","15,503,000","14,982,000","15,786,000","15,448,000","14,361,000","13,603,000","12,638,000","11,832,000","11,114,000","10,776,000","10,250,000","9,336,000","8,551,000","9,211,000","9,756,000","9,250,000","8,920,000","9,102,000","8,644,000","8,530,000","10,534,000","8,652,000","8,663,000","7,954,000","7,273,000","1,893,000","5,630,000","3,440,000","3,440,000","3,440,000","3,440,000","2,679,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,"0","17,895,000","18,287,000","18,712,000","17,863,000","21,296,000","18,261,000","17,392,000","16,842,000","21,168,000","15,503,000","14,982,000","15,786,000","15,448,000","14,361,000","13,603,000","12,638,000","11,832,000","11,114,000","10,776,000","10,250,000","9,336,000","8,551,000","9,211,000","9,756,000","9,250,000","8,920,000","9,102,000","8,644,000","8,530,000","10,534,000","8,652,000","8,663,000","7,954,000","7,273,000","1,893,000","5,630,000","3,440,000","3,440,000","3,440,000","3,440,000","2,679,000"
		OtherCurrentAssets,"10,325,000","8,615,000","9,052,000","6,116,000","7,527,000","6,370,000","17,955,000","6,317,000","12,315,000","13,018,000","5,095,000","4,429,000","8,950,000","10,950,000","7,230,000","5,809,000","1,911,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,540,000",,,,,,,,,,,,,,,
