name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005
TotalAssets,"826,938,000","905,140,000","956,675,000","786,892,000","810,034,000","886,520,000","900,542,000","701,451,000","738,349,000","850,207,000","882,292,000","918,033,000","764,702,000","789,951,000","838,589,000","825,889,000","870,005,000","627,024,000","680,779,000","938,966,000","993,381,000","1,036,845,000","918,180,000","914,006,000","862,907,000","908,384,000","986,692,000","403,913,000","192,616,000","209,967,000","125,487,000","117,994,000","112,357,000","127,563,000","69,106,000","82,335,000","93,216,000","110,088,000","118,211,000","111,598,000","120,801,000","69,795,000","78,867,000","90,288,000","102,551,000","112,552,000","63,762,000","74,886,000","88,137,000","85,370,000","98,892,000","108,676,000","116,375,000","128,773,000","143,165,000","151,083,000","159,532,000","167,097,000","124,833,000","131,583,000","73,048,000","59,645,574","28,669,954"
	CurrentAssets,"518,900,000","596,834,000","650,540,000","480,502,000","502,891,000","579,469,000","585,277,000","383,884,000","407,949,000","520,073,000","576,657,000","634,876,000","483,046,000","551,096,000","601,034,000","576,230,000","592,033,000","391,965,000","431,013,000","240,989,000","296,207,000","340,064,000","221,712,000","217,674,000","168,513,000","216,601,000","240,053,000","364,997,000","151,251,000","154,577,000","87,237,000","79,422,000","73,450,000","88,278,000","64,308,000","77,178,000","87,812,000","104,617,000","112,476,000","105,667,000","115,286,000","66,648,000","76,394,000","88,099,000","100,047,000","109,681,000","60,478,000","71,147,000","83,936,000","80,486,000","93,576,000","103,083,000","111,032,000","123,587,000","138,245,000","146,621,000","155,634,000","163,040,000","120,653,000","127,155,000","68,093,000","55,020,324","24,859,328"
		CashCashEquivalentsAndShortTermInvestments,"411,195,000","482,496,000","556,960,000","383,068,000","417,429,000","483,269,000","509,082,000","309,590,000","338,873,000","452,740,000","514,194,000","575,656,000","438,327,000","504,152,000","564,383,000","538,952,000","562,520,000","358,562,000","411,521,000","227,232,000","279,842,000","330,351,000","212,399,000","214,150,000","165,851,000","214,033,000","236,509,000","361,419,000","148,767,000","151,675,000","85,182,000","77,996,000","71,654,000","82,000,000","60,495,000","74,176,000","84,751,000","99,122,000","106,215,000","95,772,000","108,196,000","55,702,000","69,528,000","83,046,000","93,774,000","107,445,000","57,581,000","69,066,000","81,432,000","78,224,000","89,271,000","100,430,000","109,048,000","121,124,000","136,255,000","144,950,000","154,558,000","161,527,000","119,408,000","125,723,000","67,706,000","54,699,049","24,418,247"
			CashAndCashEquivalents,"233,317,000","245,197,000","385,903,000","176,538,000","184,833,000","163,240,000","210,631,000","164,573,000","123,231,000","142,837,000","166,319,000","220,578,000","96,349,000","79,749,000","201,827,000","73,311,000","114,322,000","49,060,000","64,133,000","37,394,000","44,755,000","187,026,000","33,115,000","63,656,000","23,510,000","69,485,000","19,439,000","249,023,000","28,827,000","24,074,000","19,671,000","41,904,000","27,533,000","43,640,000","30,047,000","23,476,000","26,736,000","33,971,000","24,273,000","28,858,000","24,523,000","25,668,000","22,810,000","25,789,000","27,662,000","29,572,000","22,097,000","24,622,000","33,562,000","19,339,000","20,487,000","15,760,000","23,242,000","28,073,000","19,855,000","12,315,000","18,203,000","44,188,000","19,933,000","26,494,000","19,853,000","12,126,581","6,449,151"
				CashFinancial,,,,,,,,,,,,,,,,,,"49,060,000","64,133,000","37,394,000","44,755,000","187,026,000","33,115,000","63,656,000","23,510,000","69,485,000","19,439,000","249,023,000","28,827,000","24,074,000","19,671,000","41,904,000","27,533,000","43,640,000","30,047,000","23,476,000","26,736,000","33,971,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"177,878,000","237,299,000","171,057,000","206,530,000","232,596,000","320,029,000","298,451,000","145,017,000","215,642,000","309,903,000","347,875,000","355,078,000","341,978,000","424,403,000","362,556,000","465,641,000","448,198,000","309,502,000","347,388,000","189,838,000","235,087,000","143,325,000","179,284,000","150,494,000","142,341,000","144,548,000","217,070,000","112,396,000","119,940,000","127,601,000","65,511,000","36,092,000","44,121,000","38,360,000","30,448,000","50,700,000","58,015,000","65,151,000","81,942,000","66,914,000","83,673,000","30,034,000","46,718,000","57,257,000","66,112,000","77,873,000","35,484,000","44,444,000","47,870,000","58,885,000","68,784,000","84,670,000","85,806,000","93,051,000","116,400,000","132,635,000","136,355,000","117,339,000","99,475,000","99,229,000","47,853,000","42,572,468","17,969,096"
		Receivables,"52,421,000","52,672,000","51,427,000","49,172,000","44,931,000","46,923,000","44,828,000","43,040,000","40,555,000","33,284,000","33,731,000","28,709,000","22,960,000","21,962,000","14,189,000","15,077,000","10,836,000","9,464,000","5,974,000","3,786,000","1,875,000","1,304,000","864,000",,,,,,,"0","293,000","475,000","38,000","759,000","2,121,000","1,024,000","1,308,000","3,225,000","3,184,000","7,237,000","4,301,000","5,043,000","3,828,000","1,977,000","3,969,000",,,,,,,,,,,,,,,,,,
			AccountsReceivable,"52,421,000","52,672,000","51,427,000","49,172,000","44,931,000","46,923,000","44,828,000","43,040,000","40,555,000","33,284,000","33,731,000","28,709,000","22,960,000","21,962,000","14,189,000","15,077,000","10,836,000","9,464,000","5,974,000","3,786,000","1,875,000","1,304,000","864,000",,,,,,,"0","293,000","475,000","38,000","759,000","2,121,000","1,024,000","1,308,000","3,225,000",,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"52,621,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
