name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"2,222,225,000","545,257,000","559,317,000","553,485,000","564,166,000","537,144,000","550,705,000","544,070,000","485,059,000","491,685,000","500,678,000","494,631,000","492,984,000","467,340,000","434,378,000","417,335,000","411,603,000","399,262,000","404,238,000","380,163,000","378,821,000","370,458,000","366,296,000","361,595,000","360,746,000","348,817,000","338,367,000","326,450,000","314,152,000","301,572,000","300,528,000","300,281,000","305,006,000","298,739,000","302,179,000","301,639,000","313,148,000","339,175,000","362,949,000","375,625,000","378,498,000","370,833,000","357,473,000","374,861,000","373,722,000","364,302,000","394,323,000","404,680,000","422,349,000","412,967,000","405,472,000","388,257,000","377,892,000","341,838,000","340,096,000","321,561,000","312,671,000","213,087,000","193,986,000","180,910,000","169,457,000","153,581,000","144,010,000","137,041,000","132,910,000","127,187,000","118,893,000","112,166,000","80,061,000","70,437,000","64,360,000","58,494,000","56,896,000","47,339,000","42,099,000","37,048,000","32,194,000","31,132,000","31,654,000","33,066,000","32,854,000","31,850,000","31,132,000","29,672,000","27,198,000","26,171,000","21,976,000","22,091,000","23,271,000","23,418,000","25,057,000","16,186,000","6,200,000","11,800,000","12,700,000","13,096,000","14,100,000","13,900,000","13,400,000","12,460,226","11,800,000","11,800,000","10,100,000","9,900,000","9,800,000","9,300,000","7,800,000","6,500,000","6,500,000","5,900,000","5,600,000","2,300,000","2,300,000","4,700,000","4,600,000"
	OperatingRevenue,"2,222,225,000","545,257,000","559,317,000","553,485,000","564,166,000","537,144,000","550,705,000","544,070,000","485,059,000","491,685,000","500,678,000","494,631,000","492,984,000","467,340,000","434,378,000","417,335,000","411,603,000","399,262,000","404,238,000","380,163,000","378,821,000","370,458,000","366,296,000","361,595,000","360,746,000","348,817,000","338,367,000","326,450,000","314,152,000","301,572,000","300,528,000","300,281,000","305,006,000","298,739,000","302,179,000","301,639,000","313,148,000","339,175,000","362,949,000","375,625,000","378,498,000","370,833,000","357,473,000","374,861,000","373,722,000","364,302,000","394,323,000","404,680,000","422,349,000","412,967,000","405,472,000","388,257,000","377,892,000","341,838,000","340,096,000","321,561,000","312,671,000","213,087,000","193,986,000","180,910,000","169,457,000","153,581,000","144,010,000","137,041,000","132,910,000","127,187,000","118,893,000","112,166,000","80,061,000","70,437,000","64,360,000","58,494,000","56,896,000","47,339,000","42,099,000","37,048,000","32,194,000","31,132,000","31,654,000","33,066,000","32,854,000","31,850,000","31,132,000","29,672,000","27,198,000","26,171,000","21,976,000","22,091,000","23,271,000","23,418,000","25,057,000","16,186,000","6,200,000","11,800,000","12,700,000","13,096,000","14,100,000","13,900,000","13,400,000","12,460,226","11,800,000","11,800,000","10,100,000","9,900,000","9,800,000","9,300,000","7,800,000","6,500,000","6,500,000","5,900,000","5,600,000","2,300,000","2,300,000","4,700,000","4,600,000"
CostOfRevenue,"1,240,973,000","304,820,000","317,168,000","310,294,000","308,691,000","297,203,000","306,736,000","297,668,000","295,228,000","285,737,000","295,603,000","288,708,000","290,752,000","275,274,000","262,251,000","249,739,000","242,564,000","238,309,000","238,534,000","226,642,000","219,765,000","215,785,000","212,589,000","212,124,000","206,505,000","201,837,000","192,483,000","186,772,000","175,699,000","170,961,000","171,375,000","170,159,000","172,520,000","177,008,000","178,414,000","175,483,000","176,077,000","192,504,000","206,243,000","214,131,000","212,266,000","208,506,000","192,365,000","205,657,000","193,147,000","191,179,000","200,784,000","206,302,000","209,302,000","204,062,000","197,369,000","183,619,000","178,437,000","165,039,000","161,989,000","151,122,000","148,754,000","100,768,000","87,743,000","79,300,000","74,657,000","67,034,000","63,147,000","59,877,000","56,664,000","55,770,000","52,515,000","49,011,000","33,044,000","28,461,000","27,332,000","25,653,000","23,613,000","19,480,000","17,346,000","15,199,000","13,100,000","12,909,000","14,723,000","15,079,000","14,573,000","13,869,000","14,069,000","13,053,000","12,157,000","9,766,000","8,888,000","10,366,000","10,852,000","11,361,000","12,565,000","15,023,000","500,000","6,200,000","7,300,000","7,941,000","7,300,000","7,800,000","7,600,000","7,804,786","6,600,000","6,500,000","5,400,000","5,300,000","5,700,000","5,600,000","4,900,000",,,"3,600,000","3,600,000",,,,
GrossProfit,"981,252,000","240,437,000","242,149,000","243,191,000","255,475,000","239,941,000","243,969,000","246,402,000","189,831,000","205,948,000","205,075,000","205,923,000","202,232,000","192,066,000","172,127,000","167,596,000","169,039,000","160,953,000","165,704,000","153,521,000","159,056,000","154,673,000","153,707,000","149,471,000","154,241,000","146,980,000","145,884,000","139,678,000","138,453,000","130,611,000","129,153,000","130,122,000","132,486,000","121,731,000","123,765,000","126,156,000","137,071,000","146,671,000","156,706,000","161,494,000","166,232,000","162,327,000","165,108,000","169,204,000","180,575,000","173,123,000","193,539,000","198,378,000","213,047,000","208,905,000","208,103,000","204,638,000","199,455,000","176,799,000","178,107,000","170,439,000","163,917,000","112,319,000","106,243,000","101,610,000","94,800,000","86,547,000","80,863,000","77,164,000","76,246,000","71,417,000","66,378,000","63,155,000","47,017,000","41,976,000","37,028,000","32,841,000","33,283,000","27,859,000","24,753,000","21,849,000","19,094,000","18,223,000","16,931,000","17,987,000","18,281,000","17,981,000","17,063,000","16,619,000","15,041,000","16,405,000","13,088,000","11,725,000","12,419,000","12,057,000","12,492,000","1,163,000","5,700,000","5,600,000","5,400,000","5,155,000","6,800,000","6,100,000","5,800,000","4,655,440","5,200,000","5,300,000","4,700,000","4,600,000","4,100,000","3,700,000","2,900,000",,,"2,300,000","2,000,000",,,,
OperatingExpense,"750,224,000","192,475,000","193,990,000","186,419,000","177,340,000","171,092,000","177,664,000","183,089,000","139,899,000","162,078,000","162,052,000","159,079,000","157,481,000","147,742,000","135,700,000","127,708,000","126,211,000","124,948,000","134,635,000","130,148,000","130,104,000","129,508,000","135,715,000","135,112,000","135,883,000","135,917,000","129,188,000","120,888,000","122,926,000","113,522,000","113,443,000","113,874,000","119,925,000","139,096,000","124,354,000","130,448,000","133,278,000","142,502,000","149,495,000","146,813,000","150,683,000","149,870,000","144,148,000","726,521,000","142,565,000","145,642,000","154,979,000","161,293,000","156,919,000","147,191,000","144,547,000","143,904,000","139,915,000","129,880,000","131,235,000","126,801,000","125,164,000","84,481,000","80,150,000","75,874,000","70,759,000","65,855,000","61,781,000","58,999,000","60,557,000","58,697,000","54,538,000","49,126,000","34,296,000","30,464,000","27,078,000","24,401,000","25,200,000","20,954,000","19,047,000","17,957,000","16,538,000","16,039,000","17,171,000","15,585,000","15,316,000","14,988,000","14,093,000","14,057,000","13,231,000","13,184,000","10,556,000","12,584,000","13,240,000","12,873,000","13,671,000","13,341,000","15,500,000","8,300,000","9,100,000","7,643,000","6,200,000","5,400,000","5,200,000","4,511,698","4,900,000","4,800,000","4,300,000","4,200,000","3,900,000","3,400,000","2,700,000",,,"2,300,000","2,000,000",,,,
	SellingGeneralAndAdministration,"723,469,000","184,467,000","184,852,000","178,928,000","175,222,000","172,238,000","175,597,000","179,618,000","156,345,000","156,740,000","156,064,000","154,713,000","152,302,000","144,847,000","132,321,000","124,544,000","123,086,000","121,355,000","123,670,000","118,877,000","120,916,000","118,750,000","124,844,000","124,427,000","126,655,000","127,504,000","120,267,000","112,604,000","115,555,000","104,009,000","104,269,000","103,176,000","107,991,000","126,300,000","116,284,000","116,006,000","116,946,000","128,412,000","134,050,000","131,173,000","136,083,000","133,953,000","79,599,000","90,256,000","130,711,000","133,125,000","140,542,000","92,348,000","144,177,000","90,012,000","133,220,000","131,845,000","84,834,000","75,166,000","102,559,000","120,916,000","119,745,000","80,057,000","76,025,000","72,021,000","67,729,000","63,114,000","59,012,000","56,512,000","58,080,000","56,324,000","54,538,000","49,126,000","34,296,000","30,464,000","27,078,000","24,401,000","25,200,000","20,954,000","19,047,000","17,957,000","16,538,000","16,039,000","17,171,000","15,585,000","15,316,000","14,988,000","14,093,000","14,057,000","13,231,000","13,184,000","10,556,000","12,584,000","13,240,000","12,873,000","13,671,000","18,141,000","11,600,000","7,800,000","8,700,000","8,543,000","5,900,000","5,100,000","4,900,000","5,111,698","4,700,000","4,600,000","4,100,000","4,100,000","3,700,000","3,200,000","2,600,000",,,"2,200,000","1,900,000",,,,
		GeneralAndAdministrativeExpense,"723,469,000","184,467,000","184,852,000","178,928,000","175,222,000","172,238,000","175,597,000","179,618,000","156,345,000","156,740,000","156,064,000","154,713,000","152,302,000","144,847,000","132,321,000","124,544,000","123,086,000","121,355,000","123,670,000","118,877,000","120,916,000","118,750,000","124,844,000","124,427,000","126,655,000","127,504,000","120,267,000","112,604,000","115,555,000","104,009,000","104,269,000","103,176,000","107,991,000","126,300,000","116,284,000","116,006,000","116,946,000","128,412,000","134,050,000","131,173,000","136,083,000","133,953,000","79,599,000","90,256,000","130,711,000","133,125,000","140,542,000","92,348,000","144,177,000","90,012,000","133,220,000","131,845,000","84,834,000","75,166,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"506,222,000","130,827,000","131,134,000","123,770,000","120,491,000","123,132,000","126,091,000","130,270,000","112,342,000","107,475,000","107,914,000","106,239,000","103,894,000","101,445,000","89,543,000","84,209,000","80,982,000","79,675,000","83,913,000","80,688,000","79,299,000","78,333,000","79,747,000","81,769,000","81,079,000","80,787,000","73,815,000","73,053,000","73,442,000","70,939,000","70,865,000","71,158,000","72,469,000","83,602,000","75,027,000","75,646,000","75,825,000","84,850,000","85,477,000","82,912,000","86,499,000","87,077,000","79,572,000","87,106,000","80,862,000","85,650,000","92,756,000","89,712,000","89,210,000","87,499,000","85,398,000","87,260,000","82,055,000","73,025,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"217,247,000","53,640,000","53,718,000","55,158,000","54,731,000","49,106,000","49,506,000","49,348,000","44,003,000","49,265,000","48,150,000","48,474,000","48,408,000","43,402,000","42,778,000","40,335,000","42,104,000","41,680,000","39,757,000","38,189,000","41,617,000","40,417,000","45,097,000","42,658,000","45,576,000","46,717,000","46,452,000","39,551,000","42,113,000","33,070,000","33,404,000","32,018,000","35,522,000","42,698,000","41,257,000","40,360,000","41,121,000","43,562,000","48,573,000","48,261,000","49,584,000","46,876,000","27,000","3,150,000","49,849,000","47,475,000","47,786,000","2,636,000","54,967,000","2,513,000","47,822,000","44,585,000","2,779,000","2,141,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"31,354,000","8,008,000","9,138,000","7,487,000","6,721,000","7,555,000","8,847,000","8,283,000","6,334,000","5,338,000","5,988,000","4,366,000","5,179,000","2,895,000","3,379,000","3,164,000","3,125,000","3,593,000","3,984,000","4,185,000","4,537,000","4,417,000","5,016,000","5,214,000","4,975,000","4,473,000","4,238,000","4,646,000","4,615,000","6,537,000","6,198,000","6,515,000","7,692,000","7,902,000","4,719,000","10,471,000","11,674,000","10,123,000","10,004,000","9,963,000","9,905,000","10,054,000","9,704,000","9,826,000","9,726,000","9,355,000","9,292,000","8,832,000","8,279,000","8,186,000","7,630,000","7,481,000","6,919,000","6,282,000","4,678,000","5,885,000","5,419,000","4,424,000","4,125,000","3,853,000","3,030,000","2,741,000","2,769,000","2,487,000","2,477,000","2,373,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"3,900,000","500,000","400,000",,"300,000","300,000","300,000",,"200,000","200,000","200,000","100,000","200,000","200,000","100,000",,,"100,000","100,000",,,,
