name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,09/30/1990,06/30/1990,09/30/1989,06/30/1989
OperatingCashFlow,"28,475,000","6,660,000","10,142,000","3,678,000","7,995,000","13,323,000","8,442,000","11,571,000","-4,929,000","5,302,000","4,039,000","3,147,000","-1,913,000","5,522,000","4,467,000","-1,385,000","-1,363,000","4,776,000","3,746,000","-1,164,000","-484,000","-1,960,000","5,577,000","835,000","-1,019,000","-1,096,000","8,538,000","1,641,000","-1,865,000","5,283,000","2,035,000","-1,317,000","-8,187,000","8,594,000","157,000","-2,214,000","-6,464,000","6,683,000","4,384,000","-1,965,000","-19,807,000","12,199,000","-5,453,000","-7,210,000","-21,234,000","30,796,000","8,325,000","-9,057,000","-15,281,000","44,718,000","-20,134,000","-665,000","79,931,000","35,670,000","-33,063,000","-23,822,000","-64,769,000","-25,262,000","7,779,000","-9,283,000","-130,575,000","22,748,000","6,566,000","32,937,000","-23,690,000","24,601,000","-4,903,000","-1,490,000","30,591,000","33,388,000","-816,000","8,546,000","52,403,000","65,617,000","-56,355,000","19,470,000","-45,213,000","45,206,000","8,691,000","16,462,000","58,220,000","25,721,000","69,893,000","54,735,000","59,490,000","35,815,000","36,071,000","-11,928,000","-42,349,000","33,968,000","-20,276,000","11,411,000","6,404,000","-40,237,000","45,400,000","40,152,000","-10,093,000","-15,590,000","-1,618,000","-19,648,000","-34,744,000","-22,397,000","24,464,000","16,700,000","-46,412,000","9,469,000","-1,085,000","-9,335,000","-3,916,000","-3,152,000","5,153,000","-7,010,000","-7,646,000","16,300,000","-5,100,000","7,800,000","-9,500,000","4,000,000","2,600,000","7,100,000","2,400,000","4,500,000","2,400,000","1,600,000","-6,000,000","1,700,000","300,000","1,900,000","4,300,000"
	CashFlowFromContinuingOperatingActivities,"28,475,000","6,660,000","10,142,000","3,678,000","7,995,000","13,323,000","8,442,000","11,571,000","-4,929,000","5,302,000","4,039,000","3,147,000","-1,913,000","5,522,000","4,467,000","-1,385,000","-1,363,000","4,776,000","3,746,000","-1,164,000","-484,000","-1,960,000","5,577,000","835,000","-1,019,000","-1,096,000","8,538,000","1,641,000","-1,865,000","5,283,000","2,035,000","-1,317,000","-8,187,000","8,887,000","157,000","-1,981,000","-5,679,000","6,683,000","4,384,000","-1,965,000","-19,807,000","15,070,000","-4,661,000","16,126,000","-21,234,000","30,796,000","8,325,000","-9,057,000","-15,281,000","44,996,000","-20,134,000","-664,000","79,726,000","38,837,000","-35,079,000","-24,023,000","-65,813,000","-28,566,000","8,512,000","-9,821,000","-130,738,000","381,131,000","6,620,000","33,010,000","-23,623,000","24,722,000","-4,735,000","-1,106,000","31,069,000","35,174,000","-498,000","8,507,000","48,705,000","63,255,000","-54,279,000","18,129,000","-49,067,000","-19,771,000","8,691,000","16,462,000","58,220,000","25,721,000","69,893,000","54,735,000","59,490,000","35,815,000","36,071,000","-11,928,000","-42,349,000","33,968,000","-20,276,000","11,411,000","6,404,000","-40,237,000","45,400,000","40,152,000","-10,093,000","-15,590,000","-1,618,000","-19,648,000","-34,744,000","-22,397,000","24,464,000","16,700,000","-46,412,000","9,469,000","-1,085,000","-9,335,000","-3,916,000","-3,152,000","5,153,000","-7,010,000","-7,646,000","16,300,000","-5,100,000","7,800,000","-9,500,000","4,000,000","2,600,000","7,100,000","2,400,000","4,500,000","2,400,000","1,600,000","-6,000,000","1,700,000","300,000","1,900,000","4,300,000"
		NetIncomeFromContinuingOperations,"6,478,000","1,982,000","1,542,000","982,000","1,972,000","-24,281,000","-2,070,000","5,867,000","-517,000","-26,992,000","-2,582,000","-2,918,000","-1,575,000","-3,589,000","-4,047,000","-3,792,000","-1,736,000","-212,000","-1,932,000","-3,248,000","-2,958,000","-5,287,000","-1,737,000","-2,400,000","-2,297,000","-1,538,000","-1,673,000","-369,000","-185,000","-5,426,000","-2,715,000","-1,127,000","-2,229,000","-550,000","-2,078,000","-628,000","361,000","330,000","516,000","-351,000","-1,793,000","-18,031,000","-7,530,000",,,"-45,007,000","1,998,000","-2,214,000","-10,252,000","-509,000","13,604,000","2,888,000","-12,407,000","-111,841,000","-3,722,000","-106,588,000","-60,036,000","-7,306,000","1,955,000","3,440,000","2,592,000","200,649,000","19,963,000","5,492,000","6,751,000","6,104,000","15,302,000","6,939,000","290,000","-1,457,000","14,228,000","3,741,000","3,850,000","6,158,000","9,120,000","-3,046,000","-708,000","-29,427,000","1,895,000","-34,153,000","830,000","-6,277,000","2,233,000","-4,699,000","1,696,000","65,000","13,045,000","11,245,000","10,221,000","11,332,000","10,806,000","10,298,000","7,709,000","9,458,000","9,433,000","6,339,000","5,579,000","7,294,000","8,439,000","7,459,000","7,305,000","6,945,000","5,625,000","4,533,000","6,151,000","7,642,000","4,089,000","6,705,000","6,816,000","7,265,000","6,130,000","5,649,000","5,965,000","5,600,000","4,800,000","4,800,000","4,500,000","3,600,000","3,300,000","2,900,000","3,100,000","1,300,000","1,300,000","1,100,000","1,600,000","1,600,000","2,400,000","800,000","1,300,000"
		OperatingGainsLosses,"195,000","72,000","0","0","123,000",,,,,"0","-9,000",,,,,,,,,,,"65,000",,,,"119,000",,,,,,,,,,,,,,,"-3,707,000","-5,957,000","-3,000",,,"0","0","-147,000","-2,065,000","0","-2,435,000",,,"495,000","-6,000","-17,000","-34,000","-8,768,000","0","0","-1,330,000","1,500,000","0","14,000","-13,000","88,000","-439,000","-591,000","5,433,000","2,952,000","-3,190,000","3,726,000","-3,500,000","7,423,000","-3,031,000","2,215,000","289,000","16,258,000","895,000","34,676,000","-646,000","-664,000","664,000","943,000","-193,000","14,045,000","0",,,"0","0",,,,,,,,,,,,,,,"-5,088,000","1,082,000","-458,000","-451,000","-1,635,000","-9,000","-183,000","-673,000","9,800,000","-10,700,000","1,500,000","-15,400,000",,,,,,,,,,,,
			GainLossOnSaleOfPPE,"195,000","72,000","0","0","123,000",,,,,"0","-9,000",,,,,,,,,,,"65,000",,,,"119,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,000",,,,"0",,,"2,505,000","-2,435,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"3,864,000","1,178,000","762,000","893,000","1,031,000","1,141,000","1,244,000","1,222,000","1,184,000","4,570,000","4,591,000","4,449,000","4,066,000","4,491,000","4,673,000","4,697,000","3,812,000","3,842,000","3,695,000","3,586,000","3,403,000","3,286,000","3,257,000","3,070,000","2,200,000","1,133,000","1,145,000","1,115,000","1,071,000","1,339,000","1,508,000","1,447,000","2,686,000","3,155,000","3,061,000","1,362,000","1,222,000","1,553,000","1,717,000","1,782,000","1,829,000","4,699,000","-995,000","4,147,000","2,661,000","3,525,000","3,640,000","3,387,000","3,586,000","3,328,000","3,268,000","3,302,000","6,416,000","6,458,000","7,153,000","7,078,000","6,994,000","10,469,000","8,208,000","3,325,000","1,919,000","438,000","2,499,000","2,528,000","2,415,000","2,715,000","3,509,000","2,577,000","2,240,000","2,865,000","3,793,000","2,757,000","2,180,000","2,446,000","2,278,000","2,572,000","2,650,000","-578,000","5,208,000","6,103,000","6,090,000","7,308,000","6,949,000","7,454,000","7,261,000","6,035,000","7,008,000","6,807,000","7,194,000","7,915,000","6,110,000","6,195,000","6,123,000","4,510,000","6,225,000","6,265,000","5,990,000","2,658,000","3,623,000","4,254,000","4,446,000","4,532,000","2,749,000","3,738,000","3,554,000","2,319,000","2,345,000","2,161,000","2,173,000","1,481,000","1,504,000","1,640,000","1,605,000","1,100,000","1,400,000","1,400,000","1,400,000","1,200,000","1,100,000","1,200,000","1,100,000","1,500,000","1,000,000","600,000","1,000,000","900,000","900,000",,
			DepreciationAndAmortization,"3,864,000","1,178,000","762,000","893,000","1,031,000","1,141,000","1,244,000","1,222,000","1,184,000","4,570,000","4,591,000","4,449,000","4,066,000","4,491,000","4,673,000","4,697,000","3,812,000","3,842,000","3,695,000","3,586,000","3,403,000","3,286,000","3,257,000","3,070,000","2,200,000","1,133,000","1,145,000","1,115,000","1,071,000","1,339,000","1,508,000","1,447,000","2,686,000","3,155,000","3,061,000","1,362,000","1,222,000","1,553,000","1,717,000","1,782,000","1,829,000","4,699,000","-995,000","4,147,000","2,661,000","3,525,000","3,640,000","3,387,000","3,586,000","3,328,000","3,268,000","3,302,000","6,416,000","6,458,000","7,153,000","7,078,000","6,994,000","10,469,000","8,208,000","3,325,000","1,919,000","438,000","2,499,000","2,528,000","2,415,000","2,715,000","3,509,000","2,577,000","2,240,000","2,865,000","3,793,000","2,757,000","2,180,000","2,446,000","2,278,000","2,572,000","2,650,000","-578,000","5,208,000","6,103,000","6,090,000","7,308,000","6,949,000","7,454,000","7,261,000","6,035,000","7,008,000","6,807,000","7,194,000","7,915,000","6,110,000","6,195,000","6,123,000","4,510,000","6,225,000","6,265,000","5,990,000","2,658,000","3,623,000","4,254,000","4,446,000","4,532,000","2,749,000","3,738,000","3,554,000","2,319,000","2,345,000","2,161,000","2,173,000","1,481,000","1,504,000","1,640,000","1,605,000","1,100,000","1,400,000","1,400,000","1,400,000","1,200,000","1,100,000","1,200,000","1,100,000","1,500,000","1,000,000","600,000","1,000,000","900,000","900,000",,
				Depreciation,"2,210,000","601,000","495,000","548,000","566,000","672,000","722,000","715,000","723,000","800,000","854,000","707,000","213,000","571,000","651,000","676,000","606,000","739,000","580,000","701,000","611,000","618,000","598,000","595,000","598,000","572,000","568,000","541,000","518,000","523,000","556,000","532,000","614,000","482,000","584,000","520,000","488,000","650,000","633,000","691,000","700,000","-1,211,000","2,381,000","2,302,000","1,130,000","1,525,000","1,149,000","884,000","1,140,000","1,055,000","968,000","958,000","933,000","1,169,000","936,000","935,000","992,000","794,000","1,391,000","799,000","385,000","-628,000","722,000","733,000","738,000","772,000","733,000","936,000","971,000","1,035,000","988,000","1,128,000","1,027,000","1,235,000","1,029,000","1,173,000","1,180,000","-63,000","2,580,000","3,122,000","3,190,000","3,202,000","3,122,000","3,493,000","3,492,000","3,324,000","3,575,000","3,651,000","3,637,000","3,531,000","3,676,000","3,763,000","3,691,000","2,748,000","3,942,000","3,982,000","3,707,000","2,532,000","2,609,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"1,654,000","577,000","267,000","345,000","465,000","469,000","522,000","507,000","461,000","3,770,000","3,737,000","3,742,000","3,853,000","3,920,000","4,022,000","4,021,000","3,206,000","3,103,000","3,115,000","2,885,000","2,792,000","2,668,000","2,659,000","2,475,000","1,602,000","561,000","577,000","574,000","553,000","816,000","952,000","915,000","2,072,000","2,673,000","2,477,000","842,000","734,000","903,000","1,084,000","1,091,000","1,129,000",,,"1,845,000","1,531,000","2,000,000","2,491,000","2,503,000","2,446,000","2,273,000","2,300,000","2,344,000","5,483,000","5,289,000","6,217,000","6,143,000","6,002,000","9,675,000","6,817,000","2,526,000","1,534,000","1,066,000","1,777,000","1,795,000","1,677,000","1,943,000","2,776,000","1,641,000","1,269,000","1,830,000","2,805,000","1,629,000","1,153,000","1,211,000","1,249,000","1,399,000","1,470,000","-515,000","2,628,000","2,981,000","2,900,000","4,106,000","3,827,000","3,961,000","3,769,000","2,711,000","3,433,000","3,156,000","3,557,000","4,384,000","2,434,000","2,432,000","2,432,000","1,762,000","2,283,000","2,283,000","2,283,000","126,000","1,014,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
