name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992
TotalAssets,"789,034,000","780,884,000","993,830,000","932,685,000","916,207,000","845,814,000","897,879,000","855,823,000","801,650,000","867,890,000","898,115,000","872,433,000","880,365,000","527,302,000","559,095,000","545,092,000","538,156,000","538,116,000","588,123,000","573,562,000","583,724,000","579,847,000","581,571,000","579,967,000","564,819,000","572,773,000","589,893,000","564,920,000","544,575,000","542,993,000","617,653,000","569,927,000","553,204,000","546,293,000","545,783,000","505,368,000","485,607,000","477,974,000","611,896,000","558,407,000","549,941,000","531,539,000","469,364,000","526,978,000","515,033,000","494,844,000","543,578,000","509,177,000","508,594,000","488,903,000","451,138,000","497,342,000","486,946,000","465,340,000","446,018,000","506,443,000","462,132,000","450,657,000","434,984,000","405,345,000","379,706,000","368,198,000","390,326,000","383,579,000","374,152,000","374,266,000","359,421,000","350,848,000","326,265,000","405,543,000","366,573,000","360,029,000","342,485,000","337,880,000","324,875,000","316,706,000","297,476,000","299,800,000","287,934,000","285,076,000","265,609,000","264,657,000","249,938,000","244,266,000","225,539,000","230,533,000","214,491,000","202,655,000","199,301,000","198,546,000","201,500,000","198,600,000","192,100,000","186,100,000","172,500,000","153,200,000","144,900,000","144,800,000","128,300,000","113,100,000","102,300,000","102,000,000","96,400,000","87,500,000","78,300,000","81,700,000","75,800,000","66,700,000","62,000,000","65,100,000","62,600,000","58,700,000","53,800,000","54,400,000","53,800,000","52,000,000","47,000,000","48,800,000","47,000,000","45,300,000","26,300,000","29,500,000"
	CurrentAssets,"408,211,000","391,206,000","598,028,000","537,543,000","505,152,000","437,224,000","481,552,000","417,612,000","339,581,000","378,830,000","416,288,000","391,425,000","384,598,000","370,432,000","397,124,000","379,408,000","367,511,000","360,584,000","405,834,000","388,004,000","396,400,000","386,457,000","381,933,000","373,870,000","357,486,000","362,897,000","367,235,000","336,829,000","321,229,000","324,589,000","400,018,000","357,918,000","344,406,000","342,137,000","339,469,000","296,823,000","280,743,000","276,873,000","405,233,000","347,147,000","336,869,000","320,127,000","243,250,000","290,835,000","277,582,000","257,036,000","294,528,000","261,506,000","263,300,000","264,809,000","237,641,000","295,131,000","294,622,000","286,965,000","259,695,000","331,834,000","273,032,000","261,621,000","300,718,000","272,117,000","249,192,000","238,226,000","254,590,000","247,039,000","235,608,000","246,043,000","228,680,000","219,280,000","194,473,000","275,330,000","252,635,000","241,218,000","221,091,000","217,626,000","201,232,000","189,925,000","170,102,000","178,134,000","221,110,000","228,637,000","208,848,000","206,909,000","190,428,000","184,463,000","166,811,000","171,453,000","155,106,000","143,149,000","140,854,000","142,426,000","146,800,000","146,600,000","145,000,000","144,000,000","133,600,000","116,600,000","110,900,000","114,500,000","99,400,000","89,100,000","78,000,000","78,400,000","72,200,000","63,300,000","53,700,000","57,300,000","51,600,000","42,200,000","37,900,000","41,600,000","39,200,000","35,400,000","31,100,000","33,100,000","33,200,000","32,000,000","28,500,000","35,100,000","31,900,000","32,000,000","15,400,000","19,800,000"
		CashCashEquivalentsAndShortTermInvestments,"262,968,000","266,896,000","480,035,000","415,306,000","393,850,000","322,148,000","339,333,000","278,351,000","202,698,000","233,501,000","245,782,000","230,092,000","237,598,000","220,017,000","223,523,000","220,549,000","223,087,000","215,919,000","257,449,000","243,851,000","261,257,000","246,530,000","212,993,000","206,785,000","192,868,000","197,650,000","149,611,000","142,296,000","157,424,000","159,565,000","208,078,000","186,618,000","191,808,000","185,065,000","156,296,000","128,765,000","144,167,000","144,022,000","244,741,000","197,740,000","220,114,000","196,509,000","78,367,000","139,531,000","160,789,000","139,362,000","164,482,000","123,462,000","154,304,000","158,027,000","93,615,000","163,024,000","189,656,000","181,613,000","118,382,000","206,904,000","180,128,000","167,203,000","180,817,000","157,673,000","161,985,000","151,473,000","141,352,000","144,035,000","157,561,000","165,594,000","118,012,000","109,865,000","114,252,000","199,420,000","150,051,000","133,410,000","136,046,000","143,322,000","104,039,000","92,347,000","98,200,000","108,426,000","125,074,000","135,684,000","151,211,000","143,234,000","102,006,000","96,716,000","99,190,000","108,400,000","75,362,000","62,667,000","69,672,000","81,564,000","72,300,000","71,100,000","51,100,000","61,700,000","48,900,000","42,900,000","44,600,000","53,600,000","37,500,000","29,400,000","29,900,000","35,500,000","31,100,000","20,100,000","17,100,000","22,500,000","17,700,000","11,700,000","11,700,000","19,500,000","10,100,000","2,900,000","7,800,000","12,500,000","8,700,000","8,000,000","8,700,000","16,100,000","13,400,000","11,800,000","2,300,000","8,400,000"
			CashAndCashEquivalents,"250,073,000","253,970,000","468,733,000","406,714,000","393,153,000","318,789,000","331,923,000","265,714,000","185,037,000","220,969,000","213,836,000","178,041,000","183,939,000","168,471,000","177,918,000","168,949,000","168,387,000","165,086,000","205,247,000","195,614,000","207,868,000","196,536,000","163,006,000","168,173,000","153,415,000","161,185,000","121,430,000","122,458,000","134,632,000","133,708,000","182,267,000","169,460,000","169,716,000","164,868,000","130,841,000","103,054,000","116,601,000","117,608,000","213,036,000","166,020,000","186,693,000","166,511,000","47,956,000","114,903,000","139,292,000","116,470,000","139,180,000","93,082,000","131,417,000","135,340,000","73,995,000","145,736,000","170,907,000","162,463,000","92,419,000","184,144,000","141,174,000","64,293,000","40,092,000","25,578,000","33,502,000","35,752,000","10,053,000","8,482,000","19,389,000","36,141,000","90,788,000","82,359,000","86,272,000","173,897,000","123,473,000","110,165,000","116,903,000","119,976,000","87,338,000","72,627,000","82,081,000","92,976,000","63,036,000","79,804,000","102,389,000","101,915,000","64,673,000","57,017,000","59,540,000","69,155,000","38,785,000","25,747,000","29,698,000","37,205,000","38,200,000","42,800,000","51,100,000","61,700,000","48,900,000","42,900,000","44,600,000","53,600,000","37,500,000","29,400,000","29,900,000","35,500,000","31,100,000","20,100,000","17,100,000","22,500,000","17,700,000","11,700,000","11,700,000","19,500,000","10,100,000","2,900,000","7,800,000","12,500,000","8,700,000","8,000,000","8,700,000","16,100,000","13,400,000","11,800,000","2,300,000","8,400,000"
			OtherShortTermInvestments,"12,895,000","12,926,000","11,302,000","8,592,000","697,000","3,359,000","7,410,000","12,637,000","17,661,000","12,532,000","31,946,000","52,051,000","53,659,000","51,546,000","45,605,000","51,600,000","54,700,000","50,833,000","52,202,000","48,237,000","53,389,000","49,994,000","49,987,000","38,612,000","39,453,000","36,465,000","28,181,000","19,838,000","22,792,000","25,857,000","25,811,000","17,158,000","22,092,000","20,197,000","25,455,000","25,711,000","27,566,000","26,414,000","31,705,000","31,720,000","33,421,000","29,998,000","30,411,000","24,628,000","21,497,000","22,892,000","25,302,000","30,380,000","22,887,000","22,687,000","19,620,000","17,288,000","18,749,000","19,150,000","25,963,000","22,760,000","38,954,000","102,910,000","140,725,000","132,095,000","128,483,000","115,721,000","131,299,000","135,553,000","138,172,000","129,453,000","27,224,000","27,506,000","27,980,000","25,523,000","26,578,000","23,245,000","19,143,000","23,346,000","16,701,000","19,720,000","16,119,000","15,450,000","62,038,000","55,880,000","48,822,000","41,319,000","37,333,000","39,699,000","39,650,000","39,245,000","36,577,000","36,920,000","39,974,000","44,359,000","34,100,000","28,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"4,414,000","12,087,000","5,629,000","6,667,000","1,670,000","2,823,000","1,763,000","2,394,000","1,774,000","3,136,000","9,432,000","11,206,000","5,780,000","7,089,000","8,266,000","12,105,000","7,061,000","8,588,000","11,247,000","14,732,000","8,487,000","8,210,000","13,427,000","16,954,000","8,853,000","9,651,000","12,855,000","16,037,000","6,627,000","8,567,000","13,052,000","12,355,000","4,832,000","4,318,000","7,866,000","6,885,000","4,176,000","3,470,000","7,906,000","7,724,000","3,953,000","4,584,000","8,469,000","9,388,000","4,051,000","14,363,000","4,609,000","9,077,000","4,942,000","6,911,000","4,993,000","6,719,000","3,786,000","3,734,000","4,609,000","5,012,000","3,991,000","2,800,000","4,407,000","3,841,000","3,421,000","4,046,000","5,164,000","4,067,000","3,354,000","4,824,000","3,262,000","2,000,000","1,361,000","1,887,000","2,173,000","1,467,000","2,411,000","3,585,000","3,681,000","1,995,000","1,792,000","1,390,000","1,643,000","1,531,000","937,000","2,021,000","4,992,000","2,553,000","1,017,000","2,068,000","2,821,000","2,316,000","1,660,000","3,430,000","4,500,000","4,200,000","2,600,000","4,000,000","4,200,000","3,200,000","2,000,000","2,100,000","2,900,000","3,800,000","1,800,000","1,400,000","2,000,000","2,100,000","1,300,000","1,000,000","2,300,000","2,100,000","1,700,000","1,000,000","2,100,000","2,300,000","1,300,000","1,000,000","1,800,000","2,100,000","1,100,000","900,000","1,600,000","2,100,000","900,000","1,100,000"
			AccountsReceivable,"4,414,000","12,087,000","5,629,000","6,667,000","1,670,000","2,823,000","1,763,000","2,394,000","1,774,000","3,136,000","9,432,000","11,206,000","5,780,000","7,089,000","8,266,000","12,105,000","7,061,000","8,588,000","11,247,000","14,732,000","8,487,000","8,210,000","13,427,000","16,954,000","8,853,000","9,651,000","12,855,000","16,037,000","6,627,000","8,567,000","13,052,000","12,355,000","4,832,000","4,318,000","7,866,000","6,885,000","4,176,000","3,470,000",,,,,,,,,,,"4,942,000","6,911,000","4,993,000","6,719,000","3,786,000","3,734,000","4,609,000","5,012,000","3,991,000","2,800,000","4,407,000","3,841,000","3,421,000","4,046,000","5,164,000","4,067,000","3,354,000","4,824,000","3,262,000","2,000,000","1,361,000","1,887,000","2,173,000","1,467,000","2,411,000","3,585,000","3,681,000","1,995,000","1,792,000","1,390,000","1,643,000","1,531,000","937,000","2,021,000","4,992,000","2,553,000","1,017,000","2,068,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"12,091,000",,,,"2,827,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,946,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-4,000",,,,"-4,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-35,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"121,166,000","102,095,000","100,593,000","95,276,000","89,017,000","101,063,000","118,707,000","116,479,000","121,671,000","121,258,000","138,879,000","129,068,000","120,814,000","125,190,000","145,473,000","127,899,000","118,181,000","118,007,000","128,821,000","121,671,000","119,361,000","125,694,000","148,193,000","144,267,000","138,788,000","149,566,000","175,852,000","150,789,000","129,626,000","129,921,000","147,221,000","128,184,000","119,206,000","124,141,000","146,290,000","133,550,000","105,894,000","103,853,000","134,507,000","124,506,000","97,040,000","104,209,000","140,781,000","126,842,000","89,866,000","88,593,000","111,235,000","108,680,000","84,741,000","88,187,000","118,213,000","106,523,000","82,792,000","83,963,000","118,202,000","103,432,000","73,976,000","77,639,000","99,492,000","96,021,000","70,261,000","70,306,000","99,974,000","90,893,000","67,395,000","68,731,000","101,336,000","100,867,000","73,030,000","68,330,000","94,719,000","100,997,000","72,758,000","61,156,000","84,081,000","86,813,000","61,779,000","60,041,000","86,105,000","83,106,000","53,109,000","54,297,000","79,508,000","81,145,000","62,893,000","54,392,000","72,825,000","73,993,000","66,110,000","55,045,000","67,600,000","68,800,000","62,000,000","49,400,000","53,900,000","46,900,000","44,400,000","42,300,000","44,800,000","43,000,000","35,000,000","31,100,000","31,900,000","32,700,000","29,400,000","27,100,000","27,900,000","24,900,000","20,500,000","17,000,000","24,300,000","24,400,000","16,300,000","12,900,000","18,600,000","18,400,000","13,600,000","11,000,000","16,500,000","17,200,000","11,500,000","9,600,000"
			OtherInventories,,,,,,,,"130,179,000","136,771,000",,,,"132,114,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,"-13,700,000","-15,100,000",,,,"-11,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"19,663,000","10,128,000","11,771,000","20,294,000","20,615,000","11,190,000","21,749,000","20,388,000","13,438,000","20,935,000","22,195,000","21,059,000","20,406,000","18,136,000","19,862,000","18,855,000","19,182,000","18,070,000","8,317,000","7,750,000","7,295,000","6,023,000","7,320,000","5,864,000","16,977,000","6,030,000","28,917,000","27,707,000","27,552,000","26,536,000","31,667,000","30,761,000","28,560,000","28,613,000","29,017,000","27,623,000","26,506,000","25,528,000","18,079,000","17,177,000","15,762,000","14,825,000","15,633,000","15,074,000","22,876,000","14,718,000","14,202,000","20,287,000","19,313,000","11,684,000","20,820,000","18,865,000","18,388,000","17,655,000","18,502,000","16,486,000","14,937,000","13,979,000","16,002,000","14,582,000","13,525,000","12,401,000","8,100,000","8,044,000","7,298,000","6,894,000","6,070,000","6,548,000","5,830,000","5,693,000","5,692,000","5,344,000","9,876,000","9,563,000","9,431,000","8,770,000","8,331,000","8,277,000","8,288,000","8,316,000","3,591,000","7,357,000","3,922,000","4,049,000","3,711,000","6,593,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,098,000","4,173,000","3,412,000","2,387,000","2,400,000","2,500,000","29,300,000","28,900,000","26,600,000","23,600,000","19,900,000","16,500,000","14,200,000","12,900,000","11,300,000","10,400,000","7,200,000","8,400,000","5,900,000","6,700,000","3,700,000","3,500,000","4,000,000","4,100,000","2,700,000","5,800,000","5,700,000","6,700,000","4,100,000","3,500,000","5,100,000","7,100,000","400,000","900,000","700,000","700,000"
