name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
TotalAssets,"14,221,413,000","13,404,653,000","13,454,383,000","13,026,883,000","11,427,474,000","11,194,579,000","11,093,999,000","10,626,717,000","11,310,150,000","12,248,541,000","11,914,194,000","11,975,592,000","11,514,915,000","11,202,477,000","11,450,890,000","11,485,133,000","11,692,465,000","11,318,359,000","11,330,294,000","10,101,711,000","10,009,954,000","9,626,732,000","9,916,054,000","8,268,708,000","8,011,830,000","7,891,868,000","8,285,133,000","8,574,671,000","8,504,724,000","8,674,506,000","4,224,440,000","4,253,365,000","4,036,717,000","3,932,235,000","3,475,105,000","3,013,089,000","2,890,384,000","2,721,870,000","2,842,121,000","2,504,689,000","2,560,916,000","2,324,492,000","1,739,543,000","1,618,909,000","1,622,221,000","1,484,118,000","1,503,527,000","1,463,663,000","1,474,467,000","1,209,545,000"
	CurrentAssets,"6,176,246,000","5,488,048,000","5,524,291,000","5,254,143,000","4,285,373,000","3,956,318,000","3,971,016,000","3,464,069,000","4,129,012,000","4,618,571,000","4,440,007,000","4,386,358,000","4,172,059,000","3,875,986,000","4,132,991,000","4,049,207,000","3,907,065,000","3,549,701,000","3,521,501,000","3,045,358,000","2,882,091,000","2,527,693,000","2,685,156,000","2,350,945,000","2,054,581,000","1,945,172,000","2,033,543,000","2,201,006,000","2,109,265,000","2,137,350,000","1,504,675,000","1,523,054,000","1,471,409,000","1,353,512,000","1,490,524,000","1,405,818,000","1,318,066,000","1,195,354,000","1,317,969,000","1,198,317,000","1,306,780,000","1,122,925,000","786,933,000","755,272,000","759,869,000","618,983,000","647,647,000","606,098,000","616,544,000","347,242,000"
		CashCashEquivalentsAndShortTermInvestments,"1,298,226,000","1,520,027,000","1,271,000,000","1,301,207,000","958,322,000","934,900,000","788,854,000","765,789,000","1,070,681,000","1,271,494,000","1,058,762,000","1,170,339,000","1,057,465,000","1,031,145,000","924,442,000","919,662,000","979,573,000","913,595,000","834,756,000","564,578,000","546,560,000","475,018,000","405,435,000","493,085,000","399,318,000","447,152,000","422,390,000","384,175,000","379,393,000","477,069,000","304,109,000","297,642,000","283,374,000","338,105,000","345,689,000","292,905,000","224,613,000","283,649,000","655,061,000","580,579,000","628,119,000","285,159,000","137,284,000","263,200,000","119,779,000","114,804,000","110,773,000","72,129,000","86,357,000","84,701,000"
			CashAndCashEquivalents,"1,298,226,000","1,520,027,000","1,271,000,000","1,301,207,000","958,322,000","934,900,000","788,854,000","765,789,000","1,070,681,000","1,271,494,000","1,058,762,000","1,170,339,000","1,057,465,000","1,031,145,000","924,442,000","919,662,000","979,573,000","913,595,000","834,756,000","564,578,000","546,560,000","475,018,000","405,435,000","493,085,000","399,318,000","447,152,000","422,390,000","384,175,000","379,393,000","477,069,000","304,109,000","297,642,000","283,374,000","338,105,000","345,689,000","292,905,000","224,613,000","283,649,000","300,061,000","255,579,000","287,119,000","285,159,000","137,284,000","101,200,000","119,779,000","114,804,000","110,773,000","72,129,000","86,357,000","84,701,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"355,000,000","325,000,000","341,000,000",,,"162,000,000",,,,,,
		Receivables,"2,304,643,000","1,793,274,000","2,071,523,000","1,787,155,000","1,590,624,000","1,366,775,000","1,552,695,000","1,279,343,000","1,338,056,000","1,568,961,000","1,703,998,000","1,727,183,000","1,655,459,000","1,425,815,000","1,811,339,000","1,716,937,000","1,691,762,000","1,420,011,000","1,456,255,000","1,429,563,000","1,360,833,000","1,202,009,000","1,334,686,000","908,385,000","880,808,000","638,954,000","731,957,000","811,477,000","773,474,000","673,797,000","715,662,000","688,527,000","682,753,000","573,351,000","661,901,000","627,675,000","626,464,000","525,441,000","578,818,000","545,796,000","599,810,000","761,791,000","569,530,000","387,800,000","532,951,000","404,163,000","423,634,000","435,829,000","424,544,000","163,461,000"
			AccountsReceivable,"2,304,643,000","1,793,274,000","2,071,523,000","1,787,155,000","1,590,624,000","1,366,775,000","1,552,695,000","1,279,343,000","1,338,056,000","1,568,961,000","1,703,998,000","1,727,183,000","1,655,459,000","1,425,815,000","1,811,339,000","1,716,937,000","1,691,762,000","1,420,011,000","1,456,255,000","1,429,563,000","1,360,833,000","1,202,009,000","1,334,686,000","908,385,000","880,808,000","638,954,000","731,957,000","811,477,000","773,474,000","673,797,000","715,662,000","688,527,000","682,753,000","573,351,000","661,901,000","627,675,000","626,464,000","525,441,000","578,818,000","545,796,000","599,810,000","761,791,000","569,530,000","387,800,000","532,951,000","404,163,000","423,634,000","435,829,000","424,544,000","163,461,000"
				GrossAccountsReceivable,"2,423,554,000","1,891,993,000","2,162,247,000","1,879,255,000","1,678,526,000","1,453,661,000","1,636,577,000","1,367,707,000","1,412,884,000","1,639,851,000","1,768,661,000","1,795,517,000","1,721,653,000","1,485,778,000","1,863,361,000","1,765,182,000","1,740,751,000","1,466,042,000","1,504,034,000","1,477,399,000","1,401,818,000","1,234,515,000","1,364,758,000","933,621,000","904,841,000","660,857,000","754,500,000","833,877,000","795,443,000","697,639,000","738,953,000","711,281,000","704,516,000","595,767,000","683,074,000","647,915,000","646,040,000","544,904,000","598,813,000","563,755,000","617,552,000","777,106,000","584,496,000","404,145,000","548,138,000","418,419,000",,,,
				AllowanceForDoubtfulAccountsReceivable,"-118,911,000","-98,719,000","-90,724,000","-92,100,000","-87,902,000","-86,886,000","-83,882,000","-88,364,000","-74,828,000","-70,890,000","-64,663,000","-68,334,000","-66,194,000","-59,963,000","-52,022,000","-48,245,000","-48,989,000","-46,031,000","-47,779,000","-47,836,000","-40,985,000","-32,506,000","-30,072,000","-25,236,000","-24,033,000","-21,903,000","-22,543,000","-22,400,000","-21,969,000","-23,842,000","-23,291,000","-22,754,000","-21,763,000","-22,416,000","-21,173,000","-20,240,000","-19,576,000","-19,463,000","-19,995,000","-17,959,000","-17,742,000","-15,315,000","-14,966,000","-16,345,000","-15,187,000","-14,256,000",,,,
			OtherReceivables,,,,,,"700,000,000","688,000,000","654,000,000","819,000,000","970,973,000","992,000,000","974,000,000","942,000,000","886,000,000","931,000,000","939,000,000","829,000,000","811,000,000","794,000,000","741,000,000","676,000,000","591,000,000","656,000,000","713,000,000","551,000,000","614,000,000","665,000,000","764,000,000","679,000,000","675,000,000","393,600,000","424,400,000","393,500,000","349,000,000","394,000,000","402,000,000","385,000,000","298,000,000",,,,,,,,,,,,
