name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
MarketCap,"19,892,118,021","18,749,262,834","22,627,252,800","21,925,142,462","21,324,309,113","17,635,329,331","15,416,492,780","12,136,856,320","11,169,646,400","11,268,166,800","14,623,452,550","14,536,067,910","14,953,851,733","17,810,339,364","13,793,144,750","15,003,404,144","15,166,383,813","15,553,034,367","15,364,983,361","14,329,927,286","14,714,100,250","12,516,602,499","10,828,853,632","12,770,166,761","11,384,420,287","10,683,568,771","10,935,118,774","9,725,178,428","10,616,091,265","10,278,384,748","9,372,329,840","8,250,947,040","8,766,798,040","9,190,782,980","8,481,900,000","9,020,521,510","8,573,064,990","8,043,056,147","7,526,296,800","7,306,210,989","7,062,618,105","8,229,121,905","6,635,375,838","6,896,369,926","8,773,485,978","7,960,595,725","7,137,508,080","6,514,480,995","6,013,543,311","6,271,546,921","5,831,551,280","5,335,662,348","4,961,934,828","3,585,952,531","3,603,113,726","5,717,872,220","6,381,243,000","5,574,456,000","7,984,093,250","6,705,384,000","5,928,164,480","5,852,264,148","4,964,137,870","4,587,271,520","4,545,672,000","4,473,921,450","3,981,700,800","4,611,484,800","4,271,539,230","4,200,815,460","5,607,079,650","5,328,294,300","5,645,159,220","4,870,619,240","4,002,113,560","3,326,820,120","3,571,512,780","2,622,866,640","2,790,105,120","3,144,133,750","3,502,532,700","3,689,614,300","5,073,072,500","4,677,750,210","3,610,062,720","6,059,077,350","10,839,218,500","11,493,193,000","7,977,237,182","6,027,420,000","3,299,727,000","3,764,597,676","3,257,261,312","3,214,117,888","2,643,473,844","2,014,422,000","1,764,958,300","1,487,962,300","1,127,940,624","1,302,529,676","1,040,224,620","773,935,360","969,571,544","946,467,296","951,423,000","698,360,592","525,584,592"
EnterpriseValue,"20,920,363,021","19,781,376,834","23,670,898,800","22,953,874,462","22,306,041,113","18,644,659,331","16,679,975,780","13,567,949,320","12,763,367,400","12,706,191,800","15,659,770,550","15,100,802,910","15,029,848,733","17,223,465,364","12,857,229,750","13,903,361,144","13,862,494,813","14,157,107,367","14,067,816,361","13,116,447,286","13,615,021,250","11,530,833,499","9,897,846,632","11,927,338,761","10,598,052,287","9,952,641,771","10,254,560,774","9,076,582,428","9,992,362,265","9,688,239,748","8,855,978,840","7,726,790,040","8,245,707,040","8,710,458,980","8,076,554,000","8,638,708,510","8,216,442,990","7,681,812,147","7,165,052,800","7,015,427,989","6,732,681,105","7,938,602,905","6,412,736,838","6,673,730,926","8,487,984,978","7,711,892,725","6,957,144,080","6,516,865,995","6,015,928,311","6,291,748,921","5,833,066,280","5,402,164,348","5,087,010,828","3,742,739,531","3,710,711,726","5,852,760,220","6,534,582,000","5,745,229,000","8,175,255,250","7,050,498,000","6,295,982,480","6,241,559,148","5,338,463,870","4,960,060,520","4,918,461,000","4,830,874,450","4,146,588,800","4,776,372,800","4,313,744,230","4,199,838,460","5,524,665,650","5,249,820,300","5,634,676,220","4,817,443,240","3,891,641,560","3,243,142,120","3,404,307,780","2,447,351,640","2,529,458,120","2,909,484,750","3,253,385,700","3,463,956,300","4,847,414,500","4,545,415,210","3,523,147,720","5,988,447,350","10,833,442,500","11,504,174,000","7,988,218,182","6,082,448,000","3,391,227,000","3,886,897,676","3,414,761,312","3,408,217,888","2,869,673,844","2,278,922,000","2,058,658,300","1,795,562,300","1,445,640,624","1,645,029,676","1,227,524,620","975,535,360","1,188,371,544","1,178,867,296","1,100,523,000","861,760,592","766,284,592"
PeRatio,"28.918","27.788","33.387","33.771","35.016","33.992","31.24","24.614","22.438","20.949","28.953","28.51","27.737","32.903","227.289","278.114","569.382","794.6","28.494","27.077","27.982","24.385","22.067","26.592","24.894","23.349","24.032","21.376","23.774","24.521","22.864","20.956","22.557","20.848","17.986","19.206","17.866","18.094","16.786","17.806","17.054","19.757","16.347","16.664","21.466","20.304","19.14","18.675","18.174","19.982","18.551","17.135","16.135","11.231","11.417","18.296","21.644","20.255","30.179","28","26.382","27.23","24.123","25.582","25.085","24.242","22.909","25.212","20.092","19.139","25.709","25.789","30.628","28.965","24.746","23.444","24.686","18.893","19.446","29.938","32.963","33.855","46.687","29.808","23.105","40.746","75.909","86.408","60.589","49.352","28.804","35.731","32.895","35.138","38.437","41.875",,,,,"42.207","2,675.2",,"102.35","37.5","43.307",
ForwardPeRatio,"26.954","26.042","31.25","31.646","36.63","29.851","26.178","20.284","22.831","19.455","23.866","21.93","23.641","26.667","20.619","22.272","23.81","24.57","24.45","22.727","26.11","22.222","18.975","22.222","22.075","19.011","20.921","18.315","20.202","19.802","18.315","16.103","16.556","17.212","16.667","17.123","15.432","14.43","15.674","14.184","13.245","15.798","13.889","13.967","17.422","16.556","16.835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.899","2.858","2.59","2.743","3.504","2.855","3.295","2.521","2.887","2.171","2.37","2.069","2.779","2.225","1.907","3.147","3.366","3.478","3.186","2.963","3.401","2.899","2.475","2.9","3.01",,"2.217","1.995","2.268","2.222","2.202","2.09","2.15","2.638","2.552","2.248","1.929","1.749","1.726","1.442","1.068","1.268","1.119","0.948","1.17","1.132","1.146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"7.094","6.911","8.487","8.352","8.598","7.498","6.77","5.489","5.029","5.157","6.894","6.824","6.789","8.073","6.223","6.523","6.642","6.934","6.93","6.572","6.809","5.872","5.172","6.202","5.65","5.367","5.527","4.895","5.38","5.321","4.883","4.397","4.728","4.927","4.676","5.017","4.762","4.532","4.205","4.085","3.946","4.621","3.799","3.873","5.077","4.774","4.448","4.223","3.959","4.237","4.005","3.658","3.378","2.394","2.34","3.709","4.214","3.76","5.502","5.025","4.654","4.723","4.232","4.115","4.035","4.1","3.916","4.31","3.941","3.918","5.213","5.161","5.829","5.181","4.415","3.79","4.156","3.117","3.322","3.758","4.271","4.497","6.202","5.971","4.645","7.989","14.59","16.022","11.234","8.856","4.99","5.49","4.9","5.018","4.22","3.895","3.232","2.965","2.386","3.093","2.618","1.949","2.33","1.989","2.811","2.003",
PbRatio,"53.055","51.011","76.645","81.727","92.328","75.967",,,,,"126.61","26.132","15.04","11.264","7.351","7.465","7.051","6.965","5.83","5.668","6.144","5.437","4.76","5.941","5.417","5.189","5.555","5.032","5.701","5.425","5.089","4.476","4.819","5.213","5.24","5.934","5.773","5.482","5.129","5.737","5.411","6.717","5.686","5.95","7.159","6.917","6.678","7.056","7.397","7.714","6.879","6.835","6.79","5.387","5.451","8.864","9.808","9.035","13.623","17.707","15.817","16.149","18.989","18.307","18.141","17.246","11.228","13.004","8.227","7.26","8.262","8.407","10.228","8.501","6.778","5.889","5.903","4.376","4.194","4.713","5.689","6.342","8.72","8.863","7.335","13.412","25.369","30.403","21.102","18.207","11.293","14.424","15.045","18.118","17.611","18.669","20.764","23.286","18.105","23.856","12.503","11.088","16.775","23.255","14.503","12.02",
EnterprisesValueRevenueRatio,"7.295","28.645","28.299","34.819","32.724","30.638","21.204","22.85","24.546","27.329","21.862","26.159","25.085","33.518","17.982","24.053","23.251","26.678","20.469","23.191","24.389","23.156","15.741","22.64","19.752","20.942","17.481","18.132","20.197","21.043","15.168","15.668","17.114","20.233","14.283","18.89","18.214","17.851","13.732","15.592","14.913","18.881","12.299","14.683","18.962","18.035","14.387","16.25","15.384","17.111","13.602","14.446","14.02","11.238","8.87","15.15","16.387","15.456","18.708","19.994","17.854","18.869","13.797","16.469","16.292","16.646","12.48","17.494","15.156","15.653","17.043","19.825","21.631","18.886","14.148","14.077","14.689","11.074","9.866","13.467","14.979","17.29","19.493","22.425","17.036","29.57","48.131","59.278","40.907","33.671","16.897","22.717","19.819","21.248","16.032","15.013","13.789","12.946","9.523","15.667","11.559","9.527","10.668","11.98","11.464","10.103","8.467"
EnterprisesValueEBITDARatio,"20.98","85.85","79.711","101.146","91.859","86.284","55.126","70.578","67.39","125.642","59.41","74.426","70.884","112.055","54.693","66.959","64.945","77.35","52.341","67.474","71.056","77.304","41.454","65.736","58.526","70.999","49.411","56.61","64.298","66.875","45.713","45.478","56.879","78.784","40.649","61.448","62.379","59.616","40.2","48.871","49.076","63.228","35.293","46.192","61.212","58.085","41.967","54.506","49.582","58.435","41.15","48.861","49.978","37.127","28.734","52.392","58.311","56.263","56.951","85.032","69.927","72.834","44.988","62.903","63.417","64.655","39.036","64.885","55.265","60.914","53.499","70.743","63.577","79.462","48.892","54.331","55.256","46.142","34.833","50.338","56.835","64.63","468.893","78.702","60.253","99.565","146.234","193.315","139.423","123.186","49.944","80.308","70.553","81.928","54.35","55.448","53.892","54.91","36.414","-54.291","46.852","42.231","52.817","52.394","45.855","45.118","42.809"
