name,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,11/30/2019
TotalAssets,"437,720,000","476,771,000","493,074,000","517,981,000","396,660,000","396,343,000","411,874,000","213,277,000","44,048,000"
	CurrentAssets,"280,484,000","311,118,000","358,445,000","396,281,000","310,768,000","298,434,000","364,089,000","196,804,000","39,354,000"
		CashCashEquivalentsAndShortTermInvestments,"261,978,000","295,720,000","343,898,000","386,021,000","303,073,000","281,148,000","354,243,000","173,503,000","37,720,000"
			CashAndCashEquivalents,"78,780,000","80,506,000","147,440,000","188,207,000","126,381,000","119,356,000","265,527,000","159,329,000","34,816,000"
			OtherShortTermInvestments,"183,198,000","215,214,000","196,458,000","197,814,000","176,692,000","161,792,000","88,716,000","14,174,000","2,904,000"
		Receivables,"8,204,000","6,204,000","5,204,000","5,679,000","3,981,000","11,346,000","3,856,000","19,590,000",
			AccountsReceivable,"6,000,000","6,000,000",,"2,537,000",,,,,
			TaxesReceivable,"204,000","204,000","204,000","3,142,000","3,981,000","3,846,000","3,856,000","19,590,000",
			OtherReceivables,"2,000,000",,"5,000,000",,,"7,500,000",,,
		PrepaidAssets,"10,302,000","9,194,000","9,343,000","4,581,000","3,714,000","5,940,000","5,990,000","3,711,000","1,634,000"
	TotalNonCurrentAssets,"157,236,000","165,653,000","134,629,000","121,700,000","85,892,000","97,909,000","47,785,000","16,473,000","4,694,000"
		NetPPE,"29,394,000","25,345,000","9,569,000","8,345,000","6,960,000","6,672,000","6,532,000","5,789,000","3,871,000"
			GrossPPE,"45,101,000","40,224,000","23,692,000","22,816,000","20,786,000","19,855,000","19,071,000","17,778,000","14,874,000"
				Properties,"0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"4,986,000","4,815,000","2,917,000","4,110,000","3,345,000","3,071,000","3,139,000","2,818,000","1,570,000"
				OtherProperties,"36,539,000","32,326,000","15,654,000","15,885,000","14,743,000","14,120,000","13,274,000","12,403,000","10,821,000"
				ConstructionInProgress,"277,000",,"1,524,000",,,,,,
				Leases,"3,299,000","3,083,000","3,597,000","2,821,000","2,698,000","2,664,000","2,658,000","2,557,000","2,483,000"
			AccumulatedDepreciation,"-15,707,000","-14,879,000","-14,123,000","-14,471,000","-13,826,000","-13,183,000","-12,539,000","-11,989,000","-11,003,000"
		InvestmentsAndAdvances,"123,685,000","137,189,000","121,480,000","110,440,000","77,191,000","90,890,000","40,898,000","9,110,000","506,000"
		OtherNonCurrentAssets,"4,157,000","3,119,000","3,580,000","2,915,000","1,741,000","347,000","355,000","1,574,000","317,000"
TotalLiabilitiesNetMinorityInterest,"131,803,000","134,469,000","117,857,000","119,803,000","126,527,000","106,074,000","104,254,000","106,694,000","101,762,000"
	CurrentLiabilities,"66,049,000","66,258,000","50,680,000","46,844,000","47,972,000","44,539,000","41,012,000","34,436,000","16,137,000"
		PayablesAndAccruedExpenses,"12,878,000","11,686,000","8,802,000","7,496,000","7,259,000","5,315,000","5,994,000","6,313,000","2,465,000"
			Payables,"6,067,000","6,725,000","3,898,000","5,405,000","4,713,000","3,486,000","3,611,000","4,903,000","1,598,000"
				AccountsPayable,"6,014,000","6,650,000","3,861,000","5,405,000","4,388,000","3,412,000","3,611,000","4,903,000","1,598,000"
				TotalTaxPayable,"53,000","75,000","37,000","0","325,000","74,000",,,
			CurrentAccruedExpenses,"6,811,000","4,961,000","4,904,000","2,091,000","2,546,000","1,829,000","2,383,000","1,410,000","867,000"
