name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"384,673,000","398,450,000","385,347,000","393,275,000","79,402,000","85,011,000"
	CurrentAssets,"327,065,000","349,222,000","352,222,000","374,628,000","69,130,000","77,659,000"
		CashCashEquivalentsAndShortTermInvestments,"324,117,000","345,729,000","347,345,000","373,144,000","67,837,000","76,742,000"
			CashAndCashEquivalents,"188,622,000","185,619,000","190,241,000","288,387,000","51,803,000","36,607,000"
			OtherShortTermInvestments,"135,495,000","160,110,000","157,104,000","84,757,000","16,034,000","40,135,000"
		PrepaidAssets,"2,948,000","3,493,000","4,877,000","1,484,000","1,293,000","917,000"
	TotalNonCurrentAssets,"57,608,000","49,228,000","33,125,000","18,647,000","10,272,000","7,352,000"
		NetPPE,"31,693,000","31,860,000","5,731,000","2,769,000","6,143,000","6,213,000"
			GrossPPE,"33,968,000","33,854,000","7,772,000","4,533,000","7,642,000","7,498,000"
				Properties,"0","0","0","0","0","0"
				BuildingsAndImprovements,,"29,377,000","3,685,000","828,000","4,429,000","4,842,000"
				MachineryFurnitureEquipment,"183,000","158,000","241,000","240,000","240,000","231,000"
				OtherProperties,"33,149,000","4,032,000","7,308,000","3,268,000","2,711,000","2,256,000"
				ConstructionInProgress,"628,000","279,000","47,000","21,000","93,000","0"
				Leases,"8,000","8,000","176,000","176,000","169,000","169,000"
			AccumulatedDepreciation,"-2,275,000","-1,994,000","-2,041,000","-1,764,000","-1,499,000","-1,285,000"
		InvestmentsAndAdvances,"24,918,000","16,371,000","26,627,000","15,266,000",,"0"
		NonCurrentDeferredAssets,,"0","0","0","3,202,000","212,000"
		NonCurrentPrepaidAssets,"155,000","155,000","155,000","0","315,000","315,000"
		OtherNonCurrentAssets,"842,000","842,000","612,000","612,000","612,000","612,000"
TotalLiabilitiesNetMinorityInterest,"34,964,000","34,874,000","7,500,000","3,231,000","116,197,000","114,732,000"
	CurrentLiabilities,"6,406,000","5,812,000","4,209,000","3,231,000","4,920,000","3,018,000"
		PayablesAndAccruedExpenses,"3,255,000","2,989,000","2,113,000","1,576,000","2,663,000","922,000"
			Payables,"1,487,000","1,723,000","1,498,000","1,229,000","2,194,000","470,000"
				AccountsPayable,"1,487,000","1,723,000","1,498,000","1,229,000","2,120,000","470,000"
				TotalTaxPayable,,,,,"74,000",
			CurrentAccruedExpenses,"1,768,000","1,266,000","615,000","347,000","469,000","452,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"1,515,000","1,465,000","1,250,000","595,000","459,000","484,000"
		CurrentDebtAndCapitalLeaseObligation,"1,492,000","970,000","314,000","686,000","1,670,000","1,479,000"
			CurrentCapitalLeaseObligation,"1,492,000","970,000","314,000","686,000","1,670,000","1,479,000"
		OtherCurrentLiabilities,"144,000","388,000","532,000","374,000","128,000","133,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"28,558,000","29,062,000","3,291,000","0","111,277,000","111,714,000"
		LongTermDebtAndCapitalLeaseObligation,"28,558,000","29,062,000","3,291,000","0","2,859,000","3,296,000"
			LongTermCapitalLeaseObligation,"28,558,000","29,062,000","3,291,000","0","2,859,000","3,296,000"
		PreferredSecuritiesOutsideStockEquity,,"0","0","0","108,418,000","108,418,000"
TotalEquityGrossMinorityInterest,"349,709,000","363,576,000","377,847,000","390,044,000","-36,795,000","-29,721,000"
	StockholdersEquity,"349,709,000","363,576,000","377,847,000","390,044,000","-36,795,000","-29,721,000"
		CapitalStock,"12,000","12,000","12,000","12,000","1,000","1,000"
			PreferredStock,"0","0","0","0",,"0"
			CommonStock,"12,000","12,000","12,000","12,000","1,000","1,000"
		AdditionalPaidInCapital,"446,654,000","444,388,000","441,795,000","439,489,000","1,936,000","600,000"
		RetainedEarnings,"-96,403,000","-80,640,000","-63,951,000","-49,447,000","-38,734,000","-30,325,000"
		GainsLossesNotAffectingRetainedEarnings,"-554,000","-184,000","-9,000","-10,000","2,000","3,000"
TotalCapitalization,"349,709,000","363,576,000","377,847,000","390,044,000","-36,795,000","-29,721,000"
CommonStockEquity,"349,709,000","363,576,000","377,847,000","390,044,000","-36,795,000","-29,721,000"
CapitalLeaseObligations,"30,050,000","30,032,000","3,605,000","686,000","4,529,000","4,775,000"
NetTangibleAssets,"349,709,000","363,576,000","377,847,000","390,044,000","-36,795,000","-29,721,000"
WorkingCapital,"320,659,000","343,410,000","348,013,000","371,397,000","64,210,000","74,641,000"
InvestedCapital,"349,709,000","363,576,000","377,847,000","390,044,000","-36,795,000","-29,721,000"
TangibleBookValue,"349,709,000","363,576,000","377,847,000","390,044,000","-36,795,000","-29,721,000"
TotalDebt,"30,050,000","30,032,000","3,605,000","686,000","4,529,000","4,775,000"
ShareIssued,"124,456,653","124,303,083","124,166,776","124,094,390","124,045,255","124,045,255"
OrdinarySharesNumber,"124,456,653","124,303,083","124,166,776","124,094,390","124,045,255","124,045,255"
