name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalRevenue,"465,991,000","109,455,000","100,678,000","106,432,000","149,426,000","108,164,000","101,937,000","94,436,000","113,338,000","97,074,000","98,479,000","91,961,000","67,251,000","40,206,000","31,514,000","26,277,000","17,367,000","12,776,000","11,452,000"
	OperatingRevenue,"465,991,000","109,455,000","100,678,000","106,432,000","149,426,000","108,164,000","101,937,000","94,436,000","113,338,000","97,074,000","105,676,000","102,002,000","73,361,000","43,318,000","34,503,000","29,110,000","19,625,000","14,344,000","13,169,000"
CostOfRevenue,"381,228,000","109,265,000","86,433,000","83,456,000","102,074,000","75,456,000","76,532,000","68,908,000","79,687,000","59,383,000","65,018,000","59,178,000","44,510,000","29,435,000","23,651,000","21,235,000","14,755,000","10,719,000","10,522,000"
GrossProfit,"84,763,000","190,000","14,245,000","22,976,000","47,352,000","32,708,000","25,405,000","25,528,000","33,651,000","37,691,000","33,461,000","32,783,000","22,741,000","10,771,000","7,863,000","5,042,000","2,612,000","2,057,000","930,000"
OperatingExpense,"316,333,000","94,792,000","88,208,000","71,224,000","62,109,000","54,879,000","49,535,000","41,838,000","40,308,000","33,509,000","33,079,000","26,895,000","19,727,000","15,675,000","14,648,000","12,518,000","9,540,000","7,342,000","6,452,000"
	SellingGeneralAndAdministration,"245,634,000","75,114,000","65,872,000","56,362,000","48,286,000","38,954,000","38,488,000","33,560,000","34,292,000","27,315,000","27,090,000","20,944,000","15,515,000","11,177,000","11,328,000","10,353,000","7,043,000","5,737,000","4,790,000"
	ResearchAndDevelopment,"70,699,000","19,678,000","22,336,000","14,862,000","13,823,000","15,925,000","11,047,000","8,278,000","6,016,000","6,194,000","5,989,000","5,951,000","4,212,000","4,498,000","3,320,000","2,165,000","2,497,000","1,605,000","1,662,000"
OperatingIncome,"-231,570,000","-94,602,000","-73,963,000","-48,248,000","-14,757,000","-22,171,000","-24,130,000","-16,310,000","-6,657,000","4,182,000","382,000","5,888,000","3,014,000","-4,904,000","-6,785,000","-7,476,000","-6,928,000","-5,285,000","-5,522,000"
NetNonOperatingInterestIncomeExpense,"-4,044,000","-1,025,000","-992,000","-1,005,000","-1,000,000","-629,000","-613,000","-689,000","-569,000","-705,000","-742,000","-855,000","-741,000","-733,000","-740,000","-313,000","-28,000","-47,000","-518,000"
	InterestExpenseNonOperating,"4,044,000","1,025,000","992,000","1,005,000","1,022,000","629,000","613,000","689,000","569,000","705,000","742,000","855,000","741,000","733,000","740,000","313,000","28,000","47,000","518,000"
	TotalOtherFinanceCost,,,,,"1,000,000",,,,,,,,,,,,,,
OtherIncomeExpense,"-16,387,000","-4,150,000","-3,582,000","-4,991,000","-3,664,000","-4,044,000","-332,000","-2,231,000","-2,963,000","-1,663,000","-104,000","-934,000","-11,693,000","-1,012,000","74,000","-1,553,000","-440,000","-364,000","-963,000"
	GainOnSaleOfSecurity,"-12,503,000",,,,,,,,,,"0",,,,,"-994,000",,,
	SpecialIncomeCharges,"-16,346,000","-3,026,000","-3,726,000","-5,750,000","-3,844,000","-2,474,000","-402,000","-2,146,000","-1,509,000","-2,373,000","-1,309,000","-2,319,000","-847,000","-394,000","-345,000","-528,000","-348,000","-294,000","-431,000"
		RestructuringAndMergernAcquisition,"16,346,000","3,026,000","3,726,000","5,750,000","3,844,000","2,474,000","402,000","2,146,000","1,509,000","2,373,000","1,309,000","2,319,000","847,000","394,000","345,000","528,000","348,000","294,000","431,000"
	OtherNonOperatingIncomeExpenses,"-41,000","-1,124,000","144,000","759,000","180,000","-1,570,000","70,000","-85,000","-1,454,000","710,000","1,205,000","1,385,000","-10,846,000","-618,000","419,000","-31,000","-92,000","-70,000","-532,000"
PretaxIncome,"-252,001,000","-99,777,000","-78,537,000","-54,244,000","-19,443,000","-26,844,000","-25,075,000","-19,230,000","-10,189,000","1,814,000","-464,000","4,099,000","-9,420,000","-6,649,000","-7,451,000","-9,342,000","-7,396,000","-5,696,000","-7,003,000"
TaxProvision,"22,000","10,000","33,000","-23,000","2,000","48,000","2,000","55,000","16,000","-1,000","-12,000","0","21,000","0","1,000","0","0","0","2,000"
EarningsFromEquityInterestNetOfTax,"-3,274,000","-671,000","-1,801,000","-595,000","-207,000","-374,000",,,,,,,,,,,,,
NetIncomeCommonStockholders,"-255,297,000","-100,458,000","-80,371,000","-54,816,000","-19,652,000","-27,266,000","-25,077,000","-19,285,000","-10,205,000","1,815,000","-452,000","4,099,000","-9,441,000","-6,649,000","-7,452,000","-9,342,000","-7,396,000","-5,696,000","-7,005,000"
	NetIncome,"-255,297,000","-100,458,000","-80,371,000","-54,816,000","-19,652,000","-27,266,000","-25,077,000","-19,285,000","-10,205,000","1,815,000","-452,000","4,099,000","-9,441,000","-6,649,000","-7,452,000","-9,342,000","-7,396,000","-5,696,000","-7,005,000"
		NetIncomeIncludingNoncontrollingInterests,"-255,297,000","-100,458,000","-80,371,000","-54,816,000","-19,652,000","-27,266,000","-25,077,000","-19,285,000","-10,205,000","1,815,000","-452,000","4,099,000","-9,441,000","-6,649,000","-7,452,000","-9,342,000","-7,396,000","-5,696,000","-7,005,000"
			NetIncomeContinuousOperations,"-255,297,000","-100,458,000","-80,371,000","-54,816,000","-19,652,000","-27,266,000","-25,077,000","-19,285,000","-10,205,000","1,815,000","-452,000","4,099,000","-9,441,000","-6,649,000","-7,452,000","-9,342,000","-7,396,000","-5,696,000","-7,005,000"
DilutedNIAvailtoComStockholders,"-255,297,000","-100,458,000","-80,371,000","-54,816,000","-19,652,000","-27,266,000","-25,077,000","-19,285,000","-10,205,000","1,815,000","-452,000","4,099,000","-9,441,000","-6,649,000","-7,452,000","-9,342,000","-7,396,000","-5,696,000","-7,005,000"
BasicEPS,,"-1.58","-1.27","-0.87","-0.31","-0.43","-0.4","-0.31","-0.16","0.03","-0.01","0.07","-0.24","-0.116",,"-0.201","-0.16","-0.123",
DilutedEPS,,"-1.58","-1.27","-0.87","-0.31","-0.43","-0.4","-0.31","-0.16","0.03","-0.01","0.06","-0.24","-0.116",,"-0.201","-0.16","-0.123",
BasicAverageShares,,"63,465,205","63,357,486","63,280,122","63,121,400","62,941,748","62,723,875","62,487,152","62,098,861","61,679,929","61,229,539","60,415,866","39,081,359","57,433,044",,"46,362,849","46,362,849","46,362,849",
DilutedAverageShares,,"63,465,205","63,357,486","63,280,122","63,121,400","62,941,748","62,723,875","62,487,152","62,098,861","65,927,988","61,229,539","66,026,490","39,081,359","57,433,044",,"46,362,849","46,362,849","46,362,849",
TotalOperatingIncomeAsReported,"-247,916,000","-97,628,000","-77,689,000","-53,998,000","-18,601,000","-24,645,000","-24,532,000","-18,456,000","-8,166,000","1,809,000","-927,000","3,569,000","2,167,000","-5,298,000","-7,130,000","-8,004,000","-7,276,000","-5,579,000","-5,953,000"
TotalExpenses,"697,561,000","204,057,000","174,641,000","154,680,000","164,183,000","130,335,000","126,067,000","110,746,000","119,995,000","92,892,000","98,097,000","86,073,000","64,237,000","45,110,000","38,299,000","33,753,000","24,295,000","18,061,000","16,974,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-255,297,000","-100,458,000","-80,371,000","-54,816,000","-19,652,000","-27,266,000","-25,077,000","-19,285,000","-10,205,000","1,815,000","-452,000","4,099,000","-9,441,000","-6,649,000","-7,452,000","-9,342,000","-7,396,000","-5,696,000","-7,005,000"
NormalizedIncome,"-245,489,400","-98,642,400","-77,651,020","-49,068,438.058","-16,845,880","-25,459,980","-24,783,540","-17,718,420","-9,103,430","3,547,290","823,146.552","6,418,000","-8,822,690","-6,255,000","-7,200,150","-7,820,000","-7,048,000","-5,402,000","-6,746,400"
InterestExpense,"4,044,000","1,025,000","992,000","1,005,000","1,022,000","629,000","613,000","689,000","569,000","705,000","742,000","855,000","741,000","733,000","740,000","313,000","28,000","47,000","518,000"
NetInterestIncome,"-4,044,000","-1,025,000","-992,000","-1,005,000","-1,000,000","-629,000","-613,000","-689,000","-569,000","-705,000","-742,000","-855,000","-741,000","-733,000","-740,000","-313,000","-28,000","-47,000","-518,000"
EBIT,"-247,957,000","-98,752,000","-77,545,000","-53,239,000","-14,757,000","-26,215,000","-24,462,000","-18,541,000","-9,620,000","2,519,000","278,000","4,954,000","-8,679,000","-5,916,000","-6,711,000","-9,029,000","-7,368,000","-5,649,000","-6,485,000"
EBITDA,"-223,529,000"
ReconciledCostOfRevenue,"381,228,000","109,265,000","86,433,000","83,456,000","102,074,000","75,456,000","76,532,000","68,908,000","79,687,000","59,383,000","65,018,000","59,178,000","44,510,000","29,435,000","23,651,000","21,235,000","14,755,000","10,719,000","10,522,000"
ReconciledDepreciation,"24,428,000","7,091,000","6,753,000","5,703,000","4,881,000","4,326,000","4,023,000","3,421,000","3,272,000","2,583,000","2,126,000","2,023,000","2,052,000","1,905,000","1,875,000","1,426,000","887,000","733,000","818,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-255,297,000","-100,458,000","-80,371,000","-54,816,000","-19,652,000","-27,266,000","-25,077,000","-19,285,000","-10,205,000","1,815,000","-452,000","4,099,000","-9,441,000","-6,649,000","-7,452,000","-9,342,000","-7,396,000","-5,696,000","-7,005,000"
TotalUnusualItemsExcludingGoodwill,"-16,346,000","-3,026,000","-3,726,000","-5,750,000","-3,844,000","-2,474,000","-402,000","-2,146,000","-1,509,000","-2,373,000","-1,309,000","-2,319,000","-847,000","-394,000","-345,000","-1,522,000","-348,000","-294,000","-431,000"
TotalUnusualItems,"-16,346,000","-3,026,000","-3,726,000","-5,750,000","-3,844,000","-2,474,000","-402,000","-2,146,000","-1,509,000","-2,373,000","-1,309,000","-2,319,000","-847,000","-394,000","-345,000","-1,522,000","-348,000","-294,000","-431,000"
NormalizedEBITDA,"-207,183,000","-88,635,000","-67,066,000","-41,786,000","-6,032,000","-19,415,000","-20,037,000","-12,974,000","-4,839,000","7,475,000","3,713,000","9,296,000","-5,780,000","-3,617,000","-4,491,000","-6,081,000","-6,133,000","-4,622,000","-5,236,000"
TaxRateForCalcs,"0.4","0.4","0.27","0","0.27","0.27","0.27","0.27","0.27","0.27","0.026","0","0.27","0","0.27","0","0","0","0.4"
TaxEffectOfUnusualItems,"-6,538,400","-1,210,400","-1,006,020","-2,438.058","-1,037,880","-667,980","-108,540","-579,420","-407,430","-640,710","-33,853.448","0","-228,690","0","-93,150","0","0","0","-172,400"
