name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008
MarketCap,"3,187,281,611","6,419,336,231","7,182,777,160","6,833,875,105","6,211,713,714","5,925,406,165","4,531,313,291","3,712,679,365","3,301,334,524","2,339,295,574","4,294,989,296","3,422,010,566","3,298,216,007","3,489,133,655","2,451,051,978","4,226,212,029","3,645,079,200","3,938,939,666","4,877,849,664","5,126,543,665","4,843,930,864","4,828,657,164","4,407,239,467","3,855,261,243","3,244,995,331","3,506,877,379","2,883,407,988","3,715,791,838","5,733,021,972","5,910,530,419","6,380,785,790","7,046,410,145","9,218,448,987","8,813,707,601","6,491,387,526","5,756,527,466","5,304,016,755","4,380,258,520","3,795,620,238","3,446,167,465","2,588,254,062","3,305,090,663","1,243,978,765","883,390,896","1,078,915,431","998,233,808","799,243,463","645,165,364","450,201,855","509,017,852","520,478,378","459,525,346","333,589,099","296,859,729","457,222,589","735,340,661","1,104,111,142"
EnterpriseValue,"4,776,579,611","7,974,688,231","8,794,441,160","8,536,340,105","7,832,546,714","8,238,506,165","6,854,149,291","6,064,825,365","5,649,634,524","4,717,909,574","8,359,942,296","7,561,763,566","7,426,759,007","4,442,856,655","3,307,160,978","5,042,107,029","4,370,050,200","4,588,383,666","5,957,923,664","6,182,680,665","5,886,857,864","5,899,071,164","5,600,719,467","5,076,051,243","4,495,036,331","4,726,955,379","4,210,944,988","4,887,251,838","6,964,598,972","7,144,326,419","7,776,025,790","8,584,431,145","9,885,429,987","9,989,511,601","7,373,278,526","6,674,546,466","6,599,121,755","5,626,134,520","5,041,496,238","4,597,926,465","3,733,469,062","3,723,894,663","1,631,157,765","1,270,569,896","1,477,001,431","1,036,573,808","821,201,463","687,387,364","474,727,855","538,953,852","562,000,378","501,626,346","710,050,099","682,942,729","854,265,589","787,135,661","1,178,112,142"
PeRatio,"37.573","66.317","54.726","58.101","80.368","99.568","98.051","108.138","84.545","198","63.825","42.116","34.183","21.2",,,,,"33.863","32.787","33.65","37.75","33.269","31.119","24.055","21.336","14.325","14.59","14.332","15.805","19.171","21.828","48.09","46.318","45.493","57.643","84.048",,,,,"352.4","42.507","30.239","34.93","43.302","49.757","53.107","38.556","36.781","24.08","17.145","6.772",,,"954.858",
ForwardPeRatio,"12.392","16.447","17.731","17.452","21.322","20.492","19.121","16.077","20.576","9.452","16.529","12.804","10.953","11.641","8.482","14.771","14.389","15.198","20.202","20.833","23.042","23.81","21.93","19.418","18.248","19.194","15.699","14.045","19.646","19.455","21.645","18.727","23.529","23.042","24.631","21.978","20.833","21.882","25.707","23.419","15.625","15.528","16.807","12.346","17.391","17.007","16.639",,,,,,,,,,
PegRatio,,"1.116","0.737","0.754","0.978","0.908","1.698","1.517","2.329","0.825","2.131",,"0.961","0.942","0.645","1.252","1.339","1.468","2.297","2.031","2.302","2.428","2.656","2.587","2.607","2.399","1.963",,,"2.07","2.3","1.99","2.504","1.297","1.022","0.929","0.851","0.939","1.154","0.815","0.752","0.617","0.988","0.726","1.023","1.26","1.148",,,,,,,,,,
PsRatio,"0.791","1.605","1.875","1.883","2.032","1.982","1.702","1.374","1.118","0.813","1.062","0.883","0.91","0.978","0.716","1.26","1.097","1.191","1.326","1.42","1.343","1.326","1.174","1.007","0.837","0.9","0.711","0.87","1.292","1.266","1.317","1.433","1.816","1.702","1.537","1.351","1.237","1.077","0.934","1.071","1.042","2.25","1.847","1.314","1.694","1.788","1.489","1.297","0.9","1.002","0.996","0.836","0.583","0.468","0.577","0.896","1.155"
PbRatio,"0.693","1.39","1.566","1.586","1.463","1.672","1.328","1.108","1.003","0.68","1.44","1.106","0.922","1.067","0.751","1.274","1.011","1.125","1.48","1.621","1.609","1.667","1.484","1.3","1.065","1.142","0.929","1.154","1.884","1.878","1.918","2.064","2.912","3.506","2.77","2.66","2.913","2.291","1.985","1.83","1.316","17.462","5.069","3.598","4.243","4.198","3.694","2.854","2.439","2.634","2.618","2.38","1.819","1.761","2.739","3.095","4.749"
EnterprisesValueRevenueRatio,"1.195","7.793","8.594","8.838","7.944","9.37","8.277","7.525","9.107","5.779","9.41","8.933","8.173","4.409","3.357","5.76","4.723","5.209","6.816","7.321","6.095","6.982","5.998","5.773","4.696","5.391","3.967","5.043","6.792","7.842","6.446","7.372","8.242","9.475","6.295","6.579","6.144","5.94","4.907","4.817","3.57","4.201","9.175","7.461","7.909","6.538","4.928","5.192","3.861","4.492","4.291","3.902","5.496","5.01","5.362","5.129","7.298"
EnterprisesValueEBITDARatio,"9.631","66.933","72.872","64.226","63.568","66.39","55.473","49.305","99.499","44.859","60.874","72.463","63.384","172.084","41.233","51.024","41.514","54.339","-40.92","57.245","45.763","60.076","54.842","60.704","41.108","54.848","38.693","57.35","53.262","62.462","50.951","53.154","65.374","83.984","53.731","48.129","45.997","52.938","49.773","46.957","36.062","98.848","-629.062","117.006","62.71","62.126","33.597","54.829","56.455","116.455","43.934","36.546","60.011","44.981","35.009","31.755","-32.134"
