name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,01/31/1991,10/31/1990,01/31/1990,01/31/1989,01/31/1988,01/31/1987,01/31/1986
TotalAssets,"1,548,442,000","1,562,099,000","1,616,809,000","1,658,620,000","1,662,367,000","1,587,368,000","1,536,500,000","1,770,028,000","1,755,068,000","1,680,478,000","1,785,492,000","1,755,527,000","1,816,073,000","1,181,081,000","1,430,713,000","1,367,796,000","1,317,425,000","1,315,353,000","1,498,483,000","1,597,513,000","1,479,376,000","1,448,906,000","1,596,424,000","1,581,313,000","1,482,276,000","1,541,483,000","1,743,704,000","1,684,301,000","1,616,068,000","1,583,087,000","1,669,245,000","1,580,837,000","1,482,907,000","1,439,284,000","1,545,803,000","1,457,349,000","1,307,219,000","1,333,789,000","1,433,398,000","1,380,958,000","1,260,373,000","1,237,265,000","1,343,096,000","1,260,881,000","971,744,000","961,082,000","1,017,970,000","929,534,000","888,100,000","863,652,000","878,279,000","854,001,000","815,113,000","818,027,000","891,861,000","838,219,000","823,815,000","804,556,000","917,418,000","854,569,000","760,601,000","729,373,000","792,555,000","762,109,000","690,066,000","686,118,000","715,705,000","683,949,000","650,029,000","635,571,000","641,439,000","631,321,000","575,129,000","430,187,000","445,626,000","436,269,000","415,984,000","419,214,000","407,305,000","420,161,000","376,976,000","363,554,000","372,943,000","377,010,000","345,248,000","352,163,000","333,726,000","330,177,000","302,392,000","301,165,000","296,400,000","292,600,000","286,700,000","307,200,000","268,700,000","275,800,000","341,500,000","246,800,000","240,400,000","227,500,000","216,500,000","217,700,000","217,500,000","206,500,000","198,000,000","197,800,000","204,600,000","211,600,000","222,700,000","243,900,000","287,700,000","327,000,000","322,600,000","309,400,000","372,500,000","357,400,000","340,200,000","317,900,000","319,300,000","310,400,000","255,000,000","237,200,000","255,500,000","252,100,000","251,400,000","269,700,000","279,800,000","265,400,000","258,500,000","290,100,000","284,700,000"
	CurrentAssets,"725,579,000","709,798,000","744,429,000","753,942,000","722,419,000","667,595,000","583,958,000","777,658,000","735,008,000","508,183,000","600,794,000","574,337,000","601,044,000","731,046,000","843,102,000","774,355,000","706,496,000","693,088,000","875,288,000","836,613,000","739,686,000","738,167,000","894,573,000","849,170,000","735,390,000","800,086,000","987,091,000","942,021,000","873,701,000","847,658,000","931,052,000","879,247,000","795,785,000","756,875,000","869,561,000","809,232,000","657,426,000","682,271,000","766,776,000","729,232,000","613,563,000","595,312,000","708,004,000","634,884,000","526,275,000","513,055,000","575,554,000","517,560,000","481,341,000","450,072,000","473,584,000","442,611,000","398,551,000","398,119,000","468,972,000","416,483,000","400,162,000","383,666,000","495,874,000","446,467,000","362,763,000","335,066,000","420,470,000","401,405,000","335,426,000","341,188,000","374,946,000","351,045,000","317,862,000","305,919,000","327,784,000","320,479,000","264,758,000","283,766,000","294,319,000","285,897,000","266,673,000","269,431,000","256,651,000","270,613,000","230,499,000","229,756,000","248,433,000","260,447,000","234,679,000","243,746,000","229,291,000","233,006,000","210,820,000","214,999,000","211,100,000","210,800,000","207,100,000","228,300,000","202,600,000","212,200,000","279,400,000","194,600,000","188,000,000","176,600,000","169,700,000","174,200,000","173,600,000","164,100,000","157,100,000","156,900,000","163,000,000","168,300,000","179,800,000","183,400,000","223,900,000","250,600,000","245,100,000","230,600,000","277,700,000","273,500,000","254,600,000","236,500,000","242,600,000","230,300,000","198,300,000","180,100,000","200,000,000","196,200,000","196,400,000","214,700,000","227,000,000","218,600,000","210,700,000","241,200,000","209,100,000"
		CashCashEquivalentsAndShortTermInvestments,"200,623,000","320,525,000","282,764,000","304,039,000","258,044,000","215,091,000","115,061,000","299,144,000","238,574,000","81,418,000","55,826,000","57,965,000","156,655,000","167,355,000","53,423,000","49,786,000","30,880,000","39,937,000","50,740,000","43,520,000","43,371,000","48,301,000","30,520,000","41,466,000","42,750,000","133,288,000","28,148,000","48,997,000","89,886,000","112,867,000","38,026,000","59,303,000","71,882,000","59,447,000","32,250,000","46,027,000","39,668,000","59,795,000","39,890,000","47,222,000","54,824,000","53,790,000","36,073,000","35,582,000","56,760,000","55,934,000","24,574,000","49,037,000","105,399,000","82,148,000","23,620,000","21,457,000","16,690,000","17,672,000","16,000,000","24,283,000","45,555,000","17,703,000","17,980,000","22,129,000","13,729,000","16,739,000","18,638,000","19,360,000","34,719,000","60,451,000","33,398,000","38,848,000","62,377,000","60,068,000","15,012,000","15,286,000","11,536,000","81,549,000","44,306,000","32,968,000","57,671,000","55,929,000","10,260,000","32,214,000","44,266,000","46,384,000","9,926,000","24,513,000","34,133,000","60,382,000","16,060,000","38,275,000","45,218,000","57,860,000","38,500,000","49,100,000","55,700,000","58,700,000","42,600,000","53,200,000","127,700,000","49,300,000","13,200,000","17,600,000","26,400,000","43,400,000","25,200,000","30,600,000","34,000,000","35,600,000","22,600,000","5,400,000","11,200,000","10,200,000","5,600,000","5,000,000","4,100,000","3,600,000","2,100,000","2,400,000","2,900,000","4,800,000","2,600,000","2,500,000","6,400,000","7,200,000","3,400,000","3,000,000","3,400,000","3,100,000","36,500,000","41,800,000","46,500,000","33,700,000","23,100,000"
			CashAndCashEquivalents,"200,623,000","320,525,000","282,764,000","304,039,000","258,044,000","215,091,000","115,061,000","299,144,000","238,574,000","81,418,000","55,826,000","57,965,000","156,655,000","167,355,000","53,423,000","49,786,000","30,880,000","39,937,000","50,740,000","43,520,000","43,371,000","48,301,000","30,520,000","41,466,000","42,750,000","133,288,000","28,148,000","48,997,000","89,886,000","112,867,000","38,026,000","59,303,000","71,882,000","59,447,000","32,250,000","46,027,000","39,668,000","59,795,000","39,890,000","47,222,000","54,824,000","53,790,000","36,073,000","35,582,000","56,760,000","55,934,000","24,574,000","49,037,000","105,399,000","82,148,000","23,620,000","21,457,000","16,690,000","17,672,000","16,000,000","24,283,000","16,480,000","17,703,000","17,980,000","22,129,000","13,729,000","16,739,000","18,638,000","19,360,000","34,719,000","60,451,000","33,398,000","38,848,000","62,377,000","60,068,000","15,012,000","15,286,000","11,536,000","81,549,000","44,306,000","32,968,000","57,671,000","55,929,000","10,260,000","32,214,000","44,266,000","46,384,000","9,926,000","24,513,000","34,133,000","60,382,000","16,060,000","38,275,000","45,218,000","57,860,000","38,500,000","49,100,000","55,700,000","58,700,000","42,600,000","53,200,000","127,700,000","49,300,000","13,200,000","17,600,000","26,400,000","43,400,000","25,200,000","30,600,000","34,000,000","35,600,000","22,600,000","5,400,000","11,200,000","10,200,000","5,600,000","5,000,000","4,100,000","3,600,000","2,100,000","2,400,000","2,900,000","4,800,000","2,600,000","2,500,000","6,400,000","7,200,000","3,400,000","3,000,000","3,400,000","3,100,000","36,500,000","41,800,000","46,500,000","33,700,000","23,100,000"
				CashFinancial,"105,623,000",,,,,,,,"33,474,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"95,000,000",,,,,,,,"205,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,075,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"48,868,000","39,509,000","36,991,000","31,872,000","45,891,000","31,410,000","35,592,000","54,793,000","55,259,000","29,195,000","34,849,000","26,626,000","33,275,000","132,390,000","48,364,000","38,483,000","51,421,000","43,292,000","52,704,000","39,411,000","54,314,000","43,525,000","55,109,000","46,469,000","52,813,000","47,265,000","82,136,000","58,385,000","60,498,000","55,263,000","71,796,000","54,142,000","53,746,000","52,646,000","64,235,000","50,188,000","44,193,000","48,214,000","61,006,000","45,709,000","47,733,000","43,713,000","61,393,000","43,305,000","43,858,000","44,512,000","47,923,000","31,005,000","29,411,000","27,217,000","33,425,000","28,251,000","28,417,000","23,744,000","30,727,000","23,015,000","26,532,000","24,275,000","29,213,000","22,154,000","23,586,000","24,084,000","24,401,000","19,293,000","22,742,000","21,171,000","22,738,000","17,762,000","17,514,000","17,906,000","18,823,000","17,449,000","13,465,000","12,515,000","18,731,000","14,579,000","19,394,000","19,412,000","24,597,000","16,785,000","22,513,000","19,857,000","26,155,000","27,053,000","26,787,000","22,700,000","30,493,000","23,957,000","28,645,000","23,617,000","26,000,000","22,100,000","24,300,000","26,300,000","26,000,000","27,100,000","22,300,000","20,400,000","41,600,000","31,700,000","30,800,000","30,400,000","40,600,000","35,400,000","32,700,000","32,100,000","41,100,000","33,900,000","31,900,000","32,100,000","41,800,000","84,800,000","75,600,000","66,000,000","89,500,000","87,500,000","78,600,000","71,700,000","79,700,000","74,200,000","60,900,000","54,300,000","64,700,000","62,700,000","63,100,000","59,600,000","58,600,000","58,600,000","54,500,000","109,800,000","59,100,000"
			AccountsReceivable,"48,868,000","39,509,000","36,991,000","31,872,000","45,891,000","31,410,000","35,592,000","54,793,000","55,259,000","29,195,000","34,849,000","26,626,000","33,275,000","132,390,000","48,364,000","38,483,000","51,421,000","43,292,000","52,704,000","39,411,000","54,314,000","43,525,000","55,109,000","46,469,000","52,813,000","47,265,000","82,136,000","58,385,000","60,498,000","55,263,000","71,796,000","54,142,000","53,746,000","52,646,000","64,235,000","50,188,000","44,193,000","48,214,000","61,006,000","45,709,000","47,733,000","43,713,000","61,393,000","43,305,000","43,858,000","44,512,000","47,923,000","31,005,000","29,411,000","27,217,000","33,425,000","28,251,000","28,417,000","23,744,000","30,727,000","23,015,000","26,532,000","24,275,000","29,213,000","22,154,000","23,586,000","24,084,000","24,401,000","19,293,000","22,742,000","21,171,000","22,738,000","17,762,000","17,514,000","17,906,000","18,823,000","17,449,000","13,465,000","12,515,000","18,731,000","14,579,000","19,394,000","19,412,000","24,597,000","16,785,000","22,513,000","19,857,000","26,155,000","27,053,000","26,787,000","22,700,000","30,493,000","23,957,000","28,645,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"53,942,000","44,165,000",,"36,312,000","50,365,000","36,425,000","40,734,000","60,278,000","60,349,000","32,135,000","37,306,000","29,088,000","36,149,000","135,284,000","51,581,000","42,823,000","57,005,000","47,885,000","57,053,000","42,880,000","58,078,000","46,598,000","58,840,000","49,640,000","56,125,000","50,225,000","87,172,000","62,689,000","65,167,000","59,454,000","76,258,000","58,739,000","58,022,000","57,066,000","69,379,000","55,236,000","50,215,000","54,296,000","67,337,000","51,780,000","54,879,000","50,613,000","67,163,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
