name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
TotalRevenue,"758,138,000","185,118,000","196,158,000","191,060,000","190,673,000","193,899,000","194,210,000","220,271,000","209,326,000","245,495,000","208,355,000","229,739,000","185,600,000","166,927,000","167,851,000","173,288,000","171,697,000","169,273,000","160,441,000","112,014,000","109,449,000","99,603,000","107,434,000","101,992,000","100,929,000","96,905,000","100,043,000","99,856,000","96,239,000","69,471,000","66,733,000","55,576,000","53,693,000","49,037,000","45,517,000","40,171,000","39,065,000","39,730,000","45,359,000","39,753,000","38,344,000","37,742,000","39,750,000","40,798,000","41,233,000","38,866,000","59,451,000","40,509,000","41,677,000","36,007,000","37,683,000","39,758,000","36,349,000","34,441,000","34,085,000","35,635,000","34,818,000","34,811,000","35,361,000","34,943,000","34,130,000","33,685,000","33,076,000","33,403,000","33,708,000","32,564,000","33,491,000","33,612,000","33,306,000","32,164,000","32,244,000","32,536,000","31,941,000","29,762,000","28,917,000","29,812,000","29,674,000","28,184,000","28,430,000","28,562,000","27,586,000","26,433,000","25,475,000","25,273,000","25,177,000","25,049,000","25,282,000","25,113,000","23,815,000","23,206,000","23,800,000","23,900,000","21,400,000","20,700,000","22,900,000","19,500,000","22,800,000","18,700,000","19,300,000","18,000,000","15,500,000","15,100,000","15,600,000","15,100,000","14,300,000","14,100,000","14,700,000","14,400,000","13,600,000","13,400,000","13,000,000","13,600,000","13,400,000","14,100,000","14,200,000","13,900,000","13,300,000","13,300,000","14,400,000","13,100,000",,"11,900,000",,,,,,,,"9,900,000",,,,,,,,
	OperatingRevenue,"758,138,000","185,118,000","196,158,000","191,060,000","190,673,000","193,899,000","194,210,000","220,271,000","209,326,000","245,495,000","208,355,000","229,739,000","185,600,000","166,927,000","167,851,000","173,288,000","171,697,000","169,273,000","160,441,000","112,014,000","109,449,000","99,603,000","107,434,000","101,992,000","100,929,000","96,905,000","100,043,000","99,856,000","96,239,000","69,471,000","66,733,000","55,576,000","53,693,000","49,037,000","45,517,000","40,171,000","39,065,000","39,730,000","45,359,000","39,753,000","38,344,000","37,742,000","39,750,000","40,798,000","41,233,000","38,866,000","59,451,000","40,509,000","41,677,000","36,007,000","37,683,000","39,758,000","36,349,000","34,441,000","34,085,000","35,635,000","34,818,000","34,811,000","35,361,000","34,943,000","34,130,000","33,685,000","33,076,000","33,403,000","33,708,000","32,564,000","33,491,000","33,612,000","33,306,000","32,164,000","32,244,000","32,536,000","31,941,000","29,762,000","28,917,000","29,812,000","29,674,000","28,184,000","28,430,000","28,562,000","27,586,000","26,433,000","25,475,000","25,273,000","25,177,000","25,049,000","25,282,000","25,113,000","23,815,000","23,206,000","23,800,000","23,900,000","21,400,000","20,700,000","22,900,000","19,500,000","22,800,000","18,700,000","19,300,000","18,000,000","15,500,000","15,100,000","15,600,000","15,100,000","14,300,000","14,100,000","14,700,000","14,400,000","13,600,000","13,400,000","13,000,000","13,600,000","13,400,000","14,100,000","14,200,000","13,900,000","13,300,000","13,300,000","14,400,000","13,100,000",,"11,900,000",,,,,,,,"9,900,000",,,,,,,,
PretaxIncome,"330,000,000","79,321,000","59,393,000","99,344,000","91,942,000","81,783,000","63,938,000","83,531,000","74,395,000","97,930,000","65,698,000","105,101,000","71,540,000","60,093,000","67,353,000","66,095,000","67,345,000","65,278,000","45,457,000","43,530,000","34,125,000","31,811,000","39,386,000","34,211,000","34,718,000","35,123,000","31,364,000","32,638,000","30,345,000","12,917,000","18,308,000","12,325,000","14,372,000","5,284,000","4,584,000","9,893,000","9,502,000","8,557,000","11,889,000","9,768,000","9,325,000","9,033,000","8,863,000","10,526,000","9,594,000","6,816,000","25,714,000","10,713,000","11,419,000","6,585,000","9,579,000","11,260,000","7,451,000","7,056,000","7,775,000","8,980,000","8,395,000","13,187,000","8,863,000","10,870,000","10,288,000","9,720,000","9,906,000","10,666,000","10,618,000","8,731,000","9,884,000","10,650,000","10,403,000","8,528,000","8,640,000","10,009,000","9,354,000","7,926,000","7,682,000","9,668,000","9,541,000","7,793,000","8,253,000","8,178,000","8,301,000","7,043,000","5,453,000","4,690,000","6,364,000","6,379,000","7,237,000","7,246,000","6,640,000","6,206,000","7,400,000","5,400,000","5,800,000","4,800,000","5,800,000","5,300,000","4,900,000","3,900,000","4,600,000","4,800,000","4,000,000","3,600,000","4,000,000","3,700,000","3,800,000","3,100,000","3,800,000","3,900,000","3,300,000","3,300,000","3,100,000","3,800,000","3,300,000","3,600,000","3,200,000","3,500,000","3,100,000","2,900,000","3,300,000","2,800,000",,"2,100,000",,,,,,,,"1,200,000",,,,,,,,
TaxProvision,"61,169,000","14,226,000","11,155,000","18,770,000","17,018,000","14,363,000","10,970,000","17,633,000","15,593,000","20,694,000","12,976,000","23,275,000","15,616,000","12,398,000","11,707,000","10,902,000","13,783,000","13,966,000","26,554,000","14,678,000","11,060,000","9,691,000","12,415,000","10,782,000","11,809,000","11,618,000","7,505,000","10,963,000","10,250,000","4,182,000","5,669,000","3,537,000","4,464,000","932,000","798,000","2,961,000","2,926,000","2,620,000","3,856,000","3,008,000","2,789,000","2,678,000","2,558,000","3,269,000","2,848,000","1,750,000","9,154,000","3,093,000","3,438,000","1,629,000","2,774,000","3,600,000","1,942,000","1,820,000","2,149,000","2,506,000","2,401,000","4,371,000","2,671,000","3,370,000","3,257,000","3,083,000","3,156,000","3,219,000","3,322,000","2,743,000","3,059,000","3,316,000","3,460,000","2,668,000","2,800,000","3,102,000","3,066,000","2,515,000","2,364,000","3,057,000","3,012,000","2,461,000","2,590,000","2,409,000","2,596,000","2,102,000","1,502,000","1,154,000","1,877,000","1,825,000","2,270,000","2,281,000","2,031,000","1,878,000","2,300,000","1,600,000","1,700,000","1,500,000","1,500,000","1,500,000","1,500,000","1,100,000","1,400,000","1,400,000","1,200,000","1,000,000","1,200,000","1,200,000","1,100,000","900,000","1,100,000","1,200,000","900,000","1,000,000","800,000","1,100,000","900,000","1,000,000","800,000","1,000,000","800,000","800,000","900,000","800,000",,"600,000",,,,,,,,"400,000",,,,,,,,
NetIncomeCommonStockholders,"268,797,000","65,095,000","48,230,000","80,561,000","74,911,000","67,407,000","52,955,000","65,885,000","58,789,000","77,223,000","52,709,000","81,826,000","55,598,000","47,695,000","55,646,000","55,193,000","53,562,000","51,312,000","18,903,000","28,852,000","23,065,000","22,120,000","26,971,000","23,429,000","22,909,000","23,481,000","23,782,000","21,598,000","20,018,000","8,709,000","12,639,000","8,788,000","9,908,000","4,352,000","3,786,000","6,932,000","6,576,000","5,937,000","8,033,000","6,760,000","6,536,000","6,355,000","6,305,000","7,257,000","6,746,000","5,066,000","16,560,000","7,620,000","7,981,000","4,956,000","6,805,000","7,660,000","5,509,000","5,236,000","5,626,000","6,474,000","5,994,000","8,816,000","6,192,000","7,500,000","7,031,000","6,637,000","6,750,000","7,447,000","7,296,000","5,988,000","6,825,000","7,334,000","6,943,000","5,860,000","5,840,000","6,907,000","6,288,000","5,411,000","5,318,000","6,611,000","6,529,000","5,332,000","5,663,000","5,769,000","5,705,000","4,941,000","3,951,000","3,536,000","4,487,000","4,554,000","4,967,000","4,965,000","4,609,000","4,328,000","5,100,000","3,800,000","4,100,000","3,300,000","4,300,000","3,800,000","3,400,000","2,800,000","3,200,000","3,400,000","2,800,000","2,600,000","2,800,000","2,500,000","2,700,000","2,200,000","2,700,000","2,700,000","2,400,000","2,300,000","2,300,000","2,700,000","2,400,000","2,600,000","2,400,000","2,500,000","2,300,000","2,100,000","2,400,000","2,000,000","1,600,000","1,500,000","1,700,000","1,600,000",,,,,,"800,000",,,,,,,,
	NetIncome,"268,831,000","65,095,000","48,238,000","80,574,000","74,924,000","67,420,000","52,968,000","65,898,000","58,802,000","77,236,000","52,722,000","81,826,000","55,924,000","47,695,000","55,646,000","55,193,000","53,562,000","51,312,000","18,903,000","28,852,000","23,065,000","22,120,000","26,971,000","23,429,000","22,909,000","23,505,000","23,859,000","21,675,000","20,095,000","8,735,000","12,639,000","8,788,000","9,908,000","4,352,000","3,786,000","6,932,000","6,576,000","5,937,000","8,033,000","6,760,000","6,536,000","6,355,000","6,305,000","7,257,000","6,746,000","5,066,000","16,560,000","7,620,000","7,981,000","4,956,000","6,805,000","7,660,000","5,509,000","5,236,000","5,626,000","6,474,000","5,994,000","8,816,000","6,192,000","7,500,000","7,031,000","6,637,000","6,750,000","7,447,000","7,296,000","5,988,000","6,825,000","7,334,000","6,943,000","5,860,000","5,840,000","6,907,000","6,288,000","5,411,000","5,318,000","6,611,000","6,529,000","5,332,000","5,663,000","5,769,000","5,705,000","4,941,000","3,951,000","3,536,000","4,487,000","4,554,000","4,967,000","4,965,000","4,609,000","4,328,000","5,100,000","3,800,000","4,100,000","3,300,000","4,300,000","3,800,000","3,400,000","2,800,000","3,200,000","3,400,000","2,800,000","2,600,000","2,800,000","2,500,000","2,700,000","2,200,000","2,700,000","2,700,000","2,400,000","2,300,000","2,300,000","2,700,000","2,400,000","2,600,000","2,400,000","2,500,000","2,300,000","2,100,000","2,400,000","2,000,000","1,600,000","1,500,000","1,700,000","1,600,000",,,,,,"800,000",,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"268,831,000","65,095,000","48,238,000","80,574,000","74,924,000","67,420,000","52,968,000","65,898,000","58,802,000","77,236,000","52,722,000","81,826,000","55,924,000","47,695,000","55,646,000","55,193,000","53,562,000","51,312,000","18,903,000","28,852,000","23,065,000","22,120,000","26,971,000","23,429,000","22,909,000","23,505,000","23,859,000","21,675,000","20,095,000","8,735,000","12,639,000","8,788,000","9,908,000","4,352,000","3,786,000","6,932,000","6,576,000","5,937,000","8,033,000","6,760,000","6,536,000","6,355,000","6,305,000","7,257,000","6,746,000","5,066,000","16,560,000","7,620,000","7,981,000","4,956,000","6,805,000","7,660,000","5,509,000","5,236,000","5,626,000","6,474,000","5,994,000","8,816,000","6,192,000","7,500,000","7,031,000","6,637,000","6,750,000","7,447,000","7,296,000","5,988,000","6,825,000","7,334,000","6,943,000","5,860,000","5,840,000","6,907,000","6,288,000","5,411,000","5,318,000","6,611,000","6,529,000","5,332,000","5,663,000","5,769,000","5,705,000","4,941,000","3,951,000","3,536,000","4,487,000","4,554,000","4,967,000","4,965,000","4,609,000","4,328,000","5,100,000","3,800,000","4,100,000","3,300,000","4,300,000","3,800,000","3,400,000","2,800,000","3,200,000","3,400,000","2,800,000","2,600,000","2,800,000","2,500,000","2,700,000","2,200,000","2,700,000","2,700,000","2,400,000","2,300,000","2,300,000","2,700,000","2,400,000","2,600,000","2,400,000","2,500,000","2,300,000","2,100,000","2,400,000","2,000,000","1,600,000","1,500,000","1,700,000","1,600,000","1,100,000","900,000","1,600,000","1,300,000","700,000","800,000","1,100,000","900,000","500,000","600,000","800,000","1,000,000","700,000","900,000"
			NetIncomeContinuousOperations,"268,831,000","65,095,000","48,238,000","80,574,000","74,924,000","67,420,000","52,968,000","65,898,000","58,802,000","77,236,000","52,722,000","81,826,000","55,924,000","47,695,000","55,646,000","55,193,000","53,562,000","51,312,000","18,903,000","28,852,000","23,065,000","22,120,000","26,971,000","23,429,000","22,909,000","23,505,000","23,859,000","21,675,000","20,095,000","8,735,000","12,639,000","8,788,000","9,908,000","4,352,000","3,786,000","6,932,000","6,576,000","5,937,000","8,033,000","6,760,000","6,536,000","6,355,000","6,305,000","7,257,000","6,746,000","5,066,000","16,560,000","7,620,000","7,981,000","4,956,000","6,805,000","7,660,000","5,509,000","5,236,000","5,626,000","6,474,000","5,994,000","8,816,000","6,192,000","7,500,000","7,031,000","6,637,000","6,750,000","7,447,000","7,296,000","5,988,000","6,825,000","7,334,000","6,943,000","5,860,000","5,840,000","6,907,000","6,288,000","5,411,000","5,318,000","6,611,000","6,529,000","5,332,000","5,663,000","5,769,000","5,705,000","4,941,000","3,951,000","3,536,000","4,487,000","4,554,000","4,967,000","4,965,000","4,609,000","4,328,000","5,100,000","3,800,000","4,100,000","3,300,000","4,300,000","3,800,000","3,400,000","2,800,000","3,200,000","3,400,000","2,800,000","2,600,000","2,800,000","2,500,000","2,700,000","2,200,000","2,700,000","2,700,000","2,400,000","2,300,000","2,300,000","2,700,000","2,400,000","2,600,000","2,400,000","2,500,000","2,300,000","2,100,000","2,400,000","2,000,000","1,600,000","1,500,000","1,700,000","1,600,000","1,100,000","900,000","1,600,000","1,300,000","700,000","800,000","1,100,000","900,000","500,000","600,000","800,000","1,000,000","700,000","900,000"
	PreferredStockDividends,,,"8,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000",,"326,000",,,,,,,,,,"0",,,"24,000","77,000","77,000","77,000","26,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"268,797,000","65,095,000","48,230,000","80,561,000","74,911,000","67,407,000","52,955,000","65,885,000","58,789,000","77,223,000","52,709,000","81,826,000","55,598,000","47,695,000","55,646,000","55,193,000","53,562,000","51,312,000","18,903,000","28,852,000","23,065,000","22,120,000","26,971,000","23,429,000","22,909,000","23,481,000","23,782,000","21,598,000","20,018,000","8,709,000","12,639,000","8,788,000","9,908,000","4,352,000","3,786,000","6,932,000","6,576,000","5,937,000","8,033,000","6,760,000","6,536,000","6,355,000","6,305,000","7,257,000","6,746,000","5,066,000","16,560,000","7,620,000","7,981,000","4,956,000","6,805,000","7,660,000","5,509,000","5,236,000","5,626,000","6,474,000","5,994,000","8,816,000","6,192,000","7,500,000","7,031,000","6,637,000","6,750,000","7,447,000","7,296,000","5,988,000","6,825,000","7,334,000","6,943,000","5,860,000","5,840,000","6,907,000","6,288,000","5,411,000","5,318,000","6,611,000","6,529,000","5,332,000","5,663,000","5,769,000","5,705,000","4,941,000","3,951,000","3,536,000","4,487,000","4,554,000","4,967,000","4,965,000","4,609,000","4,328,000","5,100,000","3,800,000","4,100,000","3,300,000","4,300,000","3,800,000","3,400,000","2,800,000","3,200,000","3,400,000","2,800,000","2,600,000","2,800,000","2,500,000","2,700,000","2,200,000","2,700,000","2,700,000","2,400,000","2,300,000","2,300,000","2,700,000","2,400,000","2,600,000","2,400,000","2,500,000","2,300,000","2,100,000","2,400,000","2,000,000","1,600,000","1,500,000","1,700,000","1,600,000",,,,,,"800,000",,,,,,,,
