name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
TotalAssets,"6,179,373,000","6,261,190,000","6,227,468,000","6,074,349,000","6,008,909,000","6,076,366,000","6,265,789,000","6,495,103,000","6,937,943,000","6,498,555,000","6,544,613,000","6,730,714,000","6,833,197,000","6,978,348,000","3,076,463,000","2,954,130,000","2,741,926,000","2,590,868,000","2,593,688,000","2,603,699,000","2,812,439,000","2,809,259,000","2,955,429,000","2,997,760,000","3,072,013,000","3,062,930,000","3,090,964,000","3,085,249,000","2,750,004,000","2,770,484,000","2,368,107,000","2,160,584,000","2,105,660,000","2,116,931,000","2,044,845,000","2,016,970,000","1,995,728,000","1,846,162,000","1,732,965,000","1,559,380,000","1,395,376,000","1,416,632,000","1,417,428,000","1,319,953,000","1,080,330,000","855,515,000","750,518,000","389,571,000","388,307,000"
	CurrentAssets,"203,516,000","181,857,000","264,590,000","406,642,000","186,798,000","194,344,000","285,209,000","416,756,000","831,000,000","165,968,000","185,794,000","195,510,000","217,939,000","244,410,000","236,300,000","116,249,000","108,608,000","105,381,000","100,317,000","96,324,000","108,832,000","106,978,000","134,624,000","110,535,000","114,375,000","103,193,000","135,798,000","127,340,000","116,208,000","130,829,000","205,358,000","110,350,000","114,069,000","115,063,000","169,666,000","215,195,000","168,018,000","129,886,000","176,995,000","188,169,000","60,378,000","86,465,000","98,973,000","160,480,000","381,299,000","225,207,000","372,385,000","182,058,000","302,898,000"
		CashCashEquivalentsAndShortTermInvestments,"69,446,000","58,518,000","157,554,000","312,064,000","113,338,000","124,274,000","204,553,000","339,810,000","727,372,000","30,098,000","29,758,000","41,988,000","51,417,000","83,366,000","18,026,000","17,253,000","15,969,000","25,410,000","14,185,000","14,337,000","31,939,000","33,410,000","46,626,000","36,307,000","28,282,000","26,345,000","38,561,000","33,212,000","28,656,000","52,883,000","119,307,000","38,477,000","44,290,000","55,136,000","110,042,000","151,592,000","115,633,000","85,900,000","147,475,000","163,898,000","36,364,000","65,684,000","75,318,000","139,999,000","340,592,000","221,543,000","370,995,000","182,058,000","302,898,000"
			CashAndCashEquivalents,"69,446,000","58,518,000","157,554,000","312,064,000","113,338,000","124,274,000","204,553,000","339,810,000","727,372,000","30,098,000","29,758,000","41,988,000","51,417,000","83,366,000","18,026,000","17,253,000","15,969,000","25,410,000","14,185,000","14,337,000","31,939,000","33,410,000","46,626,000","36,307,000","28,282,000","26,345,000","38,561,000","33,212,000","28,656,000","52,883,000","119,307,000","38,477,000","44,290,000","55,136,000","110,042,000","151,592,000","115,633,000","85,900,000","147,475,000","163,898,000","36,364,000","65,684,000","75,318,000","139,999,000","340,592,000","221,543,000","370,995,000","182,058,000","302,898,000"
		Receivables,"40,645,000","37,045,000","31,523,000","27,476,000","16,647,000","10,225,000","11,312,000","8,678,000","24,707,000","49,619,000","70,990,000","75,394,000","71,971,000","59,897,000","36,317,000","34,971,000","33,798,000","29,206,000","35,757,000","34,821,000","29,107,000","27,687,000","31,585,000","29,888,000","31,403,000","25,062,000","37,739,000","31,615,000","27,685,000","21,320,000","30,137,000","23,227,000","19,794,000","16,850,000","23,500,000","25,538,000","20,278,000","13,463,000","18,827,000","15,937,000","15,199,000","11,312,000","14,925,000","13,752,000","8,162,000",,,,
			AccountsReceivable,"40,645,000","37,045,000","31,523,000","27,476,000","16,647,000","10,225,000","11,312,000","8,678,000","24,707,000","49,619,000","70,990,000","75,394,000","71,971,000","59,897,000","36,317,000","34,971,000","33,798,000","29,206,000","35,757,000","34,821,000","29,107,000","27,687,000","31,585,000","29,888,000","31,403,000","25,062,000","37,739,000","31,615,000","27,685,000","21,320,000","30,137,000","23,227,000","19,794,000","16,850,000","23,500,000","25,538,000","20,278,000","13,463,000","18,827,000","15,937,000","15,199,000",,,"13,752,000","8,162,000",,,,
				GrossAccountsReceivable,"40,881,000","38,187,000","32,388,000","28,018,000","17,186,000","10,408,000","11,700,000","9,568,000","25,531,000","50,357,000","71,507,000","75,934,000","72,345,000","60,423,000","36,470,000","35,182,000",,"29,451,000","36,113,000","35,361,000","29,640,000","28,181,000","31,829,000","30,188,000","31,727,000","25,305,000","37,947,000","31,760,000","27,830,000","21,459,000","30,352,000","23,385,000","19,994,000","17,120,000","23,760,000","25,756,000","20,394,000","13,491,000","18,900,000","15,996,000","15,259,000",,,"13,779,000",,,,,
				AllowanceForDoubtfulAccountsReceivable,"-236,000","-1,142,000","-865,000","-542,000","-539,000","-183,000","-388,000","-890,000","-824,000","-738,000","-517,000","-540,000","-374,000","-526,000","-153,000","-211,000",,"-245,000","-356,000","-540,000","-533,000","-494,000","-244,000","-300,000","-324,000","-243,000","-208,000","-145,000","-145,000","-139,000","-215,000","-158,000","-200,000","-270,000","-260,000","-218,000","-116,000","-28,000","-73,000","-59,000","-60,000",,,"-27,000",,,,,
		PrepaidAssets,"66,918,000","52,565,000","50,399,000","56,156,000","45,519,000","47,819,000","56,922,000","55,241,000","59,525,000","59,474,000","57,998,000","49,854,000","68,897,000","76,702,000","173,472,000","55,762,000","51,587,000","43,642,000","43,902,000","40,461,000","40,634,000","38,462,000","48,828,000","36,452,000","44,680,000","42,333,000","45,044,000","49,050,000","46,226,000","40,243,000","37,999,000","33,372,000","35,601,000","26,595,000","20,194,000","24,263,000","18,955,000","18,489,000",,,,,,,"23,220,000",,,,
		RestrictedCash,"26,507,000","33,729,000","25,114,000","10,946,000","11,294,000","12,026,000","12,422,000","13,027,000","19,396,000","26,777,000","27,048,000","28,274,000","25,654,000","24,445,000","8,485,000","8,263,000","7,254,000","7,123,000","6,473,000","6,705,000","7,152,000","7,419,000","7,585,000","7,888,000","10,010,000","9,453,000","14,454,000","13,463,000","13,641,000","16,383,000","17,915,000","15,274,000","14,384,000","16,482,000","15,930,000","13,802,000","13,152,000","12,034,000","10,693,000","8,334,000","8,815,000","9,469,000","8,730,000","6,729,000","6,215,000","3,664,000","1,390,000",,
