name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"-153,774,000","-47,401,000","-44,607,000","-28,867,000","-32,899,000","-21,536,000","-27,149,000","-12,114,000","-10,519,000","-11,481,000"
	CashFlowFromContinuingOperatingActivities,"-153,774,000","-47,401,000","-44,607,000","-28,867,000","-32,899,000","-21,536,000","-27,149,000","-12,114,000","-10,519,000","-11,481,000"
		NetIncomeFromContinuingOperations,"-61,241,000","-90,353,000","-67,227,000","15,351,000","80,988,000","-75,089,000","-694,742,000","-375,854,000","-13,946,000","-15,378,000"
		OperatingGainsLosses,,,"0","-68,934,000","-130,400,000","30,660,000","11,821,000",,,
			GainLossOnSaleOfPPE,,,,,,"-104,000","3,000",,,"0"
			GainLossOnInvestmentSecurities,,,"0","-68,934,000","-130,504,000","30,764,000","11,818,000",,,
		DepreciationAmortizationDepletion,"18,794,000","6,516,000","4,477,000","3,796,000","3,854,000","2,572,000","3,104,000","1,951,000","1,938,000","1,742,000"
			DepreciationAndAmortization,"18,794,000","6,516,000","4,477,000","3,796,000","3,854,000","2,572,000","3,104,000","1,951,000","1,938,000","1,742,000"
				Depreciation,"18,794,000","6,516,000","4,477,000","3,796,000","3,854,000","2,572,000","3,104,000","1,951,000","1,938,000","1,742,000"
		AmortizationOfSecurities,"11,620,000","2,185,000","2,790,000","3,623,000","3,022,000","2,410,000","989,000","217,000","48,000","-53,000"
		StockBasedCompensation,"68,980,000","28,481,000","16,165,000","12,727,000","11,607,000","11,676,000","7,771,000","4,871,000","2,185,000","2,197,000"
		OtherNonCashItems,"1,563,000","560,000","676,000","638,000","-264,000","-151,000","652,090,000","347,455,000","-171,000","-164,000"
		ChangeInWorkingCapital,"5,948,000","5,210,000","-1,488,000","3,932,000","-1,706,000","6,386,000","-8,182,000","299,000","-573,000","175,000"
			ChangeInPrepaidAssets,"-5,249,000","2,082,000","-7,271,000","1,951,000","-2,011,000","2,479,000","-9,157,000","-43,000","-283,000","-165,000"
			ChangeInPayablesAndAccruedExpense,"9,119,000","3,957,000","-911,000","2,345,000","764,000","4,252,000","1,254,000","614,000","-21,000","600,000"
				ChangeInPayable,,,"5,817,000","2,345,000","764,000","4,252,000","1,254,000","614,000","-21,000","600,000"
					ChangeInAccountPayable,,,"5,817,000","2,345,000","764,000","4,252,000","1,254,000","614,000","-21,000","600,000"
			ChangeInOtherCurrentLiabilities,"-397,000","460,000","-34,000","-364,000","-459,000","-345,000","-279,000","-272,000","-269,000","-260,000"
			ChangeInOtherWorkingCapital,"2,475,000","-1,289,000",,,,,,,,
InvestingCashFlow,"-475,246,000","8,427,000","19,431,000","-74,726,000","-428,378,000","97,839,000","-826,103,000","-4,303,000","692,000","27,066,000"
	CashFlowFromContinuingInvestingActivities,"-475,246,000","8,427,000","19,431,000","-74,726,000","-428,378,000","97,839,000","-826,103,000","-4,303,000","692,000","27,066,000"
		NetPPEPurchaseAndSale,"-153,311,000","-39,294,000","-44,782,000","-38,741,000","-30,494,000","-13,161,000","-10,181,000","-4,021,000","-4,957,000","-4,934,000"
			PurchaseOfPPE,"-153,311,000","-39,294,000","-44,782,000","-38,741,000","-30,386,000","-13,269,000","-10,181,000","-4,021,000","-4,957,000","-4,934,000"
			SaleOfPPE,,,,,,"108,000",,,,"0"
		NetInvestmentPurchaseAndSale,"-321,935,000","47,721,000","64,213,000","-35,985,000","-397,884,000","111,000,000","-815,922,000","-282,000","5,649,000","32,000,000"
			PurchaseOfInvestment,"-1,560,831,000","-183,892,000","-270,772,000","-286,828,000","-819,339,000",,"-840,928,000","-26,282,000",,
			SaleOfInvestment,"1,238,896,000","231,613,000","334,985,000","250,843,000","421,455,000","111,000,000","25,006,000","26,000,000","30,000,000","32,000,000"
FinancingCashFlow,"165,022,000","1,287,000","6,744,000","46,165,000","110,826,000","572,822,000","955,895,000","-2,185,000","1,000","13,000"
	CashFlowFromContinuingFinancingActivities,"165,022,000","1,287,000","6,744,000","46,165,000","110,826,000","572,822,000","955,895,000","-2,185,000","1,000","13,000"
		NetIssuancePaymentsOfDebt,,,"297,000","5,172,000","38,000",,,"0",,
			NetLongTermDebtIssuance,,,"297,000","5,172,000","38,000",,,"0",,
				LongTermDebtIssuance,,,"297,000","5,172,000","38,000",,,"0",,
		NetCommonStockIssuance,"99,031,000","0","0","99,930,000","-899,000","463,825,000","100,008,000","-208,000","0","0"
			CommonStockIssuance,"99,031,000","0","0","99,930,000","-899,000","463,825,000","99,800,000","0","0","0"
			CommonStockPayments,,,,,"-899,000",,,,,
		NetPreferredStockIssuance,,,"0",,,,"176,670,000",,,
			PreferredStockIssuance,,,"0",,,,"176,670,000",,,
