name,ttm,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
OperatingCashFlow,"-61,788,000","-31,868,000","-12,941,000","2,571,000","-19,550,000","-11,528,000","-6,532,000","-3,858,000","-5,071,951","-2,823,977","-1,117,285","-4,770,767","-2,518,308","-6,218,191","-7,563,530","-3,860,181","-4,136,118","-4,400,983","1,950,554","-3,386,146","-1,419,824","-3,848,606","-2,364,527","-1,732,216","-218,415","-2,336,876","-1,483,747","-2,396,482","-2,183,849","-2,497,989","-2,651,427","-2,840,806","-3,067,211","-2,766,981","-910,628","-2,016,340","-2,342,171","-2,733,182","-3,123,700","-2,401,772","-2,611,975","-956,064","-1,059,177","-1,107,823","-1,101,426","-1,589,711","167,413","88,486","409,888","283,146","52,286","106,187","1,126,086","-82,697","189,564","198,560","2,010,582","887,081","-1,231,916","-240,741"
	CashFlowFromContinuingOperatingActivities,"-61,788,000","-31,868,000","-12,941,000","2,571,000","-19,550,000","-11,528,000","-6,532,000","-3,858,000","-5,071,951","-2,823,977","-1,117,285","-4,770,767","-2,518,308","-6,218,191","-7,563,530","-3,860,181","-4,136,118","-4,400,983","1,950,554","-3,386,146","-1,419,824","-3,848,606","-2,364,527","-1,732,216","-218,415","-2,336,876","-1,483,747","-2,396,482","-2,183,849","-2,497,989","-2,651,427","-2,840,806","-3,067,211","-2,766,981","-910,628","-2,016,340","-2,342,171","-2,733,182","-3,123,700","-2,401,772","-2,611,975","-956,064","-1,059,177","-1,107,823","-1,101,426","-1,589,711","167,413","88,486","409,888","283,146","52,286","106,187","1,126,086","-82,697","189,564","198,560","2,010,582","887,081","-1,231,916","-240,741"
		NetIncomeFromContinuingOperations,"-123,415,000","-54,406,000","-9,994,000","-737,000","-58,278,000","-8,721,000","-26,424,000","-12,620,000","-109,709,429","-12,304,483","5,276,783","19,908,754","-8,557,530","-7,441,820","-8,261,348","-4,162,386","-5,092,016","-3,021,874","-3,717,446","1,638,467","-21,404,130","-2,153,083","-1,606,449","-2,274,040","-1,962,501","-2,335,287","-1,324,123","-2,919,010","-2,370,724","-2,116,002","-1,085,525","-7,451,892","-3,598,520","2,978,401","-3,591,216","-3,675,167","-2,815,025","-4,437,427","-4,250,424","-4,784,529","-4,303,944","125,729","-5,816,619","-2,647,231","-4,277,587","-7,438,550","-2,735,705","-1,068,164","-3,280,745","-1,318,156","-968,851","-974,129","-2,866,900","-546,831","656,492","-597,625","-697,301","-505,126","-465,395","-308,931"
		OperatingGainsLosses,"-6,512,000","1,577,000","815,000","271,000","-9,175,000","-7,000","12,000","3,000","1,647,691","-1,016,994","285,535","280,486","1,319,598","13,882","10,691","19,743","33,628","-103,621","645,925","354,001","-194,004","81,058","-243,506","-16,085","-271,808","-40,673","12,757","48,639","1,361,147","-275,148","-1,487,949","1,715,963","447,688","-5,618,021","2,610","28,399","-296,384","-399,386","482,013","4,191","14,371","-470,041",,,"16,000","0","-1,350","0","-90,280","9,629","35,423","45,228","1,076,832","-80,736",,,,,,
			GainLossOnSaleOfBusiness,"1,170,000","0","1,234,000","212,000","-276,000",,,,"2,254,081",,,,,,,,,,,,,,,,,"0","0","0","1,350,902","0","0","-727,963","0",,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,"0","0","0","0","-83,093","156,765","-163,924","10,590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,"0","-131,357","-26,117","270,116","-122,606","-58,220","-106,583","-37,023","-64,469","-91,315","-49,344","15,295","-34,610","-281,537","-1,501,632","2,439,018","428,930","6,840","4,885","25,405",,,,,,,,,"16,000","0",,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,"1,100,000","358,000","59,000",,"-7,000","12,000","3,000",,"40,369","285,535","280,486","136,309","13,882","10,691","19,743","28,725","23,632","33,090","43,746","11,695","-17,487","27,001","10,348","12,469","50,642","60,621","32,403","4,071","6,389","5,349","4,908","10,614","-8,592","-2,275","2,994",,,,,,,,,,,,"0",,,"10,273","20,353",,,,,,,,
		DepreciationAmortizationDepletion,"8,104,000","1,682,000","1,635,000","1,128,000","3,659,000","694,000","481,000","476,000","808,173","806,481","369,821","244,178","37,595","291,512","14,025","9,200","13,140","36,508","60,942","196,211","145,630","123,502","123,343","97,463","106,905","98,643","95,082","89,743","122,203","124,936","139,590","149,960","153,066","272,613","534,544","656,743","356,235","1,246,974","1,248,413","1,231,314","1,143,104","1,087,002","1,119,327","1,074,327","1,202,124","1,177,704","957,314","945,444","1,253,071","860,290","633,641","831,307","1,159,449","768,951","730,927","710,603","667,879","555,522",,
			DepreciationAndAmortization,"8,104,000","1,682,000","1,635,000","1,128,000","3,659,000","694,000","481,000","476,000","808,173","806,481","369,821","244,178","37,595","291,512","14,025","9,200","13,140","36,508","60,942","196,211","145,630","123,502","123,343","97,463","106,905","98,643","95,082","89,743","122,203","124,936","139,590","149,960","153,066","272,613","534,544","656,743","356,235","1,246,974","1,248,413","1,231,314","1,143,104","1,087,002","1,119,327","1,074,327","1,202,124","1,177,704","957,314","945,444","1,253,071","860,290","633,641","831,307","1,159,449","768,951","730,927","710,603","667,879","555,522",,
